
,Stanic,,,
,CO,PM10,BENZENE
23/08/2011 20.00,"0,79869138","26,37360954",
23/08/2011 21.00,"0,78424072",,
23/08/2011 22.00,"0,69007843","34,4322319","0,17459653"
23/08/2011 23.00,"0,62222534",,"0,1082149"
24/08/2011 0.00,"0,61693507","17,33819962","0,11277411"
24/08/2011 1.00,"0,6434796",,"0,10070334"
24/08/2011 2.00,"0,63212551",,"0,09417929"
24/08/2011 3.00,"0,63050266",,"0,09544443"
24/08/2011 4.00,,,"0,42076951"
24/08/2011 5.00,"0,60500198",,"0,11324804"
24/08/2011 6.00,"0,67539128",,"0,08443541"
24/08/2011 7.00,"0,71255245",,"0,11713603"
24/08/2011 8.00,"0,81888549",,"0,12992175"
24/08/2011 9.00,"0,63834777",,"0,15576677"
24/08/2011 10.00,"0,61760495",,
24/08/2011 11.00,"0,60741935",,
24/08/2011 12.00,"0,61347502",,
24/08/2011 13.00,"0,62403458",,
24/08/2011 14.00,"0,59811916",,
24/08/2011 15.00,"0,58970436",,
24/08/2011 16.00,"0,60215006",,
24/08/2011 17.00,"0,60506023",,
24/08/2011 18.00,"0,65018417",,
24/08/2011 19.00,"0,69835576",,
24/08/2011 20.00,"0,73661902","45,42124176",
24/08/2011 21.00,"0,77202919",,
24/08/2011 22.00,"0,86056803","41,5140419","0,06447373"
24/08/2011 23.00,"0,79696136",,"0,17591354"
25/08/2011 0.00,"0,70997663","20,75702095","0,15175674"
25/08/2011 1.00,"0,65049872",,"0,11863814"
25/08/2011 2.00,"0,62364081",,"0,09572411"
25/08/2011 3.00,"0,61180441",,"0,08937701"
25/08/2011 4.00,"0,6288903",,"0,07440677"
25/08/2011 5.00,"0,61479264",,"0,07914396"
25/08/2011 6.00,"0,63284198",,"0,06965738"
25/08/2011 7.00,"0,68170325",,"0,05220871"
25/08/2011 8.00,"0,7894506",,"0,06661757"
25/08/2011 9.00,"0,69202515",,"0,09481898"
25/08/2011 10.00,"0,6341596",,"0,1097343"
25/08/2011 11.00,"0,58789512",,"0,0861277"
25/08/2011 12.00,"0,59937852",,"0,03394034"
25/08/2011 13.00,"0,58461215",,"0,10192883"
25/08/2011 14.00,"0,57552748",,"0,09897546"
25/08/2011 15.00,"0,58655886",,"0,07330536"
25/08/2011 16.00,"0,59428514",,"0,14359226"
25/08/2011 17.00,"0,59047093",,"0,11970802"
25/08/2011 18.00,"0,62859556",,"0,08637788"
25/08/2011 19.00,"0,6883286",,"0,02984081"
25/08/2011 20.00,"0,84857435",,
25/08/2011 21.00,"0,98253188",,"0,12895153"
25/08/2011 22.00,"1,01135631",,"0,17384801"
25/08/2011 23.00,"0,89686477",,"0,19117159"
26/08/2011 0.00,"0,83473299",,"0,18059174"
26/08/2011 1.00,"0,64540651",,"0,14843827"
26/08/2011 2.00,"0,62221951",,"0,10288074"
26/08/2011 3.00,"0,61255118",,"0,08999433"
26/08/2011 4.00,,,"0,3467909"
26/08/2011 5.00,"0,60283857",,"0,1139396"
26/08/2011 6.00,"0,65800948",,"0,06814612"
26/08/2011 7.00,"0,86302618",,"0,06984654"
26/08/2011 8.00,"1,04751441",,"0,13502302"
26/08/2011 9.00,"0,77102729",,"0,1350515"
26/08/2011 10.00,"0,6854196",,"0,13075671"
26/08/2011 11.00,"0,63427843",,"0,14305936"
26/08/2011 12.00,"0,61752573",,"0,12717178"
26/08/2011 13.00,"0,61624772",,"0,13948155"
26/08/2011 14.00,"0,59224057",,"0,12008736"
26/08/2011 15.00,"0,57407356",,"0,10355094"
26/08/2011 16.00,"0,59339974",,"0,09979719"
26/08/2011 17.00,"0,62338568",,"0,12581307"
26/08/2011 18.00,"0,69013785",,"0,11751435"
26/08/2011 19.00,"0,89415148",,"0,12833523"
26/08/2011 20.00,"1,16080717",,"0,34633427"
26/08/2011 21.00,"0,86640701",,"0,27830307"
26/08/2011 22.00,"0,7427341",,"0,23375745"
26/08/2011 23.00,"0,63325439",,"0,17413583"
27/08/2011 0.00,"0,69766841",,"0,12761519"
27/08/2011 1.00,"0,71359396",,"0,13789808"
27/08/2011 2.00,"0,66561926",,"0,12396518"
27/08/2011 3.00,"0,6210848",,"0,08592328"
27/08/2011 4.00,"0,59383312",,"0,06170037"
27/08/2011 5.00,"0,59450183",,"0,03816598"
27/08/2011 6.00,"0,62214728",,"0,03350405"
27/08/2011 7.00,"0,69957551",,"0,03640148"
27/08/2011 8.00,"0,71237653",,"0,04983097"
27/08/2011 9.00,"0,85616433",,"0,07437626"
27/08/2011 10.00,"0,86052842","33,45542145","0,14372244"
27/08/2011 11.00,"0,83941163",,"0,17513452"
27/08/2011 12.00,"0,71581678","65,44566345","0,16337597"
27/08/2011 13.00,"0,71143172",,"0,13890084"
27/08/2011 14.00,"0,65938534","73,74845886","0,10648295"
27/08/2011 15.00,"0,61538213",,"0,0994626"
27/08/2011 16.00,"0,6407069","47,61904144","0,11965615"
27/08/2011 17.00,"0,67659006",,"0,15650715"
27/08/2011 18.00,"0,79969445","41,5140419","0,15402262"
27/08/2011 19.00,"0,66825332",,"0,1559417"
27/08/2011 20.00,"0,66333819","49,08423996","0,12803216"
27/08/2011 21.00,"0,64898422",,"0,10928275"
27/08/2011 22.00,"0,63248899","52,2588501","0,09479966"
27/08/2011 23.00,"0,6441285",,"0,08758201"
28/08/2011 0.00,"0,64406909","26,12940979","0,07672451"
28/08/2011 1.00,"0,75280087",,"0,08405708"
28/08/2011 2.00,"0,78640296","13,18680954",
28/08/2011 3.00,"0,60755682",,"0,34839064"
28/08/2011 4.00,,"6,34920597","0,11948733"
28/08/2011 5.00,"0,53105244",,"0,06281094"
28/08/2011 6.00,"0,52580178","126,98410034","0,03790766"
28/08/2011 7.00,"0,51610898",,"0,01795819"
28/08/2011 8.00,"0,50824407","85,95848083","0,00927504"
28/08/2011 9.00,"0,51921604",,
28/08/2011 10.00,"0,53628329","55,67765045",
28/08/2011 11.00,"0,53008898",,
28/08/2011 12.00,"0,51418207","47,86323166",
28/08/2011 13.00,"0,5081264",,
28/08/2011 14.00,"0,50513818","44,20024109",
28/08/2011 15.00,"0,50126339",,
28/08/2011 16.00,"0,49609312","35,16482162",
28/08/2011 17.00,"0,51461429",,
28/08/2011 18.00,"0,524603","32,23442078",
28/08/2011 19.00,"0,5106428",,
28/08/2011 20.00,"0,54501263","28,32722092",
28/08/2011 21.00,"0,56160689",,
28/08/2011 22.00,"0,59782441","32,23442078",
28/08/2011 23.00,"0,58693166",,
29/08/2011 0.00,"0,58272368","37,11843109",
29/08/2011 1.00,"0,55881555",,
29/08/2011 2.00,"0,54241701","34,18803024",
29/08/2011 3.00,"0,53238986",,
29/08/2011 4.00,"0,53128777","30,28083038",
29/08/2011 5.00,"0,54031302",,
29/08/2011 6.00,"0,55144227","39,07204056",
29/08/2011 7.00,"0,59214154",,
29/08/2011 8.00,"0,57071137","31,01342964",
29/08/2011 9.00,"0,54886529",,
29/08/2011 10.00,"0,51909721","48,35165024",
29/08/2011 11.00,"0,51740679",,
29/08/2011 12.00,"0,49154962","41,75823975",
29/08/2011 13.00,"0,50236548",,"0,06722777"
29/08/2011 14.00,"0,50480266",,"0,13859574"
29/08/2011 15.00,"0,50122494",,"0,02754646"
29/08/2011 16.00,"0,49748879","16,36141014","0,01148091"
29/08/2011 17.00,"0,51508611",,"0,03277588"
29/08/2011 18.00,"0,52369896","15,38461018","0,01257215"
29/08/2011 19.00,"0,51842966",,0
29/08/2011 20.00,"0,53278246","16,60560989","0,04636706"
29/08/2011 21.00,"0,55071414",,"0,0140763"
29/08/2011 22.00,"0,51772134","21,48962021","0,04339132"
29/08/2011 23.00,"0,55881555",,"0,0663145"
30/08/2011 0.00,"0,53980159","10,7448101","0,13294733"
30/08/2011 1.00,"0,5631412",,"0,09725469"
30/08/2011 2.00,"0,54641995","23,44322014",
30/08/2011 3.00,"0,52613264",,"0,28857782"
30/08/2011 4.00,,"19,53602028","0,08664128"
30/08/2011 5.00,"0,56974675",,"0,10146507"
30/08/2011 6.00,"0,72425138","9,52380943","0,09321822"
30/08/2011 7.00,"0,65799084",,"0,13028787"
30/08/2011 8.00,"0,55549181","37,11843109","0,11456302"
30/08/2011 9.00,"0,57251945",,"0,07324841"
30/08/2011 10.00,"0,53095341","18,55920982","0,07652315"
30/08/2011 11.00,"0,52690387",,"0,04131868"
30/08/2011 12.00,"0,51929409","9,27960968","0,09241784"
30/08/2011 13.00,"0,51203847",,"0,06928618"
30/08/2011 14.00,"0,51646314","69,35285187",
30/08/2011 15.00,"0,50963974",,
30/08/2011 16.00,"0,52139808","34,67642975",
30/08/2011 17.00,"0,54813833",,
30/08/2011 18.00,"0,6064559","17,33819962","0,04956451"
30/08/2011 19.00,"0,61927556",,"0,08672874"
30/08/2011 20.00,"0,66797838","8,54700947","0,13165167"
30/08/2011 21.00,"0,66504841",,"0,23061695"
30/08/2011 22.00,"0,58587035","4,1514039","0,14785451"
30/08/2011 23.00,"0,58901585",,"0,12247629"
31/08/2011 0.00,"0,57269653","1,95360196","0,0926904"
31/08/2011 1.00,"0,55751774",,"0,1087234"
31/08/2011 2.00,"0,57666801",,"0,11391824"
31/08/2011 3.00,"0,57080806",,"0,11228494"
31/08/2011 4.00,"0,56925512",,"0,10636498"
31/08/2011 5.00,"0,57521293",,"0,09678179"
31/08/2011 6.00,"0,62061298",,"0,08736539"
31/08/2011 7.00,"0,67246247",,"0,1078976"
31/08/2011 8.00,"0,67295293",,"0,102358"
31/08/2011 9.00,"0,55470543",,"0,09730351"
31/08/2011 10.00,"0,53150446","68,62026978","0,1175652"
31/08/2011 11.00,"0,52886923",,"0,04205804"
31/08/2011 12.00,"0,52299064","34,4322319","0,01934741"
31/08/2011 13.00,"0,52995035",,"0,01408647"
31/08/2011 14.00,"0,52578314","17,33819962","0,0224218"
31/08/2011 15.00,"0,55063492",,"0,02026678"
31/08/2011 16.00,"0,57080806","24,66422081","0,01818498"
31/08/2011 17.00,"0,56998208",,"0,05131375"
31/08/2011 18.00,"0,60246461","27,8388195","0,02144141"
31/08/2011 19.00,"0,64409006",,"0,1027709"
31/08/2011 20.00,"0,74000101","17,58241081","0,06007724"
31/08/2011 21.00,"0,76198223",,"0,16841622"
31/08/2011 22.00,"0,70887571","31,25761986","0,1807626"
31/08/2011 23.00,"0,641336",,"0,14490419"
01/09/2011 0.00,"0,67255916","27,8388195","0,11519864"
01/09/2011 1.00,"0,690845",,"0,12330515"
01/09/2011 2.00,"0,65847198","27,8388195",
01/09/2011 3.00,"0,59045113",,"0,34225203"
01/09/2011 4.00,,"35,65322113","0,14014463"
01/09/2011 5.00,"0,6027011",,"0,10305058"
01/09/2011 6.00,"0,64279225","17,82661057","0,10330991"
01/09/2011 7.00,"0,71068495",,"0,11367823"
01/09/2011 8.00,"0,72956028","9,03540897","0,15771941"
01/09/2011 9.00,"0,59369449",,"0,10424759"
01/09/2011 10.00,"0,59027521","4,39560509","0,11587291"
01/09/2011 11.00,"0,56550032",,"0,13495692"
01/09/2011 12.00,"0,56925512","2,19780207","0,14361871"
01/09/2011 13.00,"0,57525254",,"0,09727198"
01/09/2011 14.00,"0,56172572","0,97680098","0,04662437"
01/09/2011 15.00,"0,5599957",,"0,10263056"
01/09/2011 16.00,"0,58645984","15,62880993","0,10885968"
01/09/2011 17.00,"0,60073342",,"0,13185507"
01/09/2011 18.00,"0,67692442","29,05982971","0,18711275"
01/09/2011 19.00,"0,81717411",,"0,18461601"
01/09/2011 20.00,"0,82722223","16,60560989","0,21004711"
01/09/2011 21.00,"0,75453089",,"0,21621013"
01/09/2011 22.00,"0,6798742","24,90842056","0,18829043"
01/09/2011 23.00,"0,65899274",,"0,16408888"
02/09/2011 0.00,"0,69768821","40,04883957","0,14753111"
02/09/2011 1.00,"0,70893396",,"0,16112738"
02/09/2011 2.00,"0,66036977","20,02441978","0,1435526"
02/09/2011 3.00,"0,59857118",,"0,12775452"
02/09/2011 4.00,"0,62255969","41,02563095","0,12269902"
02/09/2011 5.00,"0,6060831",,"0,11041772"
02/09/2011 6.00,"0,60464782","20,51280975","0,10315736"
02/09/2011 7.00,"0,7116088",,"0,10536832"
02/09/2011 8.00,"0,76819634","10,25640965","0,15164792"
02/09/2011 9.00,"0,58256641",,"0,15105196"
02/09/2011 10.00,"0,55095064","4,88400507","0,12168507"
02/09/2011 11.00,"0,53608524",,"0,09842933"
02/09/2011 12.00,"0,54296806","2,44200301","0,10101861"
02/09/2011 13.00,"0,53909327",,"0,0673671"
02/09/2011 14.00,"0,56062363","1,22100103","0,18614253"
02/09/2011 15.00,"0,54908198",,"0,05669063"
02/09/2011 16.00,"0,582154","8,05860806",
02/09/2011 17.00,"0,62478135",,
02/09/2011 18.00,"0,68423945","20,26861954","0,1397297"
02/09/2011 19.00,"0,73205688",,"0,21165804"
02/09/2011 20.00,"0,75118851","16,36141014","0,22264266"
02/09/2011 21.00,"0,88646365",,"0,23423341"
02/09/2011 22.00,"0,67352262","27,10622025","0,24970299"
02/09/2011 23.00,"0,62387731",,"0,18688799"
03/09/2011 0.00,"0,589723","33,21123123","0,18129754"
03/09/2011 1.00,"0,61575726",,"0,16000156"
03/09/2011 2.00,"0,64581659","16,36141014",
03/09/2011 3.00,"0,69454155",,"0,38748717"
03/09/2011 4.00,,"8,05860806","0,20822261"
03/09/2011 5.00,"0,6661505",,"0,17743294"
03/09/2011 6.00,"0,67920549","3,90720391","0,15975036"
03/09/2011 7.00,"0,71090164",,"0,15585423"
03/09/2011 8.00,"0,73740539","1,95360196","0,17284932"
03/09/2011 9.00,"0,66852943",,"0,17412362"
03/09/2011 10.00,"0,65187459","117,70439911","0,10399537"
03/09/2011 11.00,"0,6157759",,"0,08460321"
03/09/2011 12.00,"0,58205614","106,47119904","0,08503747"
03/09/2011 13.00,"0,55112772",,"0,02537822"
03/09/2011 14.00,"0,56758451","65,20146179","0,05501258"
03/09/2011 15.00,"0,53895696",,"0,05545294"
03/09/2011 16.00,"0,51634431","52,99145126","0,0594406"
03/09/2011 17.00,"0,51080124",,"0,02817192"
03/09/2011 18.00,"0,53142524","37,36262131","0,01971861"
03/09/2011 19.00,"0,59033346",,"0,0874203"
03/09/2011 20.00,"0,66817527","20,26861954","0,07769575"
03/09/2011 21.00,"1,01316555",,"0,17599388"
03/09/2011 22.00,"0,807698","26,37360954","0,25406491"
03/09/2011 23.00,"0,68720787",,"0,23168175"
04/09/2011 0.00,"0,80460958","21,73381996","0,21748545"
04/09/2011 1.00,"0,67969712",,"0,22420477"
04/09/2011 2.00,"0,64481702","21,24542046","0,18989831"
04/09/2011 3.00,"0,55977901",,"0,15288968"
04/09/2011 4.00,"0,55383984","29,7924099","0,10961328"
04/09/2011 5.00,"0,51774115",,"0,11583528"
04/09/2011 6.00,"0,57973546","34,4322319","0,10696399"
04/09/2011 7.00,"0,58474962",,"0,08846781"
04/09/2011 8.00,"0,56941356","40,04883957","0,10561138"
04/09/2011 9.00,"0,56103721",,"0,12206644"
04/09/2011 10.00,"0,65380266","56,89865112","0,14993631"
04/09/2011 11.00,"0,57354232",,"0,23319403"
04/09/2011 12.00,"0,5635338","55,43344116","0,20877688"
04/09/2011 13.00,"0,55378159",,"0,13383008"
04/09/2011 14.00,"0,51703283","54,70085144","0,10711146"
04/09/2011 15.00,"0,49379224",,"0,08850341"
04/09/2011 16.00,"0,52283336","33,21123123","0,06704878"
04/09/2011 17.00,"0,58490689",,"0,05146529"
04/09/2011 18.00,"0,6167976","38,58362961","0,0644717"
04/09/2011 19.00,"0,59721512",,"0,13509726"
04/09/2011 20.00,"0,6338066","35,16482162","0,15657122"
04/09/2011 21.00,"0,56976655",,"0,14971562"
04/09/2011 22.00,"0,54933711","35,40903091","0,13244493"
04/09/2011 23.00,"0,53347098",,"0,1413569"
05/09/2011 0.00,"0,57163405","40,53723145","0,11756622"
05/09/2011 1.00,"0,58158431",,"0,1257612"
05/09/2011 2.00,"0,63382291","27,10622025",
05/09/2011 3.00,"0,63419921",,"0,36695699"
05/09/2011 4.00,,"37,6068306","0,21843431"
05/09/2011 5.00,"0,58541716",,"0,1566658"
05/09/2011 6.00,"0,60203123","40,04883957","0,13710889"
05/09/2011 7.00,"0,71900189",,"0,15145571"
05/09/2011 8.00,"0,75411732","41,5140419","0,19784311"
05/09/2011 9.00,"0,65728252",,"0,15279205"
05/09/2011 10.00,"0,6449941","77,41146088","0,12057145"
05/09/2011 11.00,"0,59100217",,"0,14144843"
05/09/2011 12.00,"0,59473716","60,56166077","0,18256574"
05/09/2011 13.00,"0,55572714",,"0,16270068"
05/09/2011 14.00,"0,57859492","63,49206161","0,08732979"
05/09/2011 15.00,"0,62285444",,"0,09829102"
05/09/2011 16.00,"0,63679483","31,74603081","0,05631332"
05/09/2011 17.00,"0,6227158",,"0,0589921"
05/09/2011 18.00,"0,63307848","76,19046021","0,06946415"
05/09/2011 19.00,"0,64703867",,"0,05565533"
05/09/2011 20.00,"0,63437629","64,71305084","0,04765052"
05/09/2011 21.00,"0,61611025",,"0,0409851"
05/09/2011 22.00,"0,65555249","32,23442078","0,04423035"
05/09/2011 23.00,"0,63685308",,"0,03111003"
06/09/2011 0.00,"0,61927556","67,39926147","0,04798511"
06/09/2011 1.00,"0,54874762",,"0,04797291"
06/09/2011 2.00,"0,52165322","33,69963074","0,11718484"
06/09/2011 3.00,"0,5348084",,"0,10311872"
06/09/2011 4.00,"0,51502786","16,84980965","0,09006857"
06/09/2011 5.00,"0,50580572",,"0,09156254"
06/09/2011 6.00,"0,5311701","62,51525116","0,07037843"
06/09/2011 7.00,"0,56850835",,"0,08713351"
06/09/2011 8.00,"0,54200344","51,5262413",
06/09/2011 9.00,"0,52631322",,
06/09/2011 10.00,"0,52407176","70,32967377",
06/09/2011 11.00,"0,50965954",,
06/09/2011 12.00,"0,49320275","40,04883957",
06/09/2011 13.00,"0,48930932",,
06/09/2011 14.00,"0,47957691","33,45542145",
06/09/2011 15.00,"0,47169219",,
06/09/2011 16.00,"0,47670635","30,76922989",
06/09/2011 17.00,"0,47680538",,
06/09/2011 18.00,"0,49308509","21,0012207",
06/09/2011 19.00,"0,48352859",,
06/09/2011 20.00,"0,48510251","16,11721039",
06/09/2011 21.00,"0,47169219",,
06/09/2011 22.00,"0,4658136","8,05860806",
06/09/2011 23.00,"0,52167302",,
07/09/2011 0.00,"0,51754426","16,60560989",
07/09/2011 1.00,"0,49607331",,
07/09/2011 2.00,"0,48132674","9,76801014",
07/09/2011 3.00,"0,48311618",,
07/09/2011 4.00,,"21,48962021",
07/09/2011 5.00,"0,48962387",,
07/09/2011 6.00,"0,49579837","13,18680954",
07/09/2011 7.00,"0,51196042",,
07/09/2011 8.00,"0,50765341","21,24542046",
07/09/2011 9.00,"0,5021884",,
07/09/2011 10.00,"0,48563258","22,71062088",
07/09/2011 11.00,"0,48958543",,
07/09/2011 12.00,"0,47652927","38,0952301",
07/09/2011 13.00,"0,47000178",,
07/09/2011 14.00,"0,47179122","21,73381996",
07/09/2011 15.00,"0,46923521",,
07/09/2011 16.00,"0,47898742","12,69841003",
07/09/2011 17.00,"0,48402139",,
07/09/2011 18.00,"0,50441005","9,76801014",
07/09/2011 19.00,"0,51168548",,
07/09/2011 20.00,"0,52910572","18,31501007",
07/09/2011 21.00,"0,58435585",,
07/09/2011 22.00,"0,66670038","17,58241081","0,02627521"
07/09/2011 23.00,"0,58408091",,"0,00865264"
08/09/2011 0.00,"0,58130821","21,0012207","0,07804763"
08/09/2011 1.00,"0,55360451",,"0,08139763"
08/09/2011 2.00,"0,5153028","16,60560989","0,0799301"
08/09/2011 3.00,"0,51441857",,"0,07253041"
08/09/2011 4.00,"0,52796519","12,94260979","0,05002318"
08/09/2011 5.00,"0,57312874",,"0,06538496"
08/09/2011 6.00,"0,65183614","15,62880993","0,0897533"
08/09/2011 7.00,"0,88945187",,"0,11325719"
08/09/2011 8.00,"0,68553726","7,81440783","0,15775704"
08/09/2011 9.00,"0,54007769",,"0,08174849"
08/09/2011 10.00,"0,53321584","3,90720391","0,06533513"
08/09/2011 11.00,"0,52098567",,"0,01533433"
08/09/2011 12.00,"0,49218105","1,95360196","0,01018526"
08/09/2011 13.00,"0,44707574",,
08/09/2011 14.00,"0,43634027","83,2722702",
08/09/2011 15.00,"0,44945467",,
08/09/2011 16.00,"0,49005725","56,65444183",
08/09/2011 17.00,"0,49682008",,
08/09/2011 18.00,"0,52124081","36,38582993",
08/09/2011 19.00,"0,55112772",,
08/09/2011 20.00,"0,59896495","19,04759979",
08/09/2011 21.00,"0,62293249",,
08/09/2011 22.00,"0,65325162","24,66422081",
08/09/2011 23.00,"0,58828889",,
09/09/2011 0.00,"0,57995215","27,8388195",
09/09/2011 1.00,"0,53756013",,
09/09/2011 2.00,"0,51539018","17,33819962",
09/09/2011 3.00,"0,50199151",,"0,2631996"
09/09/2011 4.00,,"16,60560989","0,13189066"
09/09/2011 5.00,"0,57179132",,"0,09544342"
09/09/2011 6.00,"0,55773327","27,8388195","0,08949295"
09/09/2011 7.00,"0,75466836",,"0,09282057"
09/09/2011 8.00,"0,70824661","13,67521","0,16055277"
09/09/2011 9.00,"0,51823278",,"0,10776234"
09/09/2011 10.00,"0,50604222","54,94504166","0,07365012"
09/09/2011 11.00,"0,49988752",,"0,02593147"
09/09/2011 12.00,"0,48551492","48,84004974",
09/09/2011 13.00,"0,47145686",,
09/09/2011 14.00,"0,45759453","37,85102081","0,01970336"
09/09/2011 15.00,"0,46359195",,"0,02325065"
09/09/2011 16.00,"0,48425672","20,75702095",
09/09/2011 17.00,"0,57417025",,
09/09/2011 18.00,"0,57713984","19,53602028","0,02075697"
09/09/2011 19.00,"0,68488836",,"0,05924534"
09/09/2011 20.00,"0,69540714","14,40781021","0,10607717"
09/09/2011 21.00,"0,77549041",,"0,03179244"
09/09/2011 22.00,"0,59029385","30,03663063","0,11501558"
09/09/2011 23.00,"0,53293974",,"0,10593886"
10/09/2011 0.00,"0,58408091","21,0012207","0,08757184"
10/09/2011 1.00,"0,57739614",,"0,05916906"
10/09/2011 2.00,"0,56274743","21,48962021","0,08752709"
10/09/2011 3.00,"0,54571979",,"0,05018895"
10/09/2011 4.00,"0,52420923","10,7448101","0,06443305"
10/09/2011 5.00,"0,54886529",,"0,05682894"
10/09/2011 6.00,"0,65741999","5,12820482","0,09434404"
10/09/2011 7.00,"0,78044632",,"0,12633683"
10/09/2011 8.00,"0,7714397","2,44200301","0,21882891"
10/09/2011 9.00,"0,62104519",,"0,10353772"
10/09/2011 10.00,"0,6462721","78,38825989","0,06156308"
10/09/2011 11.00,"0,59170933",,"0,02265164"
10/09/2011 12.00,"0,55989667","72,77165985","0,08866003"
10/09/2011 13.00,"0,51762348",,
10/09/2011 14.00,"0,45124411","45,1770401",
10/09/2011 15.00,"0,48622324",,
10/09/2011 16.00,"0,53537808","31,25761986",
10/09/2011 17.00,"0,54927886",,
10/09/2011 18.00,"0,62366062","17,58241081",
10/09/2011 19.00,"0,71172763",,
10/09/2011 20.00,"0,84592048","36,8742218",
10/09/2011 21.00,"0,88982584",,
10/09/2011 22.00,"0,74377678","28,32722092","0,07117983"
10/09/2011 23.00,"0,59969191",,"0,13107706"
11/09/2011 0.00,"0,69304802","22,95482063","0,11192085"
11/09/2011 1.00,"0,77399688",,"0,13316496"
11/09/2011 2.00,"0,73985306","11,47741032",
11/09/2011 3.00,"0,58706913",,"0,34066754"
11/09/2011 4.00,,"5,86080599","0,1438994"
11/09/2011 5.00,"0,50490168",,"0,092248"
11/09/2011 6.00,"0,52267958",,"0,05652791"
11/09/2011 7.00,"0,59988879",,"0,06191191"
11/09/2011 8.00,"0,57092689",,"0,07591295"
11/09/2011 9.00,"0,53775701",,"0,0823648"
11/09/2011 10.00,"0,62259814",,"0,10332517"
11/09/2011 11.00,"0,55216923",,"0,09650618"
11/09/2011 12.00,"0,56892076",,
11/09/2011 13.00,"0,64001955",,
11/09/2011 14.00,"0,60492159",,
11/09/2011 15.00,"0,49041141",,
11/09/2011 16.00,"0,5131394","71,06227112",
11/09/2011 17.00,"0,56109546",,
11/09/2011 18.00,"0,61207935","47,37483978",
11/09/2011 19.00,"0,62623643",,
11/09/2011 20.00,"0,5749776","37,36262131","0,06048913"
11/09/2011 21.00,"0,52424884",,"0,05509394"
11/09/2011 22.00,"0,53097322","18,80340958","0,04290215"
11/09/2011 23.00,"0,5015593",,"0,03808157"
12/09/2011 0.00,"0,48278183","9,52380943","0,02540263"
12/09/2011 1.00,"0,48657623",,
12/09/2011 2.00,"0,49510986",,
12/09/2011 3.00,"0,47989146",,
12/09/2011 4.00,"0,49056752",,
12/09/2011 5.00,"0,50350601",,
12/09/2011 6.00,"0,54011614",,
12/09/2011 7.00,"0,6783597",,
12/09/2011 8.00,"0,96066832",,
12/09/2011 9.00,"0,69487707",,
12/09/2011 10.00,"0,54843307",,
12/09/2011 11.00,"0,52291142",,
12/09/2011 12.00,"0,52356032",,
12/09/2011 13.00,"0,61447809",,
12/09/2011 14.00,"0,57163405","47,86323166",
12/09/2011 15.00,"0,54410743",,
12/09/2011 16.00,"0,57546806","23,93161964",
12/09/2011 17.00,"0,62310957",,
12/09/2011 18.00,"0,64695945","36,14162064",
12/09/2011 19.00,"0,62611877",,
12/09/2011 20.00,"0,63467103","39,80464172",
12/09/2011 21.00,"0,56901979",,
12/09/2011 22.00,"0,64996748","43,71184158",
12/09/2011 23.00,"0,6291268",,
13/09/2011 0.00,"0,66738889","30,76922989",
13/09/2011 1.00,"0,62291385",,
13/09/2011 2.00,"0,61687799","29,54821968",
13/09/2011 3.00,"0,55161935",,
13/09/2011 4.00,,"37,85102081",
13/09/2011 5.00,"0,58299979",,
13/09/2011 6.00,"0,67800554","39,07204056",
13/09/2011 7.00,"0,89639294",,
13/09/2011 8.00,"0,76390914","48,35165024",
13/09/2011 9.00,"0,60462685",,
13/09/2011 10.00,"0,55763541","67,88764954",
13/09/2011 11.00,"0,52175224",,
13/09/2011 12.00,"0,52253862","60,56166077",
13/09/2011 13.00,"0,53551555",,
13/09/2011 14.00,"0,51968786",,
13/09/2011 15.00,"0,52623516",,
13/09/2011 16.00,"0,52531132","27,35042",
13/09/2011 17.00,"0,54699779",,
13/09/2011 18.00,"0,54338047","25,88521957",
13/09/2011 19.00,"0,54247526",,
13/09/2011 20.00,"0,53252733","26,86202049",
13/09/2011 21.00,"0,55159954",,
13/09/2011 22.00,"0,60570913","30,52503014",
13/09/2011 23.00,"0,65743979",,
14/09/2011 0.00,"0,61080135","23,93161964",
14/09/2011 1.00,"0,56589293",,"0,08399403"
14/09/2011 2.00,"0,54939653","14,16361046","0,0862416"
14/09/2011 3.00,"0,52503521",,"0,07540038"
14/09/2011 4.00,"0,49868874","11,47741032","0,06449611"
14/09/2011 5.00,"0,51396538",,"0,04381338"
14/09/2011 6.00,"0,5550992","15,14041042","0,05259416"
14/09/2011 7.00,"0,75221021",,"0,06889565"
14/09/2011 8.00,"0,94387718","21,97801971","0,14606561"
14/09/2011 9.00,"0,66326013",,"0,19279371"
14/09/2011 10.00,"0,61834006",,"0,10370146"
14/09/2011 11.00,"0,55853945",,"0,02926723"
14/09/2011 12.00,"0,57234237",,"0,03086493"
14/09/2011 13.00,"0,59540587",,"0,04543549"
14/09/2011 14.00,"0,50775244",,"0,03518413"
14/09/2011 15.00,"0,54783077",,"0,06384218"
14/09/2011 16.00,"0,51039",,"0,02340219"
14/09/2011 17.00,"0,56766256",,"0,04286655"
14/09/2011 18.00,"0,63522208",,"0,02841701"
14/09/2011 19.00,"0,67134174",,"0,06658197"
14/09/2011 20.00,"0,56530344",,"0,05321249"
14/09/2011 21.00,"0,63022772",,"0,04928891"
14/09/2011 22.00,"0,62135974",,"0,06136578"
14/09/2011 23.00,"0,60218967",,"0,05174699"
