"NetC","Provincia di Lecce","","","","","","","","","",""
"Stat","Galatina","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM2.5
31/03/2011 14.00,"6,6","21,6","26,4","0,2","96,8","13,7"
31/03/2011 15.00,"8,4","24,6","30,6","0,2","94,1","13,7"
31/03/2011 16.00,7,23,"27,6","0,2","97,6","13,7"
31/03/2011 17.00,"6,2","23,2","27,4","0,2","97,5","13,7"
31/03/2011 18.00,"5,6","27,7","31,6","0,3","87,9","13,7"
31/03/2011 19.00,"6,1","34,3","38,2","0,3","84,9","13,7"
31/03/2011 20.00,5,"34,8","38,5","0,3","83,3","13,7"
31/03/2011 21.00,"5,6","29,4","32,5","0,3","89,2","13,7"
31/03/2011 22.00,"4,7","27,8","30,6","0,2","91,4","13,7"
31/03/2011 23.00,"5,5","25,9","28,9","0,2","96,3","13,7"
01/04/2011 0.00,"6,2","23,7","26,7","0,2","97,2","13,7"
01/04/2011 1.00,"6,7","21,4","24,5","0,2","99,1",19
01/04/2011 2.00,"6,8",22,25,"0,2","92,8",19
01/04/2011 3.00,"6,2","22,8","25,9","0,2","86,9",19
01/04/2011 4.00,"5,3","23,7",27,"0,2",85,19
01/04/2011 5.00,"4,6","26,1","29,6","0,2","81,9",19
01/04/2011 6.00,"4,5","31,2","34,8","0,3","76,6",19
01/04/2011 7.00,"5,3","34,9","40,9","0,3","68,6",19
01/04/2011 8.00,6,"37,6","47,4","0,3",69,19
01/04/2011 9.00,"6,8","24,9","30,6","0,3",86,19
01/04/2011 10.00,5,"23,4","28,3","0,3","90,3",19
01/04/2011 11.00,"5,7","21,6","26,1","0,3","94,8",19
01/04/2011 12.00,"5,9","23,2","27,8","0,3","96,6",19
01/04/2011 13.00,"6,3",26,"32,4","0,3","97,5",19
01/04/2011 14.00,"6,2","20,2","24,4","0,2","106,6",19
01/04/2011 15.00,6,"19,3","23,3","0,2","105,1",19
01/04/2011 16.00,7,"19,9","24,3","0,2","105,8",19
01/04/2011 17.00,10,24,"28,2","0,3","113,1",19
01/04/2011 18.00,"11,1","26,1","29,2","0,3","113,6",19
01/04/2011 19.00,"11,5","30,6","33,8","0,3","105,8",19
01/04/2011 20.00,"9,6","32,5","36,6","0,3","101,9",19
01/04/2011 21.00,"10,4","30,7","33,8","0,3","102,7",19
01/04/2011 22.00,11,"27,1","30,2","0,3","105,4",19
01/04/2011 23.00,"8,7","23,2","26,3","0,2","109,2",19
02/04/2011 0.00,"7,2",22,25,"0,2","107,5",19
02/04/2011 1.00,"6,5","22,9",26,"0,2","102,4",22
02/04/2011 2.00,"6,4",,,"0,2","96,7",22
02/04/2011 3.00,6,"24,7","27,9",,"91,1",22
02/04/2011 4.00,,"25,2","28,5","0,2","87,2",22
02/04/2011 5.00,"6,3","28,9","32,1","0,2",,22
02/04/2011 6.00,"6,3","32,6","36,2","0,3","74,6",22
02/04/2011 7.00,"7,1","37,4","43,4","0,3","67,6",22
02/04/2011 8.00,"9,8","36,3","44,7","0,3","79,7",22
02/04/2011 9.00,"10,7","22,3","26,3","0,2","101,8",22
02/04/2011 10.00,"12,2","22,3","26,4","0,2","105,8",22
02/04/2011 11.00,"14,8","24,2","28,4","0,2","108,6",22
02/04/2011 12.00,"14,7","21,8","26,2","0,3","112,6",22
02/04/2011 13.00,"14,5","20,7","25,4","0,2",115,22
02/04/2011 14.00,"15,9","16,2","19,6","0,2","122,7",22
02/04/2011 15.00,20,"16,7","20,5","0,2","125,9",22
02/04/2011 16.00,"14,6","16,7","20,1","0,2","119,4",22
02/04/2011 17.00,"11,2","17,6",21,"0,2","113,7",22
02/04/2011 18.00,"8,9","19,3","22,5","0,2","99,8",22
02/04/2011 19.00,"6,7","21,1","24,4","0,2","90,6",22
02/04/2011 20.00,"6,8",24,"27,4","0,2",86,22
02/04/2011 21.00,"6,5","21,5","24,7","0,2","87,1",22
02/04/2011 22.00,"6,2","21,2","24,3","0,2","86,9",22
02/04/2011 23.00,"5,8",22,"25,2","0,2","85,3",22
03/04/2011 0.00,"5,6","22,8","26,2","0,2","82,5",22
03/04/2011 1.00,"4,6","23,5","26,7","0,2","82,2","14,1"
03/04/2011 2.00,"5,9","22,6","25,8","0,2","82,1","14,1"
03/04/2011 3.00,"4,9","23,6","26,7","0,2","79,1","14,1"
03/04/2011 4.00,"4,4","24,1","27,3","0,2",78,"14,1"
03/04/2011 5.00,"4,5","25,2","28,3","0,2",75,"14,1"
03/04/2011 6.00,"4,6","26,4","29,8","0,2","72,4","14,1"
03/04/2011 7.00,5,"26,9",31,"0,2","70,3","14,1"
03/04/2011 8.00,"5,7","23,8","28,6","0,2","75,9","14,1"
03/04/2011 9.00,"6,5",23,"27,8","0,2","84,8","14,1"
03/04/2011 10.00,"7,3","25,7","30,2","0,2","94,2","14,1"
03/04/2011 11.00,"6,2","24,3","28,3","0,2","103,7","14,1"
03/04/2011 12.00,"6,3","25,4","29,1","0,2","106,3","14,1"
03/04/2011 13.00,"6,4","27,2","30,8","0,2","110,7","14,1"
03/04/2011 14.00,"6,3","26,9","30,2","0,2","112,7","14,1"
03/04/2011 15.00,7,24,"27,8","0,2","113,5","14,1"
03/04/2011 16.00,"8,5","22,2","25,8","0,2","112,1","14,1"
03/04/2011 17.00,"10,6","24,3","28,1","0,2","107,2","14,1"
03/04/2011 18.00,"10,5","20,7",24,"0,2","101,5","14,1"
03/04/2011 19.00,"11,6","33,6","36,7","0,3","86,9","14,1"
03/04/2011 20.00,"9,1","38,5","41,9","0,3","80,4","14,1"
03/04/2011 21.00,"8,7","37,7",41,"0,3","81,2","14,1"
03/04/2011 22.00,"8,1","33,5","36,4","0,3","81,6","14,1"
03/04/2011 23.00,"6,4","44,6","48,3","0,3","55,6","14,1"
04/04/2011 0.00,"5,1","47,3","52,1","0,3","38,4","14,1"
04/04/2011 1.00,"4,9","47,1","52,5","0,3","29,6","27,9"
04/04/2011 2.00,"5,7",,,"0,3","33,9","27,9"
04/04/2011 3.00,"5,4","49,2","56,2",,"26,7","27,9"
04/04/2011 4.00,,"47,5","55,1","0,3","20,3","27,9"
04/04/2011 5.00,"5,3","48,9","57,3","0,3",,"27,9"
04/04/2011 6.00,"4,9","56,5","69,7","0,4","12,4","27,9"
04/04/2011 7.00,"5,2","59,5","92,2","0,5",12,"27,9"
04/04/2011 8.00,"7,3","54,7","81,8","0,6","52,1","27,9"
04/04/2011 9.00,"8,7","39,7","48,1","0,4",82,"27,9"
04/04/2011 10.00,"6,5","39,5","46,1","0,3","96,1","27,9"
04/04/2011 11.00,"6,2",39,"44,9","0,3","105,2","27,9"
04/04/2011 12.00,"6,3","34,8","39,8","0,3","116,3","27,9"
04/04/2011 13.00,"7,2","35,4",41,"0,3","119,8","27,9"
04/04/2011 14.00,"7,5","32,8","36,9","0,3","121,2","27,9"
04/04/2011 15.00,"9,1","29,4","33,6","0,2","115,1","27,9"
04/04/2011 16.00,"8,2","32,2","36,6","0,2","104,8","27,9"
04/04/2011 17.00,"6,8","28,8","33,6","0,3","106,8","27,9"
04/04/2011 18.00,"6,7","21,3","24,3","0,3",111,"27,9"
04/04/2011 19.00,"6,1","19,4","22,4","0,3","98,1","27,9"
04/04/2011 20.00,"6,7","21,7","24,9","0,3",95,"27,9"
04/04/2011 21.00,"5,2","27,5","30,5","0,3","86,9","27,9"
04/04/2011 22.00,"4,5","41,4",45,"0,4","51,9","27,9"
04/04/2011 23.00,"4,1","44,1","48,3","0,4",44,"27,9"
05/04/2011 0.00,"4,3","43,3","48,5","0,5","37,6","27,9"
05/04/2011 1.00,"4,2","43,2","49,5","0,4",27,"25,5"
05/04/2011 2.00,"4,8","40,4",47,"0,3","30,3","25,5"
05/04/2011 3.00,"5,2","37,9","44,4","0,3","36,7","25,5"
05/04/2011 4.00,"5,3","36,4","42,2","0,3","40,5","25,5"
05/04/2011 5.00,"5,4","39,3","45,4","0,3","40,3","25,5"
05/04/2011 6.00,"5,2","47,5","54,2","0,3","34,6","25,5"
05/04/2011 7.00,"4,5",39,"45,6","0,3","42,5","25,5"
05/04/2011 8.00,"4,9",35,"43,8","0,4","50,8","25,5"
05/04/2011 9.00,"5,4","21,7","26,5","0,3","79,3","25,5"
05/04/2011 10.00,"6,7","21,5",26,"0,3","82,7","25,5"
05/04/2011 11.00,"9,8","23,6","28,5","0,3","86,3","25,5"
05/04/2011 12.00,"9,1","21,4","25,8","0,3","100,8","25,5"
05/04/2011 13.00,"8,1","25,4","30,4","0,3","109,3","25,5"
05/04/2011 14.00,"6,3","30,1","34,4","0,3","114,2","25,5"
05/04/2011 15.00,"6,7","27,8",32,"0,3","117,2","25,5"
05/04/2011 16.00,"8,6","34,5","38,7","0,3","107,4","25,5"
05/04/2011 17.00,"10,4","28,3","32,1","0,3","104,2","25,5"
05/04/2011 18.00,"7,3","29,2","32,9","0,3","93,7","25,5"
05/04/2011 19.00,6,"24,7",28,"0,3","87,7","25,5"
05/04/2011 20.00,"5,2","25,6","29,2","0,3","90,4","25,5"
05/04/2011 21.00,"4,6","23,1","26,3","0,3","94,1","25,5"
05/04/2011 22.00,"5,2","22,8","25,8","0,3","88,6","25,5"
05/04/2011 23.00,"5,1","21,6","24,6","0,2","73,4","25,5"
06/04/2011 0.00,"4,9","22,4","25,6","0,2","67,8","25,5"
06/04/2011 1.00,5,21,"24,3","0,2","66,2","9,9"
06/04/2011 2.00,"5,3",,,"0,2","62,7","9,9"
06/04/2011 3.00,"5,6","20,6","24,3",,"66,7","9,9"
06/04/2011 4.00,,"21,3",25,"0,2","70,4","9,9"
06/04/2011 5.00,"4,2","21,3","25,1","0,2",,"9,9"
06/04/2011 6.00,"5,3","23,5","27,7","0,2",62,"9,9"
06/04/2011 7.00,"5,1","28,8","33,7","0,2","58,3","9,9"
06/04/2011 8.00,"4,8","29,2","36,7","0,3","63,9","9,9"
06/04/2011 9.00,"4,9","21,1",26,"0,2","77,1","9,9"
06/04/2011 10.00,"4,4","18,9","23,3","0,2","84,8","9,9"
06/04/2011 11.00,5,"18,2","23,3","0,2","88,4","9,9"
06/04/2011 12.00,"3,7","18,9","23,9","0,2",91,"9,9"
06/04/2011 13.00,"4,5","21,9","28,5","0,2",91,"9,9"
06/04/2011 14.00,"4,5","17,2","21,1","0,2","95,3","9,9"
06/04/2011 15.00,5,"14,9","18,7","0,2","98,9","9,9"
06/04/2011 16.00,"7,1","15,5","19,7","0,2","99,2","9,9"
06/04/2011 17.00,"6,2","16,2","20,1","0,2","99,5","9,9"
06/04/2011 18.00,"5,8","20,7","24,4","0,3","94,2","9,9"
06/04/2011 19.00,7,"28,7","32,6","0,3","83,4","9,9"
06/04/2011 20.00,"6,5","26,4","29,8","0,3","85,9","9,9"
06/04/2011 21.00,5,"19,8","22,9","0,2","92,7","9,9"
06/04/2011 22.00,"4,3","17,7","20,7","0,2","93,4","9,9"
06/04/2011 23.00,"4,5","19,8","22,9","0,2","87,8","9,9"
07/04/2011 0.00,"3,3","19,5","22,5","0,2","85,3","9,9"
07/04/2011 1.00,"3,6","20,8","24,1","0,2","79,1","13,4"
07/04/2011 2.00,"4,5",22,"25,4","0,2","79,8","13,4"
07/04/2011 3.00,5,"26,2","29,4","0,2","75,7","13,4"
07/04/2011 4.00,"4,9","29,8","33,1","0,2","80,7","13,4"
07/04/2011 5.00,"4,7","29,6",33,"0,2","82,9","13,4"
07/04/2011 6.00,"4,1","36,3","40,7","0,2","74,6","13,4"
07/04/2011 7.00,"4,8","42,5",49,"0,3","66,6","13,4"
07/04/2011 8.00,"7,3","32,6","39,6","0,3","80,9","13,4"
07/04/2011 9.00,"9,9","30,8","35,2","0,2","90,2","13,4"
07/04/2011 10.00,"7,1","26,9","31,8","0,2","93,8","13,4"
07/04/2011 11.00,"7,1","22,1","26,3","0,2","102,9","13,4"
07/04/2011 12.00,"6,6","21,4","26,2","0,2","103,3","13,4"
07/04/2011 13.00,"6,6","26,4",32,"0,2","100,1","13,4"
07/04/2011 14.00,"7,2","21,2","25,5","0,2","103,2","13,4"
07/04/2011 15.00,,"17,7","21,9","0,2","101,2","13,4"
07/04/2011 16.00,"3,6","18,6","22,9","0,2","97,2","13,4"
07/04/2011 17.00,"3,1","19,9","24,2","0,3","91,3","13,4"
07/04/2011 18.00,"2,1","22,4","26,2","0,3","83,8","13,4"
07/04/2011 19.00,"2,1","26,5","30,7","0,3",78,"13,4"
07/04/2011 20.00,"1,6","26,3","29,6","0,3","78,5","13,4"
07/04/2011 21.00,"1,9","21,6","24,6","0,2","84,9","13,4"
07/04/2011 22.00,"1,1",23,"26,2","0,3",81,"13,4"
07/04/2011 23.00,"0,8","21,9",25,"0,2","71,9","13,4"
08/04/2011 0.00,"0,8",28,"31,5","0,2","57,1","13,4"
08/04/2011 1.00,"0,7","22,6","25,8","0,2","62,9","12,3"
08/04/2011 2.00,"0,8",,,"0,2","54,5","12,3"
08/04/2011 3.00,"1,2","20,7","24,3",,"51,8","12,3"
08/04/2011 4.00,,"20,7","24,5","0,2","52,2","12,3"
08/04/2011 5.00,"1,8","23,2","27,5","0,2",,"12,3"
08/04/2011 6.00,"0,8","22,8",27,"0,2","48,9","12,3"
08/04/2011 7.00,"1,7","24,3","30,3","0,2",47,"12,3"
08/04/2011 8.00,"1,1","20,4","27,9","0,2",54,"12,3"
08/04/2011 9.00,"2,4","12,1","16,8","0,2","68,2","12,3"
08/04/2011 10.00,"2,8","12,6","17,2","0,2","78,3","12,3"
08/04/2011 11.00,"2,3","15,4","20,3","0,2","84,4","12,3"
08/04/2011 12.00,"2,6","14,9","19,5","0,2","88,4","12,3"
08/04/2011 13.00,"2,4","14,9","19,6","0,2","93,1","12,3"
08/04/2011 14.00,"1,9","10,1","13,7","0,2","94,6","12,3"
08/04/2011 15.00,2,"8,2",12,"0,2","92,9","12,3"
08/04/2011 16.00,2,"6,9","10,4","0,2","92,8","12,3"
08/04/2011 17.00,2,"6,5","9,8","0,2",92,"12,3"
08/04/2011 18.00,"1,7","12,6","15,6","0,3","98,2","12,3"
08/04/2011 19.00,"1,9","10,7","13,6","0,2","87,2","12,3"
08/04/2011 20.00,"2,9","30,8","35,6","0,6","50,4","12,3"
08/04/2011 21.00,"1,7","41,8","45,9","0,3","39,4","12,3"
08/04/2011 22.00,2,"35,2","38,6","0,3","57,5","12,3"
08/04/2011 23.00,"2,2","27,5","30,8","0,3","73,2","12,3"
09/04/2011 0.00,"1,6","33,5",37,"0,3","66,3","12,3"
09/04/2011 1.00,"1,8","29,6","33,2","0,3","76,3","21,3"
09/04/2011 2.00,"2,8",23,"26,2","0,2","91,2","21,3"
09/04/2011 3.00,"2,8","33,8","37,7","0,3","63,7","21,3"
09/04/2011 4.00,"2,5","39,1","44,4","0,2","48,3","21,3"
09/04/2011 5.00,"2,6","24,6","28,3","0,2","94,8","21,3"
09/04/2011 6.00,"2,5",31,"34,6","0,3","82,4","21,3"
09/04/2011 7.00,"3,7","39,6","46,1","0,3","64,7","21,3"
09/04/2011 8.00,"4,4","46,3","61,3","0,4",65,"21,3"
09/04/2011 9.00,"5,6","31,1",38,"0,3","91,8","21,3"
09/04/2011 10.00,"6,5","34,6","40,9","0,4","106,7","21,3"
09/04/2011 11.00,"6,8","35,5","40,1","0,3","130,9","21,3"
09/04/2011 12.00,"6,8",24,"28,1","0,3","135,1","21,3"
09/04/2011 13.00,"7,4","25,2","30,6","0,3","143,1","21,3"
09/04/2011 14.00,"4,3","16,2","19,4","0,2","143,3","21,3"
09/04/2011 15.00,"5,1","19,7","23,2","0,2",154,"21,3"
09/04/2011 16.00,"5,4","23,1","26,5","0,2","151,4","21,3"
09/04/2011 17.00,"5,5","21,6",25,"0,3","149,4","21,3"
09/04/2011 18.00,"4,1","17,8","20,8","0,3","138,8","21,3"
09/04/2011 19.00,"3,9","17,3","19,9","0,3","119,7","21,3"
09/04/2011 20.00,"3,7","20,2","22,9","0,3","105,4","21,3"
09/04/2011 21.00,"2,8","27,3","30,4","0,3","91,5","21,3"
09/04/2011 22.00,"2,9","22,5","25,4","0,3","126,5","21,3"
09/04/2011 23.00,"2,9","25,9","28,9","0,3","126,6","21,3"
10/04/2011 0.00,"2,5","29,3","32,2","0,2","122,4","21,3"
10/04/2011 1.00,"3,3","27,8","30,7","0,2","124,9","14,2"
10/04/2011 2.00,"3,4",,,"0,2","123,3","14,2"
10/04/2011 3.00,3,"24,8","27,9",,"118,2","14,2"
10/04/2011 4.00,,"25,6","28,6","0,3","108,8","14,2"
10/04/2011 5.00,"1,4","25,1",28,"0,2",,"14,2"
10/04/2011 6.00,"1,7","26,3","29,4","0,2","98,3","14,2"
10/04/2011 7.00,"1,9","26,4","29,8","0,3","92,5","14,2"
10/04/2011 8.00,"3,5","24,4","28,1","0,2","96,7","14,2"
10/04/2011 9.00,"3,2","27,7","31,3","0,2","98,3","14,2"
10/04/2011 10.00,"2,6","31,7","35,7","0,2",97,"14,2"
10/04/2011 11.00,2,32,"35,9","0,2","99,9","14,2"
10/04/2011 12.00,2,27,31,"0,2","102,5","14,2"
10/04/2011 13.00,"2,4","23,6",27,"0,2",106,"14,2"
10/04/2011 14.00,"2,5","19,5",23,"0,2","108,1","14,2"
10/04/2011 15.00,"3,8","17,5","21,1","0,2","116,6","14,2"
10/04/2011 16.00,"4,1","19,8","23,4","0,2","116,1","14,2"
10/04/2011 17.00,"3,1",20,"23,9","0,2","106,6","14,2"
10/04/2011 18.00,"3,2","16,3","19,6","0,2","102,1","14,2"
10/04/2011 19.00,"3,9","20,4","23,5","0,2","95,7","14,2"
10/04/2011 20.00,"3,5","25,4","28,4","0,2","87,4","14,2"
10/04/2011 21.00,"3,3","24,5","27,4","0,2",88,"14,2"
10/04/2011 22.00,"3,5","19,9","22,8","0,2","90,9","14,2"
10/04/2011 23.00,"3,1","18,6","21,6","0,2","87,2","14,2"
11/04/2011 0.00,"2,9","17,2",20,"0,2",88,"14,2"
11/04/2011 1.00,"1,6",15,"17,8","0,2","91,3","10,1"
11/04/2011 2.00,"2,5","16,2","19,1","0,2",90,"10,1"
11/04/2011 3.00,"1,9",18,"20,8","0,2","85,4","10,1"
11/04/2011 4.00,"2,6","20,7","23,7","0,2","76,9","10,1"
11/04/2011 5.00,"2,8","25,7","28,5","0,2",75,"10,1"
11/04/2011 6.00,3,"31,4","35,2","0,2","68,1","10,1"
11/04/2011 7.00,4,"38,1","44,2","0,3","65,8","10,1"
11/04/2011 8.00,"3,3",33,"40,4","0,3","76,2","10,1"
11/04/2011 9.00,"2,2","23,1","28,4","0,2","85,6","10,1"
11/04/2011 10.00,"1,9","19,8","24,3","0,2","90,3","10,1"
11/04/2011 11.00,"2,4","23,3","27,9","0,2","90,5","10,1"
11/04/2011 12.00,"1,4",24,"28,7","0,2",92,"10,1"
11/04/2011 13.00,"2,6","24,3","30,2","0,2","91,2","10,1"
11/04/2011 14.00,3,19,"22,9","0,2",97,"10,1"
11/04/2011 15.00,"2,3","17,2","21,6","0,2","96,9","10,1"
11/04/2011 16.00,"3,4","18,4","23,4","0,2","93,1","10,1"
11/04/2011 17.00,4,"20,1","24,4","0,2","91,5","10,1"
11/04/2011 18.00,"2,5","22,1","26,1","0,2","88,9","10,1"
11/04/2011 19.00,2,"27,2",31,"0,3","84,5","10,1"
11/04/2011 20.00,"1,6","29,1","33,1","0,3","82,4","10,1"
11/04/2011 21.00,"1,3","23,3","26,3","0,2","84,8","10,1"
11/04/2011 22.00,"2,1","21,6","24,5","0,2","85,8","10,1"
11/04/2011 23.00,2,"21,4","24,3","0,2","81,2","10,1"
12/04/2011 0.00,"1,7","21,1","24,3","0,2","82,8","10,1"
12/04/2011 1.00,"1,3",22,"25,2","0,2","77,3","18,6"
12/04/2011 2.00,"1,1",,,"0,2","69,3","18,6"
12/04/2011 3.00,"1,1","25,2","28,3",,"69,5","18,6"
12/04/2011 4.00,,"29,8","33,4","0,2","63,6","18,6"
12/04/2011 5.00,1,"34,1","37,8","0,2",,"18,6"
12/04/2011 6.00,1,"41,3",46,"0,2",49,"18,6"
12/04/2011 7.00,"1,9","42,8","50,5","0,3","43,3","18,6"
12/04/2011 8.00,"2,7","38,5","48,6","0,3","57,4","18,6"
12/04/2011 9.00,"4,5","36,5","43,7","0,3","66,9","18,6"
12/04/2011 10.00,"7,7",41,50,"0,2","65,8","18,6"
12/04/2011 11.00,"14,1","38,7","46,1","0,2",80,"18,6"
12/04/2011 12.00,"11,7","34,5","39,8","0,2","111,1","18,6"
12/04/2011 13.00,"9,1","39,4","44,8","0,3","111,6","18,6"
12/04/2011 14.00,,"34,6","39,2","0,2",,"18,6"
12/04/2011 15.00,"3,8","28,6","32,4","0,2","112,1","18,6"
12/04/2011 16.00,"2,9",27,"30,4","0,2","110,1","18,6"
12/04/2011 17.00,"3,4","25,9","29,1","0,2","103,2","18,6"
12/04/2011 18.00,"2,9","21,4","24,6","0,2","97,7","18,6"
12/04/2011 19.00,"2,7","25,8","29,4","0,3","79,3","18,6"
12/04/2011 20.00,"2,1","31,3","36,1","0,3","70,4","18,6"
12/04/2011 21.00,"1,4","35,9","39,5","0,3","66,1","18,6"
12/04/2011 22.00,"1,6","39,6","43,9","0,3","59,3","18,6"
12/04/2011 23.00,"1,9","39,4","44,1","0,3","56,2","18,6"
13/04/2011 0.00,"1,8",39,"43,7","0,2","53,8","18,6"
13/04/2011 1.00,"1,4","34,2","38,8","0,2","64,7","5,7"
13/04/2011 2.00,"1,2","31,6","35,4","0,2","79,7","5,7"
13/04/2011 3.00,1,"32,4",36,"0,2","78,8","5,7"
13/04/2011 4.00,"0,8","31,3","34,8","0,2","73,9","5,7"
13/04/2011 5.00,"1,5","33,3",37,"0,2","74,9","5,7"
13/04/2011 6.00,"1,2","29,5","33,1","0,2","79,8","5,7"
13/04/2011 7.00,"2,1","34,2","40,4","0,2",84,"5,7"
13/04/2011 8.00,2,"30,3","35,6","0,2","88,3","5,7"
13/04/2011 9.00,"2,1","25,5","29,3","0,2","97,3","5,7"
13/04/2011 10.00,"2,3",33,"39,4","0,2",97,"5,7"
13/04/2011 11.00,2,23,"28,3","0,2","108,8","5,7"
13/04/2011 12.00,"2,1","14,7","18,1","0,2","116,4","5,7"
13/04/2011 13.00,2,"16,4","20,6","0,2","114,4","5,7"
13/04/2011 14.00,"2,7","22,7","26,5","0,2","100,8","5,7"
13/04/2011 15.00,"1,4","19,2","23,5","0,2","81,6","5,7"
13/04/2011 16.00,"2,8","18,6","22,3","0,2","82,3","5,7"
13/04/2011 17.00,2,"20,8","24,5","0,2","82,5","5,7"
13/04/2011 18.00,"1,8",22,"25,4","0,2","78,8","5,7"
13/04/2011 19.00,"2,2","24,3","28,2","0,2","76,2","5,7"
13/04/2011 20.00,"1,5","25,2","28,8","0,2",79,"5,7"
13/04/2011 21.00,"0,8","20,1","23,3","0,2","86,5","5,7"
13/04/2011 22.00,"0,8","20,8",24,"0,2","83,2","5,7"
13/04/2011 23.00,"1,3","19,3","22,6","0,2","79,2","5,7"
14/04/2011 0.00,"1,6","19,1","22,1","0,2","73,2","5,7"
14/04/2011 1.00,"0,9","17,2","20,4","0,2",74,"7,7"
14/04/2011 2.00,"0,6",,,"0,2","70,9","7,7"
14/04/2011 3.00,"1,2","18,4","21,5",,"66,8","7,7"
14/04/2011 4.00,,"21,1","24,6","0,2","62,9","7,7"
14/04/2011 5.00,"1,3","18,6","21,9","0,2",,"7,7"
14/04/2011 6.00,"0,7","24,6","28,5","0,2","60,2","7,7"
14/04/2011 7.00,"1,1","34,6","41,4","0,3","56,3","7,7"
14/04/2011 8.00,"1,9",36,"45,6","0,3",64,"7,7"
14/04/2011 9.00,"2,2","26,7","32,2","0,2","80,2","7,7"
14/04/2011 10.00,"1,6",20,"24,8","0,2",89,"7,7"
14/04/2011 11.00,"0,9",22,27,"0,2","88,5","7,7"
14/04/2011 12.00,"1,5","26,3","31,5","0,2","88,9","7,7"
14/04/2011 13.00,"1,7","26,9",34,"0,2","90,8","7,7"
14/04/2011 14.00,"1,9","24,9","29,7","0,2","95,1","7,7"
14/04/2011 15.00,"2,5","24,2","28,9","0,2","98,4","7,7"
14/04/2011 16.00,"2,5","28,8","33,4","0,2","96,2","7,7"
14/04/2011 17.00,"2,2","31,8","36,6","0,3","93,9","7,7"
14/04/2011 18.00,"2,4",35,"39,4","0,2","88,3","7,7"
14/04/2011 19.00,"1,4","40,4","44,5","0,3","75,4","7,7"
14/04/2011 20.00,"1,6","50,3","54,2","0,3","64,9","7,7"
14/04/2011 21.00,"0,8","51,4","55,1","0,3","62,7","7,7"
14/04/2011 22.00,"1,2","59,8","64,1","0,3","43,6","7,7"
14/04/2011 23.00,"1,4","67,6","73,3","0,3","23,6","7,7"
15/04/2011 0.00,"1,3","63,9","71,7","0,3","25,3","7,7"
15/04/2011 1.00,"0,8","50,6","56,4","0,3","44,3","13,8"
15/04/2011 2.00,1,50,"55,2","0,3","47,7","13,8"
15/04/2011 3.00,"1,7","46,8","51,6","0,3","54,1","13,8"
15/04/2011 4.00,"1,1","52,3","57,3","0,3","31,3","13,8"
15/04/2011 5.00,"0,8","54,3","60,8","0,3","27,1","13,8"
15/04/2011 6.00,"1,8","64,3","81,8","0,3","15,4","13,8"
15/04/2011 7.00,"1,9","55,6","65,9","0,3","48,4","13,8"
15/04/2011 8.00,"2,9","56,9","66,4","0,3","67,4","13,8"
15/04/2011 9.00,"2,6","48,3","53,8","0,2",82,"13,8"
15/04/2011 10.00,2,"46,1","50,5","0,2","87,1","13,8"
15/04/2011 11.00,"1,6","40,3","44,7","0,2","88,3","13,8"
15/04/2011 12.00,2,"39,3",44,"0,2","86,5","13,8"
15/04/2011 13.00,"1,1","38,5","44,1","0,2","85,3","13,8"
15/04/2011 14.00,"2,3","34,7","38,9","0,2","88,5","13,8"
15/04/2011 15.00,"1,3","31,7","35,1","0,2",98,"13,8"
15/04/2011 16.00,"1,7","28,2","31,3","0,2","107,5","13,8"
15/04/2011 17.00,"2,6","24,7","28,2","0,2","109,8","13,8"
15/04/2011 18.00,"2,1","24,3","27,3","0,2","105,7","13,8"
15/04/2011 19.00,"2,3","35,3","38,2","0,3","91,6","13,8"
15/04/2011 20.00,"2,1","48,1","52,9","0,4","60,5","13,8"
15/04/2011 21.00,"2,6","48,5","52,2","0,3","59,6","13,8"
15/04/2011 22.00,"1,9","42,2","45,7","0,3","67,5","13,8"
15/04/2011 23.00,"2,2","42,5","45,9","0,3","68,9","13,8"
16/04/2011 0.00,"1,7","38,9","42,1","0,3","71,9","13,8"
16/04/2011 1.00,"1,4","38,3","41,5","0,3","70,2","6,7"
16/04/2011 2.00,"1,4",,,"0,2",69,"6,7"
16/04/2011 3.00,"2,2","33,3","36,7",,"67,8","6,7"
16/04/2011 4.00,,"43,6","47,3","0,2","38,8","6,7"
16/04/2011 5.00,"1,3",40,"44,1","0,2",,"6,7"
16/04/2011 6.00,"2,1","42,3","45,9","0,3","51,2","6,7"
16/04/2011 7.00,2,"40,4","44,9","0,3","47,9","6,7"
16/04/2011 8.00,"1,6",58,"69,1","0,4","41,5","6,7"
16/04/2011 9.00,"1,1","51,8","60,7","0,3","52,5","6,7"
16/04/2011 10.00,"0,9","48,1","54,7","0,2","69,3","6,7"
16/04/2011 11.00,"1,2","42,6","46,8","0,2","79,5","6,7"
16/04/2011 12.00,"1,7","44,1","49,8","0,3","76,6","6,7"
16/04/2011 13.00,"1,1","47,1","54,3","0,3","71,5","6,7"
16/04/2011 14.00,1,"36,6","40,6","0,2","77,4","6,7"
16/04/2011 15.00,"1,2","35,6","39,1","0,2","75,7","6,7"
16/04/2011 16.00,"1,5","35,1","39,1","0,2","74,5","6,7"
16/04/2011 17.00,"0,6","38,2","42,1","0,2",70,"6,7"
16/04/2011 18.00,"0,8","40,8",45,"0,3","59,1","6,7"
