,Provincia di TARANTO,,,,,
04/01/2006 7.00,"2,460342","12,684412","0,884798","11,335611","0,710756","36,548799"
04/01/2006 8.00,"4,420601","24,499831","3,596711","18,998249","0,729047","45,807873"
04/01/2006 9.00,"4,866668","60,669861","12,723814","41,189258","0,736493","23,200893"
04/01/2006 10.00,"2,538753","39,155657","7,887048","27,081395","0,86461","49,007214"
04/01/2006 11.00,"3,531951","18,085014","2,593488","14,11825","0,697322","76,099474"
04/01/2006 12.00,"2,141475","17,592164","2,742365","13,396629","0,749847","77,711736"
04/01/2006 13.00,"2,246021","10,936091","1,583499","8,51404","0,804154","85,148412"
04/01/2006 14.00,"2,930805","8,25654","1,113187","6,554256","0,722492","89,279279"
04/01/2006 15.00,"3,066717","12,980122","1,214694","11,125358","0,898117","83,667809"
04/01/2006 16.00,"4,239386","28,520462","2,043662","25,404533","0,886138","62,023154"
04/01/2006 17.00,"4,723787","34,862662","2,390477","31,219002","0,922477","50,9921"
04/01/2006 18.00,"3,157324","22,014844","1,219768","20,15854","0,949752","54,405786"
04/01/2006 19.00,"2,481253","17,161568","0,7816","15,974202","0,906777","62,519031"
04/01/2006 20.00,"2,932548","17,529909","1,251912","15,621178","0,759802","64,957758"
04/01/2006 21.00,"3,01967","21,975934","1,108112","20,290927","0,846319","62,911229"
04/01/2006 22.00,"1,446237","9,927042","0,69532","8,867063","0,740215","73,566866"
04/01/2006 23.00,"2,697317","12,46652","0,69532","11,408288","0,771618","71,852336"
05/01/2006 0.00,"2,507389","7,25787","0,659791","6,250554","0,779468","77,940061"
05/01/2006 1.00,"2,432465","6,474498","0,751147","5,326469","0,70331","76,29977"
05/01/2006 2.00,"3,857789","5,081547","0,605654","4,155785","0,687366","72,17872"
05/01/2006 3.00,"3,150354","5,685936","0,607346","4,757998","0,658473","67,511356"
05/01/2006 4.00,"4,166203","4,570538","0,605654","3,644425","0,586524","65,854254"
05/01/2006 5.00,"3,343766","4,746926","0,624264","3,792383","0,615335","62,748756"
05/01/2006 6.00,"2,859365","4,46678","0,603963","3,54319","0,734065","56,348655"
05/01/2006 7.00,"2,986564","7,019227","0,754531","5,866381","0,767652","51,357704"
05/01/2006 8.00,"3,917032","63,57507","16,57768","38,183385","0,986172","13,589581"
05/01/2006 9.00,"2,854137","96,48969","36,202256","41,010161","0,83782","13,191207"
05/01/2006 10.00,"1,65533","20,017493","3,246513","15,050122","0,767005","44,401497"
05/01/2006 11.00,"1,479343","19,358637","3,446143","14,084499","0,57932","47,542026"
05/01/2006 12.00,"3,627785","8,100903","1,383871","5,983191","0,599878","63,757306"
05/01/2006 13.00,"3,746272","7,60546","1,304357","5,609404","0,704605","68,214557"
05/01/2006 14.00,"2,181551","7,613242","1,285748","5,645744","0,851822","64,312"
05/01/2006 15.00,"0,75971","10,731168","1,82204","7,942977","0,99645","61,843862"
05/01/2006 16.00,"1,637906","8,484808","0,910174","7,094168","0,915355","62,187042"
05/01/2006 17.00,"2,531784","9,517199","0,719004","8,420595","0,924258","60,248381"
05/01/2006 18.00,"2,885502","14,160369","1,038748","12,576371","0,889537","54,236289"
05/01/2006 19.00,"2,002078","15,296519","0,913557","13,905394","0,983986","50,048006"
05/01/2006 20.00,"1,414872","16,064327","1,075968","14,424544","0,888729","49,857504"
05/01/2006 21.00,"1,430554","11,011315","0,531217","10,211652","0,952099","46,51526"
05/01/2006 22.00,"1,791241","11,257739","0,69532","10,198673","0,920616","43,806169"
05/01/2006 23.00,"1,143049","12,163027","0,544751","11,348589","0,926848","39,255075"
06/01/2006 0.00,"1,948062","9,683213","0,653025","8,687956","0,92361","41,175543"
06/01/2006 1.00,"2,575344","21,008386","1,153789","19,252615","0,94093","26,543116"
06/01/2006 2.00,"1,146534","17,999413","0,940626","16,568635","0,912118","26,708401"
06/01/2006 3.00,"1,125625","8,336953","0,653025","7,340764","0,87845","38,544895"
06/01/2006 4.00,"3,225279","3,898706","0,571819","3,024042","0,820987","46,14826"
06/01/2006 5.00,"1,249339","3,76382","0,580279","2,87868","0,805772","47,396334"
06/01/2006 6.00,"0,550615","3,522583","0,607346","2,593148","0,834342","50,57327"
06/01/2006 7.00,"1,209263","4,101033","0,602271","3,179786","0,875293","46,432608"
06/01/2006 8.00,"2,155414","7,423883","0,91694","6,022127","0,843324","40,476554"
06/01/2006 9.00,"1,160473","19,999348","3,706676","14,325908","1,001469","28,719921"
06/01/2006 10.00,"2,578829","29,545065","8,139123","17,0774","1,058041","23,11405"
06/01/2006 11.00,"0,629026","17,680358","4,31233","11,076034","0,970471","36,620241"
06/01/2006 12.00,"1,310324","16,871047","3,962133","10,80348","0,963268","45,227948"
06/01/2006 13.00,"2,91338","5,665185","1,089503","3,997445","0,896093","66,42155"
06/01/2006 14.00,"0,818953","5,719658","1,155481","3,950723","0,97565","67,85035"
06/01/2006 15.00,"3,01967","6,292921","0,746073","5,152553","0,91924","68,57174"
06/01/2006 16.00,"1,139565","7,09964","0,930475","5,676892","0,936803","64,309207"
06/01/2006 17.00,"1,64139","6,474497","0,609039","5,544509","0,895931","55,89621"
06/01/2006 18.00,"0,460007","8,230601","0,68686","7,182424","0,867847","52,299024"
06/01/2006 19.00,"0,592434","12,370544","0,69532","11,312245","0,889133","48,843345"
06/01/2006 20.00,"0,224776","18,642712","0,928784","17,230548","0,891724","42,636542"
06/01/2006 21.00,"0,529705","23,441501","1,207927","21,604376","0,937369","39,757957"
06/01/2006 22.00,"0,343263","14,100707","0,622572","13,155231","0,851822","41,483712"
06/01/2006 23.00,"0,313642","20,541476","0,761297","19,387603","1,02583","30,451261"
07/01/2006 0.00,"0,285763","11,659802","0,612423","10,728209","0,924501","38,430025"
07/01/2006 1.00,"0,252655","8,113874","0,609039","7,18502","0,888243","44,282438"
07/01/2006 2.00,"0,240458","16,277031","1,008298","14,741225","0,872057","29,9652"
07/01/2006 3.00,"0,135911","14,326382","0,719004","13,233095","0,910014","32,262461"
07/01/2006 4.00,"0,1847","7,089264","0,625957","6,133744","0,816293","50,398191"
07/01/2006 5.00,"0,385082","7,812975","0,637798","6,839786","0,794441","49,942949"
07/01/2006 6.00,"0,001742","13,073504","1,011681","11,530289","0,836526","47,648479"
07/01/2006 7.00,"0,060985","16,385977","0,986303","14,883996","0,791528","43,153428"
07/01/2006 8.00,"0,360688","33,519005","3,779421","27,743291","0,796464","24,289285"
07/01/2006 9.00,"0,045303","50,989253","10,566807","34,811514","1,066943","20,437179"
07/01/2006 10.00,"0,306671","39,972749","8,707559","26,640106","1,003087","30,264947"
07/01/2006 11.00,"0,404249","29,402409","5,975344","20,25458","0,929195","40,484952"
07/01/2006 12.00,"1,963744","28,642371","5,767257","19,813309","0,858298","50,104025"
07/01/2006 13.00,"1,533359","11,753184","1,862643","8,903402","0,956308","73,156449"
07/01/2006 14.00,"0,83115","6,809117","0,844195","5,518552","0,924986","83,628585"
07/01/2006 15.00,"0,587207","6,046495","0,666559","5,027956","1,09438","86,449731"
07/01/2006 16.00,"0,400764","8,228007","0,7816","7,034468","1,007539","79,244196"
07/01/2006 17.00,"0,005227","12,313477","0,93386","10,889147","1,024535","66,896419"
07/01/2006 18.00,"0,135911","16,157712","1,294206","14,183145","0,951047","57,072842"
07/01/2006 19.00,"0,510539","13,094255","1,103036","11,410892","0,938421","59,424728"
07/01/2006 20.00,"0,250913","11,291461","0,949084","9,843064","0,934213","65,174873"
07/01/2006 21.00,"0,182957","11,820626","0,918632","10,41931","0,960354","66,878208"
07/01/2006 22.00,"0,1847","19,441635","1,218077","17,586165","1,119631","56,717052"
07/01/2006 23.00,"0,09932","16,60387","1,08781","14,946289","1,135736","52,601607"
08/01/2006 0.00,"0,03485","8,095715","0,664867","7,081191","1,054074","71,18138"
08/01/2006 1.00,"0,08538","8,170939","0,605654","7,247317","0,985767","62,119813"
08/01/2006 2.00,"0,226518","8,632662","0,719004","7,535446","0,872057","52,584788"
08/01/2006 3.00,"0,041819","7,496514","0,641181","6,517914","0,819125","51,758341"
08/01/2006 4.00,0,"5,807853","0,609039","4,877403","0,813704","51,220448"
08/01/2006 5.00,"0,15682","5,971271","0,603963","5,048722","0,810384","43,587657"
08/01/2006 6.00,"0,041819","12,562495","1,175783","10,767146","0,817427","31,01437"
08/01/2006 7.00,"0,130684","26,798075","2,882782","22,393478","0,969823","15,695591"
08/01/2006 8.00,"0,066213","47,614516","8,695716","34,30535","1,301973","6,133304"
08/01/2006 9.00,"0,102804","43,10881","10,938999","26,354587","1,149738","23,331167"
08/01/2006 10.00,"0,066213","49,713031","16,019386","25,168325","1,220716","24,685711"
08/01/2006 11.00,"0,116744","23,843577","4,259886","17,323997","1,247343","52,941994"
08/01/2006 12.00,"0,245686","7,097045","1,099653","5,414723","1,10045","69,472422"
08/01/2006 13.00,"0,247429","6,744268","0,977845","5,248595","1,048086","70,06917"
08/01/2006 14.00,"0,076668","6,770208","1,016756","5,21485","0,997018","70,41235"
08/01/2006 15.00,"0,186443","5,19568","0,74438","4,057147","0,90362","73,136837"
08/01/2006 16.00,"0,224776","7,550987","1,008298","6,009148","0,959545","72,576542"
08/01/2006 17.00,"0,205609","10,606659","0,871263","9,27719","1,029066","64,631375"
08/01/2006 18.00,"0,1847","11,579389","0,653025","10,585436","1,048896","54,753174"
08/01/2006 19.00,"0,167275","9,973736","0,600579","9,059148","0,958574","55,296673"
08/01/2006 20.00,"0,026137","9,626145","0,776524","8,441359","1,048086","53,432243"
08/01/2006 21.00,"0,008713","9,88554","0,625957","8,931956","1,036432","48,627627"
08/01/2006 22.00,"0,113259","10,598875","0,607346","9,674339","1,048167","48,191978"
08/01/2006 23.00,"0,094093","10,01005","0,700395","8,94234","1,084344","45,69021"
09/01/2006 0.00,"0,059243","7,792224","0,588737","6,896894","0,955742","54,150844"
09/01/2006 1.00,"0,186443","7,068511","0,634415","6,099999","0,893665","61,478259"
09/01/2006 2.00,"0,097577","5,081547","0,63949","4,103871","0,76579","65,478852"
09/01/2006 3.00,"0,064471","4,399338","0,676709","3,364086","0,75446","69,154462"
09/01/2006 4.00,"0,047046","2,964885","0,610731","2,029873","0,707843","70,828383"
09/01/2006 5.00,"0,135911","3,190558","0,607346","2,260892","0,708086","65,704369"
09/01/2006 6.00,"0,026137","5,621088","0,735922","4,495829","0,790556","56,499937"
09/01/2006 7.00,"0,069107","8,968909","0,719147","7,871704","0,820515","50,256083"
09/01/2006 8.00,"0,141138","23,065392","2,058888","19,922312","0,770728","38,385196"
09/01/2006 9.00,"0,048789","23,246956","3,603478","17,734125","0,948862","42,261121"
09/01/2006 10.00,"0,066213","16,518269","3,205911","11,61076","0,964887","55,578228"
09/01/2006 11.00,"0,015682","9,675431","2,041971","6,549062","0,960435","65,960707"
09/01/2006 12.00,"0,00697","9,013975","1,943849","6,037702","0,989005","71,848128"
09/01/2006 13.00,"0,012197","8,801271","1,749294","6,123361","1,009562","76,267556"
09/01/2006 14.00,"0,189928","8,912809","1,492144","6,629531","0,909286","79,933363"
09/01/2006 15.00,"0,26311","7,688465","1,245146","5,783318","0,879259","83,953569"
09/01/2006 16.00,"0,048789","7,696248","1,11657","5,988382","0,850285","84,384351"
09/01/2006 17.00,"0,017424","10,321324","1,025215","8,755445","0,872704","80,811648"
09/01/2006 18.00,"0,360687","15,379525","0,883105","14,035187","0,898521","63,947808"
09/01/2006 19.00,"0,031364","9,95039","0,977845","8,456934","0,781735","66,31372"
09/01/2006 20.00,"0,027879","14,328977","0,83066","13,064374","1,144639","64,328819"
09/01/2006 21.00,0,"8,811647","0,605654","7,888467","1,034003","61,059429"
09/01/2006 22.00,0,"6,614571","0,685168","5,567872","0,913818","76,446862"
09/01/2006 23.00,"0,010455","4,181446","0,603963","3,25766","0,818235","79,384264"
10/01/2006 0.00,0,"4,303361","0,631032","3,338128","0,843406","78,774928"
10/01/2006 1.00,"0,015682","4,61723","0,749456","3,470509","0,808361","75,86554"
10/01/2006 2.00,"0,050531","4,007651","0,72577","2,89685","0,820501","74,973238"
10/01/2006 3.00,0,"3,185369","0,605654","2,258298","0,742967","73,292331"
10/01/2006 4.00,"0,001742","7,675496","0,888182","6,318041","0,725244","60,423483"
10/01/2006 5.00,"0,012197","7,060729","0,609039","6,131147","0,671261","58,360154"
10/01/2006 6.00,"0,015682","4,228137","0,607346","3,29919","0,702987","61,61693"
10/01/2006 7.00,0,"4,656139","0,605654","3,730084","0,757616","65,721165"
10/01/2006 8.00,"0,022652","8,990627","1,199468","7,156467","0,803668","60,738654"
10/01/2006 9.00,0,"22,665918","3,028275","18,03522","0,862587","54,432399"
10/01/2006 10.00,"0,017424","10,816769","1,737451","8,158424","0,792336","75,51115"
10/01/2006 11.00,0,"10,139749","2,016594","7,052637","0,759235","81,196859"
10/01/2006 12.00,0,"8,751984","1,705307","6,141531","0,89488","82,624244"
10/01/2006 13.00,"0,005227","7,141142","1,312817","5,131787","0,908639","89,450176"
10/01/2006 14.00,0,"6,407054","1,165632","4,623019","0,928386","91,038656"
10/01/2006 15.00,"0,012197","5,776726","1,037056","4,18953","0,86461","93,00393"
10/01/2006 16.00,0,"6,9025","1,128413","5,175914","0,81516","91,566729"
10/01/2006 17.00,0,"5,115267","0,751147","3,966297","0,771051","87,463875"
10/01/2006 18.00,"0,02091","8,47962","0,625957","7,525062","0,795413","76,295584"
10/01/2006 19.00,0,"12,593623","0,724079","11,491351","1,028743","70,476786"
10/01/2006 20.00,"0,01394","10,3317","0,63949","9,357659","0,968447","68,484899"
10/01/2006 21.00,0,"11,467849","0,619189","10,52574","0,952261","64,973162"
10/01/2006 22.00,0,"9,92445","0,619189","8,981276","1,018545","82,342669"
10/01/2006 23.00,0,"5,413572","0,6581","4,407575","0,891803","90,21079"
11/01/2006 0.00,0,"3,174995","0,609039","2,242722","0,874484","89,473997"
11/01/2006 1.00,0,"2,282676","0,605654","1,354979","0,787724","79,227377"
11/01/2006 2.00,0,"3,623747","0,666559","2,603532","0,733579","71,747284"
11/01/2006 3.00,0,"6,080217","0,81036","4,841063","0,695864","68,185113"
11/01/2006 4.00,0,"7,099638","0,615806","6,159701","0,625533","64,066871"
11/01/2006 5.00,0,"5,392821","0,761297","4,228468","0,639373","64,51792"
11/01/2006 6.00,0,"5,387634","0,609039","4,456893","0,680729","60,458495"
11/01/2006 7.00,0,"5,247558","0,609039","4,316722","0,779953","63,842755"
11/01/2006 8.00,,,,,"0,835636","50,83242"
11/01/2006 9.00,,,,,"0,809008","47,858592"
11/01/2006 10.00,"0,135911","28,362225","1,544589","26,011938","0,741997","55,354108"
11/01/2006 11.00,"0,074925","18,549331","1,311124","16,55046","0,638078","64,706009"
11/01/2006 12.00,"0,078411","15,140881","1,273905","13,196761","0,651189","70,226034"
11/01/2006 13.00,"0,073183","11,789499","1,126722","10,068892","0,745962","74,555804"
11/01/2006 14.00,"0,033106","9,473103","0,940626","8,036425","0,983906","79,454309"
11/01/2006 15.00,"0,024395","8,298044","1,091194","6,629531","1,043553","84,497068"
11/01/2006 16.00,"0,022652","8,30842","0,730847","7,192806","0,940364","79,740054"
11/01/2006 17.00,"0,205609","9,716933","0,607346","8,791785","0,865986","69,497642"
11/01/2006 18.00,"0,127199","12,336822","0,609039","11,410892","0,796464","59,601223"
11/01/2006 19.00,0,"10,067118","0,603963","9,147401","0,860321","65,866857"
11/01/2006 20.00,"0,043561","9,517199","0,619189","8,573745","0,951775","66,289877"
11/01/2006 21.00,"0,064471","12,069645","0,740997","10,941055","0,991595","61,661759"
11/01/2006 22.00,"0,125456","12,819296","0,850963","11,522507","1,039264","58,340542"
11/01/2006 23.00,"0,027879","8,832397","0,607346","7,906638","0,952585","59,449945"
12/01/2006 0.00,"0,064471","10,557373","0,607346","9,632806","0,807067","53,121285"
12/01/2006 1.00,"0,081895","8,505558","0,607346","7,579573","0,826571","62,79777"
12/01/2006 2.00,"0,137654",,,,"0,688904","76,278766"
12/01/2006 3.00,"0,17773",,,,"0,752356","73,800799"
12/01/2006 4.00,"0,019167","20,074566","0,609039","19,153975","0,851661","68,003028"
12/01/2006 5.00,"0,067956","14,072174","0,610731","13,144845","0,869952","62,60306"
12/01/2006 6.00,"0,144623","11,543074","0,609039","10,616592","0,863963","68,741237"
12/01/2006 7.00,"0,186443","11,688334","0,654716","10,691865","0,955093","67,568791"
12/01/2006 8.00,"0,146366","16,245904","0,779907","15,060506","0,984796","56,661013"
12/01/2006 9.00,"0,010455","17,874904","1,219768","16,015736","0,968852","58,001552"
12/01/2006 10.00,"0,019167","12,684412","1,079352","11,037098","0,857245","70,724708"
12/01/2006 11.00,"0,019167","8,534093","1,157174","6,764509","0,728561","81,666104"
12/01/2006 12.00,"0,081895","7,558769","1,035365","5,975403","0,732771","83,356844"
12/01/2006 13.00,0,"6,378522","0,669942","5,355021","0,783838","87,15431"
12/01/2006 14.00,"0,209094","7,154111","0,949084","5,702849","0,888404","88,969722"
12/01/2006 15.00,"0,02091","6,770208","0,854346","5,464043","0,907343","89,650495"
12/01/2006 16.00,0,"6,292921","0,675017","5,261573","0,989895","90,11834"
12/01/2006 17.00,"0,001742","8,038649","0,642873","7,057829","1,00681","85,994497"
12/01/2006 18.00,"0,005227","7,501701","0,607346","6,57502","0,906777","84,247715"
12/01/2006 19.00,"0,008713","6,539346","0,651333","5,544509","0,885005","85,403358"
12/01/2006 20.00,0,"5,906422","0,661484","4,895574","0,98172","84,719791"
12/01/2006 21.00,0,"6,036119","0,605654","5,11102","0,976541","86,624837"
12/01/2006 22.00,"0,008713","5,408385","0,607346","4,480256","1,022673","84,651161"
12/01/2006 23.00,"0,024395","7,130767","0,609039","6,201234","1,144639","78,514404"
13/01/2006 0.00,"0,010455","6,648291","0,609039","5,718425","0,944734","77,931666"
13/01/2006 1.00,"0,019167","5,976459","0,644566","4,991616","0,890589","77,661317"
13/01/2006 2.00,"0,029622","4,876625","0,605654","3,950723","0,899654","81,996697"
13/01/2006 3.00,"0,022652","4,446029","0,607346","3,517233","0,890266","82,627037"
13/01/2006 4.00,0,"4,757302","0,609039","3,826128","0,89836","80,217715"
13/01/2006 5.00,"0,003485","5,325377","0,605654","4,399787","0,901677","74,104771"
13/01/2006 6.00,0,"6,40446","0,712237","5,316085","0,97986","66,585439"
13/01/2006 7.00,0,"6,578255","0,62934","5,61719","0,899088","57,75922"
13/01/2006 8.00,0,"13,089068","1,138563","11,351182","0,823821","57,098059"
13/01/2006 9.00,0,"15,236858","2,023362","12,142888","0,898683","62,046974"
13/01/2006 10.00,0,"9,4316","1,322967","7,408254","0,875374","73,662124"
13/01/2006 11.00,"0,074925","6,168412","1,241763","4,267404","0,885734","79,684011"
13/01/2006 12.00,"0,015682","5,636652","1,03029","4,059744","0,963268","81,297727"
13/01/2006 13.00,0,"6,064654","1,070892","4,425744","1,014256","81,618479"
13/01/2006 14.00,"0,115002","4,733957","0,83066","3,462724","0,963592","82,140973"
13/01/2006 15.00,"0,139396","4,378587","0,700395","3,306978","1,097293","85,187636"
13/01/2006 16.00,"0,07144","4,759897","0,746073","3,618467","1,084425","86,379694"
13/01/2006 17.00,0,"8,126843","1,047208","6,525702","1,071395","80,968535"
13/01/2006 18.00,"0,003485","15,223889","0,888182","13,871654","1,160746","65,512467"
13/01/2006 19.00,0,"14,531302","0,913557","13,139658","1,316218","63,337061"
13/01/2006 20.00,0,"11,644239","0,83066","10,377779","1,223306","64,576755"
13/01/2006 21.00,0,"10,847896","0,967694","9,370635","1,033437","58,609487"
13/01/2006 22.00,0,"12,165621","1,284057","10,20386","1,121008","47,890814"
13/01/2006 23.00,0,"17,083749","1,084427","15,431695","1,204611","45,424054"
14/01/2006 0.00,0,"9,237054","0,71562","8,145445","0,969985","70,637866"
14/01/2006 1.00,0,"6,329236","0,609039","5,399148","0,872865","74,417129"
14/01/2006 2.00,0,,,,"0,920697","67,885358"
14/01/2006 3.00,0,,,,"0,862344","79,09431"
14/01/2006 4.00,0,"19,937093","0,609039","19,016418","0,813946","83,967572"
14/01/2006 5.00,0,"14,152587","0,609039","13,227908","1,017898","84,207114"
14/01/2006 6.00,0,"11,724652","0,609039","10,798293","0,865258","84,243522"
14/01/2006 7.00,"0,001742","9,820691","0,614114","8,885234","0,874323","87,679612"
14/01/2006 8.00,0,"8,905029","0,624264","7,953361","0,928224","88,108241"
14/01/2006 9.00,"0,027879","10,676695","0,945701","9,233063","0,928305","84,632927"
14/01/2006 10.00,"0,040076","13,304367","1,128413","11,582207","1,113966","76,582722"
14/01/2006 11.00,"0,02091","12,142276","1,094578","10,471226","1,190366","73,792398"
14/01/2006 12.00,"0,026137","12,780387","1,223152","10,912503","1,229457","72,372015"
14/01/2006 13.00,0,"18,876169","2,234832","15,46025","1,253737","71,328434"
14/01/2006 14.00,"0,031364","25,047162","2,568113","21,124157","1,479541","62,353723"
14/01/2006 15.00,0,"13,452221","1,104729","11,766499","1,294042","76,233941"
14/01/2006 16.00,"0,029622","14,686942","0,98292","13,18897","1,17677","73,820426"
