"NetC","Regione-Provincia Lecce","","","","","","","","",""
"Stat","S. Barbara","","","","","","","","",""
,SO2,NO2,NOX,O3,PM10
12/03/2012 4.00,"0,76749329","7,05004112","15,60000991","76,1236938","12,9"
12/03/2012 5.00,"0,75708633","5,90272258","14,50536506",,"12,9"
12/03/2012 6.00,"0,63049932","8,14025396","16,64148205","78,94959135","12,9"
12/03/2012 7.00,"0,69188239","5,5509987","14,74400751","85,6568811","12,9"
12/03/2012 8.00,"0,69659822","5,68597826","16,04228037","85,95962235","12,9"
12/03/2012 9.00,"0,58870977","6,32323256","16,20440076","82,84450965","12,9"
12/03/2012 10.00,"0,81660015","6,0597647","16,53383262","82,2160647","12,9"
12/03/2012 11.00,"0,88977228","4,93321238","15,80623058","83,27965905","12,9"
12/03/2012 12.00,"0,89261785","5,64704229","16,76728974","84,72304155","12,9"
12/03/2012 13.00,"1,28555207","5,36799927","16,77766425","86,65831125","12,9"
12/03/2012 14.00,"1,13002023","5,92219056","17,73483057","88,3449441","12,9"
12/03/2012 15.00,"1,25555159","5,51855206","17,21604187","89,54503635","12,9"
12/03/2012 16.00,"1,05766169","5,52244681","15,76861772","90,33565485","12,9"
12/03/2012 17.00,"1,06839308","5,27844502","14,63895267","90,0112878","12,9"
12/03/2012 18.00,"0,85351115","7,66134002","17,19658727","87,81652845","12,9"
12/03/2012 19.00,"0,76651799","7,4277223","17,44171523","83,740524","12,9"
12/03/2012 20.00,"0,7922908","7,70287249","17,6349649","81,6403476","12,9"
12/03/2012 21.00,"0,82627487","8,80736032","20,83848648","79,71722745","12,9"
12/03/2012 22.00,"0,75692462","7,79891416","18,30939039","78,9225591","12,9"
12/03/2012 23.00,"0,87619432","6,28819134","17,37297692","79,0212318","12,9"
13/03/2012 0.00,"0,76570439","5,5535952","16,7984171","79,8983136","12,9"
13/03/2012 1.00,"0,95351276","5,34463846","16,76210057","78,97796025","14,4"
13/03/2012 2.00,"0,89513798","5,29661666","16,4715779","79,44423165","14,4"
13/03/2012 3.00,"1,04538447","5,70933907","16,84770272","77,7575988","14,4"
13/03/2012 4.00,"0,87399963","5,45755162","16,93978655","75,8912364","14,4"
13/03/2012 5.00,"1,02709169","7,46146719","36,7549496","77,35758135","14,4"
13/03/2012 6.00,"0,99709121","6,76450878","25,84999144","75,6385098","14,4"
13/03/2012 7.00,"0,85741439","7,78334092","26,08734712","72,24906465","14,4"
13/03/2012 8.00,"1,22969741","10,80219007","30,37124048","69,20285925","14,4"
13/03/2012 9.00,"1,60824109","9,14870012","25,21448088","76,10747445","14,4"
13/03/2012 10.00,"1,50376773","8,6360413","31,60855304","80,95245165","14,4"
13/03/2012 11.00,"1,68726707","7,88587192","26,13661936","84,12027225","14,4"
13/03/2012 12.00,"2,02101291","5,69116934","17,45727891","86,2231419","14,4"
13/03/2012 13.00,"2,60939724","6,38812775","23,16007512","87,4016283","14,4"
13/03/2012 14.00,"2,69078165","6,38423301","21,8851344","87,9895149","14,4"
13/03/2012 15.00,"2,66826019","7,37321118","22,42468168","88,83282135","14,4"
13/03/2012 16.00,"2,77281491",,,,"14,4"
13/03/2012 17.00,"3,2797355","8,61267857","9,81420805","87,62732265","14,4"
13/03/2012 18.00,"2,37028732","7,58216984","7,94915721","88,99230165","14,4"
13/03/2012 19.00,"1,39986287","9,31612631","9,78178244","84,87845205","14,4"
13/03/2012 20.00,"1,0788814","13,2330954","14,83220234","74,9668332","14,4"
13/03/2012 21.00,"1,06066998","13,39662876","14,91391166","72,68692725","14,4"
13/03/2012 22.00,"0,88253633","11,93652231","14,8698152","70,66918425","14,4"
13/03/2012 23.00,"0,84099086","11,09291158","13,06831733","63,22400385","14,4"
14/03/2012 0.00,"0,90782098","8,27523351","11,51065108","52,7907324","14,4"
14/03/2012 1.00,,"7,38099876","11,92568127","50,13780135","18,6"
14/03/2012 2.00,"0,64744559",,,"39,88697265","18,6"
14/03/2012 3.00,"0,78545961","6,24665887","8,95431282","53,4083445","18,6"
14/03/2012 4.00,"0,67755184","5,84691321","8,01530285","56,54238975","18,6"
14/03/2012 5.00,"0,45835376","5,74308396","8,83888346",,"18,6"
14/03/2012 6.00,"0,6051628","5,78851117","9,06974408","56,6086038","18,6"
14/03/2012 7.00,"0,48135627","6,70610482","9,09179326","59,44531425","18,6"
14/03/2012 8.00,"0,55273035","16,10658858","19,4131096","55,5085209","18,6"
14/03/2012 9.00,"0,51687398","16,62054182","19,31064552","64,57681335","18,6"
14/03/2012 10.00,"0,94985868","15,03714197","17,24068564","72,80179935","18,6"
14/03/2012 11.00,"1,06284026","11,38232911","12,56249582","75,19117095","18,6"
14/03/2012 12.00,"1,73903847","8,85668036","9,65597666","73,7829603","18,6"
14/03/2012 13.00,"1,87908242","8,42059522","8,87389983","73,1085705","18,6"
14/03/2012 14.00,"1,84119612","6,0000625","6,24233966","78,6509199","18,6"
14/03/2012 15.00,"1,42715508","4,30763849","4,47975099","80,0023728","18,6"
14/03/2012 16.00,"1,40313761","4,94878562","5,54716132","81,41872305","18,6"
14/03/2012 17.00,"0,89810355","4,12853189","4,99335243","81,3997905","18,6"
14/03/2012 18.00,"0,87036487","5,63925471","6,24233966","77,5481238","18,6"
14/03/2012 19.00,"0,76313341","7,9481687","8,76884499","72,1017339","18,6"
14/03/2012 20.00,"0,7083344","9,691211","10,97759313","62,40365985","18,6"
14/03/2012 21.00,"0,60989795","8,73857421","10,69225772","56,964033","18,6"
14/03/2012 22.00,"0,50774132","7,15646686","9,73379506","54,7516977","18,6"
14/03/2012 23.00,"0,52228645","7,64187204","10,36671869","47,5335483","18,6"
15/03/2012 0.00,"0,49996127","7,86380744","11,0022369","45,0441474","18,6"
15/03/2012 1.00,"0,51687398","8,5477872","11,30832133","43,49133915","22,5"
15/03/2012 2.00,"0,55814282","8,22461522","12,16562198","41,5398102","22,5"
15/03/2012 3.00,"0,74655834","7,70287249","12,23047128","40,83707145","22,5"
15/03/2012 4.00,"0,45564753","5,34982954","8,02049202","51,7717263","22,5"
15/03/2012 5.00,"0,44854378","5,34074371","8,4705424","53,3259111","22,5"
15/03/2012 6.00,"0,57235031","5,04612746","7,87522973","57,15864525","22,5"
15/03/2012 7.00,"0,57302662","4,76838269","7,0283055","57,69111075","22,5"
15/03/2012 8.00,"0,47256125","5,61719023","7,12428217","57,4708428","22,5"
15/03/2012 9.00,"0,41979116","6,74633904","8,15018871","60,5818857","22,5"
15/03/2012 10.00,"0,42486497","7,90663815","9,11124595","68,57172105","22,5"
15/03/2012 11.00,"0,46647248","9,50042399","12,1435747","75,79394025","22,5"
15/03/2012 12.00,"0,79087208","8,40631832","11,87509931","75,4101222","22,5"
15/03/2012 13.00,"1,00871654","9,89497858","15,02804658","75,10199445","22,5"
15/03/2012 14.00,"1,078738","6,7709981","10,81028357","84,9635787","22,5"
15/03/2012 15.00,"1,03070408","5,10842424","8,31749827","87,3164817","22,5"
15/03/2012 16.00,"1,06859038","5,17461577","7,75720579","87,9678891","22,5"
15/03/2012 17.00,"0,85751101","5,47572135","7,2941844","86,62994235","22,5"
15/03/2012 18.00,"0,6704481","6,04159496","6,78706846","84,56220465","22,5"
15/03/2012 19.00,"0,62057035","9,45775198","9,90967994","78,0728088","22,5"
15/03/2012 20.00,"0,34841708","11,55755053","12,95677698","81,8268402","22,5"
15/03/2012 21.00,"0,4681373","11,91284219","13,59301602","76,83720555","22,5"
15/03/2012 22.00,"0,38291982","10,98258727","13,58062243","72,87613305","22,5"
15/03/2012 23.00,"0,22156565","10,58803078","12,34071338","67,8324738","22,5"
16/03/2012 0.00,"0,36617695","9,77617072","11,91369494","64,16588325","22,5"
16/03/2012 1.00,,"8,8151479","10,56126469","61,67253225",24
16/03/2012 2.00,"0,47526546",,,"64,3713882",24
16/03/2012 3.00,"0,55438196","7,07340385","7,28510622","58,5046917",24
16/03/2012 4.00,"0,42611588","6,46469953","6,6975773","59,6926344",24
16/03/2012 5.00,"0,34009395","5,83685035","6,45622746",,24
16/03/2012 6.00,"0,41703509","6,19734074","7,40053749","58,0762854",24
16/03/2012 7.00,"0,45018014","8,18567926","9,31616838","54,39221865",24
16/03/2012 8.00,"0,38908386","13,85844942","16,47630437","45,81866625",24
16/03/2012 9.00,"0,46629857","17,50049776","21,00450544","47,9876502",24
16/03/2012 10.00,"0,43621774","13,16950228","16,99166485","63,31996335",24
16/03/2012 11.00,"0,87924735","7,40825432","13,35494907","76,5548133",24
16/03/2012 12.00,"0,89911139","7,26419086","12,94250964","81,04841115",24
16/03/2012 13.00,"1,30706467","8,11778414","13,52548035","86,41073175",24
16/03/2012 14.00,"1,18134822","6,46329421","12,33449938","88,8995142",24
16/03/2012 15.00,"0,82782681","7,34465929","13,69216086","91,14111615",24
16/03/2012 16.00,"0,65358929","7,64057379","12,56638674","91,35059115",24
16/03/2012 17.00,"0,74111333","8,95347727","11,37080549","87,85339605",24
16/03/2012 18.00,"0,58571064","8,95531853","9,88813362","79,9712907",24
16/03/2012 19.00,"0,42932248","14,06899694","14,2229225","67,5749592",24
16/03/2012 20.00,"0,41567231","26,37275136","27,57107824","44,3765406",24
16/03/2012 21.00,"0,42147938","28,99188544","31,44471376","36,29114475",24
16/03/2012 22.00,"0,54514963","34,8391256","36,27746584","26,17086885",24
16/03/2012 23.00,"0,51419927","19,55891872","20,48310304","36,108303",24
17/03/2012 0.00,"0,52135081","12,7437993","13,93339982","29,852382",24
17/03/2012 1.00,"0,57322391","10,90601358","12,23954946","36,45696915","22,2"
17/03/2012 2.00,"0,44609383","13,60558933","15,03453018","32,63371125","22,2"
17/03/2012 3.00,"0,48298449","15,53033663","16,66093665","26,0142414","22,2"
17/03/2012 4.00,"0,46005521","11,4744856","12,43669004","31,90797015","22,2"
17/03/2012 5.00,"0,37163112","8,4543382","9,58334552","37,38137235","22,2"
17/03/2012 6.00,"0,31430894","6,14672246","7,16967496","53,79216255","22,2"
17/03/2012 7.00,"0,44489479","8,67404612","10,42399647","74,6962314","22,2"
17/03/2012 8.00,"0,3857064","8,90989323","9,86219542","76,1520627","22,2"
17/03/2012 9.00,"0,49842153","8,99555274","9,79604978","82,2593163","22,2"
17/03/2012 10.00,"0,55438196","6,98904258","7,15930045","94,5508305","22,2"
17/03/2012 11.00,"0,53701465","4,84495638","5,2255113","103,90428825","22,2"
17/03/2012 12.00,"0,62498515","4,3167224","5,28257876","108,86142435","22,2"
17/03/2012 13.00,"0,76096923","4,80082933","7,15540953","108,5965083","22,2"
17/03/2012 14.00,"0,8328213","4,76578619","8,09831042","110,2656051","22,2"
17/03/2012 15.00,"0,6270283","4,14540338","7,61324175","111,82108665","22,2"
17/03/2012 16.00,"0,45335826","3,77161694","6,78706846","109,93720815","22,2"
17/03/2012 17.00,"0,48888614","3,57823343","5,10100186","106,48557885","22,2"
17/03/2012 18.00,"0,44382287","3,7988725","4,14383362","103,44204675","22,2"
17/03/2012 19.00,"0,33564865","4,86312802","4,94925598","93,1899213","22,2"
17/03/2012 20.00,"0,23541923","7,18372242","7,4563067","78,40088655","22,2"
17/03/2012 21.00,"0,29489847","11,19284991","11,61959684","60,9197589","22,2"
17/03/2012 22.00,"0,30102793","13,78859067","14,33027366","52,06904115","22,2"
17/03/2012 23.00,"0,25233194","11,51861265","12,34330796","48,66337665","22,2"
18/03/2012 0.00,"0,32100588","11,44203896","12,779091","31,8795813","22,2"
18/03/2012 1.00,,"13,50046374","14,36399369","56,57347185","15,3"
18/03/2012 2.00,"0,44730203",,,"98,02139235","15,3"
18/03/2012 3.00,"0,36106246",,,"102,8285244","15,3"
18/03/2012 4.00,"0,40089428",,,"103,06096185","15,3"
18/03/2012 5.00,"0,53926934",,,,"15,3"
18/03/2012 6.00,"0,40086581",,,"102,5798277","15,3"
18/03/2012 7.00,"0,39253047",,,"101,74462095","15,3"
18/03/2012 8.00,"0,35853928",,,"101,93785665","15,3"
18/03/2012 9.00,"0,34399618",,,"98,172753","15,3"
18/03/2012 10.00,"0,51522847",,,"94,59003225","15,3"
18/03/2012 11.00,"0,39740699",,,"96,79155465","15,3"
18/03/2012 12.00,"0,62267351",,,"97,79164815","15,3"
18/03/2012 13.00,"1,15664122",,,"97,5983925","15,3"
18/03/2012 14.00,"0,96417499",,,"101,23653435","15,3"
18/03/2012 15.00,"0,84944315",,,"99,4633983","15,3"
18/03/2012 16.00,"0,73091282",,,"100,4296965","15,3"
18/03/2012 17.00,"0,51253546",,,"101,67304035","15,3"
18/03/2012 18.00,"0,50590157",,,"95,44281495","15,3"
18/03/2012 19.00,"0,4054301",,,"86,69346315","15,3"
18/03/2012 20.00,"0,35990003",,,"83,41077045","15,3"
18/03/2012 21.00,"0,37983018",,,"73,62214335","15,3"
18/03/2012 22.00,"0,33775892",,,"70,05428535","15,3"
18/03/2012 23.00,"0,33730534",,,"62,44826805","15,3"
19/03/2012 0.00,"0,35397499",,,"51,5406255","15,3"
19/03/2012 1.00,"0,30884256",,,"70,48133505","17,79999"
19/03/2012 2.00,"0,25236957",,,"87,11376975","17,79999"
19/03/2012 3.00,"0,28477322",,,"93,9805398","17,79999"
19/03/2012 4.00,"0,25789798",,,"95,1441435","17,79999"
19/03/2012 5.00,"0,29415708",,,"91,2100434","17,79999"
19/03/2012 6.00,"0,3313803",,,"88,2503412","17,79999"
19/03/2012 7.00,"0,34444976",,,"85,19198625","17,79999"
19/03/2012 8.00,"0,39644287",,,"75,47497965","17,79999"
19/03/2012 9.00,"0,33642665",,,"86,79616575","17,79999"
19/03/2012 10.00,"0,27819628",,,"86,85832995","17,79999"
19/03/2012 11.00,"0,28675739",,,"86,89886835","17,79999"
19/03/2012 12.00,"0,36259304",,,"90,8667837","17,79999"
19/03/2012 13.00,"0,69386045",,,"95,5306548","17,79999"
19/03/2012 14.00,"0,78029834",,,"97,33215975","17,79999"
19/03/2012 15.00,"0,69264107",,,"96,7794051","17,79999"
19/03/2012 16.00,"0,59523179",,,"99,244467","17,79999"
19/03/2012 17.00,"0,34158589",,,"99,89182455","17,79999"
19/03/2012 18.00,"0,5272484",,,"102,35277675","17,79999"
19/03/2012 19.00,"0,5112876",,,"98,95796505","17,79999"
19/03/2012 20.00,"0,43256061",,,"90,15590535","17,79999"
19/03/2012 21.00,"0,32021059",,,"75,31956915","17,79999"
19/03/2012 22.00,"0,3502609",,,"54,1097466","17,79999"
19/03/2012 23.00,"0,31130879",,,"48,152517","17,79999"
20/03/2012 0.00,"0,35474079",,,"64,68494235","17,79999"
20/03/2012 1.00,,,,"79,8050673","21,6"
20/03/2012 2.00,"0,69689417",,,"73,71538965","21,6"
20/03/2012 3.00,"0,81760291",,,"74,89116285","21,6"
20/03/2012 4.00,"0,85113645","1,23297806","1,2321253","68,7474207","21,6"
20/03/2012 5.00,"0,74838386","1,73265822","1,73146131",,"21,6"
20/03/2012 6.00,"0,83238704","3,75474354","3,77549256","51,5636079","21,6"
20/03/2012 7.00,"0,67633246","10,73988564","11,42375259","34,49464725","21,6"
20/03/2012 8.00,"0,84615112","21,02681848","28,02890664","24,52088415","21,6"
20/03/2012 9.00,"0,90103963","14,5582223","17,59346111","57,8154591","21,6"
20/03/2012 10.00,"0,96465094","6,76710527","6,80392848","79,3009707","21,6"
20/03/2012 11.00,"0,95173606","4,71776631","4,82863746","87,86787975","21,6"
20/03/2012 12.00,"1,06983925","4,28557401","5,23588772","89,83965795","21,6"
20/03/2012 13.00,"1,15225693","6,3128504","8,6780575","91,50871485","21,6"
20/03/2012 14.00,"0,79828703",,,"101,3416509","21,6"
20/03/2012 15.00,"1,14313749","6,18955317","6,1852722","97,0321317","21,6"
20/03/2012 16.00,"1,10399621","5,74827504","5,78191286","97,2807885","21,6"
20/03/2012 17.00,"0,82462733","6,50363741","6,9050924","93,9453879","21,6"
20/03/2012 18.00,"0,92533982","6,32842555","6,55361326","85,51904655","21,6"
20/03/2012 19.00,"0,8834801","4,05455278","4,05174979","74,9695464","21,6"
20/03/2012 20.00,"0,87656959","4,85923328","4,8558739","66,74861025","21,6"
20/03/2012 21.00,"0,91820354","5,98578559","6,01147714","67,3729854","21,6"
20/03/2012 22.00,"0,76135468","7,84693404","7,8415097","58,41820845","21,6"
20/03/2012 23.00,"0,6925892","11,87812601","11,88158482","41,11816695","21,6"
21/03/2012 0.00,"0,69604395","11,09160951","11,19159373","60,8373255","21,6"
21/03/2012 1.00,"0,69525171","7,37840418","7,37330105","91,773591","27,9"
21/03/2012 2.00,"0,80661423","9,14870012","9,14237522","94,12918725","27,9"
21/03/2012 3.00,"0,67967432","23,28640096","23,27032104","70,3002489","27,9"
21/03/2012 4.00,"0,57006715","14,19352168","14,18371503","78,25900215","27,9"
21/03/2012 5.00,"0,56695208","12,55042345","12,54693214","69,0906804","27,9"
21/03/2012 6.00,"0,6572993","6,44393521","6,46541844","74,53030725","27,9"
21/03/2012 7.00,"0,58609812","4,30504199","4,48364191","88,540893","27,9"
21/03/2012 8.00,"0,62263384","4,42704289","4,74562989","92,21821665","27,9"
21/03/2012 9.00,,,,,"27,9"
21/03/2012 10.00,,,,,"27,9"
21/03/2012 11.00,,,,,"27,9"
21/03/2012 12.00,,,,,"27,9"
21/03/2012 13.00,,,,,"27,9"
21/03/2012 14.00,,,,,"27,9"
21/03/2012 15.00,,,,,"27,9"
21/03/2012 16.00,,,,,"27,9"
21/03/2012 17.00,,,,,"27,9"
21/03/2012 18.00,,,,,"27,9"
21/03/2012 19.00,,,,,"27,9"
21/03/2012 20.00,,,,,"27,9"
21/03/2012 21.00,,,,,"27,9"
21/03/2012 22.00,,,,,"27,9"
21/03/2012 23.00,,,,,"27,9"
22/03/2012 0.00,,,,,"27,9"
22/03/2012 1.00,,,,,31
22/03/2012 2.00,,,,,31
22/03/2012 3.00,,,,,31
22/03/2012 4.00,,,,,31
22/03/2012 5.00,,,,,31
22/03/2012 6.00,,,,,31
22/03/2012 7.00,,,,,31
22/03/2012 8.00,,,,,31
22/03/2012 9.00,,,,,31
22/03/2012 10.00,,,,,31
22/03/2012 11.00,,,,,31
22/03/2012 12.00,,,,,31
22/03/2012 13.00,,,,,31
22/03/2012 14.00,,,,,31
22/03/2012 15.00,,,,,31
22/03/2012 16.00,,,,,31
22/03/2012 17.00,"1,52667565","17,75748012","27,5931236","95,07385965",31
22/03/2012 18.00,"1,656334","15,94305713","26,87331296","92,87098065",31
22/03/2012 19.00,"1,48538138","18,96320835","32,40360088","78,21575055",31
22/03/2012 20.00,"1,05783153","34,6376008","54,61171032","51,45007245",31
22/03/2012 21.00,"0,86829935","44,994618","62,61660424","39,39775875",31
22/03/2012 22.00,"0,67231022","39,78495336","57,68811832","34,11084915",31
22/03/2012 23.00,"0,83805173","50,00440216","72,07415928","12,54830262",31
23/03/2012 0.00,"0,67899497","28,54279488","44,03875184","13,69569495",31
23/03/2012 1.00,"0,56610288","18,60628766","33,47621376","53,45700255","29,4"
23/03/2012 2.00,"0,63860684","11,34210063","25,83832824","74,5181577","29,4"
23/03/2012 3.00,"0,46759829","7,91053098","22,11340808","82,83234015","29,4"
23/03/2012 4.00,"0,55754889","7,13570063","23,79040416","78,49548945","29,4"
23/03/2012 5.00,"0,57856418","7,34985037","21,2210968","57,96681975","29,4"
23/03/2012 6.00,"0,6005985","6,9552977","20,40918512","56,57482845","29,4"
23/03/2012 7.00,"0,50855187","9,02929572","28,49971752","47,16189975","29,4"
23/03/2012 8.00,"0,68431896","18,27273544","41,5952732","32,2350105","29,4"
23/03/2012 9.00,"0,53738382","23,69654408","53,62599784","30,00509925","29,4"
23/03/2012 10.00,"0,56672528","21,94960704","43,93112536","46,92134265","29,4"
23/03/2012 11.00,"0,5846255","14,91773566","28,98997344","66,6891393","29,4"
23/03/2012 12.00,"0,82049221","14,0883961","30,99378768","70,5489057","29,4"
23/03/2012 13.00,"0,75835351","11,51471599","36,25951216","83,56753755","29,4"
23/03/2012 14.00,"0,68941718","11,88980259","34,8717252","97,90923345","29,4"
23/03/2012 15.00,"0,60184535","11,87163477","35,95990176","106,60986735","29,4"
23/03/2012 16.00,"0,86008605","10,49069659","37,90276144","98,1632967","29,4"
23/03/2012 17.00,"0,67519952","10,82684531","15,93852186","103,54339275","29,4"
23/03/2012 18.00,"0,73144674","11,20193191","17,59864837","95,868528","29,4"
23/03/2012 19.00,"0,62229315","12,16625294","21,87865272","77,7886809","29,4"
23/03/2012 20.00,"0,63413204","9,76648835","19,98118392","75,5128248","29,4"
23/03/2012 21.00,"0,61781835","6,60487016","16,32372294","73,7288958","29,4"
23/03/2012 22.00,"0,54791994","5,39265834","17,97606952","80,8200036","29,4"
23/03/2012 23.00,"0,48034334","5,54840412","23,01740168","78,58470585","29,4"
24/03/2012 0.00,"0,40443954","7,8339573","26,46605696","67,85004975","29,4"
24/03/2012 1.00,,"14,17535386","51,4665468","45,40633965","27,7"
24/03/2012 2.00,"0,95988325",,,"37,5043641","27,7"
24/03/2012 3.00,"0,95445552","27,75302416","117,2516792","36,8232312","27,7"
24/03/2012 4.00,"0,87791508","21,1434696","72,16366","29,9199726","27,7"
24/03/2012 5.00,"0,88230344","4,45170195","13,24859598",,"27,7"
24/03/2012 6.00,"1,03359439","5,22783055","15,0773303","84,2621766","27,7"
24/03/2012 7.00,"1,13363566","3,50944732","8,8661199","87,1110765","27,7"
24/03/2012 8.00,"0,96892031","4,06623319","9,65338208","84,6230322","27,7"
24/03/2012 9.00,"0,83105579","5,2096589","11,68574248","78,87390105","27,7"
24/03/2012 10.00,"1,12280868","6,57242352","13,89578695","83,0026134","27,7"
24/03/2012 11.00,,"11,66786337","19,28341864","83,3729253","27,7"
24/03/2012 12.00,"1,14180624","7,02148922","15,27965814","95,3130801","27,7"
24/03/2012 13.00,"1,18852214","6,43874222","18,06426434","101,9256672","27,7"
24/03/2012 14.00,"1,28457982","6,89170075","23,13282912","107,41808175","27,7"
24/03/2012 15.00,"1,35485452","8,18827575","27,91477936","108,25865505","27,7"
24/03/2012 16.00,"1,19308338","12,12211824","29,050928","118,30810845","27,7"
24/03/2012 17.00,"1,55430347","12,33237897","23,34553912","111,75082275","27,7"
24/03/2012 18.00,"1,88295516","15,59262768","22,23791752","108,11274075","27,7"
24/03/2012 19.00,"1,82552822","14,71267174","19,65434664","86,65966785","27,7"
24/03/2012 20.00,"1,3401009","13,21882423","16,4456378","77,7292299","27,7"
24/03/2012 21.00,"1,29459829","9,00723315","11,04633335","78,74821605","27,7"
24/03/2012 22.00,"1,19715443","9,1707646","11,47952181","60,8156997","27,7"
24/03/2012 23.00,"1,05192785","8,45304186","10,66891411","52,82315115","27,7"
25/03/2012 0.00,"1,29150864","9,11884998","11,65980238","33,48242415","27,7"
25/03/2012 1.00,"1,03090849","13,98845777","16,51826894","30,14159715","34,09999"
25/03/2012 2.00,"1,11995091","12,09615902","14,61431082","38,63957895","34,09999"
25/03/2012 3.00,"1,19221791","19,4524968","21,89941704","19,12316028","34,09999"
25/03/2012 4.00,"1,17044801","14,19612582","16,18235158","43,4832195","34,09999"
25/03/2012 5.00,"1,00737816","10,16493386","11,68444423","38,39227875","34,09999"
25/03/2012 6.00,"1,16421177","8,38685034","10,03469415","41,0708655","34,09999"
25/03/2012 7.00,"1,36389158","8,05459445","9,80642621","38,1746841","34,09999"
25/03/2012 8.00,"1,13011379","9,53416888","11,23309751","62,80505385","34,09999"
25/03/2012 9.00,"1,10054858","8,97478651","10,93609126","76,0088217","34,09999"
25/03/2012 10.00,"1,30657956","7,2369353","9,37323584","91,87767015","34,09999"
25/03/2012 11.00,"1,2354099","6,70870132","8,879089","104,2610142","34,09999"
25/03/2012 12.00,"1,9988474","5,61978673","9,01916212","113,97668415","34,09999"
25/03/2012 13.00,"2,19451413","6,53608405","11,33555777","117,9783948","34,09999"
25/03/2012 14.00,"2,2620175","5,35502062","10,39395513","116,48495775","34,09999"
25/03/2012 15.00,"1,90940123","10,28433061","16,57922733","109,8534381","34,09999"
25/03/2012 16.00,"1,94277815","6,92804022","11,08524255","113,22524745","34,09999"
25/03/2012 17.00,"1,84660453","5,51076449","8,40958402","112,25356275","34,09999"
25/03/2012 18.00,"1,5710199","10,33495654","11,79209366","101,6297688","34,09999"
25/03/2012 19.00,"1,49681857","16,27920776","17,3236913","86,00961705","34,09999"
25/03/2012 20.00,"1,36166842","17,0903795","18,33014324","61,83875565","34,09999"
25/03/2012 21.00,"1,30037281","11,57312377","13,06831733","60,18051165","34,09999"
25/03/2012 22.00,"1,2573527","11,14482812","13,12538288","84,0459585","34,09999"
25/03/2012 23.00,"1,18136144","8,09223217","10,21886373","91,13165985","34,09999"
26/03/2012 0.00,"1,14512675","7,2538087","8,91021636","83,17559985","34,09999"
26/03/2012 1.00,,"5,25118946","6,99588181","79,90507665","23,2"
26/03/2012 2.00,"0,60391392",,,"76,1953143","23,2"
26/03/2012 3.00,"0,75834334","3,48868109","3,49534632","76,82104605","23,2"
26/03/2012 4.00,"0,63238484","3,94942338","4,07898432","73,9019022","23,2"
26/03/2012 5.00,"0,66689368","4,57759568","4,84160655",,"23,2"
26/03/2012 6.00,"0,88775354","5,19668025","5,80007112","77,44675785","23,2"
26/03/2012 7.00,"0,70054011","10,78272018","12,31477518","68,73391455","23,2"
26/03/2012 8.00,"0,5702675","12,47124562","15,16033786","73,6789011","23,2"
26/03/2012 9.00,"0,7971663","14,26880286","15,9203636","77,44137135","23,2"
26/03/2012 10.00,"0,79457905","11,7275713","12,49245926","86,96645895","23,2"
26/03/2012 11.00,"0,9671253","13,2240134","15,2653927","92,0898384","23,2"
26/03/2012 12.00,"2,07228903","13,61467324","17,14081806","96,7794051","23,2"
26/03/2012 13.00,"3,39917504","9,49912574","13,67530085","103,68667365","23,2"
26/03/2012 14.00,"3,23611739","7,31221265","11,55474754","106,68958755","23,2"
26/03/2012 15.00,"3,02647301","5,60680807","10,11380889","110,6102613","23,2"
26/03/2012 16.00,"2,10852373","5,74178571","10,21108189","111,96436755","23,2"
26/03/2012 17.00,"2,17668002","5,50038233","8,31749827","110,8562049","23,2"
26/03/2012 18.00,"1,69009738","6,57372177","7,73904753","104,9651295","23,2"
26/03/2012 19.00,"1,16555421","7,56399819","7,81946051","96,47127735","23,2"
26/03/2012 20.00,"0,99041969","8,08704109","8,64693014","94,2589221","23,2"
26/03/2012 21.00,"1,06202666","7,03576422","8,07885582","98,28764505","23,2"
26/03/2012 22.00,"1,15606458","5,84302038","7,09834206","94,70897415","23,2"
26/03/2012 23.00,"0,94124367","5,56657386","6,91676516","92,89934955","23,2"
27/03/2012 0.00,"1,05253601","5,88325459","7,21247508","93,6521229","23,2"
27/03/2012 1.00,"0,9464202","4,98123226","6,51729674","90,70864005","19,29999"
27/03/2012 2.00,"1,04822292","4,96306444","6,61456974","84,62436885","19,29999"
27/03/2012 3.00,"1,00163516","4,85534045","6,632728","79,50639585","19,29999"
27/03/2012 4.00,"1,03010506","4,50621307","6,47449662","78,61036155","19,29999"
27/03/2012 5.00,"1,03700744","4,64378721","6,51859498","71,5246602","19,29999"
27/03/2012 6.00,"0,91708687","4,94099996","6,63791717","65,45389515","19,29999"
27/03/2012 7.00,"0,94900847","10,37777961","12,69349076","60,2278131","19,29999"
27/03/2012 8.00,"1,03096748","18,58033035","23,38962984","56,503188","19,29999"
27/03/2012 9.00,"1,09998618","9,75221336","12,01647068","75,239829","19,29999"
27/03/2012 10.00,"1,8729967","5,29661666","7,01663274","87,9651759","19,29999"
27/03/2012 11.00,"2,07401387","4,66714802","7,60805258","91,75872825","19,29999"
27/03/2012 12.00,"2,08091624","4,96825361","8,68065208","96,179349","19,29999"
27/03/2012 13.00,"2,41134361","4,50751132","8,51982611","100,4864742","19,29999"
27/03/2012 14.00,"2,31385399","4,6295103","9,93741924","102,3636495","19,29999"
27/03/2012 15.00,"2,37510892","4,85534045","9,8777591","101,04190215","19,29999"
