,Provincia di TARANTO,,,
04/01/2008 19.00,"2,336617","7,060729","1,186779","5,244702"
04/01/2008 20.00,"2,722089","7,2021","1,519213","4,876104"
04/01/2008 21.00,"2,261407","8,912809","2,568958","4,977339"
04/01/2008 22.00,"2,587988","10,836223","3,877545","4,894276"
04/01/2008 23.00,"2,409177","11,635158","4,644764","4,516595"
05/01/2008 0.00,"2,594883","9,575564","3,780268","3,781999"
05/01/2008 1.00,"2,473186","9,055476","3,6813","3,413404"
05/01/2008 2.00,"2,465178","8,091825","3,31926","3,004574"
05/01/2008 3.00,"2,41824","8,744203","4,04503","2,54383"
05/01/2008 4.00,"2,434497","7,566551","3,425841","2,315403"
05/01/2008 5.00,"2,37106","9,050289","4,453594","2,223254"
05/01/2008 6.00,"2,432932","8,233196","3,838634","2,349148"
05/01/2008 7.00,"2,936007","10,546997","5,307093","3,105807"
05/01/2008 8.00,"2,272939","13,817968","6,170745","4,359551"
05/01/2008 9.00,"2,325571","15,869782","8,348902","3,839105"
05/01/2008 10.00,"2,455333","14,424952","6,965032","3,783297"
05/01/2008 11.00,"2,342699","14,174637","6,663896","3,959807"
05/01/2008 12.00,"2,335624","11,024284","5,188669","3,085041"
05/01/2008 13.00,"2,229884","10,400438","4,787719","3,066871"
05/01/2008 14.00,"1,927299","10,601472","4,552562","3,623659"
05/01/2008 15.00,"2,073715","10,915338","4,756421","3,624957"
05/01/2008 16.00,"2,117612","10,334293","4,725122","3,091532"
05/01/2008 17.00,"1,915829","11,262928","5,049097","3,523722"
05/01/2008 18.00,"2,056884","11,050224","4,336015","4,429637"
05/01/2008 19.00,"2,015456","10,562563","4,496734","3,670382"
05/01/2008 20.00,"1,683666","10,166985","4,147382","3,810553"
05/01/2008 21.00,"1,783173","10,642974","4,648993","3,517233"
05/01/2008 22.00,"1,744454","9,724717","4,129619","3,395232"
05/01/2008 23.00,"1,823096","9,92445","4,461207","3,086339"
06/01/2008 0.00,"1,767817","9,943905","4,429909","3,153829"
06/01/2008 1.00,"9,715636","4,61685","2,638573",
06/01/2008 2.00,"0,653616",,,
06/01/2008 3.00,"0,73449","9,03732","4,176142","2,635979"
06/01/2008 4.00,"0,564308","8,88687","4,076328","2,638573"
06/01/2008 5.00,"0,605273","9,156641","4,228588","2,674915"
06/01/2008 6.00,"0,609188","8,951718","3,44276","3,675573"
06/01/2008 7.00,"0,778466","9,945203","4,336861","3,297892"
06/01/2008 8.00,"0,621537","9,698776","3,92999","3,684659"
06/01/2008 9.00,"0,612351","12,537854","5,258878","4,477659"
06/01/2008 10.00,"0,579218","10,766186","4,677754","3,596403"
06/01/2008 11.00,"0,698645","14,393824","5,841694","5,44068"
06/01/2008 12.00,"0,576657","11,070975","4,565251","4,074021"
06/01/2008 13.00,"0,596688","9,711745","4,030651","3,534106"
06/01/2008 14.00,"0,40723","9,751953","3,483362","4,414062"
06/01/2008 15.00,"0,444881","9,387503","3,921531","3,377062"
06/01/2008 16.00,"0,513103","8,592457","3,499434","3,229106"
06/01/2008 17.00,"0,628917","11,604033","4,665065","4,454298"
06/01/2008 18.00,"0,58223","12,49635","4,146537","6,142829"
06/01/2008 19.00,"0,76717","17,025385","4,910373","9,50302"
06/01/2008 20.00,"0,526507","10,613143","3,657614","5,00849"
06/01/2008 21.00,"0,450453","14,232998","4,584706","7,208381"
06/01/2008 22.00,"0,559037","15,072142","4,200674","8,637339"
06/01/2008 23.00,"0,56732","11,277194","4,18714","4,860531"
07/01/2008 0.00,"0,560091","11,943839","4,738657","4,681425"
07/01/2008 1.00,"0,456175","11,482116","4,716664","4,253127"
07/01/2008 2.00,"0,556928","11,509353","5,255494","3,453638"
07/01/2008 3.00,"0,626809","27,210512","4,593165","20,181906"
07/01/2008 4.00,"0,67726","18,937126","6,026944","9,702893"
07/01/2008 5.00,"0,536598","15,550727","4,738657","8,290806"
07/01/2008 6.00,"0,593224","23,197683","8,093444","10,795699"
07/01/2008 7.00,"0,68208","38,953308","11,868633","20,769825"
07/01/2008 8.00,"1,158587","76,046796","28,415014","32,53375"
07/01/2008 9.00,"1,427563","113,294603","49,255129","37,877082"
07/01/2008 10.00,"1,187502","71,145538","25,223479","32,493522"
07/01/2008 11.00,"1,168978","62,122486","20,73014","30,358506"
07/01/2008 12.00,"1,035997","39,412458","11,668157","21,536882"
07/01/2008 13.00,"0,712501","24,757934","7,139285","13,821039"
07/01/2008 14.00,"0,724399","14,932068","4,345321","8,275233"
07/01/2008 15.00,"0,760242","13,175964","4,268345","6,63602"
07/01/2008 16.00,"0,818827","12,786872","3,813257","6,944913"
07/01/2008 17.00,"0,742773","15,859405","4,069562","9,631508"
07/01/2008 18.00,"0,756176","24,599715","4,974661","16,98395"
07/01/2008 19.00,"0,976207","41,019417","8,708404","27,6862"
07/01/2008 20.00,"0,990815","59,515568","16,735849","33,878344"
07/01/2008 21.00,"1,006177","60,563516","17,287372","34,080806"
07/01/2008 22.00,"0,955725","41,990847","10,004301","26,669952"
07/01/2008 23.00,"0,938104","30,729205","7,032703","19,95996"
08/01/2008 0.00,"0,914309","24,341615","5,322319","16,192248"
08/01/2008 1.00,"18,118737","4,680292","10,950138",
08/01/2008 2.00,"0,286761",,,
08/01/2008 3.00,"0,293592",,,
08/01/2008 4.00,"0,469189",,,
08/01/2008 5.00,"0,387771",,,
08/01/2008 6.00,"0,376268",,,
08/01/2008 7.00,"0,405474",,,
08/01/2008 8.00,"0,637327",,,
08/01/2008 9.00,"0,588531",,,
08/01/2008 10.00,"0,586733",,,
08/01/2008 11.00,"0,540542",,,
08/01/2008 12.00,"0,386422",,,
08/01/2008 13.00,"0,3414",,,
08/01/2008 14.00,"0,313721",,,
08/01/2008 15.00,"0,280741",,,
08/01/2008 16.00,"0,309317",,,
08/01/2008 17.00,"0,390376",,,
08/01/2008 18.00,"0,37456",,,
08/01/2008 19.00,"0,340322",,,
08/01/2008 20.00,"0,393792",,,
08/01/2008 21.00,"0,358474",,,
08/01/2008 22.00,"0,477906",,,
08/01/2008 23.00,"0,404485",,,
09/01/2008 0.00,"0,431355",,,
09/01/2008 1.00,"0,438545",,,
09/01/2008 2.00,"0,345983",,,
09/01/2008 3.00,"0,444206",,,
09/01/2008 4.00,"0,558965",,,
09/01/2008 5.00,"0,460831",,,
09/01/2008 6.00,"0,417336",,,
09/01/2008 7.00,"0,431086",,,
09/01/2008 8.00,"0,549798",,,
09/01/2008 9.00,"0,4948",,,
09/01/2008 10.00,"0,385075",,,
09/01/2008 11.00,"0,737438",,,
09/01/2008 12.00,"0,594371",,,
09/01/2008 13.00,"0,437467",,,
09/01/2008 14.00,"0,713713",,,
09/01/2008 15.00,"1,047654",,,
09/01/2008 16.00,"0,89623",,,
09/01/2008 17.00,"1,381774",,,
09/01/2008 18.00,"1,569594",,,
09/01/2008 19.00,"1,336033",,,
09/01/2008 20.00,"0,918067",,,
09/01/2008 21.00,"0,800882",,,
09/01/2008 22.00,"0,626184",,,
09/01/2008 23.00,"0,693224",,,
10/01/2008 0.00,"0,623578",,,
10/01/2008 1.00,,,,
10/01/2008 2.00,"0,625659",,,
10/01/2008 3.00,"0,481832",,,
10/01/2008 4.00,"0,606747",,,
10/01/2008 5.00,"0,580788",,,
10/01/2008 6.00,"0,518511",,,
10/01/2008 7.00,"0,543145",,,
10/01/2008 8.00,"0,81014",,,
10/01/2008 9.00,"0,900785",,,
10/01/2008 10.00,"0,755031",,,
10/01/2008 11.00,"0,689683",,,
10/01/2008 12.00,"0,611987",,,
10/01/2008 13.00,"0,591087",,,
10/01/2008 14.00,"0,52875",,,
10/01/2008 15.00,"0,436118",,,
10/01/2008 16.00,"0,36547",,,
10/01/2008 17.00,"0,320117",,,
10/01/2008 18.00,"0,569044",,,
10/01/2008 19.00,"0,793637","37,121995","4,259886","30,68169"
10/01/2008 20.00,"1,045696","54,86591","12,255205","36,1003"
10/01/2008 21.00,"1,32287","70,367337","19,640636","40,280733"
10/01/2008 22.00,"1,165552","68,615142","20,480604","37,23853"
10/01/2008 23.00,"0,830136","39,461748","7,45057","28,057376"
11/01/2008 0.00,"0,592594","28,704626","3,831021","22,84643"
11/01/2008 1.00,"0,613673","30,618938","5,104926","22,807501"
11/01/2008 2.00,"0,590124","20,003228","1,253604","18,093628"
11/01/2008 3.00,"0,438527","15,801041","0,774832","14,623119"
11/01/2008 4.00,"0,569224","13,210983","0,34766","12,687997"
11/01/2008 5.00,"0,613794","24,179496","2,115563","20,950242"
11/01/2008 6.00,"0,605061","28,061333","3,390314","22,878877"
11/01/2008 7.00,"0,751418","34,356843","6,61568","24,229972"
11/01/2008 8.00,"0,954148","51,572891","16,232561","26,702398"
11/01/2008 9.00,"1,050875","41,822227","11,115795","24,795828"
11/01/2008 10.00,"0,762138","22,096544","3,239746","17,150078"
11/01/2008 11.00,"0,706546","15,76732","1,833036","12,96574"
11/01/2008 12.00,"0,630176","7,63918","0,638644","6,780084"
11/01/2008 13.00,"0,702391","8,733827","0,723233","8,032532"
11/01/2008 14.00,"0,482193","6,742972","0,24869","6,900787"
11/01/2008 15.00,"0,558323","6,141175","0,466084","6,084424"
11/01/2008 16.00,"0,522547","6,460231","0,04314","7,344659"
11/01/2008 17.00,"0,503093","13,620828","0,835736","12,462161"
11/01/2008 18.00,"0,558865","18,881357","1,329735","16,963181"
11/01/2008 19.00,"0,513814","28,80969","2,317729","25,460344"
11/01/2008 20.00,"0,663122","38,846962","4,870616","31,475974"
11/01/2008 21.00,"0,827306","57,004616","15,818918","32,792024"
11/01/2008 22.00,"0,721724","47,322706","11,103101","30,320878"
11/01/2008 23.00,"0,426482","20,824222","0,811206","19,61993"
12/01/2008 0.00,"0,54447","11,404298","0,746073","10,711333"
12/01/2008 1.00,"3,779383","0,260533","3,962404",
12/01/2008 2.00,"0,744082",,,
12/01/2008 3.00,"0,870874","3,373431","0,433094","2,968233"
12/01/2008 4.00,"0,797713","3,147758","0,303673","2,895552"
12/01/2008 5.00,"0,675728","4,534224","1,190162","2,711254"
12/01/2008 6.00,"0,786747","5,499172","1,028598","3,924766"
12/01/2008 7.00,"0,724852","6,540644","1,446466","4,325808"
12/01/2008 8.00,"0,779236","7,502997","1,354264","5,430296"
12/01/2008 9.00,"0,903774","8,86093","2,091877","5,665212"
12/01/2008 10.00,"0,499059","8,316201","1,694311","5,767743"
12/01/2008 11.00,"0,709379","12,548228","2,695842","8,433571"
12/01/2008 12.00,"0,660555","4,94277","0,782445","3,932552"
12/01/2008 13.00,"0,660404","3,267078","0,20555","3,888425"
12/01/2008 14.00,"0,63126","2,334554","0,130267","3,454936"
12/01/2008 15.00,"0,593402","2,186699","0,131958","2,87868"
12/01/2008 16.00,"0,557198","1,91174","0,209779","2,393277"
12/01/2008 17.00,"0,71644","3,591323","0,580279","2,892957"
12/01/2008 18.00,"0,585741","2,408481","0,118424","2,84883"
12/01/2008 19.00,"0,825506","2,940241","0,186942","3,004574"
12/01/2008 20.00,"0,757903","2,434422","0,279989","2,624296"
12/01/2008 21.00,"0,714787","3,258","0,48723","2,763171"
12/01/2008 22.00,"0,694657","2,924677","0,351043","2,439999"
12/01/2008 23.00,"0,677981","3,396777","0,59212","2,498405"
13/01/2008 0.00,"0,704271","3,566681","0,880568","2,251808"
13/01/2008 1.00,"0,680385","1,737947","0,09051","1,846873"
13/01/2008 2.00,"0,652293","1,973995","0,320591","1,720978"
13/01/2008 3.00,"0,697361","1,924711","0,124345","1,796255"
13/01/2008 4.00,"0,712384","4,119191","1,064125","2,502297"
13/01/2008 5.00,"0,754447","8,296747","0,275759","8,150638"
13/01/2008 6.00,"0,671371","7,132064","0,869572","5,802786"
13/01/2008 7.00,"0,782991","17,91122","3,03758","13,262949"
13/01/2008 8.00,"0,773076","15,089002","2,206918","11,71329"
13/01/2008 9.00,"0,924807","8,526312","2,569804","4,589276"
13/01/2008 10.00,"0,939229","6,24623","1,564045","3,850787"
13/01/2008 11.00,"0,838425","2,954508","0,74861","1,885807"
13/01/2008 12.00,"0,711331","3,500535","0,301136","3,353701"
13/01/2008 13.00,"0,763611","3,164618","0,254611","3,563956"
13/01/2008 14.00,"0,602116","0,937712","0,010996","2,637277"
13/01/2008 15.00,"0,464507","2,649718","0,183558","3,033126"
13/01/2008 16.00,"0,483887","3,235951","0,224161","3,397828"
13/01/2008 17.00,"0,386388","8,28248","0,817972","7,033169"
13/01/2008 18.00,"0,641325","6,339612","0,916095","4,938404"
13/01/2008 19.00,"0,508374","6,704063","1,185088","4,890381"
13/01/2008 20.00,"0,47322","5,768944","0,937243","4,359551"
13/01/2008 21.00,"0,518739","26,183309","3,272737","21,322737"
13/01/2008 22.00,"0,680986","30,468522","3,326873","25,385068"
13/01/2008 23.00,"0,813788","17,388539","1,46","15,160435"
14/01/2008 0.00,"0,750992","11,881585","1,642712","9,369339"
14/01/2008 1.00,"5,685936","1,86518","2,828064",
14/01/2008 2.00,"0,519386",,,
14/01/2008 3.00,"0,617633","5,905126","2,000522","2,839744"
14/01/2008 4.00,"0,666577","5,592554","2,126559","2,333573"
14/01/2008 5.00,"0,610461","5,700203","1,966686","2,686595"
14/01/2008 6.00,"0,648559","10,1177","2,254288","6,665871"
14/01/2008 7.00,"0,695173","12,423721","1,913396","9,496531"
14/01/2008 8.00,"0,646946","6,711845","0,970232","5,22783"
14/01/2008 9.00,"0,50334","14,56243","1,921855","11,623738"
14/01/2008 10.00,"0,663171","49,777886","15,871367","25,460344"
14/01/2008 11.00,"0,539824","17,485811","3,150928","12,663331"
14/01/2008 12.00,"0,277263","6,24623","0,818819","5,05002"
14/01/2008 13.00,"0,393977","4,400634","0,58197","3,708022"
14/01/2008 14.00,"0,39326","5,164553","0,492306","4,676232"
14/01/2008 15.00,"0,335172","5,255342","0,514299","5,113615"
14/01/2008 16.00,"0,303079","7,628805","0,684322","6,88651"
14/01/2008 17.00,"0,628928","53,474261","15,489024","29,745921"
14/01/2008 18.00,"0,636279","56,231612","14,125455","34,597371"
14/01/2008 19.00,"0,637175","32,433429","5,329087","24,279283"
14/01/2008 20.00,"0,589575","31,989862","5,089701","24,202708"
14/01/2008 21.00,"0,652952","32,428247","5,120153","24,594668"
14/01/2008 22.00,"0,592443","27,318158","3,294728","22,281855"
14/01/2008 23.00,"0,709248","23,327374","1,716305","20,710134"
15/01/2008 0.00,"0,746089","21,226278","1,311124","19,473261"
15/01/2008 1.00,"0,610103","10,943873","0,000845","12,794415"
15/01/2008 2.00,"0,472861","5,971271",0,"8,978679"
15/01/2008 3.00,"0,537135","3,36046",0,"7,047446"
15/01/2008 4.00,"0,530501","0,944197",0,"5,104531"
15/01/2008 5.00,"0,476267","0,137479",0,"4,690511"
15/01/2008 6.00,"0,571378","3,235951","0,033836","7,313509"
15/01/2008 7.00,"0,437632","10,570342","0,342585","12,223358"
15/01/2008 8.00,"0,871588","32,960012","7,683189","21,412277"
15/01/2008 9.00,"0,849358","33,294611","7,92173","21,212396"
15/01/2008 10.00,"0,925732","22,283309","2,304195","18,786697"
15/01/2008 11.00,"0,925284","7,28381","0,164948","8,626955"
15/01/2008 12.00,"0,695352","4,244997","0,076976","5,230425"
15/01/2008 13.00,"0,4933","2,835186","0,183558","3,701532"
15/01/2008 14.00,"0,378826","2,137413","0,023686","3,898809"
15/01/2008 15.00,"0,409485","3,771601","0,305365","4,114255"
15/01/2008 16.00,"0,437363","5,217729","0,169177","5,523745"
15/01/2008 17.00,"0,581866","17,168054","1,689236","14,620524"
15/01/2008 18.00,"0,736677","47,015313","10,480534","30,967209"
15/01/2008 19.00,"0,945006","48,046416","8,012239","35,786215"
15/01/2008 20.00,"0,990902","52,102057","11,850025","33,956219"
15/01/2008 21.00,"0,737753","28,390771","4,925598","20,852903"
15/01/2008 22.00,"0,977366","51,351079","13,815862","30,188491"
15/01/2008 23.00,"0,810363","47,067186","11,338264","29,703092"
16/01/2008 0.00,"0,717852","30,842031","5,225887","22,84513"
16/01/2008 1.00,"18,008492","1,81781","15,231821",
16/01/2008 2.00,"0,398979",,,
16/01/2008 3.00,"0,530729","8,832397","0,178482","8,693147"
16/01/2008 4.00,"0,45394","6,711845","0,058366","6,881318"
16/01/2008 5.00,"0,439087","4,155506",0,"5,062999"
16/01/2008 6.00,"0,437224","8,613208","0,490615","8,371275"
16/01/2008 7.00,"0,459051","17,309424","2,596872","13,94304"
16/01/2008 8.00,"0,485991","36,25043","9,49677","21,821119"
16/01/2008 9.00,"0,838727","39,181601","10,115961","23,687443"
16/01/2008 10.00,"0,729647","24,901906","5,285947","16,808742"
16/01/2008 11.00,"0,622851","10,329106","0,731692","9,229168"
16/01/2008 12.00,"0,425316","5,553645","0,354426","5,345935"
16/01/2008 13.00,"0,516177","4,80529","0,418714","4,813808"
16/01/2008 14.00,"0,314012","4,732661","0,434785","4,778764"
16/01/2008 15.00,"0,291823","4,665217","0,197938","5,025361"
16/01/2008 16.00,"0,356706","2,914303","0,076976","4,023402"
16/01/2008 17.00,"0,368191","3,444764","0,169177","3,972788"
16/01/2008 18.00,"0,383705","5,790991","0,159026","5,774232"
16/01/2008 19.00,"0,307637","9,356376","0,562514","8,508849"
16/01/2008 20.00,"0,459652","11,338152","0,963466","9,867721"
16/01/2008 21.00,"0,521649","8,547062","0,955006","7,08768"
16/01/2008 22.00,"0,471017","15,544241","2,217915","12,151972"
16/01/2008 23.00,"0,453218","18,238056","1,300127","16,255841"
17/01/2008 0.00,"0,380699","19,123881","2,126559","15,874264"
17/01/2008 1.00,"0,489839","10,073601","1,30774","8,074062"
17/01/2008 2.00,"0,557969","10,013941","2,116408","6,773594"
17/01/2008 3.00,"0,491703","7,649556","2,168007","4,328403"
17/01/2008 4.00,"0,482923","5,235888","1,210464","3,382255"
17/01/2008 5.00,"0,420987","4,887001","1,372875","2,783935"
17/01/2008 6.00,,,,
17/01/2008 7.00,"0,413652","9,461431","2,588413","5,496489"
17/01/2008 8.00,"0,533976","13,188935","3,13824","8,382955"
17/01/2008 9.00,"0,400542","12,745369","2,963141","8,207744"
17/01/2008 10.00,"0,496334","13,967119","2,834566","9,627616"
17/01/2008 11.00,"0,530669","11,065788","2,344798","7,475744"
17/01/2008 12.00,"0,454661","8,790894","2,115563","5,550999"
17/01/2008 13.00,"0,382743","7,674198","2,228066","4,2687"
17/01/2008 14.00,"0,301624","6,172303","1,449004","3,953318"
17/01/2008 15.00,"0,239147","4,653544","0,686013","3,691148"
17/01/2008 16.00,"0,273602","4,531629","0,589583","3,859871"
17/01/2008 17.00,"0,325377","5,803962","0,592966","5,12919"
17/01/2008 18.00,"0,371318","6,277358","0,136187","6,41019"
17/01/2008 19.00,"0,42231","6,003695","0,621727","5,397851"
17/01/2008 20.00,"0,269333","5,499172","0,111658","5,974105"
17/01/2008 21.00,"0,398918","7,04776","1,122492","5,330362"
17/01/2008 22.00,"0,377331","4,579616","0,508378","3,802765"
17/01/2008 23.00,"0,351654","5,561426","1,618181","3,082446"
18/01/2008 0.00,"0,436441","4,269641","0,768911","3,09283"
18/01/2008 1.00,"6,076326","1,344114","4,018213",
18/01/2008 2.00,"0,553533",,,
18/01/2008 3.00,"0,660608","5,171038","1,597034","2,724233"
18/01/2008 4.00,"0,533394","3,181478","0,733384","2,058425"
18/01/2008 5.00,"0,536811","3,355273","0,937243","1,919552"
18/01/2008 6.00,"0,670766","5,704094","1,589421","3,26934"
18/01/2008 7.00,"0,675442","10,894587","2,733061","6,708701"
18/01/2008 8.00,"0,573581","10,969811","2,447996","7,22136"
18/01/2008 9.00,"0,668249","10,051554","2,639167","6,009148"
18/01/2008 10.00,"0,555871","7,286404","1,350881","5,218745"
18/01/2008 11.00,"0,725787","8,139814","1,428703","5,953341"
18/01/2008 12.00,"0,719763","6,831165","1,534439","4,481552"
18/01/2008 13.00,"0,541037","5,021885","1,097961","3,347212"
18/01/2008 14.00,"0,415441","4,434356","0,699548","3,489979"
18/01/2008 15.00,"0,339294","4,203496","0,404334","3,762531"
18/01/2008 16.00,"0,48125","5,030965","0,423789","4,632105"
18/01/2008 17.00,"0,440255","21,551814","3,131473","16,762012"
18/01/2008 18.00,"0,664293","56,64407","14,781015","34,004229"
18/01/2008 19.00,"0,762737","60,671142","15,965253","36,217124"
18/01/2008 20.00,"0,756804","51,709065","10,384949","35,810879"
18/01/2008 21.00,"1,08396","90,124164","31,440748","41,945914"
18/01/2008 22.00,"1,01006","80,197101","28,580802","36,400119"
18/01/2008 23.00,"0,88959","57,650488","18,321896","29,578486"
19/01/2008 0.00,"0,782156","40,853398","10,343494","25,011291"
19/01/2008 1.00,"0,730732","30,830368","6,162285","21,396714"
19/01/2008 2.00,"0,795103","24,233969","3,452064","18,954111"
19/01/2008 3.00,"0,644245","18,369049","3,065494","13,678266"
19/01/2008 4.00,"0,609902","14,671378","2,21707","11,279807"
19/01/2008 5.00,"0,697018","8,893355","0,5862","8,000083"
19/01/2008 6.00,"0,718505","7,26176","0,540522","6,437446"
19/01/2008 7.00,"0,642087","4,866248","0,640336","3,887126"
19/01/2008 8.00,"0,767592","5,682045","0,967694","4,201213"
19/01/2008 9.00,"0,635344","5,257935","0,828969","3,989659"
19/01/2008 10.00,"0,467586","5,740409","0,845041","4,447807"
19/01/2008 11.00,"0,487185","5,352613","0,823894","4,163573"
19/01/2008 12.00,"0,419937","5,372068","0,275759","5,497788"
19/01/2008 13.00,"0,540766","5,311111","0,555747","5,05002"
19/01/2008 14.00,"0,356016","6,720923","0,513453","6,064958"
19/01/2008 15.00,"0,376694","5,299439","0,521066","4,804722"
19/01/2008 16.00,"0,498603","5,79618","0,063442","6,69183"
19/01/2008 17.00,"0,592191","12,236957","0,806131","11,008544"
19/01/2008 18.00,"0,537441","9,449757","0,735077","8,328445"
19/01/2008 19.00,"0,501569","16,375602","2,609561","12,382995"
19/01/2008 20.00,"0,689016","28,101543","4,452748","21,288973"
19/01/2008 21.00,"0,71365","8,286371","1,687544","5,702849"
19/01/2008 22.00,"0,64919","8,320092","1,735759","5,662617"
