,Provincia di TARANTO,,,
02/01/2010 5.00,"0,624747","1,100595","13,2","70,992172"
02/01/2010 6.00,"0,643706","1,619745","13,2","67,109904"
02/01/2010 7.00,"0,627455","2,028574","13,2","64,60107"
02/01/2010 8.00,"0,617524","2,789126","13,2","61,403506"
02/01/2010 9.00,"0,631067","4,238851","13,2","54,797105"
02/01/2010 10.00,"0,624747","3,178488","13,2","58,205962"
02/01/2010 11.00,"0,622039","3,469211","13,2","59,112667"
02/01/2010 12.00,"0,622039","3,475702","13,2","58,375793"
02/01/2010 13.00,"0,62565","3,975382","13,2","56,256129"
02/01/2010 14.00,"0,624747","4,319319","13,2","57,158823"
02/01/2010 15.00,"0,621136","2,31151","13,2","62,324937"
02/01/2010 16.00,"0,621136","2,977319","13,2","61,53859"
02/01/2010 17.00,"0,629262","3,863766","13,2","60,877945"
02/01/2010 18.00,"0,615719","4,484149","13,2","60,812428"
02/01/2010 19.00,"0,627455","5,345935","13,2","62,236677"
02/01/2010 20.00,"0,594954","4,921532","13,2","62,732835"
02/01/2010 21.00,"0,602177","3,663893","13,2","64,47136"
02/01/2010 22.00,"0,616621","3,25766","13,2","64,445942"
02/01/2010 23.00,"0,619331","3,554873","13,2","64,336277"
03/01/2010 0.00,"0,627455","3,724893","13,2","62,572338"
03/01/2010 1.00,"0,607593","3,826128","12,6","61,945129"
03/01/2010 2.00,"0,620233","3,489979","12,6","64,653224"
03/01/2010 3.00,"0,600371","2,450383","12,6","68,00057"
03/01/2010 4.00,"0,464949","4,03119","12,6","61,257754"
03/01/2010 5.00,"0,623844","4,28687","12,6","58,066868"
03/01/2010 6.00,"0,581412","3,683361","12,6","61,858208"
03/01/2010 7.00,"1,171852","6,25185","12,6","51,01245"
03/01/2010 8.00,"1,23866","8,275233","12,6","38,509743"
03/01/2010 9.00,"0,544397","4,129828","12,6","39,396402"
03/01/2010 10.00,"0,345778","3,293999","12,6","41,491992"
03/01/2010 11.00,"0,453213","3,345916","12,6","43,804236"
03/01/2010 12.00,"0,472172","3,517233","12,6","45,40235"
03/01/2010 13.00,"0,598565","4,785254","12,6","48,948961"
03/01/2010 14.00,"0,661763","4,97085","12,6","53,550709"
03/01/2010 15.00,"0,760169","4,238851","12,6","55,885696"
03/01/2010 16.00,"2,413221","7,027976","12,6","52,135813"
03/01/2010 17.00,"0,099309","3,758636","12,6","54,966937"
03/01/2010 18.00,"0,018056","4,379021","12,6","56,581112"
03/01/2010 19.00,"0,050557","5,846913","12,6","56,306939"
03/01/2010 20.00,"0,46856","7,57568","12,6","54,398583"
03/01/2010 21.00,"0,055975","7,706765","12,6","54,419968"
03/01/2010 22.00,"0,226606","9,024106","12,6","52,126457"
03/01/2010 23.00,"0,03521","6,218105","12,6","53,788752"
04/01/2010 0.00,,"4,428339","12,6","55,92312"
04/01/2010 1.00,,"5,329063","24,9","55,294599"
04/01/2010 2.00,"0,281677",,"24,9","55,007058"
04/01/2010 3.00,"0,005417","5,939062","24,9",
04/01/2010 4.00,"0,10924","7,58217","24,9","41,436151"
04/01/2010 5.00,,"6,724276","24,9","40,812512"
04/01/2010 6.00,,"7,33817","24,9","41,366863"
04/01/2010 7.00,"0,025279","13,84959","24,9","35,12385"
04/01/2010 8.00,"0,1282","24,99959","24,9","24,033166"
04/01/2010 9.00,"0,229314","18,729591","24,9","32,719038"
04/01/2010 10.00,"0,222092","9,09419","24,9","42,445618"
04/01/2010 11.00,"0,205128","11,266036","24,9","44,252191"
04/01/2010 12.00,"0,745724","9,069531","24,9","50,27418"
04/01/2010 13.00,"0,566967","11,879417","24,9","52,938482"
04/01/2010 14.00,"0,611205","9,615935","24,9","57,843208"
04/01/2010 15.00,"0,604885",,"24,9","57,212811"
04/01/2010 16.00,"0,426128",,"24,9","39,089752"
04/01/2010 17.00,"0,334944",,"24,9","30,46367"
04/01/2010 18.00,"0,190493",,"24,9","29,45011"
04/01/2010 19.00,"0,381891",,"24,9","36,777326"
04/01/2010 20.00,"0,16341",,"24,9","39,851941"
04/01/2010 21.00,"0,426128",,"24,9","40,047591"
04/01/2010 22.00,"0,537174",,"24,9","42,305672"
04/01/2010 23.00,"0,617524",,"24,9","38,368297"
05/01/2010 0.00,"0,599469",,"24,9","29,931085"
05/01/2010 1.00,"0,62565",,"30,6","23,0862"
05/01/2010 2.00,"0,622039",,"30,6","23,976109"
05/01/2010 3.00,"0,632872",,"30,6","21,00745"
05/01/2010 4.00,"0,629262",,"30,6","21,317234"
05/01/2010 5.00,"0,620233",,"30,6","18,167884"
05/01/2010 6.00,"0,617524",,"30,6","21,147398"
05/01/2010 7.00,"0,617524",,"30,6","16,691032"
05/01/2010 8.00,"0,622039",,"30,6","7,028303"
05/01/2010 9.00,"0,889272",,"30,6","6,013391"
05/01/2010 10.00,"0,659957",,"30,6","7,23482"
05/01/2010 11.00,"0,76378",,"30,6","4,539255"
05/01/2010 12.00,"0,768295",,"30,6","27,772175"
05/01/2010 13.00,"0,631067",,"30,6","57,284808"
05/01/2010 14.00,"0,629262",,"30,6","64,114748"
05/01/2010 15.00,"0,632872",,"30,6","67,231479"
05/01/2010 16.00,"0,620233",,"30,6","70,251772"
05/01/2010 17.00,"0,626552",,"30,6","70,644426"
05/01/2010 18.00,"0,620233",,"30,6","71,436524"
05/01/2010 19.00,"0,620233",,"30,6","70,073797"
05/01/2010 20.00,"0,614816",,"30,6","67,821165"
05/01/2010 21.00,"0,66086",,"30,6","65,700297"
05/01/2010 22.00,"0,613913",,"30,6","63,985677"
05/01/2010 23.00,"0,618427",,"30,6","62,3716"
06/01/2010 0.00,"0,65454",,"30,6","60,777896"
06/01/2010 1.00,,,"31,79999","59,690979"
06/01/2010 2.00,"1,93473",,"31,79999","54,90581"
06/01/2010 3.00,"0,894688",,"31,79999",
06/01/2010 4.00,"0,631067",,"31,79999","56,704822"
06/01/2010 5.00,"0,865798",,"31,79999","57,492129"
06/01/2010 6.00,"0,874826",,"31,79999","51,397685"
06/01/2010 7.00,"0,649123",,"31,79999","38,023044"
06/01/2010 8.00,"0,628359",,"31,79999","26,862097"
06/01/2010 9.00,"0,813435",,"31,79999","32,067271"
06/01/2010 10.00,"0,655442",,"31,79999","43,108557"
06/01/2010 11.00,"0,617524",,"31,79999","61,521112"
06/01/2010 12.00,"0,637386",,"31,79999","63,816378"
06/01/2010 13.00,"0,726765",,"31,79999","61,999752"
06/01/2010 14.00,"0,629262",,"31,79999","64,660804"
06/01/2010 15.00,"0,795378",,"31,79999","68,680271"
06/01/2010 16.00,"0,648221",,"31,79999","69,350611"
06/01/2010 17.00,"0,613913",,"31,79999","71,77236"
06/01/2010 18.00,"0,617524",,"31,79999","71,267887"
06/01/2010 19.00,"0,622942",,"31,79999","69,64978"
06/01/2010 20.00,"0,615719",,"31,79999","69,532832"
06/01/2010 21.00,"0,614816",,"31,79999","62,468856"
06/01/2010 22.00,"0,626552",,"31,79999","59,815967"
06/01/2010 23.00,"0,626552",,"31,79999","34,76505"
07/01/2010 0.00,"0,620233",,"31,79999","48,827725"
07/01/2010 1.00,"0,627455",,"21,200001","64,757341"
07/01/2010 2.00,"0,622942",,"21,200001","64,08834"
07/01/2010 3.00,"0,628359",,"21,200001","67,548943"
07/01/2010 4.00,"0,623844",,"21,200001","66,733071"
07/01/2010 5.00,"0,620233",,"21,200001","64,741024"
07/01/2010 6.00,"0,613913",,"21,200001","63,695362"
07/01/2010 7.00,"0,613011",,"21,200001","62,067743"
07/01/2010 8.00,"0,622039",,"21,200001","59,102096"
07/01/2010 9.00,"0,629262",,"21,200001","57,921811"
07/01/2010 10.00,"0,619331","9,33819","21,200001","56,619179"
07/01/2010 11.00,"0,623844","14,00404","21,200001","55,207735"
07/01/2010 12.00,"0,635581","10,436185","21,200001","62,33152"
07/01/2010 13.00,"0,626552","9,355062","21,200001","67,26883"
07/01/2010 14.00,"0,622942","9,09419","21,200001","71,905624"
07/01/2010 15.00,"0,613913","4,924127","21,200001","75,076578"
07/01/2010 16.00,"0,620233","5,11751","21,200001","72,147663"
07/01/2010 17.00,"0,618427","5,885851","21,200001","63,718486"
07/01/2010 18.00,"0,630164","6,491957","21,200001","56,910167"
07/01/2010 19.00,"0,567869","5,984489","21,200001","56,782348"
07/01/2010 20.00,"0,614816","3,74566","21,200001","58,641131"
07/01/2010 21.00,"0,629262","6,917658","21,200001","54,012492"
07/01/2010 22.00,"0,621136","3,156425","21,200001","65,827481"
07/01/2010 23.00,"0,628359","1,125254","21,200001","70,938832"
08/01/2010 0.00,"0,622942","0,748873","21,200001","68,782257"
08/01/2010 1.00,,"0,094745","41,099991","64,33582"
08/01/2010 2.00,"1,16463",,"41,099991","62,943428"
08/01/2010 3.00,"0,626552",,"41,099991",
08/01/2010 4.00,"0,615719",,"41,099991","65,386904"
08/01/2010 5.00,"0,622942",,"41,099991","66,844129"
08/01/2010 6.00,"0,636483",,"41,099991","69,218085"
08/01/2010 7.00,"0,62565",,"41,099991","69,435397"
08/01/2010 8.00,"0,617524","2,089575","41,099991","62,090783"
08/01/2010 9.00,"0,617524","4,151893","41,099991","61,292224"
08/01/2010 10.00,"0,628359","1,575616","41,099991","61,56929"
08/01/2010 11.00,"0,626552","2,166149","41,099991","62,877135"
08/01/2010 12.00,"0,616621","2,184318","41,099991","65,650366"
08/01/2010 13.00,"0,627455","2,744999","41,099991","67,182301"
08/01/2010 14.00,"0,636483","2,722935","41,099991","70,376535"
08/01/2010 15.00,"0,626552","0,473723","41,099991","71,05288"
08/01/2010 16.00,"0,63197","0,515255","41,099991","73,493365"
08/01/2010 17.00,,,"41,099991","72,723338"
08/01/2010 18.00,"2,087305","6,504936","41,099991","72,033424"
08/01/2010 19.00,"0,883854","6,761914","41,099991","71,917975"
08/01/2010 20.00,"0,617524","8,154531","41,099991","69,121647"
08/01/2010 21.00,"0,737599","7,671722","41,099991","70,061468"
08/01/2010 22.00,"0,620233","4,643787","41,099991","74,082792"
08/01/2010 23.00,"0,628359","4,123339","41,099991","73,619666"
09/01/2010 0.00,"0,620233","3,070765","41,099991","74,085501"
09/01/2010 1.00,"0,622039","2,101256","44,900002","74,932956"
09/01/2010 2.00,"0,626552","1,736553","44,900002","75,506082"
09/01/2010 3.00,"0,685235","1,647001","44,900002","74,756405"
09/01/2010 4.00,"0,67711","1,451021","44,900002","72,925688"
09/01/2010 5.00,"0,668985","1,027914","44,900002","72,337624"
09/01/2010 6.00,"0,613011","1,139531","44,900002","71,23485"
09/01/2010 7.00,"0,617524","2,824169","44,900002","70,487897"
09/01/2010 8.00,"0,619331","5,682085","44,900002","66,030631"
09/01/2010 9.00,"0,624747","9,079914","44,900002","60,345638"
09/01/2010 10.00,"0,621136","7,588659","44,900002","61,783874"
09/01/2010 11.00,"0,62565","4,912446","44,900002","67,792078"
09/01/2010 12.00,"0,628359","6,578915","44,900002","68,104451"
09/01/2010 13.00,"0,703292","4,454298","44,900002","68,725096"
09/01/2010 14.00,"0,619331","4,175255","44,900002","65,670731"
09/01/2010 15.00,"0,619331","4,238851","44,900002","67,677999"
09/01/2010 16.00,"0,619331","3,866362","44,900002","70,69432"
09/01/2010 17.00,"0,621136","4,733339","44,900002","70,956465"
09/01/2010 18.00,"0,624747","5,981892","44,900002","69,978614"
09/01/2010 19.00,"0,627455","5,87936","44,900002","70,74731"
09/01/2010 20.00,"0,624747","6,27521","44,900002","68,939676"
09/01/2010 21.00,"0,624747","7,357636","44,900002","61,792013"
09/01/2010 22.00,"0,623844","6,616552","44,900002","62,524039"
09/01/2010 23.00,"0,628359","6,375147","44,900002","59,09619"
10/01/2010 0.00,"0,622942","7,99619","44,900002","57,364629"
10/01/2010 1.00,,"4,654169","9,2","62,927386"
10/01/2010 2.00,"1,126712",,"9,2","48,936275"
10/01/2010 3.00,"0,616621","7,84953","9,2",
10/01/2010 4.00,"0,626552","4,018213","9,2","58,862055"
10/01/2010 5.00,"0,628359","1,881915","9,2","72,357951"
10/01/2010 6.00,"0,634678","2,569787","9,2","67,60596"
10/01/2010 7.00,"0,614816","3,026639","9,2","67,196707"
10/01/2010 8.00,"0,622039","3,746956","9,2","63,067435"
10/01/2010 9.00,"0,623844","3,870255","9,2","63,464461"
10/01/2010 10.00,"0,616621","3,204445","9,2","66,170182"
10/01/2010 11.00,"0,623844","3,497765","9,2","66,523673"
10/01/2010 12.00,"0,624747","3,33683","9,2","66,904402"
10/01/2010 13.00,"0,627455","3,971489","9,2","68,628422"
10/01/2010 14.00,"0,62565","3,575637","9,2","71,480968"
10/01/2010 15.00,"0,621136","2,541233","9,2","74,597303"
10/01/2010 16.00,"0,622942","3,200552","9,2","72,08468"
10/01/2010 17.00,"0,626552","4,556829","9,2","68,287152"
10/01/2010 18.00,"0,626552","5,451062","9,2","68,190615"
10/01/2010 19.00,"0,583218","6,301168","9,2","65,022636"
10/01/2010 20.00,"0,626552","6,892999","9,2","60,074858"
10/01/2010 21.00,"0,624747","14,181843","9,2","46,35189"
10/01/2010 22.00,"0,601274","10,16753","9,2","50,863204"
10/01/2010 23.00,"0,513701","11,527696","9,2","47,160882"
11/01/2010 0.00,"0,508284","19,521271","9,2","25,817055"
11/01/2010 1.00,"0,429739","20,73868",,"23,889068"
11/01/2010 2.00,"0,524535","14,581586",,"25,486665"
11/01/2010 3.00,"0,4812","10,807375",,"23,116784"
11/01/2010 4.00,"0,513701","8,976084",,"20,080692"
11/01/2010 5.00,"0,320498","8,346616",,"17,088103"
11/01/2010 6.00,"0,413489","7,922211",,"24,695347"
11/01/2010 7.00,"0,294318","9,623723",,"13,277"
11/01/2010 8.00,"0,416197","20,045617",,"13,124718"
11/01/2010 9.00,"0,63197","26,899678",,"8,696335"
11/01/2010 10.00,"0,619331","26,124859",,"15,19411"
11/01/2010 11.00,"0,59806","22,916084",,
11/01/2010 12.00,"0,405363",,,
11/01/2010 13.00,"0,617524",,,
11/01/2010 14.00,"0,617524","11,381038",,
11/01/2010 15.00,"0,599469","6,790468",,
11/01/2010 16.00,"0,395432","11,458903",,
11/01/2010 17.00,"0,442379","13,475806",,
11/01/2010 18.00,"0,544397","15,233123",,
11/01/2010 19.00,"0,39453","13,791185",,
11/01/2010 20.00,"0,627455","18,59461",,
11/01/2010 21.00,"0,611205","23,805546",,
11/01/2010 22.00,"0,558841","16,878826",,
11/01/2010 23.00,"0,460435","15,682179",,
12/01/2010 0.00,"0,631067","12,132502",,
12/01/2010 1.00,,"9,626318","14,1",
12/01/2010 2.00,"0,776419",,"14,1",
12/01/2010 3.00,"0,617524","7,072106","14,1",
12/01/2010 4.00,"0,630164","4,7567","14,1","28,797944"
12/01/2010 5.00,"0,629262","4,343978","14,1","27,132319"
12/01/2010 6.00,"0,612108","6,048084","14,1","29,186552"
12/01/2010 7.00,"0,613011","13,843102","14,1","29,530928"
12/01/2010 8.00,"0,618427","21,401896","14,1","24,937401"
12/01/2010 9.00,"0,566967","32,856916","14,1","15,598943"
12/01/2010 10.00,"0,737599","37,33717","14,1","13,740367"
12/01/2010 11.00,"1,81285","25,235819","14,1","29,843145"
12/01/2010 12.00,"2,912477","16,525801","14,1","43,469614"
12/01/2010 13.00,"1,159213","10,193485","14,1","53,951103"
12/01/2010 14.00,"0,628359",,"14,1","62,062138"
12/01/2010 15.00,"1,473392",,"14,1","62,681226"
12/01/2010 16.00,"0,629262",,"14,1","60,90304"
12/01/2010 17.00,"0,545868",,"14,1","54,469005"
12/01/2010 18.00,"0,594954","41,807045","14,1","51,142465"
12/01/2010 19.00,"0,624747","77,532289","14,1","37,997051"
12/01/2010 20.00,"0,980456","104,630489","14,1","33,731839"
12/01/2010 21.00,"0,722251","115,087446","14,1","28,772489"
12/01/2010 22.00,"0,624747","74,352498","14,1","31,364053"
12/01/2010 23.00,"0,533563","73,651632","14,1","27,333336"
13/01/2010 0.00,"0,630164","38,997151","14,1","38,364211"
13/01/2010 1.00,"0,576898","45,681197","28,5","33,006895"
13/01/2010 2.00,"0,623844","80,209777","28,5","15,171482"
13/01/2010 3.00,"0,626552","84,945723","28,5","9,519368"
13/01/2010 4.00,"0,599469","57,715056","28,5","11,725002"
13/01/2010 5.00,"0,622942","53,907098","28,5","8,626927"
13/01/2010 6.00,"0,594954","45,651351","28,5","9,589047"
13/01/2010 7.00,"0,612108","41,550074","28,5","13,489789"
13/01/2010 8.00,"0,599469","66,661305","28,5","7,916724"
13/01/2010 9.00,"0,60308","86,108616","28,5","7,269505"
13/01/2010 10.00,"0,632872","94,337122","28,5","9,648007"
13/01/2010 11.00,"0,715028","92,562922","28,5","12,07877"
13/01/2010 12.00,"1,410194","95,008121","28,5","18,785463"
13/01/2010 13.00,"1,358734","78,573159","28,5","33,64741"
13/01/2010 14.00,"1,117683","64,348494","28,5","42,634807"
13/01/2010 15.00,"0,92087","39,988715","28,5","53,07073"
13/01/2010 16.00,"0,622039","31,992539","28,5","51,599419"
13/01/2010 17.00,"0,627455","39,651283","28,5","54,341049"
13/01/2010 18.00,"0,628359","28,837414","28,5","61,263499"
13/01/2010 19.00,"0,628359","36,978958","28,5","54,114573"
13/01/2010 20.00,"0,626552","49,927826","28,5","30,825364"
13/01/2010 21.00,"0,631067","87,364956","28,5","16,077328"
13/01/2010 22.00,"0,626552","84,753622","28,5","11,454318"
13/01/2010 23.00,"0,631067","68,4874","28,5","16,34801"
14/01/2010 0.00,"0,62565","71,963111","28,5","16,433771"
14/01/2010 1.00,,"51,153015","39,700001","22,687539"
14/01/2010 2.00,"1,05268","34,34688","39,700001","24,58632"
14/01/2010 3.00,"0,63197","30,200172","39,700001",
14/01/2010 4.00,"0,622039","25,892533","39,700001","35,039124"
14/01/2010 5.00,"0,623844","28,82053","39,700001","32,011411"
14/01/2010 6.00,"0,626552","38,323552","39,700001","32,031682"
14/01/2010 7.00,"0,626552","41,945914","39,700001","41,363552"
14/01/2010 8.00,"0,63197","91,631049","39,700001","27,219759"
14/01/2010 9.00,"0,628359","120,970727","39,700001","16,576784"
14/01/2010 10.00,"1,161018","116,666926","39,700001","21,217025"
14/01/2010 11.00,"1,727083","116,512518","39,700001","24,636734"
14/01/2010 12.00,"1,802016","64,204422","39,700001","39,261719"
14/01/2010 13.00,"1,931118","55,765657","39,700001","43,684354"
14/01/2010 14.00,"1,357832","46,901207","39,700001","47,944798"
14/01/2010 15.00,"0,641901","17,870561","39,700001","54,813942"
14/01/2010 16.00,"0,588635",,"39,700001","47,566326"
14/01/2010 17.00,"0,755655","29,60185","39,700001","39,300923"
14/01/2010 18.00,"1,064418","79,306453","39,700001","36,10154"
14/01/2010 19.00,"0,613913","137,418592","39,700001","27,52659"
14/01/2010 20.00,"0,620233","134,691827","39,700001","16,980925"
14/01/2010 21.00,"0,646414","127,214821","39,700001","13,805871"
14/01/2010 22.00,"0,623844","166,145708","39,700001","14,554694"
14/01/2010 23.00,"0,737599","106,538411","39,700001","4,331807"
15/01/2010 0.00,"0,640095","112,943426","39,700001","3,704817"
15/01/2010 1.00,"0,59676","88,817271","22,200001","8,53845"
15/01/2010 2.00,"0,622942","76,587412","22,200001","11,401269"
15/01/2010 3.00,"0,612108","45,487797","22,200001","16,849816"
15/01/2010 4.00,"0,626552","23,7757","22,200001","27,591468"
15/01/2010 5.00,"0,622942","20,097529","22,200001","29,360794"
15/01/2010 6.00,"0,623844","20,211752","22,200001","27,265726"
15/01/2010 7.00,"0,563356","29,178744","22,200001","24,866519"
15/01/2010 8.00,"0,480297","58,209558","22,200001","20,030279"
15/01/2010 9.00,"0,568773","107,02504","22,200001","12,97325"
15/01/2010 10.00,"0,620233","86,021661","22,200001","24,187979"
15/01/2010 11.00,"0,633775","57,503513","22,200001","45,05089"
15/01/2010 12.00,"0,620233","19,401886","22,200001","66,895103"
15/01/2010 13.00,"0,62565","18,268848","22,200001","66,286871"
15/01/2010 14.00,"0,622942","18,31038","22,200001","67,634468"
15/01/2010 15.00,"0,613913","16,946316","22,200001","66,622067"
15/01/2010 16.00,"0,629262","20,763345","22,200001","62,43598"
15/01/2010 17.00,"0,620233","29,442218","22,200001","53,066244"
15/01/2010 18.00,"0,622039","34,227475","22,200001","38,89406"
15/01/2010 19.00,"0,58051","33,638235","22,200001","48,028607"
15/01/2010 20.00,"0,575995","23,291601","22,200001","53,056784"
15/01/2010 21.00,"0,334944","19,945677","22,200001","52,222815"
15/01/2010 22.00,"0,350291","15,042331","22,200001","58,827044"
15/01/2010 23.00,"0,540786","10,833334","22,200001","64,285044"
16/01/2010 0.00,"0,597662","11,203222","22,200001","62,238633"
16/01/2010 1.00,,"17,975523","25,4","54,089459"
16/01/2010 2.00,"0,599469","21,543364","25,4","48,926119"
16/01/2010 3.00,"0,620233","17,525164","25,4",
16/01/2010 4.00,"0,554328","15,617294","25,4","48,847356"
16/01/2010 5.00,"0,521827","13,257762","25,4","48,608334"
16/01/2010 6.00,"0,348486","14,556932","25,4","47,900769"
16/01/2010 7.00,"0,283484","16,682846","25,4","45,68889"
16/01/2010 8.00,"0,455018","22,120922","25,4","44,900289"
16/01/2010 9.00,"0,488422","23,744554","25,4","46,061598"
16/01/2010 10.00,"0,509186","19,693886","25,4","48,995901"
16/01/2010 11.00,"0,624747","16,462206","25,4","52,331243"
16/01/2010 12.00,"0,630164","15,22274","25,4","55,562627"
16/01/2010 13.00,"0,631067","15,353822","25,4","58,317323"
16/01/2010 14.00,"0,626552","14,839871","25,4","62,556059"
16/01/2010 15.00,"1,085182","16,702314","25,4","68,879707"
16/01/2010 16.00,"1,467072","14,72565","25,4","70,596009"
16/01/2010 17.00,"1,966329","18,834717","25,4","67,812945"
16/01/2010 18.00,"1,953688","28,175479","25,4","64,981282"
16/01/2010 19.00,"1,371374","30,33386","25,4","62,263031"
16/01/2010 20.00,"0,723154","35,203474","25,4","60,611573"
16/01/2010 21.00,"0,687944","40,545509","25,4","56,850837"
16/01/2010 22.00,"0,616621","52,618316","25,4","49,838512"
16/01/2010 23.00,"0,617524","51,603386","25,4","50,920141"
17/01/2010 0.00,"0,626552","44,047163","25,4","53,562756"
17/01/2010 1.00,"1,437279","45,195779","38,900002","51,842428"
17/01/2010 2.00,"1,982578","56,043394","38,900002","46,943367"
17/01/2010 3.00,"1,881464","35,75897","38,900002","51,573704"
17/01/2010 4.00,"1,186297","29,351359","38,900002","50,317871"
17/01/2010 5.00,"1,227827","64,818311","38,900002","37,296505"
17/01/2010 6.00,"1,031916","58,338043","38,900002","37,731314"
17/01/2010 7.00,"1,873338","100,524069","38,900002","22,283372"
17/01/2010 8.00,"1,417417","90,265705","38,900002","19,611053"
17/01/2010 9.00,"1,537491","72,639302","38,900002","14,664741"
17/01/2010 10.00,"2,011469","66,962389","38,900002","30,540736"
17/01/2010 11.00,"2,890809","41,791462","38,900002","44,573506"
17/01/2010 12.00,"3,41083","47,546236","38,900002","46,92312"
17/01/2010 13.00,"3,111096","54,197836","38,900002","44,638323"
17/01/2010 14.00,"3,201378","50,192599","38,900002","47,725229"
17/01/2010 15.00,"2,220921","24,07682","38,900002","58,575233"
17/01/2010 16.00,"1,617842","26,654389","38,900002","49,548179"
17/01/2010 17.00,"1,936536","62,823484","38,900002","42,966613"
17/01/2010 18.00,"1,672914","88,609612","38,900002","32,203009"
17/01/2010 19.00,"0,632872","96,806966","38,900002","30,431351"
17/01/2010 20.00,"0,618427","97,955578","38,900002","26,293901"
17/01/2010 21.00,"0,629262","99,457227","38,900002","9,930096"
17/01/2010 22.00,"0,623844","84,446039","38,900002","17,547726"
17/01/2010 23.00,"0,594051","136,663256","38,900002","10,636656"
18/01/2010 0.00,"0,622039","124,225716","38,900002","16,154164"
18/01/2010 1.00,,"41,961497","28,200001","42,889627"
18/01/2010 2.00,"0,902813","25,68359","28,200001","48,335577"
18/01/2010 3.00,"0,624747","52,736419","28,200001",
18/01/2010 4.00,"1,521241","88,312394","28,200001","18,106489"
18/01/2010 5.00,"0,857673","135,540683","28,200001","4,492379"
18/01/2010 6.00,"2,208282","138,36864","28,200001","12,092718"
18/01/2010 7.00,"1,272065","101,828358","28,200001","23,138808"
18/01/2010 8.00,"1,62687","139,12666","28,200001","14,776436"
18/01/2010 9.00,"3,48125","144,659428","28,200001","16,082395"
18/01/2010 10.00,"3,132764","80,356447","28,200001","34,113085"
18/01/2010 11.00,"1,829101","32,357235","28,200001","50,244694"
18/01/2010 12.00,"1,560062","32,010704","28,200001","51,194234"
18/01/2010 13.00,"1,759584","37,268379","28,200001","53,4976"
18/01/2010 14.00,"1,972648","55,18292","28,200001","52,602585"
18/01/2010 15.00,"1,521241",,"28,200001","50,494709"
18/01/2010 16.00,"1,059",,"28,200001","55,785027"
18/01/2010 17.00,"2,616354","11,663966","28,200001","56,342251"
18/01/2010 18.00,"2,080082","9,549744","28,200001","56,710629"
18/01/2010 19.00,"2,421347","15,950848","28,200001","45,732364"
18/01/2010 20.00,"1,919382","15,351229","28,200001","44,825377"
18/01/2010 21.00,"0,68975","9,231765","28,200001","48,91347"
18/01/2010 22.00,"0,618427","7,471849","28,200001","47,983858"
18/01/2010 23.00,"0,618427","6,582807","28,200001","45,637939"
19/01/2010 0.00,"0,628359","5,443276","28,200001","47,719224"
19/01/2010 1.00,"0,632872","5,157744","11,8","47,340192"
19/01/2010 2.00,"1,991607","27,182617","11,8","19,098593"
19/01/2010 3.00,"2,211894","26,148224","11,8","19,933769"
19/01/2010 4.00,"1,33797","24,46358","11,8","26,119099"
19/01/2010 5.00,"1,479712","5,957234","11,8","51,863177"
19/01/2010 6.00,"2,513433","12,565996","11,8","45,479674"
19/01/2010 7.00,"2,471001","11,885907","11,8","48,68604"
19/01/2010 8.00,"2,601909","15,927485","11,8","47,227156"
19/01/2010 9.00,"4,505041","21,764008","11,8","38,185216"
19/01/2010 10.00,"1,836323","7,608127","11,8","52,282088"
19/01/2010 11.00,"1,162824","7,107149","11,8","56,640146"
