,Regione Puglia,,,,,,
02/01/2007 10.00,"1,5021507","5,70414799",,,,"16,12113953",
02/01/2007 11.00,"1,62698643","6,38293476",,,,"16,12113953",
02/01/2007 12.00,"1,67422608","6,34270054",,,,"16,12113953",
02/01/2007 13.00,"1,59938403","10,15844453",,,,"16,12113953",
02/01/2007 14.00,"1,72140674","12,41933864",,,,"16,12113953",
02/01/2007 15.00,"1,63167989","8,95661486",,,,"16,12113953",
02/01/2007 16.00,"1,32831997","7,6834045",,,,"16,12113953",
02/01/2007 17.00,"1,61000355","6,0740416",,,,"16,12113953",
02/01/2007 18.00,"1,45481952","5,60940457",,,,"16,12113953",
02/01/2007 19.00,"1,48578818","5,79370225",,,,"16,12113953",
02/01/2007 20.00,"1,56968153","6,00265899",,,,"16,12113953",
02/01/2007 21.00,"1,36651036","5,95593545",,,,"16,12113953",
02/01/2007 22.00,"1,5516491","8,56595694",,,,"16,12113953",
02/01/2007 23.00,"1,4976759","10,49199866",,,,"16,12113953",
03/01/2007 0.00,"1,57678324","9,52638322",,,,"16,12113953",
03/01/2007 1.00,"1,66132238","8,57374451",,,,"7,34513617",
03/01/2007 2.00,"1,49480491","6,31155215",,,,"7,34513617",
03/01/2007 3.00,"1,26533208","3,40561616",,,,"7,34513617",
03/01/2007 4.00,"1,58110651","3,17200035",,,,"7,34513617",
03/01/2007 5.00,"1,47949194","2,57497835",,,,"7,34513617",
03/01/2007 6.00,"1,37537555","2,49710642",,,,"7,34513617",
03/01/2007 7.00,"1,29429522","2,61651082",,,,"7,34513617",
03/01/2007 8.00,"1,5551069","4,21289315",,,,"7,34513617",
03/01/2007 9.00,"1,33727059","3,69633958",,,,"7,34513617",
03/01/2007 10.00,"1,34203015","4,63859613",,,,"7,34513617",
03/01/2007 11.00,"1,54750991","4,9565732",,,,"7,34513617",
03/01/2007 12.00,"1,36604864","6,08572201",,,,"7,34513617",
03/01/2007 13.00,"1,66697284","4,2570202",,,,"7,34513617",
03/01/2007 14.00,"1,72341329","3,77810626",,,,"7,34513617",
03/01/2007 15.00,"1,86674418","3,35240329",,,,"7,34513617",
03/01/2007 16.00,"2,10928037","3,46921119",,,,"7,34513617",
03/01/2007 17.00,"2,02757866","3,97148977",,,,"7,34513617",
03/01/2007 18.00,"1,54541083","4,16227678",,,,"7,34513617",
03/01/2007 19.00,"1,60188484","5,34074371",,,,"7,34513617",
03/01/2007 20.00,"1,76021852","5,96761586",,,,"7,34513617",
03/01/2007 21.00,"1,76485197","5,57565777",,,,"7,34513617",
03/01/2007 22.00,"2,02316285","6,24536062",,,,"7,34513617",
03/01/2007 23.00,"2,21836685","5,8975315",,,,"7,34513617",
04/01/2007 0.00,"2,11520745","5,30699882",,,,"7,34513617",
04/01/2007 1.00,,"4,67234102",,,,"15,33034039",
04/01/2007 2.00,"1,82505532",,,,,"15,33034039",
04/01/2007 3.00,"2,02664302","3,74306313",,,,"15,33034039",
04/01/2007 4.00,"2,19436768","3,74565962",,,,"15,33034039",
04/01/2007 5.00,"2,28680281","2,92929872",,,,"15,33034039",
04/01/2007 6.00,"1,98437955","3,45363795",,,,"15,33034039",
04/01/2007 7.00,"2,294711","3,46142553",,,,"15,33034039",
04/01/2007 8.00,"2,03328505","5,61719023",,,,"15,33034039",
04/01/2007 9.00,"2,07398641","6,56333961",,,,"15,33034039",
04/01/2007 10.00,"2,26401082","8,85927494",,,,"15,33034039",
04/01/2007 11.00,"3,40715238","5,63925471",,,,"15,33034039",
04/01/2007 12.00,"3,70481405","4,92023373",,,,"15,33034039",
04/01/2007 13.00,"3,98559961","5,04872204",,,,"15,33034039",
04/01/2007 14.00,"4,56217556","4,97604118",,,,"15,33034039",
04/01/2007 15.00,"3,73230457","3,56266019",,,,"15,33034039",
04/01/2007 16.00,"3,16920794","3,24208471",,,,"15,33034039",
04/01/2007 17.00,"2,9371438","3,93644663",,,,"15,33034039",
04/01/2007 18.00,"2,31200509","5,93646746",,,,"15,33034039",
04/01/2007 19.00,"2,1636675","17,40575816",,,,"15,33034039",
04/01/2007 20.00,"2,09490915","14,93980014",,,,"15,33034039",
04/01/2007 21.00,"1,93993869","15,77822361",,,,"15,33034039",
04/01/2007 22.00,"2,01866059","21,3902132",,,,"15,33034039",
04/01/2007 23.00,"2,17310119","20,79839184",,,,"15,33034039",
05/01/2007 0.00,"1,94913949","18,09362884",,,,"15,33034039",
05/01/2007 1.00,"1,85070304","14,87879778",,,,"60,88779068",
05/01/2007 2.00,"1,89686569","12,59454858",,,,"60,88779068",
05/01/2007 3.00,"1,94233881","19,06962836",,,,"60,88779068",
05/01/2007 4.00,"2,33147657","28,35719704",,,,"60,88779068",
05/01/2007 5.00,"1,92752824","26,47917328",,,,"60,88779068",
05/01/2007 6.00,"2,04588161","18,85288404",,,,"60,88779068",
05/01/2007 7.00,"2,07540105","13,88722693",,,,"60,88779068",
05/01/2007 8.00,"1,81867364","16,08452792",,,,"60,88779068",
05/01/2007 9.00,"2,3629395","21,76790968",,,,"60,88779068",
05/01/2007 10.00,,"25,31367544",,,,"60,88779068",
05/01/2007 11.00,,"27,60054216",,,,"60,88779068",
05/01/2007 12.00,"1,68020096","31,003558",,,,"60,88779068",
05/01/2007 13.00,"2,3405177","37,69018528",,,,"60,88779068",
05/01/2007 14.00,"2,71861796","36,19894",,,,"60,88779068",
05/01/2007 15.00,"1,89369468","27,59534152",,,,"60,88779068",
05/01/2007 16.00,"2,0680634","26,6621708",,,,"60,88779068",
05/01/2007 17.00,"2,15565761","23,05799344",,,,"60,88779068",
05/01/2007 18.00,"1,85427678","23,9132884",,,,"60,88779068",
05/01/2007 19.00,"1,77732039","19,1306116",,,,"60,88779068",
05/01/2007 20.00,"1,700364","15,57445986",,,,"60,88779068",
05/01/2007 21.00,"1,55925525","11,77169835",,,,"60,88779068",
05/01/2007 22.00,"1,30104505","12,89824875",,,,"60,88779068",
05/01/2007 23.00,"1,46100695","12,81648781",,,,"60,88779068",
06/01/2007 0.00,"1,49158814","9,38621258",,,,"60,88779068",
06/01/2007 1.00,,"9,29536008",,,,"24,16238976",
06/01/2007 2.00,"1,34860505",,,,,"24,16238976",
06/01/2007 3.00,"1,24281671","6,15970111",,,,"24,16238976",
06/01/2007 4.00,"1,21586825","5,80927549",,,,"24,16238976",
06/01/2007 5.00,"1,35598542","4,57110635",,,,"24,16238976",
06/01/2007 6.00,"1,30022331","3,88842484",,,,"24,16238976",
06/01/2007 7.00,"1,43914043","3,81314749",,,,"24,16238976",
06/01/2007 8.00,"1,16231405","5,77423235",,,,"24,16238976",
06/01/2007 9.00,"1,45773424","7,89495583",,,,"24,16238976",
06/01/2007 10.00,"1,35055769","16,11826898",,,,"24,16238976",
06/01/2007 11.00,"1,57432515","7,17204202",,,,"24,16238976",
06/01/2007 12.00,"1,62502159","6,25055362",,,,"24,16238976",
06/01/2007 13.00,"1,75244965","5,28882909",,,,"24,16238976",
06/01/2007 14.00,"1,87400658","5,12010656",,,,"24,16238976",
06/01/2007 15.00,"1,98587353","4,40497841",,,,"24,16238976",
06/01/2007 16.00,"1,95187318","4,11425498",,,,"24,16238976",
06/01/2007 17.00,"1,87779083","5,96631761",,,,"24,16238976",
06/01/2007 18.00,"1,64253534","5,83912563",,,,"24,16238976",
06/01/2007 19.00,"1,84370303","10,19089308",,,,"24,16238976",
06/01/2007 20.00,"1,67730759","11,32393281",,,,"24,16238976",
06/01/2007 21.00,"1,60158279","10,39206034",,,,"24,16238976",
06/01/2007 22.00,"1,75226151","12,85412362",,,,"24,16238976",
06/01/2007 23.00,"1,30460557","10,04552946",,,,"24,16238976",
07/01/2007 0.00,"1,31006787","10,37777961",,,,"24,16238976",
07/01/2007 1.00,"1,64138817","11,93782438",,,,"59,39587021",
07/01/2007 2.00,"1,3526639","11,46020487",,,,"59,39587021",
07/01/2007 3.00,"1,42914128","13,27203519",,,,"59,39587021",
07/01/2007 4.00,"1,29702281","11,11237957",,,,"59,39587021",
07/01/2007 5.00,"1,04616654","9,33299971",,,,"59,39587021",
07/01/2007 6.00,"1,38841043","7,42642406",,,,"59,39587021",
07/01/2007 7.00,"1,22804072","7,15257403",,,,"59,39587021",
07/01/2007 8.00,"1,32941325","6,8190199",,,,"59,39587021",
07/01/2007 9.00,"1,44420712","7,96633844",,,,"59,39587021",
07/01/2007 10.00,"2,23333607","14,18054111",,,,"59,39587021",
07/01/2007 11.00,"2,92175862","28,1715992",,,,"59,39587021",
07/01/2007 12.00,"2,21414426","7,92350964",,,,"59,39587021",
07/01/2007 13.00,"2,20548146","5,65353162",,,,"59,39587021",
07/01/2007 14.00,"2,23581958","4,89427642",,,,"59,39587021",
07/01/2007 15.00,"2,16490417","4,27259535",,,,"59,39587021",
07/01/2007 16.00,"2,21731222","4,73333955",,,,"59,39587021",
07/01/2007 17.00,"1,74192167","10,87745978",,,,"59,39587021",
07/01/2007 18.00,"2,52072501","26,2183",,,,"59,39587021",
07/01/2007 19.00,"2,93054245","38,9906512",,,,"59,39587021",
07/01/2007 20.00,"2,29093081","22,01578136",,,,"59,39587021",
07/01/2007 21.00,"1,95175216","22,24290784",,,,"59,39587021",
07/01/2007 22.00,"1,83786545","24,59726816",,,,"59,39587021",
07/01/2007 23.00,"1,8635986","30,33126056",,,,"59,39587021",
08/01/2007 0.00,"2,30409588","38,94394104",,,,"59,39587021",
08/01/2007 1.00,,"30,49089344",,,,"80,19020081",
08/01/2007 2.00,"1,58184383",,,,,"80,19020081",
08/01/2007 3.00,"1,3884145","13,97418469",,,,"80,19020081",
08/01/2007 4.00,"1,54772755","12,10264834",,,,"80,19020081",
08/01/2007 5.00,"0,99203062","11,4381423",,,,"80,19020081",
08/01/2007 6.00,"1,49506119","10,8177614",,,,"80,19020081",
08/01/2007 7.00,"1,18720614","9,91963764",,,,"80,19020081",
08/01/2007 8.00,"1,57888335","11,05656638",,,,"80,19020081",
08/01/2007 9.00,"1,7256456","19,15917688",,,,"80,19020081",
08/01/2007 10.00,"2,40247334","32,62849032",,,,"80,19020081",
08/01/2007 11.00,"2,59725121","40,19249616",,,,"80,19020081",
08/01/2007 12.00,"3,01028441","29,0502588",,,,"80,19020081",
08/01/2007 13.00,"2,48047317","14,21169906",,,,"80,19020081",
08/01/2007 14.00,"2,14319732","8,76323327",,,,"80,19020081",
08/01/2007 15.00,"2,20896671","8,6645951",,,,"80,19020081",
08/01/2007 16.00,"1,82686863","12,58156993",,,,"80,19020081",
08/01/2007 17.00,"2,27285771","18,33244338",,,,"80,19020081",
08/01/2007 18.00,"2,46216615","20,91389576",,,,"80,19020081",
08/01/2007 19.00,"2,27444829","17,91841698",,,,"80,19020081",
08/01/2007 20.00,"2,35052498","28,9126904",,,,"80,19020081",
08/01/2007 21.00,"2,75711751","36,50784272",,,,"80,19020081",
08/01/2007 22.00,"2,82353778","34,7479232",,,,"80,19020081",
08/01/2007 23.00,"2,49216155","31,77319536",,,,"80,19020081",
09/01/2007 0.00,"2,3892381","32,24561232",,,,"80,19020081",
09/01/2007 1.00,"2,02471784","26,81272168",,,,"45,24039078",
09/01/2007 2.00,"1,99816906","21,17086856",,,,"45,24039078",
09/01/2007 3.00,"2,02718102","14,41415692",,,,"45,24039078",
09/01/2007 4.00,"1,79178009","11,1759746",,,,"45,24039078",
09/01/2007 5.00,"1,4946971","10,95013872",,,,"45,24039078",
09/01/2007 6.00,"1,53832539","9,53806171",,,,"45,24039078",
09/01/2007 7.00,"1,68155255","10,22463223",,,,"45,24039078",
09/01/2007 8.00,"1,79995576","17,15787118",,,,"45,24039078",
09/01/2007 9.00,"1,81258283","26,16248872",,,,"45,24039078",
09/01/2007 10.00,"2,35248067","25,48110928",,,,"45,24039078",
09/01/2007 11.00,"2,19985134","21,63940416",,,,"45,24039078",
09/01/2007 12.00,"2,16150332","10,49588576",,,,"45,24039078",
09/01/2007 13.00,"1,7062565","8,36089302",,,,"45,24039078",
09/01/2007 14.00,"2,02692677","9,24085087",,,,"45,24039078",
09/01/2007 15.00,"2,20411664","8,33363746",,,,"45,24039078",
09/01/2007 16.00,"1,76731921","12,94627054",,,,"45,24039078",
09/01/2007 17.00,"2,05923177","11,67306018",,,,"45,24039078",
09/01/2007 18.00,"1,96289238","12,70097624",,,,"45,24039078",
09/01/2007 19.00,"1,67775202","15,4862115",,,,"45,24039078",
09/01/2007 20.00,"1,64945806","24,78416616",,,,"45,24039078",
09/01/2007 21.00,"1,61860127","21,12155808",,,,"45,24039078",
09/01/2007 22.00,"1,93944849","19,1306116",,,,"45,24039078",
09/01/2007 23.00,"1,42538144","15,91191065",,,,"45,24039078",
10/01/2007 0.00,"1,57059683","16,53488614",,,,"45,24039078",
10/01/2007 1.00,,"15,80937965",,,,"38,4657402",
10/01/2007 2.00,"1,11395468",,,,,"38,4657402",
10/01/2007 3.00,"1,41118818",,,,,"38,4657402",
10/01/2007 4.00,"1,26075863",,,,,"38,4657402",
10/01/2007 5.00,"1,14082077",,,,,"38,4657402",
10/01/2007 6.00,"1,17583811",,,,,"38,4657402",
10/01/2007 7.00,"0,73805114",,,,,"38,4657402",
10/01/2007 8.00,"0,86344317",,,,,"38,4657402",
10/01/2007 9.00,"0,80338932",,,,,"38,4657402",
10/01/2007 10.00,"1,24445714",,,,,"38,4657402",
10/01/2007 11.00,"1,41361169",,,,,"38,4657402",
10/01/2007 12.00,"1,48936294",,,,,"38,4657402",
10/01/2007 13.00,"1,66019453",,,,,"38,4657402",
10/01/2007 14.00,"0,91563968",,,,,"38,4657402",
10/01/2007 15.00,"0,10191967",,,,,"38,4657402",
10/01/2007 16.00,"0,01349356",,,,,"38,4657402",
10/01/2007 17.00,"0,00337339",,,,,"38,4657402",
10/01/2007 18.00,"1,11202543",,,,,"38,4657402",
10/01/2007 19.00,"1,20352187",,,,,"38,4657402",
10/01/2007 20.00,"0,84418221",,,,,"38,4657402",
10/01/2007 21.00,"1,29308906",,,,,"38,4657402",
10/01/2007 22.00,"1,23235687",,,,,"38,4657402",
10/01/2007 23.00,"1,20282522",,,,,"38,4657402",
11/01/2007 0.00,"1,46279992",,,,,"38,4657402",
11/01/2007 1.00,"1,05098102",,,,,"59,28530121",
11/01/2007 2.00,"0,7093575",,,,,"59,28530121",
11/01/2007 3.00,"0,88044233",,,,,"59,28530121",
11/01/2007 4.00,"1,29533154",,,,,"59,28530121",
11/01/2007 5.00,"1,33556915",,,,,"59,28530121",
11/01/2007 6.00,"1,16418227",,,,,"59,28530121",
11/01/2007 7.00,"1,13126605",,,,,"59,28530121",
11/01/2007 8.00,"1,3756359",,,,,"59,28530121",
11/01/2007 9.00,"1,69633261",,,,,"59,28530121",
11/01/2007 10.00,"1,9937268",,,,,"59,28530121",
11/01/2007 11.00,"1,94492402",,,,,"59,28530121",
11/01/2007 12.00,"1,58145432",,,,,"59,28530121",
11/01/2007 13.00,"1,7798395",,,,,"59,28530121",
11/01/2007 14.00,"1,91904747",,,,,"59,28530121",
11/01/2007 15.00,"1,63038931",,,,,"59,28530121",
11/01/2007 16.00,"1,39951302",,,,,"59,28530121",
11/01/2007 17.00,"1,41766241",,,,,"59,28530121",
11/01/2007 18.00,"1,26116339",,,,,"59,28530121",
11/01/2007 19.00,"1,41161227",,,,,"59,28530121",
11/01/2007 20.00,"1,338791",,,,,"59,28530121",
11/01/2007 21.00,"1,20015865",,,,,"59,28530121",
11/01/2007 22.00,"1,05154647",,,,,"59,28530121",
11/01/2007 23.00,"1,03509345",,,,,"59,28530121",
12/01/2007 0.00,"1,07811051",,,,,"59,28530121",
12/01/2007 1.00,,,,,,"38,65744019",
12/01/2007 2.00,"0,8306978",,,,,"38,65744019",
12/01/2007 3.00,"0,69033248",,,,,"38,65744019",
12/01/2007 4.00,"0,65440594",,,,,"38,65744019",
12/01/2007 5.00,"0,72643496",,,,,"38,65744019",
12/01/2007 6.00,"0,792243",,,,,"38,65744019",
12/01/2007 7.00,"0,70519594",,,,,"38,65744019",
12/01/2007 8.00,"0,71947665",,,,,"38,65744019",
12/01/2007 9.00,"0,82322285",,,,,"38,65744019",
12/01/2007 10.00,"1,03177091",,,,,"38,65744019",
12/01/2007 11.00,"0,95719023","18,10011817",,,,"38,65744019",
12/01/2007 12.00,"1,23855955","13,68216302",,,,"38,65744019",
12/01/2007 13.00,"1,78886232","18,44016163",,,,"38,65744019",
12/01/2007 14.00,"1,40031849","7,36672186",,,,"38,65744019",
12/01/2007 15.00,"1,5242918","5,86508486",,,,"38,65744019",
12/01/2007 16.00,"1,35590406",,,,,"38,65744019",
12/01/2007 17.00,"1,31742689",,,,,"38,65744019",
12/01/2007 18.00,"1,4980288","10,59712425",,,,"38,65744019",
12/01/2007 19.00,"1,03296893","7,47444585",,,,"38,65744019",
12/01/2007 20.00,"1,00005373","6,66457427",,,,"38,65744019",
12/01/2007 21.00,"1,0724143","6,11427582",,,,"38,65744019",
12/01/2007 22.00,"0,98987458","6,35438286",,,,"38,65744019",
12/01/2007 23.00,"1,07185291","6,45042454",,,,"38,65744019",
13/01/2007 0.00,"0,86096372","6,60487207",,,,"38,65744019",
13/01/2007 1.00,"0,75382074","6,0597647",,,,"22,41826057",
13/01/2007 2.00,"0,86904379","4,47765926",,,,"22,41826057",
13/01/2007 3.00,"0,75856911","3,83131914",,,,"22,41826057",
13/01/2007 4.00,"0,78632813","3,42119131",,,,"22,41826057",
13/01/2007 5.00,"1,06178258","3,46012728",,,,"22,41826057",
13/01/2007 6.00,"0,89433963","4,12204065",,,,"22,41826057",
13/01/2007 7.00,"1,01713831","5,36929752",,,,"22,41826057",
13/01/2007 8.00,"1,00683712","6,53348946",,,,"22,41826057",
13/01/2007 9.00,"1,04189514","7,94427587",,,,"22,41826057",
13/01/2007 10.00,"1,04118121","7,63408446",,,,"22,41826057",
13/01/2007 11.00,"1,06527902","5,5081699",,,,"22,41826057",
13/01/2007 12.00,"2,2040546","10,13248722",,,,"22,41826057",
13/01/2007 13.00,"3,25704623","13,40311809",,,,"22,41826057",
13/01/2007 14.00,"4,77511603","12,44140121",,,,"22,41826057",
13/01/2007 15.00,"3,96945779","10,97999269",,,,"22,41826057",
13/01/2007 16.00,"2,27654636","6,80863774",,,,"22,41826057",
13/01/2007 17.00,"1,78445363","6,37384894",,,,"22,41826057",
13/01/2007 18.00,"1,53867218","6,58021301",,,,"22,41826057",
13/01/2007 19.00,"1,17122297","10,1805071",,,,"22,41826057",
13/01/2007 20.00,"1,0126747","11,86903254",,,,"22,41826057",
13/01/2007 21.00,"1,29384469","16,33630964",,,,"22,41826057",
13/01/2007 22.00,"0,9689976","16,18575685",,,,"22,41826057",
13/01/2007 23.00,"0,89826525","16,01703623",,,,"22,41826057",
14/01/2007 0.00,"0,98840094",,,,,"22,41826057",
14/01/2007 1.00,,,,,,"75,06105042",
14/01/2007 2.00,"1,81355305",,,,,"75,06105042",
14/01/2007 3.00,"1,70635006",,,,,"75,06105042",
14/01/2007 4.00,"1,5982155",,,,,"75,06105042",
14/01/2007 5.00,"1,63986572",,,,,"75,06105042",
14/01/2007 6.00,"1,54831029",,,,,"75,06105042",
14/01/2007 7.00,"1,70171559",,,,,"75,06105042",
14/01/2007 8.00,"1,55638527",,,,,"75,06105042",
14/01/2007 9.00,"1,45383303",,,,,"75,06105042",
14/01/2007 10.00,"1,68335366",,,,,"75,06105042",
14/01/2007 11.00,"2,24574143",,,,,"75,06105042",
14/01/2007 12.00,"2,874042",,,,,"75,06105042",
14/01/2007 13.00,"3,09619853",,,,,"75,06105042",
14/01/2007 14.00,"3,7164109","11,67955142",,,,"75,06105042",
14/01/2007 15.00,"3,39054681","9,44850937",,,,"75,06105042",
14/01/2007 16.00,"3,50999854","10,34403854",,,,"75,06105042",
14/01/2007 17.00,"3,25819138","14,93071431",,,,"75,06105042",
14/01/2007 18.00,"3,02033237","42,97254416",,,,"75,06105042",
14/01/2007 19.00,"2,83329691","24,50252856",,,,"75,06105042",
14/01/2007 20.00,"2,60466819","20,83862032",,,,"75,06105042",
14/01/2007 21.00,"2,37705444","28,19754504",,,,"75,06105042",
14/01/2007 22.00,"2,11615631","22,04434664",,,,"75,06105042",
14/01/2007 23.00,"2,10698195","19,86522112",,,,"75,06105042",
15/01/2007 0.00,"2,48438048",,,,,"75,06105042",
15/01/2007 1.00,"2,00056002",,,,,"31,83543015",
15/01/2007 2.00,"1,94773196",,,,,"31,83543015",
15/01/2007 3.00,"2,04410288",,,,,"31,83543015",
15/01/2007 4.00,"1,77497722",,,,,"31,83543015",
15/01/2007 5.00,"1,71020551",,,,,"31,83543015",
15/01/2007 6.00,"1,82658183",,,,,"31,83543015",
15/01/2007 7.00,"1,75642205",,,,,"31,83543015",
15/01/2007 8.00,"1,86544751",,,,,"31,83543015",
15/01/2007 9.00,"1,63882228","9,07601926",,,,"31,83543015",
15/01/2007 10.00,"1,88396199","9,10846782",,,,"31,83543015",
15/01/2007 11.00,"2,0060447","9,06044602",,,,"31,83543015",
15/01/2007 12.00,"2,38644949","8,79438166",,,,"31,83543015",
15/01/2007 13.00,"2,26141646","7,2966375",,,,"31,83543015",
15/01/2007 14.00,"2,17252049","6,14282962",,,,"31,83543015",
15/01/2007 15.00,"2,57049293","7,79372117",,,,"31,83543015",
15/01/2007 16.00,"1,76271525","7,88587192",,,,"31,83543015",
15/01/2007 17.00,"2,33545914","7,96114736",,,,"31,83543015",
15/01/2007 18.00,"2,11979005","7,38748809",,,,"31,83543015",
15/01/2007 19.00,"1,96176351","7,09546642",,,,"31,83543015",
15/01/2007 20.00,"1,94679937","6,84368087",,,,"31,83543015",
15/01/2007 21.00,"1,92267613","6,62174356",,,,"31,83543015",
15/01/2007 22.00,"1,62494328","5,59772225",,,,"31,83543015",
15/01/2007 23.00,"1,72951427","4,74501996",,,,"31,83543015",
16/01/2007 0.00,"1,81818853","8,1701041",,,,"31,83543015",
16/01/2007 1.00,,"6,61265965",,,,"63,95143127",
16/01/2007 2.00,"1,61324473","5,02146648",,,,"63,95143127",
16/01/2007 3.00,"1,65120222","4,68791426",,,,"63,95143127",
16/01/2007 4.00,"1,29877307","6,84887195",,,,"63,95143127",
16/01/2007 5.00,"1,28413132","7,22395664",,,,"63,95143127",
16/01/2007 6.00,"1,42500515","7,02927489",,,,"63,95143127",
16/01/2007 7.00,"1,59579606","6,18046734",,,,"63,95143127",
16/01/2007 8.00,"1,24349709","9,53416888",,,,"63,95143127",
16/01/2007 9.00,"1,61316133","29,78224888",,,,"63,95143127",
16/01/2007 10.00,"1,62706372","16,29088434",,,,"63,95143127",
16/01/2007 11.00,"1,89693383","14,44920962",,,,"63,95143127",
16/01/2007 12.00,"1,97223352","15,54590796",,,,"63,95143127",
16/01/2007 13.00,"1,82532584","16,0962045",,,,"63,95143127",
16/01/2007 14.00,"1,96120009","14,54654571",,,,"63,95143127",
16/01/2007 15.00,"1,86897853","14,12214481",,,,"63,95143127",
16/01/2007 16.00,"2,0736752","10,63476006",,,,"63,95143127",
16/01/2007 17.00,"1,71474845","10,82295057",,,,"63,95143127",
16/01/2007 18.00,"2,0037351","16,72956406",,,,"63,95143127",
16/01/2007 19.00,"1,96305611","29,827678",,,,"63,95143127",
16/01/2007 20.00,"1,91581646","30,00159352",,,,"63,95143127",
16/01/2007 21.00,"2,39074326","29,68232776",,,,"63,95143127",
16/01/2007 22.00,"2,03966469","28,83481464",,,,"63,95143127",
16/01/2007 23.00,"2,11629462","20,54660056",,,,"63,95143127",
17/01/2007 0.00,"2,07966737","15,28243627",,,,"63,95143127",
17/01/2007 1.00,"1,9258807","8,48159567",,,,"52,8955307",
17/01/2007 2.00,"1,87216479","7,06301978",,,,"52,8955307",
17/01/2007 3.00,"1,92712652","10,56727028",,,,"52,8955307",
17/01/2007 4.00,"1,64628502","5,6872765",,,,"52,8955307",
17/01/2007 5.00,"1,54024447","5,51855206",,,,"52,8955307",
17/01/2007 6.00,"1,55716633","4,72814847",,,,"52,8955307",
17/01/2007 7.00,"1,65586415","5,82355239",,,,"52,8955307",
17/01/2007 8.00,"1,45032234","12,32458757",,,,"52,8955307",
17/01/2007 9.00,"1,709158","10,79699134",,,,"52,8955307",
17/01/2007 10.00,"1,96573591","21,825002",,,,"52,8955307",
17/01/2007 11.00,"2,27516528","21,16438688",,,,"52,8955307",
17/01/2007 12.00,"1,86338808","9,5147009",,,,"52,8955307",
17/01/2007 13.00,"1,98461855","7,1006575",,,,"52,8955307",
17/01/2007 14.00,"1,93041753","7,49261558",,,,"52,8955307",
17/01/2007 15.00,"1,91385569","9,22917046",,,,"52,8955307",
17/01/2007 16.00,"1,83036812","9,33040322",,,,"52,8955307",
17/01/2007 17.00,"1,88619634","9,67044668",,,,"52,8955307",
17/01/2007 18.00,"1,81975675","13,08125201",,,,"52,8955307",
17/01/2007 19.00,"2,13882728","23,4810808",,,,"52,8955307",
17/01/2007 20.00,"2,13882728","29,98212936",,,,"52,8955307",
17/01/2007 21.00,"1,90617429","20,86716648",,,,"52,8955307",
17/01/2007 22.00,"1,93178845","19,89246712",,,,"52,8955307",
17/01/2007 23.00,"1,39512975","13,96380062",,,,"52,8955307",
18/01/2007 0.00,"1,59851857","10,49459134",,,,"52,8955307",
18/01/2007 1.00,,"11,67175811",,,,"72,6502533",
18/01/2007 2.00,"1,10669126","12,33756814",,,,"72,6502533",
18/01/2007 3.00,"1,25574075","13,02673898",,,,"72,6502533",
