"NetC","Comune Lecce","","","","","",""
"Stat","Piazza_Libertini","","","","","",""
,NO2,NOX,CO,O3,PM10,BENZENE
18/03/2011 6.00,"28,4",36,"0,3",,"38,1","0,3"
18/03/2011 7.00,"61,1","92,9","0,4",,,"0,7"
18/03/2011 8.00,"68,8","106,5","0,5",,"29,3","1,1"
18/03/2011 9.00,"50,6","71,6","0,5",,,"1,1"
18/03/2011 10.00,"49,6","73,2","0,5",,"28,3","1,2"
18/03/2011 11.00,37,"49,5","0,5",,,"1,2"
18/03/2011 12.00,"22,5","25,4","0,4",,"19,5","0,9"
18/03/2011 13.00,"24,9","30,6","0,4",,,"0,5"
18/03/2011 14.00,"31,3","42,6","0,4",,"16,1",1
18/03/2011 15.00,"42,4","56,6","0,4",,,"1,2"
18/03/2011 16.00,50,"70,9","0,5",,"15,6","0,8"
18/03/2011 17.00,"60,6","85,9","0,6",,,"1,2"
18/03/2011 18.00,"76,7","110,8","0,8",,"16,1","1,7"
18/03/2011 19.00,"39,7",47,"0,7",,,"1,3"
18/03/2011 20.00,"38,9",39,"0,5",,"14,7","1,6"
18/03/2011 21.00,"37,6","37,7","0,5",,,"1,5"
18/03/2011 22.00,"31,4","31,4","0,5",,"15,1","1,1"
18/03/2011 23.00,"47,8","48,2","0,6",,,"1,4"
19/03/2011 0.00,"26,8","26,8","0,5",,"24,4","1,4"
19/03/2011 1.00,"24,1","25,4","0,4",,,"0,9"
19/03/2011 2.00,"20,1","20,8","0,3",,"24,4","0,6"
19/03/2011 3.00,"13,2","13,3",,,,"0,8"
19/03/2011 4.00,,,"0,3",,21,"0,5"
19/03/2011 5.00,"11,8","11,8","0,2",,,"0,3"
19/03/2011 6.00,"16,5","16,5","0,3",,"24,4","0,4"
19/03/2011 7.00,"34,6","38,9","0,3",,,"0,8"
19/03/2011 8.00,"38,3","47,6","0,4",,"24,4","0,6"
19/03/2011 9.00,"35,8",45,"0,5",,,"1,6"
19/03/2011 10.00,"26,1","31,9","0,3",,"24,9","1,4"
19/03/2011 11.00,"26,1","33,3","0,4",,,"1,5"
19/03/2011 12.00,"23,4","30,1","0,3",,"17,1","1,1"
19/03/2011 13.00,"30,8","38,5","0,4",,,"0,9"
19/03/2011 14.00,26,"29,5","0,4",,"12,2","1,3"
19/03/2011 15.00,"17,1","21,1","0,3",,,"0,8"
19/03/2011 16.00,"16,2","18,8","0,3",,"14,7",1
19/03/2011 17.00,22,"25,1","0,3",,,"0,8"
19/03/2011 18.00,"30,5","33,4","0,4",,"8,3","0,9"
19/03/2011 19.00,"32,8","34,7","0,6",,,"0,7"
19/03/2011 20.00,"38,7","40,2","0,6",,"10,7","1,4"
19/03/2011 21.00,"35,4","35,8","0,6",,,"1,4"
19/03/2011 22.00,"32,8","33,2","0,5",,"16,1","1,3"
19/03/2011 23.00,"32,2","34,9","0,5",,,"1,2"
20/03/2011 0.00,"31,6","36,4","0,5",,"16,6","1,1"
20/03/2011 1.00,"26,9","33,2","0,5",,,1
20/03/2011 2.00,22,"26,5","0,4",,23,"0,9"
20/03/2011 3.00,"16,7","18,3","0,4",,,"0,9"
20/03/2011 4.00,"11,6","12,1","0,3",,"18,1","0,8"
20/03/2011 5.00,14,15,"0,4",,,"0,6"
20/03/2011 6.00,"14,4","14,6","0,3",,20,"0,6"
20/03/2011 7.00,20,"22,8","0,3",,,"0,8"
20/03/2011 8.00,"15,7","21,4","0,3",,"17,1","0,9"
20/03/2011 9.00,"8,5","11,5","0,3",,,"0,8"
20/03/2011 10.00,"11,2","16,4","0,4",,"12,7","0,8"
20/03/2011 11.00,"11,8","16,7","0,4",,,1
20/03/2011 12.00,16,24,"0,5",,"14,7","1,6"
20/03/2011 13.00,"16,1","23,8","0,5",,,1
20/03/2011 14.00,"8,7","10,8","0,4",,"21,5","1,4"
20/03/2011 15.00,9,"11,2","0,4",,,"0,9"
20/03/2011 16.00,"12,7","16,2","0,4",,"15,6",1
20/03/2011 17.00,"15,6","20,3","0,5",,,1
20/03/2011 18.00,29,"39,1","0,5",,"15,6","1,2"
20/03/2011 19.00,"33,4","42,6","0,5",,,"1,3"
20/03/2011 20.00,"41,8","53,6","0,6",,"9,8","1,1"
20/03/2011 21.00,"44,9","58,4","0,6",,,"1,7"
20/03/2011 22.00,"30,3","34,6","0,5",,"17,1","1,4"
20/03/2011 23.00,24,"28,8","0,5",,,"1,1"
21/03/2011 0.00,"18,5","24,7","0,5",,"10,3","1,2"
21/03/2011 1.00,"12,8","14,8","0,4",,,"1,5"
21/03/2011 2.00,"6,6","7,4","0,4",,"16,1","1,1"
21/03/2011 3.00,"3,5","3,8",,,,"1,1"
21/03/2011 4.00,,,"0,4",,"16,1","0,9"
21/03/2011 5.00,"9,2","9,8","0,4",,,1
21/03/2011 6.00,"11,9","13,6","0,4",,"12,2","0,9"
21/03/2011 7.00,"25,3","32,4","0,4",,,1
21/03/2011 8.00,"31,8","43,4","0,5",,"7,8","1,2"
21/03/2011 9.00,"40,5","62,9","0,5",,,"1,3"
21/03/2011 10.00,"34,6","57,5","0,5",,"15,1","1,5"
21/03/2011 11.00,"28,1",46,"0,5",,,"1,8"
21/03/2011 12.00,"25,6","41,2","0,5",,"17,1","1,4"
21/03/2011 13.00,"27,7","40,5","0,5",,,"1,2"
21/03/2011 14.00,"25,8","37,7","0,5",,19,"0,7"
21/03/2011 15.00,"19,5","26,4","0,4",,,"0,8"
21/03/2011 16.00,"22,8","31,2","0,5",,20,1
21/03/2011 17.00,29,"37,9","0,5",,,"1,1"
21/03/2011 18.00,"30,9","37,9","0,5",,"27,8","1,2"
21/03/2011 19.00,"31,5","34,3","0,5",,,"1,1"
21/03/2011 20.00,"29,8","32,2","0,5",,"15,6","1,3"
21/03/2011 21.00,"27,5","28,2","0,4",,,"1,3"
21/03/2011 22.00,"25,8","27,6","0,4",,"24,9",1
21/03/2011 23.00,"24,7","26,1","0,4",,,"0,8"
22/03/2011 0.00,"17,9",19,"0,4",,"30,8",1
22/03/2011 1.00,"11,5","12,6","0,3",,,"0,8"
22/03/2011 2.00,9,"9,6","0,3",,"18,6","0,9"
22/03/2011 3.00,"8,5","9,2","0,3",,,"0,9"
22/03/2011 4.00,"9,3",10,"0,3",,"22,5","0,8"
22/03/2011 5.00,"10,6","11,3","0,4",,,1
22/03/2011 6.00,"32,5","38,3","0,4",,22,"0,9"
22/03/2011 7.00,"41,9","55,7","0,4",,,"0,9"
22/03/2011 8.00,"37,3","54,8","0,5",,"26,9","1,1"
22/03/2011 9.00,"26,7","38,8","0,5",,,"1,2"
22/03/2011 10.00,"23,6","34,6","0,5",,"15,6","1,2"
22/03/2011 11.00,"23,9","36,5","0,5",,,"1,2"
22/03/2011 12.00,"26,6","40,2","0,5",,"20,5","1,4"
22/03/2011 13.00,"24,5","35,2","0,5",,,"1,3"
22/03/2011 14.00,"28,9","41,3","0,5",,"21,5","1,4"
22/03/2011 15.00,"17,3","20,6","0,4",,,"1,2"
22/03/2011 16.00,"25,4",33,"0,4",,"23,9","0,8"
22/03/2011 17.00,"29,3","35,2","0,5",,,"1,1"
22/03/2011 18.00,"33,8","39,5","0,5",,20,"1,1"
22/03/2011 19.00,32,"33,4","0,5",,,"1,3"
22/03/2011 20.00,"34,9","35,4","0,5",,"20,5",1
22/03/2011 21.00,"33,4","34,6","0,5",,,"1,1"
22/03/2011 22.00,"22,6","22,9","0,5",,"24,9","1,5"
22/03/2011 23.00,"13,2","13,3","0,4",,,"0,9"
23/03/2011 0.00,"13,8","13,8","0,4",,"24,4",1
23/03/2011 1.00,"11,4",12,"0,4",,,"0,9"
23/03/2011 2.00,"6,1","6,1","0,4",,"25,9","0,9"
23/03/2011 3.00,"3,5","3,5",,,,"0,7"
23/03/2011 4.00,,,"0,3",,"19,5","1,1"
23/03/2011 5.00,"16,8","16,8","0,3",,,"0,6"
23/03/2011 6.00,"43,4","58,8","0,4",,"24,4",1
23/03/2011 7.00,"33,5","38,1","0,4",,,"0,9"
23/03/2011 8.00,"37,2","48,7","0,4",,"26,4","0,9"
23/03/2011 9.00,"37,2","52,6","0,5",,,"1,3"
23/03/2011 10.00,"26,9","36,5","0,5",,"30,8","1,4"
23/03/2011 11.00,"26,6","37,3","0,4",,,"1,1"
23/03/2011 12.00,"24,8","34,1","0,4",,"27,4","1,3"
23/03/2011 13.00,"22,9","31,6","0,4",,,
23/03/2011 14.00,"20,4","25,9","0,4",,"26,9",
23/03/2011 15.00,"15,7","19,4","0,4",,,
23/03/2011 16.00,"19,7","24,3","0,4",,23,"1,4"
23/03/2011 17.00,"25,6",30,"0,4",,,"1,5"
23/03/2011 18.00,"28,3","30,1","0,4",,"28,3","1,2"
23/03/2011 19.00,36,"37,4","0,4",,,"1,6"
23/03/2011 20.00,"34,5","35,2","0,4",,"27,8","1,8"
23/03/2011 21.00,"31,6","31,8","0,4",,,"1,4"
23/03/2011 22.00,"21,6","21,7","0,4",,"27,8","1,5"
23/03/2011 23.00,"16,8","16,9","0,4",,,"1,2"
24/03/2011 0.00,"14,3","14,3","0,3",,"29,8","0,8"
24/03/2011 1.00,"15,3","15,3","0,3",,,1
24/03/2011 2.00,"12,8","12,8","0,3",,"26,4","0,9"
24/03/2011 3.00,"12,3","12,4","0,3",,,"1,1"
24/03/2011 4.00,"9,8","9,8","0,3",,"30,8",1
24/03/2011 5.00,"8,8","8,8","0,3",,,"0,8"
24/03/2011 6.00,35,"55,7","0,4",,"30,8",1
24/03/2011 7.00,"35,1",44,"0,4",,,1
24/03/2011 8.00,"35,6","46,2","0,4",,"30,3","1,4"
24/03/2011 9.00,34,"45,6","0,5",,,"2,4"
24/03/2011 10.00,"34,1","46,1","0,5",,"29,8","1,7"
24/03/2011 11.00,"27,3",35,"0,4",,,"1,7"
24/03/2011 12.00,"28,7","37,2","0,4",,"34,7","1,2"
24/03/2011 13.00,"23,9","30,4","0,4",,,"1,5"
24/03/2011 14.00,28,"35,4","0,4",,"34,2","1,2"
24/03/2011 15.00,"24,1","30,2","0,4",,,"1,3"
24/03/2011 16.00,"36,6","45,1","0,4",,"29,8","1,1"
24/03/2011 17.00,"40,1","48,8","0,4",,,"1,3"
24/03/2011 18.00,"49,7","56,6","0,6",,"27,8","1,7"
24/03/2011 19.00,46,"46,1","0,5",,,2
24/03/2011 20.00,"40,4","40,5","0,5",,"25,9",2
24/03/2011 21.00,"41,2","41,3","0,5",,,"1,4"
24/03/2011 22.00,"31,1","31,3","0,5",,"33,7","1,4"
24/03/2011 23.00,"30,7","31,3","0,4",,,"1,2"
25/03/2011 0.00,29,29,"0,4",,"35,7","1,4"
25/03/2011 1.00,"21,6","21,9","0,3",,,"1,1"
25/03/2011 2.00,"16,9",17,"0,3",,"30,8",1
25/03/2011 3.00,"11,6","11,6",,,,"0,9"
25/03/2011 4.00,,,"0,3",,"25,9","0,9"
25/03/2011 5.00,"21,7","21,9","0,3",,,"0,8"
25/03/2011 6.00,40,"41,9","0,5",,"24,4","1,3"
25/03/2011 7.00,"51,4","58,9","0,6",,,"1,8"
25/03/2011 8.00,"62,1","89,1","0,8",,"27,8","2,2"
25/03/2011 9.00,"51,1","70,7","0,6",,,"4,9"
25/03/2011 10.00,"35,2","43,1","0,4",,"31,3","2,5"
25/03/2011 11.00,"36,7","46,9","0,4",,,"2,2"
25/03/2011 12.00,"29,8","34,9","0,4",,"25,4","1,8"
25/03/2011 13.00,"30,9","37,6","0,4",,,"1,7"
25/03/2011 14.00,"26,4","29,2","0,3",,"24,4","1,7"
25/03/2011 15.00,"32,1","38,6","0,3",,,"1,2"
25/03/2011 16.00,"46,8","61,7","0,5",,"23,9","1,1"
25/03/2011 17.00,"48,2",65,"0,5",,,"1,6"
25/03/2011 18.00,"56,2","70,5","0,7",,23,2
25/03/2011 19.00,"90,3","120,6","0,9",,,"2,3"
25/03/2011 20.00,"84,6","113,3","0,8",,"32,7","3,1"
25/03/2011 21.00,"77,9",90,"0,7",,,"3,2"
25/03/2011 22.00,"55,4","55,8","0,6",,42,"2,9"
25/03/2011 23.00,"45,4","46,5","0,5",,,"2,1"
26/03/2011 0.00,"46,8","51,3","0,6",,"44,4","1,4"
26/03/2011 1.00,"28,9","30,2","0,4",,,"1,6"
26/03/2011 2.00,23,"23,2","0,4",,"35,7","1,2"
26/03/2011 3.00,"15,5","15,5","0,4",,,"1,1"
26/03/2011 4.00,15,"15,2","0,3",,"26,9","1,3"
26/03/2011 5.00,"14,8","15,9","0,5",,,"0,8"
26/03/2011 6.00,"35,4","37,3","0,4",,"29,3","1,2"
26/03/2011 7.00,"58,4","80,1","0,5",,,"1,5"
26/03/2011 8.00,"63,7","100,1","0,7",,"33,2","2,1"
26/03/2011 9.00,"59,6","88,8","0,7",,,"2,8"
26/03/2011 10.00,"29,5","37,5","0,6",,42,3
26/03/2011 11.00,"26,8","32,6","0,6",,,"1,9"
26/03/2011 12.00,"38,7","54,9","0,6",,"30,8",2
26/03/2011 13.00,"16,9","20,9","0,5",,,2
26/03/2011 14.00,"18,1","22,2","0,4",,22,"1,6"
26/03/2011 15.00,"24,6","33,3","0,4",,,"0,8"
26/03/2011 16.00,"22,4","26,7","0,4",,19,"0,6"
26/03/2011 17.00,"38,5","47,5","0,5",,,"0,9"
26/03/2011 18.00,"52,9","63,7","0,6",,"28,3","1,6"
26/03/2011 19.00,"69,9","76,7","0,7",,,"2,3"
26/03/2011 20.00,"68,9","72,4","0,7",,"30,8","2,7"
26/03/2011 21.00,"73,8","77,6","0,7",,,"2,6"
26/03/2011 22.00,"61,3","62,1","0,7",,"42,5","2,7"
26/03/2011 23.00,66,"72,9","0,7",,,"2,4"
27/03/2011 0.00,"74,5","88,9","0,7",,"45,4","2,5"
27/03/2011 1.00,"61,3",69,"0,7",,,2
27/03/2011 2.00,"40,5","43,2","0,6",,"46,4","1,8"
27/03/2011 3.00,38,"41,3",,,,2
27/03/2011 4.00,,,"0,4",,"33,2","1,5"
27/03/2011 5.00,"33,7","33,7","0,4",,,"1,2"
27/03/2011 6.00,"39,3",41,"0,4",,"31,7","1,5"
27/03/2011 7.00,"34,5",36,"0,4",,,"1,2"
27/03/2011 8.00,"39,9",47,"0,5",,"32,2","1,8"
27/03/2011 9.00,"19,9","22,1","0,4",,,"1,3"
27/03/2011 10.00,"10,8",11,"0,7",,"29,3","1,5"
27/03/2011 11.00,"19,8","26,2","0,4",,,"8,7"
27/03/2011 12.00,"19,8","22,2","0,4",,"29,3","1,4"
27/03/2011 13.00,"12,9","14,1","0,3",,,1
27/03/2011 14.00,"10,3","10,4","0,3",,23,"0,6"
27/03/2011 15.00,"16,2","18,2","0,3",,,"0,8"
27/03/2011 16.00,"19,3","20,9","0,3",,"27,4","1,9"
27/03/2011 17.00,"46,9","65,6","0,5",,,"1,2"
27/03/2011 18.00,"66,3","99,9","0,7",,"24,4","1,8"
27/03/2011 19.00,"108,5","154,1","1,2",,,"3,1"
27/03/2011 20.00,106,"142,3","1,2",,"28,8","4,5"
27/03/2011 21.00,"128,1","195,4","1,2",,,"5,6"
27/03/2011 22.00,"70,7","88,7","0,8",,"38,6",3
27/03/2011 23.00,"64,9","80,1","0,7",,,"3,2"
28/03/2011 0.00,"32,1","32,2","0,5",,"44,9","2,6"
28/03/2011 1.00,"22,9","22,9","0,4",,,"1,5"
28/03/2011 2.00,"9,3","9,3","0,3",,"32,7","1,3"
28/03/2011 3.00,6,6,"0,3",,,"0,8"
28/03/2011 4.00,,,,,,
28/03/2011 5.00,"12,1","12,4","0,3",,,"0,7"
28/03/2011 6.00,"29,1","33,7","0,3",,"24,9","0,4"
28/03/2011 7.00,"59,9",80,"0,5",,,"1,1"
28/03/2011 8.00,"51,5","64,1","0,5",,"19,5","2,4"
28/03/2011 9.00,"42,9","60,9","0,6",,,"1,9"
28/03/2011 10.00,"29,6","38,7","0,5",,"31,7","2,3"
28/03/2011 11.00,"32,7","48,3","0,4",,,"1,8"
28/03/2011 12.00,"32,6","45,3","0,5",,40,"1,8"
28/03/2011 13.00,"30,4","43,6","0,4",,,"2,3"
28/03/2011 14.00,"19,1","23,6","0,3",,"40,5","1,5"
28/03/2011 15.00,"21,3","26,9","0,3",,,"0,9"
28/03/2011 16.00,"24,3","30,9","0,3",,"35,7","1,2"
28/03/2011 17.00,"34,5","42,8","0,5",,,"1,9"
28/03/2011 18.00,"47,2",61,"0,5",,"44,4","2,5"
28/03/2011 19.00,43,"49,7","0,4",,,"2,4"
28/03/2011 20.00,"31,5",34,"0,4",,"33,7","1,8"
28/03/2011 21.00,"15,3","15,7","0,3",,,"1,6"
28/03/2011 22.00,"10,9","11,1","0,3",,"28,3","1,2"
28/03/2011 23.00,"7,6","7,8","0,2",,,"0,9"
29/03/2011 0.00,"6,5","6,8","0,3",,"30,3","0,7"
29/03/2011 1.00,"4,7","4,7","0,2",,,"0,7"
29/03/2011 2.00,"3,1","3,2","0,2",,"34,2","0,6"
29/03/2011 3.00,3,"3,1",,,,"0,6"
29/03/2011 4.00,,,"0,2",,"26,9","0,7"
29/03/2011 5.00,"23,3","29,8","0,3",,,"0,8"
29/03/2011 6.00,"54,7","79,5","0,4",,"30,8","1,1"
29/03/2011 7.00,"76,2","142,5","0,6",,,"2,3"
29/03/2011 8.00,33,"38,3","0,3",,"29,3","2,8"
29/03/2011 9.00,21,"25,4","0,3",,,"1,4"
29/03/2011 10.00,"22,7","30,1","0,3",,21,"1,2"
29/03/2011 11.00,"14,6","18,4","0,3",,,"1,6"
29/03/2011 12.00,"20,8","25,3","0,3",,"15,6","1,4"
29/03/2011 13.00,26,"32,8","0,3",,,"1,2"
29/03/2011 14.00,"29,2","32,8","0,3",,20,"1,7"
29/03/2011 15.00,"35,9","43,1","0,3",,,"1,6"
29/03/2011 16.00,"34,1","41,3","0,3",,"16,1","1,7"
29/03/2011 17.00,"41,9",46,"0,4",,,"1,7"
29/03/2011 18.00,"65,6","97,4","0,6",,"13,2","2,2"
29/03/2011 19.00,"99,1","157,4","0,9",,,"3,5"
29/03/2011 20.00,"97,1","162,8",1,,"12,7","4,1"
29/03/2011 21.00,"79,7","96,1","0,8",,,"4,5"
29/03/2011 22.00,71,"88,2","0,7",,"24,4",3
29/03/2011 23.00,"52,4","62,1","0,7",,,"3,2"
30/03/2011 0.00,"36,2",38,"0,6",,"37,6","2,9"
30/03/2011 1.00,"20,8","21,1","0,5",,,"2,6"
30/03/2011 2.00,"10,4","10,4","0,4",,"33,2","2,3"
30/03/2011 3.00,16,"16,1","0,5",,,"2,2"
30/03/2011 4.00,"10,3","10,3","0,4",,20,"2,1"
30/03/2011 5.00,"33,1","46,5","0,4",,,"1,8"
30/03/2011 6.00,49,"79,5","0,5",,23,"1,8"
30/03/2011 7.00,"52,5","73,5","0,5",,,"2,6"
30/03/2011 8.00,"59,3","85,7","0,6",,"23,9","2,9"
30/03/2011 9.00,"31,7",37,"0,4",,,"2,8"
30/03/2011 10.00,"33,2","37,2","0,4",,"21,5","1,9"
30/03/2011 11.00,23,"26,3","0,4",,,"1,6"
30/03/2011 12.00,"24,3","31,2","0,4",,"21,5","1,8"
30/03/2011 13.00,27,"32,4","0,3",,,"1,6"
30/03/2011 14.00,"23,1",27,"0,3",,"14,7",1
30/03/2011 15.00,22,"27,6","0,3",,,"1,1"
30/03/2011 16.00,"21,5","27,8","0,3",,"13,7","0,7"
30/03/2011 17.00,"30,4",36,"0,4",,,1
30/03/2011 18.00,"32,2","35,9","0,5",,"13,2","1,2"
30/03/2011 19.00,"29,2","29,3","0,5",,,"1,7"
30/03/2011 20.00,"28,8","28,8","0,4",,"14,2","1,6"
30/03/2011 21.00,"30,8","31,9","0,4",,,"1,8"
30/03/2011 22.00,26,26,"0,3",,"16,1","1,2"
30/03/2011 23.00,27,"27,1","0,3",,,"1,1"
31/03/2011 0.00,"17,5","17,8","0,3",,"14,2","1,1"
31/03/2011 1.00,"13,6","13,6","0,3",,,"0,7"
31/03/2011 2.00,"10,5","10,5","0,3",,23,"0,6"
31/03/2011 3.00,"8,6","8,7",,,,"0,6"
31/03/2011 4.00,,,"0,3",,23,"0,9"
31/03/2011 5.00,"19,6","20,4","0,3",,,"0,8"
31/03/2011 6.00,"60,1","83,5","0,4",,"21,5","1,1"
31/03/2011 7.00,"35,1","41,2","0,4",,,1
31/03/2011 8.00,"39,4","49,6","0,5",,"21,5","1,4"
31/03/2011 9.00,"29,1","35,1","0,4",,,"1,2"
31/03/2011 10.00,"27,6","33,7","0,4",,19,"1,5"
31/03/2011 11.00,"22,3","28,4","0,4",,,"1,4"
31/03/2011 12.00,"24,3","32,3","0,4",,"23,9","1,1"
31/03/2011 13.00,"21,3","26,8","0,4",,,"1,2"
31/03/2011 14.00,"21,6","27,2","0,3",,"25,9",1
31/03/2011 15.00,28,"37,3","0,3",,,"0,8"
31/03/2011 16.00,"35,3","41,3","0,4",,"22,5","0,7"
31/03/2011 17.00,"43,6","48,8","0,4",,,"1,3"
31/03/2011 18.00,"47,5","53,7","0,5",,"30,8","1,5"
31/03/2011 19.00,"43,2","44,9","0,5",,,"1,3"
31/03/2011 20.00,"35,6","37,1","0,4",,"30,3","1,2"
31/03/2011 21.00,"21,9","21,9","0,3",,,"1,4"
31/03/2011 22.00,"18,5","19,1","0,3",,"35,2","0,9"
31/03/2011 23.00,"16,7","17,7","0,3",,,"0,7"
01/04/2011 0.00,"15,3","16,2","0,3",,"29,3","0,7"
01/04/2011 1.00,14,"15,2","0,3",,,"0,5"
01/04/2011 2.00,"12,9","13,4","0,3",,"23,4","0,4"
01/04/2011 3.00,"12,7","13,2","0,3",,,"1,2"
01/04/2011 4.00,"11,9","12,9","0,3",,"26,4","1,7"
01/04/2011 5.00,"13,1","14,1","0,3",,,"1,5"
01/04/2011 6.00,"53,5","72,9","0,4",,"29,8","1,6"
01/04/2011 7.00,"34,8","41,5","0,4",,,"1,8"
01/04/2011 8.00,32,"42,2","0,4",,"31,3","2,1"
01/04/2011 9.00,"23,2","30,9","0,4",,,"1,5"
01/04/2011 10.00,"22,2",30,"0,4",,"36,6","1,7"
01/04/2011 11.00,"20,8",29,"0,5",,,"1,8"
01/04/2011 12.00,"22,7",30,"0,4",,"31,7","1,3"
01/04/2011 13.00,"22,1","29,8","0,4",,,"1,8"
01/04/2011 14.00,"18,5","23,1","0,4",,"29,3","1,3"
01/04/2011 15.00,"19,6","24,7","0,4",,,1
01/04/2011 16.00,"25,1","29,6","0,4",,"31,7","1,1"
01/04/2011 17.00,"39,2","43,1","0,5",,,"1,7"
01/04/2011 18.00,"33,4","35,8","0,5",,"34,7","1,3"
01/04/2011 19.00,"38,3",40,"0,5",,,"1,5"
01/04/2011 20.00,"29,3","29,9","0,4",,"38,1","1,3"
01/04/2011 21.00,"25,3","25,7","0,3",,,1
01/04/2011 22.00,"24,8","27,3","0,4",,"35,7","1,2"
01/04/2011 23.00,20,"21,4","0,3",,,"0,6"
02/04/2011 0.00,"21,8","24,3","0,3",,"32,7","1,1"
02/04/2011 1.00,19,20,"0,3",,,"0,7"
02/04/2011 2.00,"14,2","14,7","0,3",,"29,3","0,8"
02/04/2011 3.00,"11,6","11,7",,,,"0,7"
02/04/2011 4.00,,,"0,3",,"30,8","0,6"
02/04/2011 5.00,"21,2","21,8","0,3",,,"0,6"
02/04/2011 6.00,61,83,"0,4",,"30,3","1,3"
02/04/2011 7.00,"31,5","36,3","0,4",,,"1,3"
02/04/2011 8.00,"31,3","38,1","0,4",,"31,7","1,4"
02/04/2011 9.00,"25,9","32,2","0,4",,,"1,6"
02/04/2011 10.00,"23,6","29,6","0,4",,"36,1","1,9"
02/04/2011 11.00,"23,1","28,8","0,4",,,"1,5"
02/04/2011 12.00,"23,9","30,8","0,4",,"38,1","1,7"
02/04/2011 13.00,"20,5","24,8","0,4",,,"1,5"
02/04/2011 14.00,"12,7","15,5","0,3",,"34,7","1,1"
02/04/2011 15.00,"18,3","22,2","0,3",,,"0,8"
02/04/2011 16.00,"21,4",25,"0,3",,"31,7","1,1"
02/04/2011 17.00,"23,8","27,8","0,4",,,"1,1"
02/04/2011 18.00,"30,8","33,1","0,4",,"28,3",1
02/04/2011 19.00,"22,1",23,"0,4",,,1
02/04/2011 20.00,"27,1","28,5","0,4",,23,"0,9"
02/04/2011 21.00,"23,9","24,4","0,3",,,"1,2"
02/04/2011 22.00,"25,2","27,1","0,4",,"21,5","0,7"
02/04/2011 23.00,"35,1","42,6","0,4",,,"1,4"
03/04/2011 0.00,"39,6",49,"0,4",,"24,9","1,7"
03/04/2011 1.00,"28,4","33,3","0,4",,,"1,7"
03/04/2011 2.00,22,"24,7","0,3",,"18,6",1
03/04/2011 3.00,"12,6","13,1","0,2",,,"0,6"
03/04/2011 4.00,9,"9,4","0,2",,"14,7","0,3"
03/04/2011 5.00,"11,5","11,8","0,2",,,"0,3"
03/04/2011 6.00,"12,7",14,"0,2",,"15,6","0,3"
03/04/2011 7.00,"32,2","43,9","0,3",,,"0,8"
03/04/2011 8.00,30,"41,7","0,3",,"9,3","1,1"
03/04/2011 9.00,"17,8","21,6","0,4",,,"0,9"
03/04/2011 10.00,"24,8",31,"0,4",,"16,6","1,1"
03/04/2011 11.00,"26,8","35,1","0,4",,,"1,6"
03/04/2011 12.00,"19,9","25,2","0,4",,"24,4","1,6"
03/04/2011 13.00,"12,6","15,2","0,3",,,"1,1"
03/04/2011 14.00,"7,4","8,6","0,3",,"16,6","0,8"
03/04/2011 15.00,"11,6","14,1","0,3",,,"0,7"
03/04/2011 16.00,"17,3",21,"0,3",,21,1
03/04/2011 17.00,"35,8","44,6","0,4",,,"1,4"
03/04/2011 18.00,"51,5","59,4","0,5",,19,"2,2"
03/04/2011 19.00,"54,3","57,2","0,5",,,"2,3"
03/04/2011 20.00,48,"48,5","0,7",,23,"1,7"
03/04/2011 21.00,"43,4","43,9","0,5",,,"2,1"
03/04/2011 22.00,"48,8","49,4","0,5",,"24,4","1,8"
03/04/2011 23.00,"106,1","167,1",1,,,"1,9"
04/04/2011 0.00,"103,8","153,5",1,,"35,7",4
04/04/2011 1.00,65,"65,8","0,6",,,"2,8"
04/04/2011 2.00,"19,9","19,9","0,4",,"36,6","1,8"
04/04/2011 3.00,16,16,,,,"1,5"
04/04/2011 4.00,,,"0,3",,"34,7","1,7"
04/04/2011 5.00,"76,6","100,9","0,5",,,"1,1"
04/04/2011 6.00,129,"241,8","0,9",,"34,2","2,3"
04/04/2011 7.00,"74,7",94,"0,8",,,"2,9"
04/04/2011 8.00,"72,8","95,3","0,8",,"40,5","2,8"
04/04/2011 9.00,"57,8","75,2","0,6",,,"2,8"
04/04/2011 10.00,"32,4","36,1","0,4",,"34,2",2
04/04/2011 11.00,"38,8",46,"0,4",,,"1,5"
04/04/2011 12.00,"42,9","53,3","0,5",,"25,9","2,8"
04/04/2011 13.00,"59,6",75,"0,5",,,"5,2"
04/04/2011 14.00,35,"39,5","0,3",,"25,9",1
04/04/2011 15.00,"20,6","21,7","0,3",,,"1,3"
04/04/2011 16.00,"21,9","23,9","0,3",,23,"0,9"
04/04/2011 17.00,"27,4","33,4","0,4",,,"1,2"
04/04/2011 18.00,"61,8",70,"0,7",,21,"3,2"
04/04/2011 19.00,"65,1",71,"0,6",,,"1,6"
04/04/2011 20.00,"43,4","44,7","0,6",,"23,9","2,7"
04/04/2011 21.00,"37,7","40,8","0,5",,,"3,6"
04/04/2011 22.00,"19,1","19,2","0,4",,"31,3","2,1"
04/04/2011 23.00,"17,1","17,1","0,3",,,"1,5"
05/04/2011 0.00,"12,3","12,3","0,3",,"26,9","1,4"
05/04/2011 1.00,"16,7","16,9","0,4",,,"1,4"
05/04/2011 2.00,22,22,"0,4",,"25,9","1,9"
05/04/2011 3.00,"13,6","13,9","0,3",,,"1,9"
