,Provincia di TARANTO,,,,
02/01/2010 9.00,"1,018622","7,61202",,"0,698378","0,444976"
02/01/2010 10.00,"4,056429","14,37523","5,372406","0,778293","0,453559"
02/01/2010 11.00,"6,559641","16,101401",,"0,699202","0,413506"
02/01/2010 12.00,"7,737196","14,151991","2,930403","0,820373","0,402282"
02/01/2010 13.00,"5,622291","13,857373",,"0,920522","0,384017"
02/01/2010 14.00,"4,19911","13,827528","1,465201","1,077839","0,380496"
02/01/2010 15.00,"4,908894","14,689316",,"1,61996","0,378296"
02/01/2010 16.00,"4,000442","12,678904","1,953602","1,917464","0,35893"
02/01/2010 17.00,"0,223953","9,936509",,"1,699327","0,368613"
02/01/2010 18.00,,"9,382318","12,69841","1,1862","0,381156"
02/01/2010 19.00,,"29,656361",,"0,94995","0,480187"
02/01/2010 20.00,,"28,014566","22,46641","1,065188","0,468303"
02/01/2010 21.00,,"13,888529",,"0,879464","0,441675"
02/01/2010 22.00,,"11,36936","18,07081","0,805364","0,467203"
02/01/2010 23.00,"0,108364","9,207106",,"0,777153","0,463022"
03/01/2010 0.00,"0,267298","7,55232","19,53602","0,7801","0,469403"
03/01/2010 1.00,,"4,490638",,"0,728159","0,436613"
03/01/2010 2.00,"0,057794","5,784616","9,27961","0,808193","0,441015"
03/01/2010 3.00,"0,117394","3,701532",,"0,72423","0,45884"
03/01/2010 4.00,"0,019867","3,392637","9,27961","0,709732","0,441675"
03/01/2010 5.00,"0,012642","7,039657",,"0,746037","0,438374"
03/01/2010 6.00,,"5,845617","10,25641","0,688515","0,443216"
03/01/2010 7.00,,"7,971529",,"0,693978","0,430232"
03/01/2010 8.00,"0,22034","11,701614","9,27961","0,746389","0,449597"
03/01/2010 9.00,"0,028897","8,212934",,"0,746546","0,434853"
03/01/2010 10.00,"0,975277","6,881318","6,349206","0,786112","0,601224"
03/01/2010 11.00,"2,432774","5,460148",,"0,750516","0,416588"
03/01/2010 12.00,"2,804824","6,146722","4,884005","0,743482","0,413726"
03/01/2010 13.00,"1,213678","2,961743",,"0,739395","0,39238"
03/01/2010 14.00,"0,771191","3,51334","6,837607","0,740771","0,402282"
03/01/2010 15.00,"1,139629","2,860511",,"0,739277","0,430232"
03/01/2010 16.00,"0,274523","2,643764","5,860806","0,726116","0,415707"
03/01/2010 17.00,,"1,785871",,"0,692994","0,412186"
03/01/2010 18.00,"0,05057","1,491255","8,302809","0,639481","0,406464"
03/01/2010 19.00,"0,216728","7,230446",,"0,648283","0,428691"
03/01/2010 20.00,"0,890392","7,775551","11,72161","0,649893","0,434632"
03/01/2010 21.00,"0,597809","2,23234",,"0,633078","0,418348"
03/01/2010 22.00,"0,841627","8,725593","9,27961","0,644275","0,416807"
03/01/2010 23.00,"0,933737","21,230579",,"0,674726","0,419228"
04/01/2010 0.00,"0,668245","1,985744","8,791209","0,639286","0,42539"
04/01/2010 1.00,,"8,299893",,"0,655748","0,429131"
04/01/2010 2.00,"0,892198",,"4,884005","0,666474","0,403823"
04/01/2010 3.00,"0,863301","19,627712",,,"0,382917"
04/01/2010 4.00,"0,792864","15,588741","3,907204","0,638421","0,376535"
04/01/2010 5.00,"0,816343","14,293458",,"0,626949","0,363111"
04/01/2010 6.00,"0,819955","18,669883","1,953602","0,641092","0,342645"
04/01/2010 7.00,"1,163108","18,33763",,"0,656534","0,332741"
04/01/2010 8.00,"1,197424","26,949009","7,814408","0,701757","0,352327"
04/01/2010 9.00,"2,420131","50,301621",,"0,722698","0,433753"
04/01/2010 10.00,"3,151589","38,248277","52,74725","0,823359","0,456419"
04/01/2010 11.00,"4,450152","29,83806",,"0,848897","0,435293"
04/01/2010 12.00,"3,975157","22,353248","48,84005","0,872393","0,439254"
04/01/2010 13.00,"3,852344","22,637467",,"0,927908","0,448277"
04/01/2010 14.00,"4,569352","30,82314","44,932831","0,886615","0,438814"
04/01/2010 15.00,"1,663389","30,314377",,"0,860527","0,442775"
04/01/2010 16.00,,"21,644605","48,35165","0,777233","0,732383"
04/01/2010 17.00,,"16,981359",,"0,747175","0,538724"
04/01/2010 18.00,"0,76912","17,229246","41,514042","0,613856","0,414477"
04/01/2010 19.00,"3,144366","14,671141",,"0,584908","0,42341"
04/01/2010 20.00,"3,693409","11,161692","38,58363","0,57705","0,419008"
04/01/2010 21.00,"3,604912","12,367422",,"0,574693","0,418787"
04/01/2010 22.00,"4,126866","9,504319","24,908421","0,574025","0,425609"
04/01/2010 23.00,"3,85415","13,426483",,"0,577089","0,544007"
05/01/2010 0.00,"4,056429","13,153929","14,65201","0,558899","0,412406"
05/01/2010 1.00,,"12,733415",,"0,560941","0,413946"
05/01/2010 2.00,"4,061848","10,449164","6,837607","0,57426","0,429131"
05/01/2010 3.00,"4,058236","4,495829",,"0,546561","0,412626"
05/01/2010 4.00,"4,152152","6,612659","11,23321","0,534263","0,411526"
05/01/2010 5.00,"4,08352","2,650256",,"0,520474","0,413286"
05/01/2010 6.00,"4,33637","5,547106","6,349206","0,523185","0,412406"
05/01/2010 7.00,"4,123253","3,801467",,"0,536779","0,376314"
05/01/2010 8.00,"4,742735","17,322695","9,27961","0,621643","0,390839"
05/01/2010 9.00,"4,890833","26,781575",,"0,651269","0,408225"
05/01/2010 10.00,"5,317065","42,857021","27,35042","0,670639","0,418348"
05/01/2010 11.00,"4,182855","32,753093",,"0,578425","0,415266"
05/01/2010 12.00,"4,623535","24,819193","23,44322","0,702935","0,420549"
05/01/2010 13.00,"5,918486","33,626554",,"1,039138","1,018251"
05/01/2010 14.00,"4,150345","35,62268","33,699631","0,492773","1,423834"
05/01/2010 15.00,"4,2858","34,93612",,"0,484798","0,421869"
05/01/2010 16.00,"4,621729","22,638767","31,25762","0,553475","0,407124"
05/01/2010 17.00,"5,217732","18,930761",,"0,472029","0,411746"
05/01/2010 18.00,"4,563935","20,823057","36,630032","0,449358","0,399642"
05/01/2010 19.00,"4,675911","17,142285",,"0,426413","0,429571"
05/01/2010 20.00,"5,306229","12,499797","29,79241","0,423349","0,430232"
05/01/2010 21.00,,"14,556381",,"0,914668","1,773301"
05/01/2010 22.00,"5,470581","8,342721","41,025631","0,432818","0,404483"
05/01/2010 23.00,"4,825815","5,560084",,"0,446216","0,420328"
06/01/2010 0.00,"5,122009","4,404978","39,56044","0,446726","0,405803"
06/01/2010 1.00,,"7,19151",,"0,452148","0,410865"
06/01/2010 2.00,"4,735511",,"37,118431","0,456037","0,3937"
06/01/2010 3.00,"5,093112","9,639296",,,"0,413506"
06/01/2010 4.00,"4,426673","15,484908","32,234421","0,535129","0,631813"
06/01/2010 5.00,"4,984749","17,307121",,"0,509826","1,300157"
06/01/2010 6.00,"5,02087","10,246694","34,67643","0,464445","0,425609"
06/01/2010 7.00,"4,672299","20,559583",,"0,483776","0,423849"
06/01/2010 8.00,"4,963076","12,135096","33,699631","0,493088","0,404924"
06/01/2010 9.00,"4,421256","9,894978",,"0,490965","0,417687"
06/01/2010 10.00,"4,204527","5,44068","33,211231","0,523303","0,42671"
06/01/2010 11.00,"6,062972","15,491396",,"0,676258","0,397221"
06/01/2010 12.00,"6,198426","15,55499","34,67643","0,473599","0,415707"
06/01/2010 13.00,"4,903475","9,331701",,"0,468571","0,415487"
06/01/2010 14.00,"5,416399","18,145546","27,83882","0,477804","0,408444"
06/01/2010 15.00,"4,757184","15,834034",,"0,467745","0,415707"
06/01/2010 16.00,"5,506703","13,295398","27,35042","0,460005","0,430892"
06/01/2010 17.00,"5,434459","18,120888",,"0,456627","1,321283"
06/01/2010 18.00,"4,2858","15,885952","18,07081","0,459338","0,412846"
06/01/2010 19.00,"4,26774","19,32271",,"0,468139","1,235677"
06/01/2010 20.00,"4,260515","22,098856","20,51281","0,466921","0,500653"
06/01/2010 21.00,"4,18466","17,246122",,"0,508294","0,415047"
06/01/2010 22.00,"4,415837","22,149467","23,93162","0,473835","1,73457"
06/01/2010 23.00,"4,139508","21,446024",,"0,484366","1,007687"
07/01/2010 0.00,"4,199109","4,088298","15,14041","0,469632","0,413726"
07/01/2010 1.00,,"16,01184",,"0,484484","0,400962"
07/01/2010 2.00,"4,414031","7,724935","10,25641","0,4747","0,409545"
07/01/2010 3.00,"4,329146","6,337509",,"0,476428","0,432652"
07/01/2010 4.00,"4,162988","3,611978","7,326007","0,461145","0,417248"
07/01/2010 5.00,"4,202721","14,389501",,"0,455095","0,451358"
07/01/2010 6.00,"4,193691","22,35713","11,72161","0,454937","1,334047"
07/01/2010 7.00,"4,293024","32,561014",,"0,457374","0,413286"
07/01/2010 8.00,"5,457939","72,055245","15,14041","0,511201","0,402503"
07/01/2010 9.00,"6,50907","72,575694",,"0,519648","0,434632"
07/01/2010 10.00,"5,36041","53,48139","24,908421","0,506997","0,410205"
07/01/2010 11.00,"4,757184","29,552541",,"0,488452","0,417467"
07/01/2010 12.00,"4,423061","26,955489","20,02442","0,466725","0,415927"
07/01/2010 13.00,"5,391114","25,560284",,"0,463856","0,331861"
07/01/2010 14.00,"6,536161","29,525275","13,67521","0,474465","0,339564"
07/01/2010 15.00,"7,670373","39,901774",,"0,475408","0,366192"
07/01/2010 16.00,"6,787204","31,148928","22,954821","0,471086","0,777497"
07/01/2010 17.00,"5,058798","33,206047",,"0,503343","0,387538"
07/01/2010 18.00,"4,258709","31,686237","30,76923","0,514815","0,414387"
07/01/2010 19.00,"4,182855","14,505013",,"0,517173","0,433312"
07/01/2010 20.00,"4,18466","13,771714","36,141621","0,54114","0,417908"
07/01/2010 21.00,"4,182855","11,837885",,"0,549312","0,410205"
07/01/2010 22.00,"4,451959","21,971671","35,164822","0,825755","0,429351"
07/01/2010 23.00,"5,839019","34,367645",,"1,045976","1,124544"
08/01/2010 0.00,"4,739123","16,106589","35,164822","0,55273","1,043559"
08/01/2010 1.00,,"28,646616",,"0,968653","0,675606"
08/01/2010 2.00,"6,734829",,"39,56044","0,96932","1,924928"
08/01/2010 3.00,"7,729973","35,487695",,,"0,699153"
08/01/2010 4.00,"6,691483","17,482332","42,002441","0,559803","0,68793"
08/01/2010 5.00,"5,625903","11,445934",,"0,442521","0,409766"
08/01/2010 6.00,"5,250241","18,762039","37,606831","0,403782","0,432212"
08/01/2010 7.00,"4,630759","19,682223",,"0,416591","0,412846"
08/01/2010 8.00,"4,2262","30,451964","45,421242","0,417141","0,431332"
08/01/2010 9.00,"4,18466","22,816584",,"0,416276","0,42407"
08/01/2010 10.00,"4,18466","17,47455","44,444431","0,407906","0,410865"
08/01/2010 11.00,"4,173824","15,902826",,"0,427002","0,422529"
08/01/2010 12.00,"4,916118","12,95276","50,793652","0,47694","0,421648"
08/01/2010 13.00,"4,441122","11,134442",,"0,455526","0,439915"
08/01/2010 14.00,"4,594638","13,043616","40,04884","0,45533","0,409985"
08/01/2010 15.00,"4,775245","12,752885",,"0,425942","0,42649"
08/01/2010 16.00,"4,359849","14,168864","44,444431","0,427474","0,427591"
08/01/2010 17.00,"4,489886","17,738011",,"0,42826","0,42583"
08/01/2010 18.00,"4,262321","15,644544","49,816841","0,422915","0,423189"
08/01/2010 19.00,"4,199109","18,572545",,"0,407946","0,430892"
08/01/2010 20.00,"4,45557","13,740569","50,793652","0,402406","0,435293"
08/01/2010 21.00,"4,202721","14,477763",,"0,398949","0,42539"
08/01/2010 22.00,"4,419449","6,45951","42,97924","0,398949","0,438374"
08/01/2010 23.00,"4,258709","4,981232",,"0,403664","0,431992"
09/01/2010 0.00,"4,262321","7,584764","47,863232","0,398988","0,419888"
09/01/2010 1.00,,"6,73985",,"0,392152","0,42583"
09/01/2010 2.00,"5,459745","6,468594","47,863232","0,388223","0,405364"
09/01/2010 3.00,"4,312891","3,325148",,"0,394195","0,411965"
09/01/2010 4.00,"4,293024","4,356957","83,516472","0,385511","0,422529"
09/01/2010 5.00,"4,44654","4,346574",,"0,392349","0,434193"
09/01/2010 6.00,"5,073246","22,817884","83,516472","0,402132","0,420768"
09/01/2010 7.00,"4,64882","21,577111",,"0,399303","0,431771"
09/01/2010 8.00,"4,643402","16,821721","64,95726","0,406375","0,429351"
09/01/2010 9.00,"4,908894","13,861267",,"0,413918","0,402282"
09/01/2010 10.00,"4,733706","12,466058","78,144081","0,398517","0,389519"
09/01/2010 11.00,"4,535038","9,291467",,"0,410697","0,404924"
09/01/2010 12.00,"4,43751","11,469288","44,932831","0,412976","0,433532"
09/01/2010 13.00,"5,176192","8,848892",,"0,424723","0,392159"
09/01/2010 14.00,"4,69036","15,949546","30,28083","0,491045","0,413066"
09/01/2010 15.00,"4,421256","22,224744",,"0,505621","0,422969"
09/01/2010 16.00,"4,32734","12,680206","20,02442","0,469239","0,423849"
09/01/2010 17.00,"4,276769","23,340912",,"0,487351","0,428691"
09/01/2010 18.00,"4,368879","16,995629","16,60561","0,459652","0,414826"
09/01/2010 19.00,"4,162988","17,944377",,"0,502282","0,448057"
09/01/2010 20.00,"4,309279","26,031401","18,07081","0,631938","0,432872"
09/01/2010 21.00,"4,19865","7,80043",,"0,502165","0,450504"
09/01/2010 22.00,"4,123253","6,742446","14,16361","0,47745","0,413506"
09/01/2010 23.00,"4,190079","11,216203",,"0,491281","0,404924"
10/01/2010 0.00,"4,159375","8,312871","10,74481","0,483894","0,421869"
10/01/2010 1.00,,"6,429658",,"0,474307","0,422529"
10/01/2010 2.00,"4,2858",,"5,372406","0,482126","0,421209"
10/01/2010 3.00,"4,260515","7,944275",,,"0,403383"
10/01/2010 4.00,"4,152152","5,800191","2,930403","0,485781","0,376535"
10/01/2010 5.00,"4,114224","12,153274",,"0,456037","0,351227"
10/01/2010 6.00,"4,090745","21,599176","2,442003","0,450968","0,346825"
10/01/2010 7.00,"4,099775","12,390775",,"0,45203","0,304573"
10/01/2010 8.00,"4,112417","13,365482","5,860806","0,480986","0,342425"
10/01/2010 9.00,"4,117836","14,598462",,"0,538742","0,42407"
10/01/2010 10.00,"4,159375","11,987148","4,395605","0,502242","0,398321"
10/01/2010 11.00,"4,172018","8,63085",,"0,468061","0,364651"
10/01/2010 12.00,"4,153957","5,923489","2,442003","0,460085","0,362891"
10/01/2010 13.00,"4,103388","4,889083",,"0,460438","0,351448"
10/01/2010 14.00,"4,125061","5,868978","2,442003","0,46032","0,318877"
10/01/2010 15.00,"4,121448","8,186977",,"0,470182","1,293774"
10/01/2010 16.00,"4,126866","9,792445","7,814408","0,521298","0,331201"
10/01/2010 17.00,"4,09255","11,883313",,"0,494424","0,399202"
10/01/2010 18.00,"3,937229","15,346031","8,302809","0,539292","0,416807"
10/01/2010 19.00,"4,14312","8,268744",,"0,529627","0,427371"
10/01/2010 20.00,"4,117836","17,143587","15,14041","0,624512","0,413286"
10/01/2010 21.00,"4,072684","26,450627",,"0,604317","0,402063"
10/01/2010 22.00,"4,229812","34,593469","11,23321","0,599366","0,420328"
10/01/2010 23.00,"4,144927","10,604905",,"0,575126","0,419668"
11/01/2010 0.00,"4,052817","5,793702","8,302809","0,586047","0,420108"
11/01/2010 1.00,,"6,135042",,"0,581568","0,42605"
11/01/2010 2.00,"4,125061","5,149956","2,442003","0,589466","0,437933"
11/01/2010 3.00,"4,244261","7,120127",,"0,599682","0,331861"
11/01/2010 4.00,"4,025726","3,217426","2,442003","0,576461","0,29555"
11/01/2010 5.00,"4,096162","4,221977",,"0,558938","0,32482"
11/01/2010 6.00,"3,913751","1,67166","5,372406","0,549941","0,340224"
11/01/2010 7.00,"4,19911","15,400542",,"0,567699","0,39612"
11/01/2010 8.00,"5,396532","29,705672","6,349206","0,576894","0,403383"
11/01/2010 9.00,"3,695215","12,982615",,"0,590329","0,382917"
11/01/2010 10.00,"4,406806","25,176107","10,25641","0,69492","0,389298"
11/01/2010 11.00,"5,091306","37,019186",,"0,753776","1,384442"
11/01/2010 12.00,"8,539091","38,559762","18,07081","0,649226","0,727102"
11/01/2010 13.00,"7,729973","45,842128",,"0,62522","0,680888"
11/01/2010 14.00,"5,300811","30,597316","22,46641","0,492145","0,408665"
11/01/2010 15.00,"4,406807","15,205862",,"0,470968","0,402282"
11/01/2010 16.00,"4,697584","21,538164","11,72161","0,487509","0,402943"
11/01/2010 17.00,"4,480855","43,024433",,"0,535168","0,42627"
11/01/2010 18.00,"4,325534","17,128015","10,74481","0,506446","1,31138"
11/01/2010 19.00,"4,128672","16,947609",,"0,674254","0,641056"
11/01/2010 20.00,"4,200915","15,042331","11,23321","0,678969","0,598802"
11/01/2010 21.00,"4,153957","15,451168",,"0,730595","0,606946"
11/01/2010 22.00,"4,141315","14,741225","16,11721","0,800413","1,100336"
11/01/2010 23.00,"4,164794","9,539359",,"0,744935","1,168997"
12/01/2010 0.00,"4,036562","7,865106","15,14041","0,717748","0,841977"
12/01/2010 1.00,,"4,534765",,"0,584044","0,461921"
12/01/2010 2.00,"4,166599",,"9,76801","0,667378","0,441235"
12/01/2010 3.00,"4,103388","10,70095",,,"0,437273"
12/01/2010 4.00,"4,058236","9,88589","4,395605","0,544008","0,423849"
12/01/2010 5.00,"5,495866","44,256124",,"0,5765","0,374775"
12/01/2010 6.00,"4,473631","32,856916","6,349206","0,564988","0,406024"
12/01/2010 7.00,"4,585607","39,869328",,"0,583926","0,39128"
12/01/2010 8.00,"5,221344","54,309459","7,814408","0,585577","0,378296"
12/01/2010 9.00,"5,819152","57,19721",,"0,555441","0,422089"
12/01/2010 10.00,"4,569352","39,77459","15,62881","0,539292","1,323044"
12/01/2010 11.00,"4,119642","17,817188",,"0,530807","0,416147"
12/01/2010 12.00,"4,17563","8,588019","8,302809","0,535913","0,420108"
12/01/2010 13.00,"4,125061","8,288212",,"0,525424","0,400082"
12/01/2010 14.00,"4,162988","6,333617","6,837607","0,514893","0,410426"
12/01/2010 15.00,"4,162988","5,484807",,"0,506879","0,407565"
12/01/2010 16.00,"5,116592","6,966978","6,349206","0,521534","0,398102"
12/01/2010 17.00,"5,024482","7,409552",,"0,524677","0,388859"
12/01/2010 18.00,,"23,064953","9,27961","0,520002","0,381816"
12/01/2010 19.00,,"28,755638",,"0,543222","0,418787"
12/01/2010 20.00,"3,11908","42,964742","18,55921","0,580665","0,55853"
12/01/2010 21.00,"3,666318","48,514457",,"0,737236","0,408225"
12/01/2010 22.00,"3,55073","49,229564","21,001221","0,770631","0,68705"
12/01/2010 23.00,"2,691042","38,30019",,"0,738493","1,011869"
13/01/2010 0.00,"2,253973","16,603676","20,51281","0,593276","0,504834"
13/01/2010 1.00,"2,582677","10,712635",,"0,595045","1,37674"
13/01/2010 2.00,"1,843996","6,983849","15,62881","0,59422","0,399862"
13/01/2010 3.00,"2,353307","6,310254",,"0,552809","0,418348"
13/01/2010 4.00,"2,172701","11,586102","7,326007","0,614218","0,422309"
13/01/2010 5.00,"2,143803","3,885828",,"0,524677","0,418127"
13/01/2010 6.00,"2,824691","15,35901","7,814408","0,550766","0,415927"
13/01/2010 7.00,"2,644084","15,695158",,"0,550177","0,434193"
13/01/2010 8.00,"2,604351","10,833334","8,791209","0,554341","0,414606"
13/01/2010 9.00,"2,158252","9,669148",,"0,576736","0,437933"
13/01/2010 10.00,"4,529619","48,840204","15,14041","0,749101","0,631593"
13/01/2010 11.00,"5,591588","62,134316",,"0,739239","1,077229"
13/01/2010 12.00,"3,832477","41,068554","56,16605","0,710792","0,645017"
13/01/2010 13.00,"5,33332","36,561033",,"0,806975","0,853861"
13/01/2010 14.00,"4,61631","26,926944","39,072041","0,628481","1,34593"
13/01/2010 15.00,"3,120886","28,531111",,"0,604003","0,387098"
13/01/2010 16.00,"2,992656","35,049023","36,141621","0,61968","1,31182"
13/01/2010 17.00,"3,146171","44,362568",,"0,689262","0,581638"
13/01/2010 18.00,"3,559761","51,320449","27,83882","0,732796","0,893912"
13/01/2010 19.00,"3,007104","36,232685",,"0,855891","0,834275"
13/01/2010 20.00,"2,734387","19,821092","30,28083","0,670246","1,083831"
13/01/2010 21.00,"2,685623","23,640732",,"0,680304","0,930884"
13/01/2010 22.00,"2,65492","27,312403","33,211231","0,670128","0,990963"
13/01/2010 23.00,"2,662145","18,772416",,"0,702779","0,798843"
14/01/2010 0.00,"2,624217","13,940435","33,699631","0,838877","1,817315"
14/01/2010 1.00,,"11,252548",,"0,765013","1,122122"
14/01/2010 2.00,"2,633248",,"25,88522","0,614651","0,68705"
14/01/2010 3.00,"2,656726","18,725695",,,"0,501753"
14/01/2010 4.00,"2,589902","21,107274","22,954821","0,672603","0,91724"
14/01/2010 5.00,"2,873455","34,988029",,"0,637832","0,666803"
14/01/2010 6.00,"2,83011","18,651716","21,001221","0,561963","0,565352"
14/01/2010 7.00,"2,662145","15,631564",,"0,52731","0,431111"
14/01/2010 8.00,"2,660339","11,817125","14,65201","0,544322","0,428471"
14/01/2010 9.00,"2,64589","24,440216",,"0,545971","0,434413"
14/01/2010 10.00,"2,37498","27,849732","11,23321","0,539686","0,442555"
14/01/2010 11.00,"2,718133","23,917169",,"0,548093","0,446737"
14/01/2010 12.00,"2,620606","29,540858","12,69841","0,593826","0,42407"
14/01/2010 13.00,"2,03002","14,721756",,"0,543064","0,431771"
14/01/2010 14.00,"2,593515","8,651616","13,18681","0,548329","0,59154"
14/01/2010 15.00,"2,59532","7,002019",,"0,536621","0,432212"
14/01/2010 16.00,"2,533914","9,81321","7,814408","0,545186","0,422969"
14/01/2010 17.00,"2,790375","43,017971",,"0,599171","0,422529"
14/01/2010 18.00,"2,559199","25,164424","21,001221","0,586676","0,378956"
14/01/2010 19.00,"2,691042","28,858179",,"0,838014","1,034756"
14/01/2010 20.00,"2,52669","31,950991","39,072041","0,744896","1,405789"
14/01/2010 21.00,"2,70549","27,6862",,"0,951994","1,818635"
14/01/2010 22.00,"2,732581","35,550005","52,25885","0,791494","1,751954"
14/01/2010 23.00,"2,542944","30,568769",,"0,930973","1,932629"
15/01/2010 0.00,"2,691042","19,329192","37,606831","0,626123","0,851"
15/01/2010 1.00,"1,775366","9,891084",,"0,565617","0,5889"
15/01/2010 2.00,"2,499599","7,782042","4,395605","0,54943","0,428691"
15/01/2010 3.00,"2,439998","4,732041",,"0,52947","0,380716"
15/01/2010 4.00,"2,183537","3,648318","8,791209","0,52008","0,384017"
15/01/2010 5.00,"2,508629","5,218745",,"0,537721","0,438814"
15/01/2010 6.00,"1,907208","4,556829","9,27961","0,53167","0,451358"
15/01/2010 7.00,"2,322604","3,845596",,"0,527428","1,341309"
15/01/2010 8.00,"2,391234","9,891084","16,60561","0,527074","0,431992"
15/01/2010 9.00,"2,096845","11,249953",,"0,513361","0,432212"
15/01/2010 10.00,"2,488762","26,390915","16,11721","0,525226","0,410205"
15/01/2010 11.00,"2,412908","18,28961",,"0,50236","0,429571"
15/01/2010 12.00,"2,468895","7,012403","9,76801","0,496859","0,420549"
15/01/2010 13.00,"2,109488","6,593192",,"0,504678","0,430232"
15/01/2010 14.00,"2,663951","5,822254","8,302809","0,507468","0,423189"
15/01/2010 15.00,"2,430968","4,848849",,"0,530531","0,419228"
15/01/2010 16.00,"2,353307","5,001998","9,27961","0,549705","0,417027"
15/01/2010 17.00,"2,633248","8,534806",,"0,605456","1,657106"
15/01/2010 18.00,"2,635054","10,515353","21,97802","0,608717","0,729303"
15/01/2010 19.00,"2,59532","9,210999",,"0,595045","0,661081"
15/01/2010 20.00,"2,564617","8,267446","19,53602","0,585143","0,437714"
15/01/2010 21.00,"2,584484","6,874829",,"0,599093","0,685949"
15/01/2010 22.00,"2,409295","5,993573","19,53602","0,582748","0,503733"
15/01/2010 23.00,"2,344276","3,387446",,"0,529902","0,418127"
16/01/2010 0.00,"2,060724","2,203786","13,18681","0,504717","0,415927"
16/01/2010 1.00,,"6,758019",,"0,573907","0,431771"
16/01/2010 2.00,"2,015572",,"17,094","0,575792","0,415927"
16/01/2010 3.00,"2,600738","18,006669",,,"0,423189"
16/01/2010 4.00,"1,918045","8,56336","23,93162","0,563102","0,437054"
16/01/2010 5.00,"2,042664","6,209021",,"0,564792","0,725781"
16/01/2010 6.00,"1,719377","4,913744","17,094","0,565931","0,411526"
16/01/2010 7.00,"1,737438","5,846913",,"0,574378","0,408885"
16/01/2010 8.00,"1,80968","6,42836","25,88522","0,568642","0,52574"
16/01/2010 9.00,"2,172701","6,473785",,"0,592491","0,78652"
16/01/2010 10.00,"1,768141","8,586721","27,35042","0,579525","0,527061"
16/01/2010 11.00,"2,338859","10,981294",,"0,597285","0,62323"
16/01/2010 12.00,"2,542944","8,385552","16,60561","0,581019","0,419448"
16/01/2010 13.00,"2,429161","7,586063",,"0,566874","0,764293"
16/01/2010 14.00,"2,627829","5,987084","18,07081","0,550844","0,729523"
16/01/2010 15.00,"3,335809","3,02534",,"0,548879","0,420328"
16/01/2010 16.00,"4,197302","3,639234","17,094","0,549312","0,423189"
16/01/2010 17.00,"4,401389","3,482192",,"0,574968","0,437493"
16/01/2010 18.00,"3,048644","3,649616","26,37361","0,578072","0,573495"
16/01/2010 19.00,"3,294268","4,144107",,"0,577601","0,428251"
16/01/2010 20.00,"3,650064","4,502318","18,55921","0,578033","0,431992"
16/01/2010 21.00,"3,843313","7,055234",,"0,602509","0,444315"
16/01/2010 22.00,"3,877629","6,639913","16,60561","0,598581","0,441015"
16/01/2010 23.00,"3,628391","9,588679",,"0,621723","0,445856"
17/01/2010 0.00,"2,987237","7,861213","27,83882","0,600702","0,423629"
17/01/2010 1.00,"3,010715","4,600956",,"0,58593","0,856722"
17/01/2010 2.00,"3,724112","4,035085","31,746031","0,579683","0,859142"
