,Provincia di TARANTO,,,
05/01/2006 22.00,"2,101562","81,031056","18,655182","52,598849"
05/01/2006 23.00,"2,120479","69,838171","13,244038","49,565731"
06/01/2006 0.00,"2,010414","46,019238","6,478646","41,037407"
06/01/2006 1.00,,"60,393616","9,435021","45,958933"
06/01/2006 2.00,"0,637196",,,
06/01/2006 3.00,"0,687508","55,891813","8,272772","43,238598"
06/01/2006 4.00,"0,773566","19,66861","0,110811","30,53114"
06/01/2006 5.00,"0,716082","2,180215",0,"16,332414"
06/01/2006 6.00,"0,826932","30,469822",0,"40,693476"
06/01/2006 7.00,"1,177438","47,812963","3,276965","43,908295"
06/01/2006 8.00,"1,076757","38,980554","1,875331","37,511088"
06/01/2006 9.00,"1,192649","53,950251","11,401702","36,510422"
06/01/2006 10.00,"0,964534","37,006568","4,360546","31,487655"
06/01/2006 11.00,"0,735299","15,362664","0,134495","21,47717"
06/01/2006 12.00,"1,21775","26,130138","1,213002","26,08073"
06/01/2006 13.00,"3,064126","20,593349","1,384716","22,518064"
06/01/2006 14.00,"1,902541","35,793881","4,278496","29,50061"
06/01/2006 15.00,"0,620136","22,675","2,210301","20,071583"
06/01/2006 16.00,"0,115136","29,672174","3,842018","23,962597"
06/01/2006 17.00,"0,051797","54,116252","12,039504","36,208021"
06/01/2006 18.00,"0,082136","44,011504","5,276643","37,616209"
06/01/2006 19.00,"0,161638","48,9037","5,559168","41,914766"
06/01/2006 20.00,"0,25792","45,73001","3,036733","43,286609"
06/01/2006 21.00,"0,436759","60,95909","6,995483","52,197808"
06/01/2006 22.00,"0,802083","70,024956","8,851359","56,793569"
06/01/2006 23.00,"0,593663","33,461932","0,048215","42,086084"
07/01/2006 0.00,"0,524806","42,032337","1,97007","45,487797"
07/01/2006 1.00,"0,66098","32,773246","0,076976","41,538389"
07/01/2006 2.00,"1,027957","51,325172","3,798878","50,720827"
07/01/2006 3.00,"1,036418","50,269423","0,375574","52,805213"
07/01/2006 4.00,"1,267361","28,144333",0,"40,99068"
07/01/2006 5.00,"1,326666","24,414251",0,"39,553926"
07/01/2006 6.00,"1,202342","16,545505",0,"32,749195"
07/01/2006 7.00,"1,226013","24,166513","0,120961","36,069153"
07/01/2006 8.00,"1,364148","48,246125","1,339038","50,800003"
07/01/2006 9.00,"1,347396","62,161376","6,991254","51,522911"
07/01/2006 10.00,"1,504552","66,48808","11,223219","49,313937"
07/01/2006 11.00,"2,668378","50,086559","6,240953","41,164594"
07/01/2006 12.00,"4,881089","27,827878","1,684161","30,868569"
07/01/2006 13.00,"5,676115","29,73703","1,654554","31,473374"
07/01/2006 14.00,"4,94328","35,190798","1,958228","35,390354"
07/01/2006 15.00,"2,205145","31,573523","0,918632","31,856271"
07/01/2006 16.00,"0,878393","42,942791","2,645933","39,787551"
07/01/2006 17.00,"0,402806","45,077636","1,280673","44,140621"
07/01/2006 18.00,"0,23649","61,685404","4,517881","55,560595"
07/01/2006 19.00,"0,251505","77,177764","11,815338","59,102482"
07/01/2006 20.00,"0,535703","90,670192","17,963247","63,172611"
07/01/2006 21.00,"1,044177","108,603433","28,003068","65,712548"
07/01/2006 22.00,"0,905145","72,164942","11,039663","57,280267"
07/01/2006 23.00,"0,868307","62,438923","8,086678","54,008338"
08/01/2006 0.00,"1,448525","103,715158","27,059063","62,434124"
08/01/2006 1.00,,"105,485537","33,052171","56,558661"
08/01/2006 2.00,"1,448608",,,
08/01/2006 3.00,"1,474512","142,72298","55,237237","58,069387"
08/01/2006 4.00,"1,279011","94,216112","25,514479","55,133589"
08/01/2006 5.00,"1,536436","142,263812","58,436389","52,701391"
08/01/2006 6.00,"1,895642","130,090435","53,432963","48,19647"
08/01/2006 7.00,"1,735439","87,128137","28,957222","42,758381"
08/01/2006 8.00,"2,007818","114,456679","50,242277","37,447494"
08/01/2006 9.00,"2,263743","157,511075","79,089565","36,270313"
08/01/2006 10.00,"2,545682","121,909098","49,454758","46,125066"
08/01/2006 11.00,"1,575347","114,90026","35,243012","60,905229"
08/01/2006 12.00,"0,665215","52,103355","6,788241","42,506588"
08/01/2006 13.00,"1,181622","34,550108","0,888182","35,825142"
08/01/2006 14.00,"2,900164","47,111276","5,261416","39,557825"
08/01/2006 15.00,"2,65569","29,622883","1,080198","30,7245"
08/01/2006 16.00,"0,434637","20,305421","0,49146","21,099493"
08/01/2006 17.00,"0,009673","26,576302","0,225852","27,944471"
08/01/2006 18.00,"0,001612","52,971021","1,821194","51,018049"
08/01/2006 19.00,"0,038689","55,020226","2,349028","51,981065"
08/01/2006 20.00,"0,045136","54,427526","1,981066","52,84414"
08/01/2006 21.00,"0,137245","76,500726","11,693534","58,868872"
08/01/2006 22.00,"0,226296","94,210912","20,872249","62,251125"
08/01/2006 23.00,"0,279938","65,748805","5,488113","57,461986"
09/01/2006 0.00,"0,360706","74,644764","10,618416","58,404237"
09/01/2006 1.00,"0,200448","27,194949","0,284217","38,802471"
09/01/2006 2.00,"0,067706","4,84031","0,096431","19,238352"
09/01/2006 3.00,"0,092053",0,0,"11,8885"
09/01/2006 4.00,"0,150197","1,265847","0,005921","14,458293"
09/01/2006 5.00,"0,185884",0,0,"11,80025"
09/01/2006 6.00,"0,210064","2,224312",0,"17,898948"
09/01/2006 7.00,"0,250588","29,500974",0,"41,137349"
09/01/2006 8.00,"0,318294","64,079627","10,919547","49,925226"
09/01/2006 9.00,"0,623857","152,057283","64,488704","53,424299"
09/01/2006 10.00,"0,445311","112,052107","40,029896","50,710444"
09/01/2006 11.00,"0,138801","45,436901","8,47071","33,456538"
09/01/2006 12.00,"0,025792","48,964675","8,994314","36,309261"
09/01/2006 13.00,"0,020956","43,034892","6,110687","35,17233"
09/01/2006 14.00,"0,004836","59,925404","13,321863","39,783671"
09/01/2006 15.00,"0,001612","41,435734","6,090384","32,698584"
09/01/2006 16.00,0,"51,624764","9,308983","37,530551"
09/01/2006 17.00,0,"68,960141","11,118336","52,036877"
09/01/2006 18.00,"0,001612","122,473288","30,830864","75,253204"
09/01/2006 19.00,"0,02746","103,244365","23,686502","66,97279"
09/01/2006 20.00,"0,069318","98,39886","21,090485","66,342016"
09/01/2006 21.00,"0,082436","84,18402","11,469379","66,74306"
09/01/2006 22.00,"0,304175","100,916295","19,804742","71,286912"
09/01/2006 23.00,"0,296114","44,534207","0,714774","53,524241"
10/01/2006 0.00,"0,325075","27,523087","0,145492","40,302818"
10/01/2006 1.00,,"14,938553",0,"29,512313"
10/01/2006 2.00,"0,597367",,,
10/01/2006 3.00,"0,755674","0,168606",0,"12,99429"
10/01/2006 4.00,"0,899086",0,0,"10,011786"
10/01/2006 5.00,"1,039741",0,0,"8,27134"
10/01/2006 6.00,"0,975205","0,012969",0,"10,686676"
10/01/2006 7.00,"0,899637","8,080152","0,060058","22,533627"
10/01/2006 8.00,"0,987891","54,256324","8,104441","47,579984"
10/01/2006 9.00,"1,548856","128,506842","39,340491","68,234308"
10/01/2006 10.00,"1,020987","92,588406","22,440513","58,498975"
10/01/2006 11.00,"0,443475","50,074878","9,790293","37,666838"
10/01/2006 12.00,"0,341431","47,421269","4,915447","44,358666"
10/01/2006 13.00,"0,132932","54,698571","7,83122","43,73698"
10/01/2006 14.00,"0,09763","58,646563","9,093282","45,50078"
10/01/2006 15.00,"0,082186","41,469464","5,004267","36,226186"
10/01/2006 16.00,"0,040266","47,346053","3,731206","44,008233"
10/01/2006 17.00,"0,03861","81,169847","12,241667","62,462686"
10/01/2006 18.00,"0,134587","72,900315","10,412014","57,115433"
10/01/2006 19.00,"0,187539","60,209432","4,53226","53,804578"
10/01/2006 20.00,"0,411483","90,696121","18,925856","61,938342"
10/01/2006 21.00,"0,520697","54,852945","4,085633","49,896679"
10/01/2006 22.00,"0,690586","39,796347","0,489768","47,15948"
10/01/2006 23.00,"0,585785","18,20693",0,"33,26056"
11/01/2006 0.00,"0,57034","10,514574",0,"26,193635"
11/01/2006 1.00,"0,618328","1,91174",0,"16,872334"
11/01/2006 2.00,"0,409276",0,0,"9,42385"
11/01/2006 3.00,"0,429133",0,0,"7,648361"
11/01/2006 4.00,"0,363495",0,0,"7,931297"
11/01/2006 5.00,"0,462229",0,0,"8,181787"
11/01/2006 6.00,"0,385007","0,009078",0,"12,120825"
11/01/2006 7.00,"0,402106","3,374728",0,"18,88403"
11/01/2006 8.00,"0,401554","31,883517","2,111333","35,730404"
11/01/2006 9.00,"0,532832","67,897894","13,23981","48,162725"
11/01/2006 10.00,"0,444026","64,014771","10,684394","47,847338"
11/01/2006 11.00,"0,469399","74,027418","15,079609","51,23349"
11/01/2006 12.00,"0,247662","45,532883","4,453594","42,156176"
11/01/2006 13.00,"0,233872","44,277407","4,714972","40,978995"
11/01/2006 14.00,"0,284618","72,595562","11,893166","54,754612"
11/01/2006 15.00,"0,137896","37,594087","1,802585","39,986133"
11/01/2006 16.00,"0,197468","38,752301","1,972608","41,800565"
11/01/2006 17.00,"0,123554","86,868737","16,623358","62,292655"
11/01/2006 18.00,"0,246007","77,629113","12,841393","58,039541"
11/01/2006 19.00,"0,212912","59,489602","5,937279","51,830512"
11/01/2006 20.00,"0,269725","87,209856","12,392234","68,931272"
11/01/2006 21.00,"0,364046","85,955697","10,915319","70,047435"
11/01/2006 22.00,"0,321574","45,73261","0,560822","52,06154"
11/01/2006 23.00,"0,370665","16,127879",0,"30,070386"
12/01/2006 0.00,"0,400451","14,993026","2,032666","25,731599"
12/01/2006 1.00,,"2,805357",0,"19,065742"
12/01/2006 2.00,"0,533305",,,
12/01/2006 3.00,"0,41787",0,0,"9,059148"
12/01/2006 4.00,"0,429129",0,0,"6,944913"
12/01/2006 5.00,"0,382086",0,0,"8,634743"
12/01/2006 6.00,"0,530908","0,050582",0,"11,958584"
12/01/2006 7.00,"0,401121","13,916537",0,"28,12877"
12/01/2006 8.00,"0,565827","53,165548","5,384068","49,731845"
12/01/2006 9.00,"0,886379","84,094519","16,240167","59,275094"
12/01/2006 10.00,"0,839391","59,938369","8,567142","48,113394"
12/01/2006 11.00,"0,725044","43,041395","5,532945","37,447494"
12/01/2006 12.00,"0,836075","41,361816","5,068553","36,149628"
12/01/2006 13.00,"0,850344","38,645937","5,239423","32,037968"
12/01/2006 14.00,,,,
12/01/2006 15.00,,,,
12/01/2006 16.00,,,,
12/01/2006 17.00,,,,
12/01/2006 18.00,,,,
12/01/2006 19.00,"0,671825","96,49489","19,319198","66,919575"
12/01/2006 20.00,"0,256178","78,954604","13,960514","57,58917"
12/01/2006 21.00,"0,313107","66,536087","9,007848","52,761083"
12/01/2006 22.00,"0,1727","50,225333","3,227058","45,320385"
12/01/2006 23.00,"0,133181","21,686706","0,196245","21,982053"
13/01/2006 0.00,"0,036994","22,431163","0,426327","22,080693"
13/01/2006 1.00,"0,062151","18,300311","0,48723","17,987211"
13/01/2006 2.00,"0,044394","18,130408","1,853338","16,068953"
13/01/2006 3.00,"0,017758","12,978825","0,380649","13,413504"
13/01/2006 4.00,"0,037256","6,539346","0,002538","7,59385"
13/01/2006 5.00,"0,025418","6,423914",0,"7,565296"
13/01/2006 6.00,"0,019238","13,351056","0,027914","14,251927"
13/01/2006 7.00,"0,059453","44,069898","2,398935","40,549407"
13/01/2006 8.00,"0,124825","107,10802","23,761797","70,723634"
13/01/2006 9.00,"0,378914","180,825463","67,29873","77,756796"
13/01/2006 10.00,,,,
13/01/2006 11.00,"0,633579","63,583866","15,582724","39,647136"
13/01/2006 12.00,"0,307337","73,516399","18,450474","45,258089"
13/01/2006 13.00,"0,185462","70,089789","18,345577","41,990044"
13/01/2006 14.00,"0,137861","85,745587","24,743022","47,840858"
13/01/2006 15.00,"0,077936","61,191248","16,557379","35,829044"
13/01/2006 16.00,"0,026881","61,747655","17,828745","34,485749"
13/01/2006 17.00,"0,020719","81,053119","20,033129","50,371695"
13/01/2006 18.00,"0,057097","109,372554","26,181027","69,277818"
13/01/2006 19.00,"0,171709","147,501025","43,87698","80,281168"
13/01/2006 20.00,"0,311595","111,192223","30,225222","64,905266"
13/01/2006 21.00,"0,65546","116,225774","33,190039","65,381581"
13/01/2006 22.00,"0,789034","111,653951","30,81564","64,449716"
13/01/2006 23.00,"0,523701","49,860867","4,563559","42,893347"
14/01/2006 0.00,"0,494497","59,581703","9,461243","45,106238"
14/01/2006 1.00,,"41,817045","3,221982","36,902381"
14/01/2006 2.00,"0,52478",,,
14/01/2006 3.00,"0,395089","23,468748","1,046363","21,908079"
14/01/2006 4.00,"0,305149","9,22149","0,055828","9,249934"
14/01/2006 5.00,"0,352902","8,495184","0,023686","9,005935"
14/01/2006 6.00,"0,366172","10,990563","0,025376","11,484862"
14/01/2006 7.00,"0,378991","34,975488","1,905784","32,153471"
14/01/2006 8.00,"0,646256","96,414492","22,172369","62,473065"
14/01/2006 9.00,"2,121507","269,68894","112,686463","96,976982"
14/01/2006 10.00,"1,309903","87,548357","17,56059","60,665139"
14/01/2006 11.00,"1,060182","77,517563","15,604073","53,629361"
14/01/2006 12.00,"0,852075","76,127216","16,70879","50,54301"
14/01/2006 13.00,"1,045858","103,156147","31,698751","54,59108"
14/01/2006 14.00,"1,158488","91,53656","23,354078","55,766959"
14/01/2006 15.00,"0,674662","67,431002","9,07552","53,552785"
14/01/2006 16.00,"0,504589","65,565959","7,947107","53,4178"
14/01/2006 17.00,"0,362411","57,676454","9,058602","43,817455"
14/01/2006 18.00,"0,449915","80,485027","12,447218","61,44256"
14/01/2006 19.00,"0,506395","87,556139","14,922276","64,720969"
14/01/2006 20.00,"0,69097","108,270133","26,700415","67,377714"
14/01/2006 21.00,"0,768814","119,900085","31,417914","71,777508"
14/01/2006 22.00,"1,036982","121,980453","31,184451","74,217506"
14/01/2006 23.00,"0,988085","93,710294","14,910442","70,897552"
15/01/2006 0.00,"1,290495","146,576286","45,660115","76,619862"
15/01/2006 1.00,"2,55436","271,053153","127,710134","75,290847"
15/01/2006 2.00,"2,196403","156,468309","53,556467","74,403109"
15/01/2006 3.00,"1,764362","126,047756","38,159634","67,60484"
15/01/2006 4.00,"2,303645","147,463418","48,883784","72,561413"
15/01/2006 5.00,"2,103302","66,910917","8,974858","53,367189"
15/01/2006 6.00,"1,844945","44,986855","0,705469","44,654568"
15/01/2006 7.00,"2,032408","51,166935","5,92882","42,240535"
15/01/2006 8.00,"2,529957","102,680153","25,548311","63,551592"
15/01/2006 9.00,"2,316824","53,17853","7,79823","41,250251"
15/01/2006 10.00,"1,968828","73,063752","17,755995","45,874575"
15/01/2006 11.00,"1,580448","45,618464","5,074474","37,8641"
15/01/2006 12.00,"1,663829","39,30741","4,831705","31,979556"
15/01/2006 13.00,"3,133213","38,586282","5,841694","29,649881"
15/01/2006 14.00,"2,842689","46,078911","9,812286","31,055466"
15/01/2006 15.00,"1,025848","34,854879","9,89772","19,692606"
15/01/2006 16.00,"0,23937","38,983154","12,33218","20,088446"
15/01/2006 17.00,"0,0198","45,811728","11,409314","28,337731"
15/01/2006 18.00,"0,029699","64,990085","14,565309","42,687005"
15/01/2006 19.00,"0,112509","80,067426","17,238315","53,673492"
15/01/2006 20.00,"0,343003","103,738484","21,980358","70,085085"
15/01/2006 21.00,"0,64773","147,32723","47,242768","74,943018"
15/01/2006 22.00,"1,313545","226,773328","92,345461","85,241622"
15/01/2006 23.00,"1,276232","139,156258","38,499678","80,18123"
16/01/2006 0.00,"0,966389","89,130689","16,413575","64,008462"
16/01/2006 1.00,,"58,169311","4,674371","51,037512"
16/01/2006 2.00,"0,224693",,,
16/01/2006 3.00,"0,208518","16,471578","1,334809","14,434928"
16/01/2006 4.00,"0,166376","14,763462","1,293361","12,789227"
16/01/2006 5.00,"0,164796","20,616694","1,22569","18,750353"
16/01/2006 6.00,"0,121012","22,864365","1,360186","20,793191"
16/01/2006 7.00,"0,176714","44,880509","3,031658","40,259989"
16/01/2006 8.00,"0,214294","95,293888","21,476207","62,408158"
16/01/2006 9.00,"0,479001","165,956947","58,526048","76,273331"
16/01/2006 10.00,"0,574412","157,000049","53,129295","75,590648"
16/01/2006 11.00,"0,676877","105,315637","30,669302","58,331563"
16/01/2006 12.00,"0,988771","61,055071","13,373464","40,577973"
16/01/2006 13.00,"0,656687","57,737407","14,68204","35,250205"
16/01/2006 14.00,"0,275166","69,621599","20,301272","38,520832"
16/01/2006 15.00,"0,114323","60,07064","19,631321","29,99121"
16/01/2006 16.00,"0,040074","60,314498","19,473987","30,488292"
16/01/2006 17.00,"0,020433","117,928714","35,051848","64,229089"
16/01/2006 18.00,"0,056371","183,078341","55,510455","98,03346"
16/01/2006 19.00,"0,155977","200,709332","62,200584","105,41179"
16/01/2006 20.00,"0,172214","156,22575","42,334927","91,377973"
16/01/2006 21.00,"0,214416","117,60836","28,094423","74,583504"
16/01/2006 22.00,"0,231018","93,986557","16,164038","69,250554"
16/01/2006 23.00,"0,23199","67,445247","8,151811","54,984338"
17/01/2006 0.00,"0,431447","92,782936","16,427118","67,642505"
17/01/2006 1.00,"0,515426","66,469933","8,12728","54,045967"
17/01/2006 2.00,"0,484169","29,730547","1,786513","27,010001"
17/01/2006 3.00,"0,525216","15,642811","0,600579","14,732139"
17/01/2006 4.00,"0,392164","13,08777","0,692782","12,033865"
17/01/2006 5.00,"0,369846","14,090333","0,685168","13,048801"
17/01/2006 6.00,"0,3783","18,777598","0,828123","17,519966"
17/01/2006 7.00,"0,555318","49,305776","3,959595","43,264542"
17/01/2006 8.00,"0,694754","117,418994","28,162097","74,290181"
17/01/2006 9.00,"0,826104","116,313976","27,458317","74,264222"
17/01/2006 10.00,"0,670978","118,373543","31,729191","69,772302"
17/01/2006 11.00,"0,622756","81,907824","19,684618","51,761718"
17/01/2006 12.00,"0,391373","45,283865","9,401185","30,890636"
17/01/2006 13.00,"0,300523","54,964473","13,053708","34,973748"
17/01/2006 14.00,"0,227187","71,031392","19,377569","41,348891"
17/01/2006 15.00,"0,049621","54,768645","15,570229","30,916598"
17/01/2006 16.00,"0,035149","60,300235","18,052906","32,642773"
17/01/2006 17.00,"0,026878","102,472662","26,52869","61,839702"
17/01/2006 18.00,"0,149167","184,060146","58,986219","93,682986"
17/01/2006 19.00,"0,42415","183,94212","55,459713","98,975711"
17/01/2006 20.00,"1,074209","253,523356","104,044829","94,059363"
17/01/2006 21.00,"1,459137","235,791275","92,176257","94,525299"
17/01/2006 22.00,"1,712167","222,833081","83,642111","94,652509"
17/01/2006 23.00,"1,414624","152,905526","44,318542","85,011914"
18/01/2006 0.00,"0,761828","39,760039","3,259202","34,786851"
18/01/2006 1.00,,"28,21827","1,272213","26,285793"
18/01/2006 2.00,"0,898313",,,
18/01/2006 3.00,"0,560347","25,224844","1,724763","22,595938"
18/01/2006 4.00,"0,946594","52,812784","4,198136","46,408007"
18/01/2006 5.00,"0,967423","37,730279","1,961611","34,746622"
18/01/2006 6.00,"1,015463","56,970887","4,20744","50,555993"
18/01/2006 7.00,"1,190528","95,291306","21,265589","62,728738"
18/01/2006 8.00,"1,480453","64,641183","8,28377","51,975883"
18/01/2006 9.00,"1,170661","96,692039","18,584129","68,244687"
18/01/2006 10.00,"0,855331","83,224235","17,064907","57,19201"
18/01/2006 11.00,"0,721324","92,553396","18,710162","63,9098"
18/01/2006 12.00,"0,212748","78,887167","16,599664","53,47231"
18/01/2006 13.00,"0,138823","60,064178","12,152853","41,459212"
18/01/2006 14.00,"0,058515","64,00049","14,726882","41,448833"
18/01/2006 15.00,"0,027813","59,174467","13,760881","38,101608"
18/01/2006 16.00,"0,011919","64,43499","15,498326","40,69996"
18/01/2006 17.00,"0,021431","55,249821","13,422521","34,693411"
18/01/2006 18.00,"0,028294","55,868466","11,718068","37,927712"
18/01/2006 19.00,"0,037565","66,705972","12,23067","47,986207"
18/01/2006 20.00,"0,048521","63,030362","10,568505","46,858356"
18/01/2006 21.00,"0,073686","78,105085","13,70251","57,134918"
18/01/2006 22.00,"0,08717","64,508912","9,215091","50,414524"
18/01/2006 23.00,"0,079464","38,108989","6,941347","27,485017"
19/01/2006 0.00,"0,064174","39,438401","7,710257","27,635568"
