,Regione Puglia,,,
,Scuola Elementare G.Ungaretti Via Ca del Fico,,,
Parm,SO2,NOX,NO,NO2



26/06/2006 19.00,1,"14,30822447","6,72161806","3,99225409"
26/06/2006 20.00,1,"15,99688566","6,25526126","6,39850991"
26/06/2006 21.00,1,"25,26895376","6,33552192","15,55369936"
26/06/2006 22.00,1,"58,93971352","8,35217531","46,14971456"
26/06/2006 23.00,1,"71,10271032","8,990037","57,34128152"
27/06/2006 0.00,"1,55863691","98,98380024","11,70199515","81,07547288"
27/06/2006 1.00,,"44,26830656","8,19080976","31,71608392"
27/06/2006 2.00,"1,28050267",,,
27/06/2006 3.00,"1,33287817","22,86306504","7,01055669","12,10913767"
27/06/2006 4.00,1,"22,30665392","7,23697572","11,20452458"
27/06/2006 5.00,"1,15949594","27,41414128","7,50563689","15,90282674"
27/06/2006 6.00,"1,06738625","24,84353376","7,3299084","13,60040207"
27/06/2006 7.00,"1,04210159","24,04200424","7,40510125","12,68280077"
27/06/2006 8.00,1,"22,44024536","7,27837363","11,27460894"
27/06/2006 9.00,1,"21,52588872","7,1896633","10,49588576"
27/06/2006 10.00,2,"19,31324584","7,1077142","8,40761657"
27/06/2006 11.00,2,"20,23280312","7,43213496","8,8294248"
27/06/2006 12.00,2,"19,03699434","7,76669634","7,11882914"
27/06/2006 13.00,2,"19,2873","8,44595345","6,32582906"
27/06/2006 14.00,2,"21,44547","10,26828558","5,68597826"
27/06/2006 15.00,2,"18,69588972","8,9680711","4,93191414"
27/06/2006 16.00,2,"19,47796464","9,12859367","5,46793569"
27/06/2006 17.00,2,"18,38591246","9,02383195","4,53606322"
27/06/2006 18.00,2,"18,67643512","8,78389419","5,195382"
27/06/2006 19.00,2,"17,78930345","8,00494317","5,50427516"
27/06/2006 20.00,2,"28,93808176","7,65010682","17,20589298"
27/06/2006 21.00,2,"40,01295936","7,48367098","28,54409504"
27/06/2006 22.00,"1,6706137","65,1807492","7,87314649","53,13098104"
27/06/2006 23.00,"1,32746061","34,05465112","7,88835366","21,9599892"
28/06/2006 0.00,"1,58211639","31,8731356","7,84019701","19,85093848"
28/06/2006 1.00,1,"30,23376768","8,38681572","17,37071502"
28/06/2006 2.00,2,"24,91877096","8,45524734","11,9469083"
28/06/2006 3.00,1,"19,80480192","8,41131553","6,89689374"
28/06/2006 4.00,2,"19,19651824","8,32598581","6,41927614"
28/06/2006 5.00,2,"32,24278256","8,94525973","18,52322656"
28/06/2006 6.00,2,"44,76504416","10,10185722","29,27738528"
28/06/2006 7.00,1,"53,00215048","12,5662684","33,7342764"
28/06/2006 8.00,1,"44,73265488","12,28325676","25,8938336"
28/06/2006 9.00,2,"81,54597784","17,54413029","54,6507916"
28/06/2006 10.00,2,"44,7196724","12,85859014","24,99701"
28/06/2006 11.00,2,"32,89257576","11,83210463","14,73862906"
28/06/2006 12.00,2,"25,9407732","11,83548525","7,77684968"
28/06/2006 13.00,2,"23,99921368","11,64877568","6,12076514"
28/06/2006 14.00,2,"23,39353032","11,55753269","5,65482795"
28/06/2006 15.00,2,"22,42468168","11,55415083","4,69051075"
28/06/2006 16.00,2,"20,62317616","11,45107381","3,04610662"
28/06/2006 17.00,2,"21,83196168","11,10046105","4,79434"
28/06/2006 18.00,2,"19,90724688","11,63271681","2,05063721"
28/06/2006 19.00,2,"21,82548","11,9461565","3,48868109"
28/06/2006 20.00,2,"23,7411128","11,66144395","5,84302038"
28/06/2006 21.00,2,"31,05474224","11,09370106","14,03388498"
28/06/2006 22.00,1,"42,84422984","10,67550714","26,47399176"
28/06/2006 23.00,1,"43,07122248","10,33503624","27,22416496"
29/06/2006 0.00,1,"47,53541744","10,42374283","31,55515088"
29/06/2006 1.00,,"46,8895056","10,6087677","30,62458048"
29/06/2006 2.00,1,,,
29/06/2006 3.00,2,"30,39848648","11,17143406","13,25776211"
29/06/2006 4.00,2,"32,06898176","11,13764285","14,98133069"
29/06/2006 5.00,1,"44,587362","11,24409051","27,3448504"
29/06/2006 6.00,2,"126,84540688","28,3556577","83,37270264"
29/06/2006 7.00,2,"191,830004","63,63485892","94,20603728"
29/06/2006 8.00,2,"130,37836224","28,3556577","86,90810536"
29/06/2006 9.00,2,"96,0902368","20,02966316","65,38678632"
29/06/2006 10.00,2,"41,16467168","13,02164786","21,18905168"
29/06/2006 11.00,2,"35,03256264","12,4370181","15,95083897"
29/06/2006 12.00,2,"29,05610952","13,15006392","8,8748501"
29/06/2006 13.00,2,"28,31295336","12,68539431","8,84499804"
29/06/2006 14.00,2,"30,75905144","13,64092053","9,8248923"
29/06/2006 15.00,2,"27,25332296","13,44491707","6,61785073"
29/06/2006 16.00,2,"24,07961328","12,4877074","4,91244615"
29/06/2006 17.00,2,"24,6865968","12,53839795","5,44197838"
29/06/2006 18.00,2,"24,45834224","12,56543291","5,17202118"
29/06/2006 19.00,2,"25,84090944","12,62626157","6,46210686"
29/06/2006 20.00,2,"29,32069208","12,27902444","10,47771794"
29/06/2006 21.00,2,"91,83485136","15,80542572","67,61782264"
29/06/2006 22.00,2,"170,15266576","36,40621488","114,34245648"
29/06/2006 23.00,2,"103,0589032","19,72721578","72,82488696"
30/06/2006 0.00,"1,62546195","46,64308704","16,34021414","21,57321072"
30/06/2006 1.00,"1,47375199","47,44591672","19,24986418","17,90674231"
30/06/2006 2.00,"1,59114633","56,29646912","21,97788867","22,57257488"
30/06/2006 3.00,"1,72479539","48,01917256","24,01650921","11,15780678"
30/06/2006 4.00,"1,27147272","46,29806664","25,80420841","6,68923334"
30/06/2006 5.00,"1,43582399","49,00358488","27,32916471","7,05393586"
30/06/2006 6.00,"1,57127924","53,03847848","29,11518046","8,34791437"
30/06/2006 7.00,2,"58,31844736","29,8163935","12,55430863"
30/06/2006 8.00,1,"55,65575792","31,26953507","7,65744528"
30/06/2006 9.00,2,"61,81379368","32,92712229","11,27331834"
30/06/2006 10.00,2,"59,72567936","34,67597744","6,49714808"
30/06/2006 11.00,"1,97042021","61,45194768","35,78779017","6,51661798"
30/06/2006 12.00,2,"62,80988832","36,84806439","6,24665887"
30/06/2006 13.00,"2,1528334","66,4829168","39,01680938","6,59059517"
30/06/2006 14.00,"2,05891853","89,14495416","42,22807131","24,33509472"
30/06/2006 15.00,2,"103,4440756","43,56799775","36,58571848"
30/06/2006 16.00,"2,08600938","72,51772416","40,2874525","10,67759459"
30/06/2006 17.00,"1,97945117","71,10271032","40,4150206","9,0656371"
30/06/2006 18.00,"1,82412883","73,04430808","42,20356776","8,26095661"
30/06/2006 19.00,"1,8313536","72,54495104","42,81101887","6,82810572"
30/06/2006 20.00,"1,97764498","74,36203936","43,71839842","7,25251045"
30/06/2006 21.00,"1,42860024","79,35017968","47,34024757","6,68014942"
30/06/2006 22.00,"1,45930347","83,0789812","49,62219522","6,90597766"
30/06/2006 23.00,"1,56586168","88,76234384","51,43439797","9,80931715"
01/07/2006 0.00,"1,59656491","87,29935792","51,95059362","7,55231778"
01/07/2006 1.00,,"90,16307504","55,37138896","5,16293536"
01/07/2006 2.00,"1,7031221",,,
01/07/2006 3.00,"1,66519512",,,
01/07/2006 4.00,"1,38525468",,,
01/07/2006 5.00,"1,47917057",,,
01/07/2006 6.00,"1,36719378",,,
01/07/2006 7.00,"1,58392157",,,
01/07/2006 8.00,2,,,
01/07/2006 9.00,"1,81509889",,,
01/07/2006 10.00,"1,63991047",,,
01/07/2006 11.00,2,,,
01/07/2006 12.00,"1,74285629",,,
01/07/2006 13.00,"1,95777788",,,
01/07/2006 14.00,"2,09323313",,,
01/07/2006 15.00,"1,93610561",,,
01/07/2006 16.00,"1,86566819",,,
01/07/2006 17.00,"1,87289296",,,
01/07/2006 18.00,"1,89095387",,,
01/07/2006 19.00,"1,68867358",,,
01/07/2006 20.00,"1,60378866",,,
01/07/2006 21.00,"1,69589835",,,
01/07/2006 22.00,2,,,
01/07/2006 23.00,"1,60559485",,,
02/07/2006 0.00,"1,41234553",,,
02/07/2006 1.00,1,,,
02/07/2006 2.00,2,,,
02/07/2006 3.00,1,,,
02/07/2006 4.00,1,,,
02/07/2006 5.00,2,,,
02/07/2006 6.00,2,,,
02/07/2006 7.00,2,,,
02/07/2006 8.00,2,,,
02/07/2006 9.00,2,,,
02/07/2006 10.00,2,,,
02/07/2006 11.00,2,,,
02/07/2006 12.00,2,,,
02/07/2006 13.00,2,,,
02/07/2006 14.00,2,,,
02/07/2006 15.00,2,,,
02/07/2006 16.00,2,,,
02/07/2006 17.00,2,,,
02/07/2006 18.00,2,,,
02/07/2006 19.00,2,,,
02/07/2006 20.00,2,,,
02/07/2006 21.00,2,,,
02/07/2006 22.00,2,,,
02/07/2006 23.00,2,,,
03/07/2006 0.00,1,,,
03/07/2006 2.00,1,,,
03/07/2006 3.00,1,,,
03/07/2006 4.00,1,,,
03/07/2006 5.00,2,,,
03/07/2006 6.00,2,,,
03/07/2006 7.00,2,,,
03/07/2006 8.00,2,,,
03/07/2006 9.00,2,,,
03/07/2006 10.00,2,,,
03/07/2006 11.00,2,,,
03/07/2006 12.00,2,,,
03/07/2006 13.00,2,,,
03/07/2006 14.00,2,,,
03/07/2006 15.00,2,,,
03/07/2006 16.00,2,,,
03/07/2006 17.00,2,,,
03/07/2006 18.00,2,,,
03/07/2006 19.00,2,,,
03/07/2006 20.00,2,,,
03/07/2006 21.00,1,,,
03/07/2006 22.00,1,,,
03/07/2006 23.00,2,,,
04/07/2006 0.00,1,,,
04/07/2006 1.00,"1,39067224",,,
04/07/2006 2.00,1,,,
04/07/2006 3.00,2,,,
04/07/2006 4.00,2,,,
04/07/2006 5.00,1,,,
04/07/2006 6.00,2,,,
04/07/2006 7.00,2,,,
04/07/2006 8.00,1,,,
04/07/2006 9.00,1,,,
04/07/2006 10.00,2,,,
04/07/2006 11.00,2,,,
04/07/2006 12.00,2,,,
04/07/2006 13.00,2,,,
04/07/2006 14.00,2,,,
04/07/2006 15.00,2,,,
04/07/2006 16.00,2,,,
04/07/2006 17.00,2,,,
04/07/2006 18.00,2,,,
04/07/2006 19.00,2,,,
04/07/2006 20.00,1,,,
04/07/2006 21.00,2,,,
04/07/2006 22.00,1,,,
04/07/2006 23.00,1,,,
05/07/2006 0.00,1,,,
05/07/2006 2.00,1,,,
05/07/2006 3.00,1,,,
05/07/2006 4.00,1,,,
05/07/2006 5.00,1,,,
05/07/2006 6.00,1,,,
05/07/2006 7.00,1,,,
05/07/2006 8.00,1,,,
05/07/2006 9.00,1,,,
05/07/2006 10.00,1,,,
05/07/2006 11.00,2,,,
05/07/2006 12.00,2,,,
05/07/2006 13.00,2,,,
05/07/2006 14.00,2,,,
05/07/2006 15.00,2,,,
05/07/2006 16.00,2,,,
05/07/2006 17.00,2,,,
05/07/2006 18.00,2,,,
05/07/2006 19.00,3,"63,39738856",,
05/07/2006 20.00,2,"63,67493448",,
05/07/2006 21.00,2,"72,19088688",,
05/07/2006 22.00,2,"63,5789712",,
05/07/2006 23.00,2,"62,24179488",,
06/07/2006 0.00,2,"62,31573192",,
06/07/2006 1.00,2,"74,0157188","33,74832167","22,22216264"
06/07/2006 2.00,"2,4038768","69,18191512","31,24081666","21,237062"
06/07/2006 3.00,2,"60,07716232","32,141425","10,74248022"
06/07/2006 4.00,2,"60,0408152","33,3579982","8,83721238"
06/07/2006 5.00,2,"69,84983408","34,85169221","16,35837221"
06/07/2006 6.00,2,"74,34385624","35,31720978","20,14035792"
06/07/2006 7.00,2,"83,88183","36,26766071","28,22481016"
06/07/2006 8.00,2,"70,89130048","35,56305583","16,30775774"
06/07/2006 9.00,2,"64,57764704","35,08488121","10,72431431"
06/07/2006 10.00,2,"60,95651024","34,00515379","8,75934044"
06/07/2006 11.00,2,"57,89304648","33,05301941","7,15646686"
06/07/2006 12.00,2,"52,66365","31,37599146","4,49972374"
06/07/2006 13.00,2,"46,20082232","27,74061236","3,6171694"
06/07/2006 15.00,2,"40,2840236","24,89599337","2,06751061"
06/07/2006 16.00,2,"40,24251408","24,37978525","2,81767998"
06/07/2006 17.00,2,"40,23473224","24,36796369","2,82806406"
06/07/2006 18.00,2,"39,79766816","23,80868419","3,24987038"
06/07/2006 19.00,2,"39,23993776","23,66590269","2,91112707"
06/07/2006 20.00,2,"39,49287624","22,6503833","4,72425373"
06/07/2006 21.00,2,"41,61471824","21,80300939","8,14933978"
06/07/2006 22.00,2,"36,88465968","20,28397634","5,74957329"
06/07/2006 23.00,2,"34,70054384","19,9012471","4,1518927"
07/07/2006 0.00,2,"39,22049272","19,91729599","8,6503182"
07/07/2006 1.00,,"40,49413328","19,82943237","10,05980636"
07/07/2006 2.00,2,,,
07/07/2006 3.00,2,,,
07/07/2006 4.00,2,,,
07/07/2006 5.00,2,,,
07/07/2006 6.00,2,,,
07/07/2006 7.00,2,,,
07/07/2006 8.00,2,,,
07/07/2006 9.00,2,,,
07/07/2006 10.00,2,,,
07/07/2006 11.00,2,,,
07/07/2006 12.00,2,"24,02125904","10,34094453","8,15193437"
07/07/2006 13.00,2,"21,85790752","10,63073236","5,54191479"
07/07/2006 14.00,2,"17,17064717","8,10210068","4,73593605"
07/07/2006 15.00,2,"20,32358488","9,63803557","5,53153072"
07/07/2006 16.00,2,"24,24175088","9,49610203","9,67044668"
07/07/2006 17.00,2,"21,55441576","9,27559626","7,31999831"
07/07/2006 18.00,2,"21,1549416","9,45723802","6,64121154"
07/07/2006 19.00,2,"20,6880312","9,14633474","6,65159562"
07/07/2006 20.00,2,"32,76544688","9,12436883","18,7711231"
07/07/2006 21.00,2,"35,46706464","8,82106726","21,94052504"
07/07/2006 22.00,2,"27,20273144","8,58028527","14,0403743"
07/07/2006 23.00,2,"22,75281912","8,16039543","10,23242363"
08/07/2006 0.00,2,"17,62847939","8,38259088","4,76319161"
08/07/2006 1.00,2,"19,21726344","8,50002461","6,17267977"
08/07/2006 2.00,2,"17,88917103","7,35609914","6,60097733"
08/07/2006 3.00,"2,04085763","16,34317946","7,4363598","4,93061589"
08/07/2006 4.00,2,"17,41318246","8,11561816","4,95787145"
08/07/2006 5.00,2,"19,65952816","8,39610836","6,77489285"
08/07/2006 6.00,2,"29,07945504","8,23474157","16,44922854"
08/07/2006 7.00,2,"34,00537888","8,74672112","20,59202968"
08/07/2006 8.00,2,"27,32205936","8,54987094","14,20650034"
08/07/2006 9.00,2,"20,72954072","7,63574388","9,01372248"
08/07/2006 10.00,2,"16,97739942","7,80555909","4,99810566"
08/07/2006 11.00,2,"19,04088526","7,66193462","7,28365884"
08/07/2006 12.00,2,"17,80746171","7,71178095","5,97280694"
08/07/2006 13.00,2,"15,73749227","7,2504932","4,61004232"
08/07/2006 14.00,2,"15,29003456","7,23950963","4,17914826"
08/07/2006 15.00,2,"19,7931196","7,55125963","8,20644549"
08/07/2006 16.00,2,"16,0500603","7,65517588","4,30114916"
08/07/2006 17.00,2,"14,26542435","7,18290456","3,24078646"
08/07/2006 18.00,2,"12,44317363","6,73936037","2,098659"
08/07/2006 19.00,2,"12,76871458","6,64220162","2,5736801"
08/07/2006 20.00,2,"18,93064317","6,51040494","8,94233987"
08/07/2006 21.00,2,"22,61534632","6,60164918","12,489423"
08/07/2006 22.00,2,"25,23262576","6,84412084","14,73603638"
08/07/2006 23.00,2,"18,44297992","6,46816406","8,51923339"
09/07/2006 0.00,2,"19,14592672","6,38705793","9,3472747"
09/07/2006 1.00,,"17,34574048","6,34565878","7,6094254"
09/07/2006 2.00,2,,,
09/07/2006 3.00,2,"12,96196424","6,13444816","3,54708504"
09/07/2006 4.00,2,"11,6053295","6,03222159","2,34655362"
09/07/2006 5.00,2,"12,76093465","6,20963976","3,23040239"
09/07/2006 6.00,2,"12,12152552","6,11586162","2,73461697"
09/07/2006 7.00,2,"11,57420214","5,91225146","2,49970291"
09/07/2006 8.00,2,"15,73100486","5,82100847","6,79955191"
09/07/2006 9.00,2,"14,59226163","5,8007335","5,69116934"
09/07/2006 10.00,2,"14,21743506","5,91056302","5,14736021"
09/07/2006 11.00,2,"14,34972634","6,05587718","5,05650962"
09/07/2006 12.00,2,"14,01381089","5,76271496","5,17072294"
09/07/2006 13.00,2,"11,58717123","5,61655534","2,96693453"
09/07/2006 14.00,2,"10,53013733","5,44420497","2,17393635"
09/07/2006 15.00,2,"10,47177353","5,60472754","1,86893602"
09/07/2006 16.00,2,"10,94516943","5,86747668","1,93902038"
09/07/2006 17.00,2,"10,93868393","5,27439101","2,8436373"
09/07/2006 18.00,2,"13,83223398","5,55319153","5,31089166"
09/07/2006 19.00,2,"15,05528111","5,41041252","6,75412662"
09/07/2006 20.00,2,"14,91780258","5,12654295","7,05263762"
09/07/2006 21.00,2,"11,46266179","4,82915589","4,05195629"
09/07/2006 22.00,2,"10,10343246","4,5900636","3,05908337"
09/07/2006 23.00,2,"13,49372394","4,46502566","6,64380804"
10/07/2006 0.00,2,"40,97920768","4,80043125","33,63305512"
10/07/2006 1.00,2,"34,86526264","4,93983213","27,30074056"
10/07/2006 2.00,2,"17,39113327","4,65342741","10,2544862"
10/07/2006 3.00,"1,69409216","13,43925106","6,33805707","3,71191474"
10/07/2006 4.00,1,"7,15540953","2,44921774","3,39782858"
10/07/2006 5.00,"1,79161941","9,34729574","0,58210085","8,45953119"
10/07/2006 6.00,"2,00292963","16,57144549","3,15635527","11,73406254"
10/07/2006 7.00,2,"13,79462303","4,28084875","7,22784947"
10/07/2006 8.00,"2,34066415","12,99568618","4,32985086","6,35308462"
10/07/2006 9.00,2,"14,36658827","4,48107829","7,49261558"
10/07/2006 10.00,2,"14,69602014","4,48614734","7,81448931"
10/07/2006 11.00,2,"12,27456774","4,38898983","5,54061654"
10/07/2006 12.00,2,"11,42245626","4,93898542","3,84299954"
10/07/2006 13.00,2,"9,98540853","4,69482531","2,78004226"
10/07/2006 14.00,2,"9,6183638","4,58752969","2,57757294"
10/07/2006 15.00,2,"10,49900997","4,58161517","3,46791486"
10/07/2006 16.00,2,"11,3913289","5,25073542","3,3329353"
10/07/2006 17.00,2,"13,98657445","4,29098686","7,40436149"
10/07/2006 18.00,2,"9,92704473","3,9767042","3,82482981"
10/07/2006 19.00,2,"8,7169667","3,40981052","3,48478634"
10/07/2006 20.00,2,"9,20203536","3,84152815","3,30697799"
10/07/2006 21.00,2,"9,46532158","4,00711853","3,31606382"
10/07/2006 22.00,2,"8,54057896","3,74014581","2,8008085"
10/07/2006 23.00,2,"8,31231102","4,0054276","2,16485053"
11/07/2006 0.00,2,"7,61194542","3,84152815","1,71578674"
11/07/2006 1.00,,"12,29791326","3,79759634","6,47248902"
11/07/2006 2.00,2,,,
11/07/2006 3.00,2,"9,61577113","4,19974387","3,1707021"
11/07/2006 4.00,2,"10,63519217","4,31379823","4,01561682"
11/07/2006 5.00,2,"11,79857916","4,5106484","4,87740302"
11/07/2006 6.00,2,"22,603664","4,62808213","15,50956275"
11/07/2006 7.00,2,"32,17660824","5,26340868","24,11314976"
11/07/2006 8.00,2,"18,439089","5,37915273","10,18828702"
11/07/2006 9.00,2,"17,39891511","5,34958261","9,19282908"
11/07/2006 10.00,2,"13,85428317","5,38929084","5,58474359"
11/07/2006 11.00,2,"12,41074994","5,66809135","3,71191474"
11/07/2006 12.00,2,"8,57818991","3,32701471","3,47310594"
11/07/2006 13.00,2,"10,79601622","5,02685153","3,08114785"
11/07/2006 14.00,2,"8,85703982","4,0586533","2,62819122"
11/07/2006 15.00,2,"9,40566145","4,7717066","2,08178751"
11/07/2006 16.00,2,"10,28500937","5,05050712","2,53344589"
11/07/2006 17.00,2,"8,41217669","3,35235998","3,26804202"
11/07/2006 18.00,2,"13,79981029","3,90320228","7,81319106"
11/07/2006 19.00,2,"12,85950398","4,34083443","6,19993533"
11/07/2006 20.00,2,"9,53276356","3,45627623","4,22976464"
11/07/2006 21.00,2,"9,29671378","3,87954544","3,34331938"
11/07/2006 22.00,2,"8,25135263","3,62778113","2,68400059"
11/07/2006 23.00,2,"7,52764151","3,40220631","2,30631941"
12/07/2006 0.00,2,"12,12022918","3,44698359","6,8332968"
12/07/2006 1.00,2,"9,8388499","3,70804179","4,14929621"
12/07/2006 2.00,2,"7,63528902","3,55005437","2,18691501"
12/07/2006 3.00,"2,09503932","7,87263514","3,77394075","2,08048926"
12/07/2006 4.00,2,"8,47962058","3,98430716","2,36472336"
12/07/2006 5.00,2,"11,8971485","3,01695564","7,27068018"
12/07/2006 6.00,"2,11671261","10,65464677","3,54245141","5,22004106"
12/07/2006 7.00,"2,16186334","12,89841318","3,57793605","7,41085082"
12/07/2006 8.00,2,"22,37150896","3,88123513","16,4245733"
12/07/2006 9.00,2,"16,11102059","3,7714056","10,3284653"
12/07/2006 10.00,2,"11,15268453","3,66326576","5,53282897"
12/07/2006 11.00,2,"9,83106806","4,09075856","3,55357437"
12/07/2006 12.00,2,"8,61709911","3,98599684","2,49970291"
12/07/2006 13.00,2,"8,0944195","3,62186661","2,53604238"
12/07/2006 14.00,2,"7,61972534","3,63031503","2,04804262"
12/07/2006 15.00,2,"7,31104633","3,08116367","2,58276593"
12/07/2006 16.00,2,"7,3201245","3,46050107","2,0104049"
12/07/2006 17.00,"2,16547573","7,36681554","3,57540089","1,87931818"
12/07/2006 18.00,"2,07878461","8,79089418","3,62609144","3,22651147"
12/07/2006 19.00,"1,90540238","10,95035669","3,50612256","5,57176494"
12/07/2006 20.00,"1,93249323","12,10336726","3,69790368","6,43095655"
12/07/2006 21.00,2,"9,76881334","3,14199357","4,94878562"
12/07/2006 22.00,"2,21243367","12,97104433","3,41234442","7,73791371"
12/07/2006 23.00,2,"11,27589763","3,04314638","6,6087649"
13/07/2006 0.00,2,"12,55730856","3,03047312","7,91053098"
13/07/2006 1.00,,"11,4691473","3,54667625","6,0286163"
13/07/2006 2.00,2,,,
13/07/2006 3.00,"2,37317357","7,67679281","3,4452939","2,38938242"
13/07/2006 4.00,"2,36594982","8,03994662","3,66917904","2,40885041"
13/07/2006 5.00,"2,35872505","8,25783814","3,3557406","3,10840341"
13/07/2006 6.00,"2,2232698","13,84001774","3,67255841","8,20774374"
13/07/2006 7.00,"2,30996092","13,17077758","3,58469354","7,67302043"
13/07/2006 8.00,"2,25216684","13,26156699","3,45120718","7,96893494"
13/07/2006 9.00,"2,29912478","16,09934592","3,82631974","10,23242363"
13/07/2006 10.00,2,"12,36535714","3,98768653","6,24795712"
13/07/2006 11.00,"1,9740326","11,07746071","4,37124752","4,36993527"
13/07/2006 12.00,"2,17631288","10,42767516","4,2859178","3,85078712"
13/07/2006 13.00,"2,20340372","13,07609917","4,69144594","5,87806351"
13/07/2006 14.00,"2,14019107","11,76615355","5,18399224","3,8105529"
13/07/2006 15.00,"2,19256657","9,75714058","4,30366012","3,15253046"
13/07/2006 16.00,2,"10,26166385","4,3053498","3,65480903"
13/07/2006 17.00,2,"10,66631953","4,03161834","4,48025576"
13/07/2006 18.00,"2,01737815","9,17479892","3,46472466","3,85857278"
13/07/2006 19.00,"2,26842155","10,16049993","3,80773445","4,31802065"
13/07/2006 20.00,2,"8,92578004","3,25266857","3,93514838"
13/07/2006 21.00,"2,29912478","8,90373086","3,25773762","3,90529633"
13/07/2006 22.00,"2,14922102","8,20855251","2,90628065","3,74955246"
13/07/2006 23.00,"2,31718568","8,83239796","2,90036613","4,38291393"
14/07/2006 0.00,2,"12,84264397","3,17663274","7,97152952"
14/07/2006 1.00,"2,24674928","10,08008694","3,37517135","4,90206399"
14/07/2006 2.00,2,"10,6753977","3,38615493","5,48091434"
14/07/2006 3.00,"2,06433609","7,71570201","3,34306734","2,58536242"
14/07/2006 4.00,2,"6,98809997","3,29744584","1,92733998"
14/07/2006 5.00,2,"7,24749336","3,29491069","2,19080784"
14/07/2006 6.00,2,"8,26561998","3,27547994","3,23948822"
14/07/2006 7.00,2,"13,76349567","3,53484721","8,34272138"
14/07/2006 9.00,2,"13,61045154","3,53146784","8,19476508"
14/07/2006 10.00,2,"11,13452818","3,62778113","5,56917035"
14/07/2006 11.00,2,"10,94646577","4,09329246","4,66584978"
14/07/2006 12.00,2,"12,54433946","4,6458232","5,41602106"
14/07/2006 13.00,2,"15,52348976","4,69313563","8,32455355"
14/07/2006 14.00,2,"12,85820765","4,55204631","5,87416877"
14/07/2006 15.00,2,"11,88028848","4,59259875","4,83327597"
14/07/2006 16.00,2,"9,10994962","4,32731571","2,46855261"
14/07/2006 17.00,2,"6,99717814","2,54468432","3,09283017"
14/07/2006 18.00,2,"7,74164211","2,57932348","3,78459559"
14/07/2006 19.00,2,"7,15411128","2,45006196","3,39523209"
14/07/2006 20.00,2,"7,44204127","2,69506877","3,30697799"
14/07/2006 21.00,2,"7,89338799","2,95443729","3,36019086"
14/07/2006 22.00,2,"7,47057405","2,85389916","3,09153192"
14/07/2006 23.00,2,"13,80759213","2,68915301","9,68602183"
15/07/2006 0.00,2,"10,33688766","2,8048983","6,03510563"
15/07/2006 1.00,,"16,74264597","3,29237679","11,69641718"
15/07/2006 2.00,2,,,
15/07/2006 3.00,2,"6,37852186","2,84291684","2,01559598"
15/07/2006 4.00,2,"6,99328722","2,96964321","2,43610597"
15/07/2006 5.00,2,"10,33429308","3,3920682","5,13048872"
15/07/2006 6.00,2,"22,41041816","3,86180437","16,49335367"
15/07/2006 7.00,2,"13,86855051","4,02148023","7,70027408"
15/07/2006 8.00,2,"11,78431182","4,07723983","5,52893614"
15/07/2006 9.00,2,"14,86073511","4,23015944","8,37257343"
15/07/2006 10.00,2,"14,67397095","4,22255399","8,19736158"
15/07/2006 11.00,2,"11,47303822","4,67708424","4,29595617"
15/07/2006 12.00,2,"9,6443039","3,60412429","4,11425498"
15/07/2006 13.00,2,"9,63522382","3,55427921","4,18174285"
15/07/2006 14.00,2,"9,0217567","3,43262064","3,75474354"
15/07/2006 15.00,2,"9,93352832","3,81026711","4,08699942"
15/07/2006 16.00,2,"9,84922442","3,79675088","4,02340248"
15/07/2006 17.00,2,"11,70389883","4,50051029","4,79823474"
15/07/2006 18.00,2,"9,25132098","2,93162592","4,75410578"
15/07/2006 19.00,2,"9,53406181","3,15804496","4,6892125"
15/07/2006 20.00,2,"10,0333959","3,07018134","5,32387222"
15/07/2006 21.00,2,"9,04380398","3,26871995","4,02859547"
15/07/2006 22.00,2,"7,67938739","3,12509548","2,88387151"
15/07/2006 23.00,2,"6,76761386","3,0127308","2,1440843"
16/07/2006 0.00,2,"7,31753183","3,02033501","2,68270234"
16/07/2006 1.00,2,"7,48354314","3,05497293","2,7956155"
16/07/2006 2.00,2,"7,77276947","3,15719949","2,92800047"
16/07/2006 3.00,2,"7,95693905","3,29913428","2,89425558"
16/07/2006 4.00,"2,03002048","8,27210548","3,58722869","2,76706361"
16/07/2006 5.00,2,"13,23433055","3,66073061","7,61980756"
16/07/2006 6.00,2,"12,00479792","3,71986959","6,2985735"
16/07/2006 7.00,2,"11,37576522","3,74437064","5,63146714"
16/07/2006 8.00,2,"10,69355597","3,76549108","4,91633898"
16/07/2006 9.00,2,"11,33166685","3,51457099","5,9403603"
16/07/2006 10.00,2,"10,08268153","3,40136209","4,86442436"
16/07/2006 11.00,2,"9,33821756","3,13692452","4,52567914"
16/07/2006 12.00,2,"7,10352932","2,52778747","3,22521322"
16/07/2006 13.00,2,"6,83246317","2,57172052","2,8864661"
16/07/2006 14.00,2,"5,13731647","2,13239868","1,86504319"
16/07/2006 15.00,2,"4,73136446","2,03524117","1,60806274"
16/07/2006 16.00,2,"4,63020054","1,97018767","1,60676641"
16/07/2006 17.00,2,"5,02188521","1,94061756","2,04414788"
16/07/2006 18.00,2,"5,1282383","1,99468873","2,06751061"
16/07/2006 19.00,2,"5,93365874","1,71419853","3,3043815"
16/07/2006 20.00,2,"7,93489178","1,81473541","5,1525532"
16/07/2006 21.00,2,"7,45111945","1,98792874","4,40238191"
