"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","","",""
"Stat","Torchiarolo","","","","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE
02/01/2012 7.00,"0,01718323","32,93997424","53,46992128","0,71041467","2,93584001","90,8","1,63661945"
02/01/2012 8.00,"0,45485935","50,23412896","129,18823784","1,10797791","1,56848097","90,8","2,79627404"
02/01/2012 9.00,"2,22677845","63,72965592","255,5699656","1,63144037","2,63174016","90,8","4,72226356"
02/01/2012 10.00,"1,83316894","63,26308968","210,5974312","1,76410708","3,37584524","90,8","8,16467025"
02/01/2012 11.00,"0,66369623","42,72723456","110,89728104","1,15275935","3,60804728","90,8","7,38563909"
02/01/2012 12.00,"0,21159194","36,472834","72,34130392","0,84686646","11,73604037","90,8","5,07316009"
02/01/2012 13.00,"0,21800005","37,027792","60,20344992","0,7996129","23,44031235","90,8","3,94814147"
02/01/2012 14.00,"0,0670803","34,41154504","52,64468296","0,70215249","31,2990363","90,8","3,44038286"
02/01/2012 15.00,"0,04561652","29,59232992","44,58390128","0,73953618","37,06939425","90,8","3,87387809"
02/01/2012 16.00,"0,04940179","35,77453336","53,38443576","0,9237285","37,00643205","90,8","3,87543105"
02/01/2012 17.00,"0,01402545","30,0615156","43,6512468","0,61747796","37,92636645","90,8","3,40408613"
02/01/2012 18.00,"0,05668453","52,04945824","90,25295816","1,24742958","15,69918767","90,8","3,55767347"
02/01/2012 19.00,"0,08840984","58,29701384","107,79360792","1,73865532","11,57789273","90,8","5,09270683"
02/01/2012 20.00,"1,49136033","80,10559176","229,998304","3,64813576","8,80896041","90,8","12,76047189"
02/01/2012 21.00,"1,38489161","72,27505312","188,32477264","2,71500105",,"90,8","15,93683748"
02/01/2012 22.00,"1,85526022","66,69033056","149,34146352","1,86735637",,"90,8","12,44141865"
02/01/2012 23.00,"1,74211592","58,7635992","116,13715528","1,36529146",,"90,8","8,51426603"
03/01/2012 0.00,"1,23079069","46,43745144","88,57697544","1,14915484",,"90,8","6,21646132"
03/01/2012 1.00,"0,92944545","38,1507096","70,22686136","0,86544122","2,22758508","34,29999","4,42579586"
03/01/2012 2.00,"0,6141185","27,8988524","46,10292792","0,58231011","8,87722133","34,29999","3,06644213"
03/01/2012 3.00,"0,31256173","17,65624928","29,15281848","0,37214644","18,71108904","34,29999","1,88732114"
03/01/2012 4.00,"0,29036774","14,74093875","24,30746632","0,27419207","18,41338916","34,29999","1,16346631"
03/01/2012 5.00,"0,39033782","13,29439221","21,53277192","0,26354514","18,17278617","34,29999","0,88198308"
03/01/2012 6.00,"0,45508818","19,12604192","28,81003512","0,42150982","11,98204382","34,29999","0,78502332"
03/01/2012 7.00,"0,61586571","28,6435764","55,24297624","0,46880066","13,68787655","34,29999","1,16906794"
03/01/2012 8.00,"1,76384819","52,2080204","113,0978592","1,036617","5,45744619","34,29999","1,61415392"
03/01/2012 9.00,"1,43055288","39,23334136","71,77183384","0,70514421","8,67852132","34,29999","2,6675849"
03/01/2012 10.00,"1,56193606","40,72797088","77,53005128","0,54803581","12,26387348","34,29999","2,43097171"
03/01/2012 11.00,"1,07794474","35,49157648","57,8438316","0,3685827","37,26945285","34,29999","1,86307281"
03/01/2012 12.00,"0,973628","34,3322544","48,89320512","0,40002023","45,5498799","34,29999","1,4426623"
03/01/2012 13.00,,,,,,"34,29999",
03/01/2012 14.00,,,,,,"34,29999",
03/01/2012 15.00,,,,,,"34,29999",
03/01/2012 16.00,,,,,,"34,29999","1,67808966"
03/01/2012 17.00,"1,15815655","32,85301648","49,54100984","0,8197674","30,4962882","34,29999","2,3352954"
03/01/2012 18.00,"1,2920863","37,55911768","62,14128104","0,99272446","24,08334075","34,29999","3,87866206"
03/01/2012 19.00,"0,82966453","27,91722672","45,05117496","0,63245404","23,70808125","34,29999","3,72768841"
03/01/2012 20.00,"0,65291197","28,61416984","46,63153856","0,55949941","15,17053262","34,29999","2,41904637"
03/01/2012 21.00,"0,85861649","35,47991328","66,72828376","0,64429044","6,24558092","34,29999","2,01153244"
03/01/2012 22.00,"0,38250184","28,86206064","49,72236304","0,60509634","16,96443462","34,29999","2,72835167"
03/01/2012 23.00,"0,12426418","21,73286272","34,87327392","0,53749605","25,608618","34,29999","2,24583805"
04/01/2012 0.00,"0,1327663","20,97488856","33,83565064","0,54622773","20,28901035","34,29999","2,1624532"
04/01/2012 1.00,,"27,26179312","40,57946584","0,96788899","4,21883847","73,59999","1,88554241"
04/01/2012 2.00,"0,69072809",,,"0,35999898","13,41307328","73,59999","2,07520782"
04/01/2012 3.00,"0,51103945","19,33829304","27,25246256",,"16,65127947","73,59999","1,0526845"
04/01/2012 4.00,"0,45750864","13,38364819","21,13172992","0,29394698",,"73,59999","0,76593931"
04/01/2012 5.00,"0,29294787","20,11592256","27,72575904","0,44817667","10,34477525","73,59999","1,01840753"
04/01/2012 6.00,"0,45790628","26,26891064","34,8706736","0,43090321","10,23494451","73,59999","1,04025269"
04/01/2012 7.00,"0,27185325","23,60828616","38,78017824","0,53959072","8,19133434","73,59999","1,2619953"
04/01/2012 8.00,"0,71128268","38,74407968","69,99524168","0,68304533",,"73,59999","1,99275862"
04/01/2012 9.00,"1,21975827","45,46055328","103,33608584","0,79111772","1,31404266","73,59999","2,17813941"
04/01/2012 10.00,"1,53935154","36,64541112","96,26191528","0,72727339","1,85734101","73,59999","3,52548135"
04/01/2012 11.00,"0,70717197","31,89650024","86,6242116","0,63593156","4,27282916","73,59999","2,53692074"
04/01/2012 12.00,"0,50728265","30,33516104","52,98673976","0,81538583","23,8633122","73,59999","2,89818863"
04/01/2012 13.00,"0,90396655","30,31567776","47,39192184","0,80553925","34,7819472","73,59999","3,92609392"
04/01/2012 14.00,"0,45300028","26,76211104","40,33075288","0,86057618","39,1701891","73,59999","3,48793778"
04/01/2012 15.00,"0,52743959","26,98145568","41,67276656","0,96303327","39,90177555","73,59999","3,9660844"
04/01/2012 16.00,"0,18158942","28,67516264","42,15336688","0,95476294","43,4679777","73,59999","4,22097917"
04/01/2012 17.00,"0,48986551","38,21843264","58,3328256","1,20867469","27,00027015","73,59999","4,60648319"
04/01/2012 18.00,"1,05302214","58,66511208","97,30213888","1,80103175","6,79765328","73,59999","7,01195363"
04/01/2012 19.00,"2,35256813","67,71258136","147,95717552","2,34439241","3,76260192","73,59999","9,86549291"
04/01/2012 20.00,"1,83768341","51,39572632","107,17561128","1,42158776","2,5389966","73,59999","9,968873"
04/01/2012 21.00,"1,4411307","55,00510432","108,46064736","1,65846138","5,24806895","73,59999","7,32676903"
04/01/2012 22.00,"2,16819417","50,33666952","98,62730784","1,42962626","3,24562161","73,59999","7,65376097"
04/01/2012 23.00,"2,43920738","46,79086552","85,81975672","1,37839771","1,93630511","73,59999","6,25031725"
05/01/2012 0.00,"2,64515293","41,55785536","79,70682504","1,3261696","1,1345166","73,59999","5,43162208"
05/01/2012 1.00,"2,4533091","37,18922216","68,135076","1,03672185","0,96578948",56,"4,85103407"
05/01/2012 2.00,"1,51075147","28,38186184","50,0772876","1,03664496","2,73067022",56,"3,54576745"
05/01/2012 3.00,"1,41788004","22,4466888","38,68172936","0,88711255","6,632976",56,"4,50591206"
05/01/2012 4.00,"1,1698968","19,36163856","32,1607004","0,78073407","8,33508806",56,"2,70418469"
05/01/2012 5.00,"1,08909208","18,50765332","29,43780208","0,61489399","9,88197515",56,"2,34959036"
05/01/2012 6.00,"1,08750047","19,3240104","29,56603992","0,579358","8,99784701",56,"1,95026327"
05/01/2012 7.00,"1,20693899","26,96717304","40,8657496","0,66720016","8,2433021",56,"1,55832062"
05/01/2012 8.00,"2,184815","43,64094112","88,07505632","0,85795959","2,77926243",56,"2,91170151"
05/01/2012 9.00,"2,489556","38,58700888","105,97217936","0,98922364","1,57388144",56,"3,53796197"
05/01/2012 10.00,"7,01164548","38,12887456","110,51903008","2,01433044","2,67127907",56,"4,47754793"
05/01/2012 11.00,"2,90781149","44,59487616","111,55017168","0,91395765","3,72750588",56,"9,05394929"
05/01/2012 12.00,"2,16691275","35,69405728","71,6131952","0,7336972","11,18993904",56,"3,73920492"
05/01/2012 13.00,"1,65733168","35,95753088","57,96491856","0,82011573","25,24147815",56,"3,6066349"
05/01/2012 14.00,"1,53227932","32,82707064","49,13293168","0,87357409","32,19704565",56,"3,69187679"
05/01/2012 15.00,"1,37756616","27,88606112","40,05225096","0,88465091","46,17030495",56,"4,22278435"
05/01/2012 16.00,"1,90186628","33,82383448","50,37005304","0,97437804","35,4784416",56,"3,48493865"
05/01/2012 17.00,"1,91605648","39,31901808","60,43394152","1,03418332","25,5222345",56,"5,29199916"
05/01/2012 18.00,"1,15420449","44,20421632","66,27619136","1,09652596","21,71846775",56,"4,64874361"
05/01/2012 19.00,"1,28672671","41,3268284","60,47023128","1,02841307","24,5949186",56,"4,92402924"
05/01/2012 20.00,"1,08723605","44,30673776","68,04829032","1,00699105","21,9303966",56,"4,4402759"
05/01/2012 21.00,"1,09050673","43,43197864","67,8151028","1,05110494","25,86104535",56,"4,47639771"
05/01/2012 22.00,"1,09731452","37,73821472","60,18912904","0,95891733","33,72908595",56,"3,81020982"
05/01/2012 23.00,"0,80132583","24,47526344","37,8565484","0,59028104","49,21279965",56,"3,19943013"
06/01/2012 0.00,"0,48045012","19,94697824","29,0543696","0,49605351","57,05654115",56,"1,39832212"
06/01/2012 1.00,,"16,65299038","23,38054784","0,38482863","67,00736175","12,2","0,94170946"
06/01/2012 2.00,"0,10231427",,,"0,43728741","59,1069024","12,2","0,50179899"
06/01/2012 3.00,"0,11683296","21,66796944","26,8340596",,"64,7113362","12,2","0,66957958"
06/01/2012 4.00,"0,09069911","15,83014014","20,7120268","0,15848427",,"12,2","0,4201644"
06/01/2012 5.00,"0,10799625","14,04187905","18,39370959","0,13056621","50,8091787","12,2","0,16176199"
06/01/2012 6.00,"0,04441036","12,96184378","17,1263901","0,14389265","40,53618555","12,2","0,1466514"
06/01/2012 7.00,"0,08079251","12,97352037","17,67434062","0,15625097","40,32966315","12,2","0,44041287"
06/01/2012 8.00,"0,08745386","14,20780241","18,48007654","0,15890018","50,7353637","12,2","0,46389438"
06/01/2012 9.00,"0,0736186","16,09101725","22,10199344","0,19274459","57,92177265","12,2","0,55453044"
06/01/2012 10.00,"0,11956564","18,21173308","25,17725424","0,31893273","54,2300451","12,2","0,51306836"
06/01/2012 11.00,"0,02852482","16,57772067","22,4543368","0,26538467","57,08084025","12,2","1,29851577"
06/01/2012 12.00,"0,06712709","23,39154184","32,34207272","0,29374543","57,6585723","12,2","1,14609696"
06/01/2012 13.00,"0,04475207","15,60041908","20,80011264","0,21663408","65,81008245","12,2","1,10998329"
06/01/2012 14.00,"0,03228263","21,94960704","27,92866048","0,23741069","58,0149192","12,2","0,59144347"
06/01/2012 15.00,"0,07156832","37,11004624","47,29477312","0,21442757","50,0321262","12,2","0,64622417"
06/01/2012 16.00,"0,03894398","28,6738816","38,07029088","0,22123816","56,16026745","12,2","0,64156021"
06/01/2012 17.00,"0,02032576","24,02749216","30,0129508","0,28782607","65,13788715","12,2","0,70742723"
06/01/2012 18.00,"0,04441036","29,72645672","36,88370368","0,30036147","57,78679095","12,2","0,6278958"
06/01/2012 19.00,"0,01434784","19,70298792","24,41685184","0,29606728","64,0998687","12,2","0,83617028"
06/01/2012 20.00,"0,11187915","31,63950832","38,23739968","0,29529255","51,29015325","12,2","0,9882789"
06/01/2012 21.00,"0,40327711","41,78888232","52,74320832","0,29428716","39,4320528","12,2","0,63868719"
06/01/2012 22.00,"1,62489446","30,61549848","37,78400712","0,29587389","50,8393032","12,2","0,79210774"
06/01/2012 23.00,"2,62190024","23,41360632","28,14500328","0,2478188","56,4653229","12,2","0,7286327"
07/01/2012 0.00,"2,94814265","34,01461384","40,95899784","0,22657736","47,509329","12,2","0,63876753"
07/01/2012 1.00,"3,46739845","45,80968448","58,40536688","0,22123816","35,67417105","17,4","0,7372233"
07/01/2012 2.00,"4,29240003","48,08484976","58,13852816","0,21032677","35,4906111","17,4","0,67296517"
07/01/2012 3.00,"3,89270988","32,40656448","37,802152","0,23091116","48,2625213","17,4","0,75178369"
07/01/2012 4.00,"3,44434001","21,22537968","24,79900328","0,20080872","54,97380105","17,4","0,46737354"
07/01/2012 5.00,"3,06873343","23,4265888","26,83535976","0,19252907","51,58305915","17,4","0,42462801"
07/01/2012 6.00,"2,96009952","16,51541815","19,45419848","0,20622481","57,8461821","17,4","0,42579654"
07/01/2012 7.00,"2,56040937","18,4167989","21,30662056","0,20686323","56,22642165","17,4","0,42716746"
07/01/2012 8.00,"2,3528773","22,90224192","26,42730072","0,21527919","50,5949955","17,4","0,57354325"
07/01/2012 9.00,"3,12151268","24,33769504","28,89632368","0,20866315","49,79186835","17,4","0,68258701"
07/01/2012 10.00,"4,81080256","26,25982864","33,36413232","0,28229348","46,63869105","17,4","0,73884542"
07/01/2012 11.00,"5,64007453","24,95416208","32,63091856","0,30631928","49,76756925","17,4","0,90932411"
07/01/2012 12.00,"6,23533989","24,85034048","32,972918","0,29997469","52,35516405","17,4","1,13557915"
07/01/2012 13.00,"5,79123938","25,16442472","33,1633532","0,30929935","57,24822075","17,4","0,9115971"
07/01/2012 14.00,"6,0073112","23,72248992","30,31736032","0,28031997","60,29338875","17,4","0,83599434"
07/01/2012 15.00,"5,58199976","21,15400472","26,79130728","0,32822011","62,7959367","17,4","1,01109632"
07/01/2012 16.00,"4,65792916","19,95217888","25,29512904","0,34075551","63,62607615","17,4","0,72313683"
07/01/2012 17.00,"3,03098442","19,1890232","24,34172936","0,43284061","65,68320045","17,4","1,15636765"
07/01/2012 18.00,"2,22152666","18,15073454","22,89606616","0,39391796","64,4737716","17,4","1,60950217"
07/01/2012 19.00,"2,16516046","17,68739576","22,43491088","0,38227145","62,6866107","17,4","1,3227041"
07/01/2012 20.00,"1,70500355","17,86780443","22,99191472","0,36315846","63,6233829","17,4","1,23482513"
07/01/2012 21.00,"1,96975611","21,10339408","27,07499072","0,27888819","57,59646795","17,4","1,18455787"
07/01/2012 22.00,"1,4204378","19,38760352","24,84951832","0,27428411","59,5118475","17,4","1,63752967"
07/01/2012 23.00,"0,96233117","18,49597482","22,24189448","0,31297492","62,6866107","17,4","1,09090844"
08/01/2012 0.00,"1,03304521","18,31167141","22,7794724","0,34052251","63,9567873","17,4","0,97080786"
08/01/2012 1.00,,"17,85611638","21,49963696","0,34164557","64,0364277","48,29999","0,74875913"
08/01/2012 2.00,"0,54735855",,,"0,35143507","65,6238093","48,29999","0,41771343"
08/01/2012 3.00,"0,46952856","22,62448568","25,62934664",,"65,8762167","48,29999","0,41336168"
08/01/2012 4.00,"0,26783712","15,91060858","18,62516102",,,"48,29999","0,4072068"
08/01/2012 5.00,"0,07432033","13,46339771","16,69293588",,"61,39079835","48,29999","0,41169991"
08/01/2012 6.00,"0,11252902","15,18510209","19,21714872",,"53,9263263","48,29999","0,50301939"
08/01/2012 7.00,"0,18245285","18,78149952","24,56711592",,"40,64148165","48,29999","1,19782667"
08/01/2012 8.00,"0,2037112","26,81272168","38,79442264",,"23,4448809","48,29999","1,49254615"
08/01/2012 9.00,"0,28356197","24,7517004","38,34751176",,"22,78076535","48,29999","3,86789305"
08/01/2012 10.00,"0,44949976","22,97751736","35,45490432",,"27,5618028","48,29999","3,51817624"
08/01/2012 11.00,"0,63493954","23,44993432","33,6348524",,"35,23144065","48,29999","2,99820346"
08/01/2012 12.00,"0,54226338","24,24163616","34,56108256",,"45,47245395","48,29999","2,56802467"
08/01/2012 13.00,"0,14995055","18,42069365","24,0463636",,"60,47022555","48,29999","1,63511836"
08/01/2012 14.00,"1,07547852","19,06313903","24,98035648",,"58,1309883","48,29999","1,3005396"
08/01/2012 15.00,"0,90242478","19,4797428","27,20972936",,"51,28205355","48,29999","1,4648868"
08/01/2012 16.00,"0,6564613","19,49792592","26,9001192",,"53,5794357","48,29999","1,9901073"
08/01/2012 17.00,"0,19404767","23,5823212","29,6528256",,"52,1823771","48,29999","1,55928169"
08/01/2012 18.00,"0,32994328","37,16195704","48,89716296",,"36,4314132","48,29999","2,03367761"
08/01/2012 19.00,"1,38662357","68,88584192","103,41899016",,"10,35643203","48,29999","7,74789653"
08/01/2012 20.00,"1,97386276","70,93908136","132,4085812",,"5,37495095","48,29999","10,55580912"
08/01/2012 21.00,"1,79378257","57,33348056","106,47482504",,"4,9902551","48,29999","11,64005316"
08/01/2012 22.00,"1,54061465","46,8531776","81,53720176",,"8,88108963","48,29999","7,33191607"
08/01/2012 23.00,"1,18010138","31,90556312","50,98019136",,"22,74162345","48,29999","4,3745777"
09/01/2012 0.00,"0,95899642","36,69732192","54,57748552",,"11,16698856","48,29999","3,89166034"
09/01/2012 1.00,"0,81651371","23,34871304","33,8343696",,"29,0681874","28,6","3,05688741"
09/01/2012 2.00,"0,52653955","16,76980402","23,89351832",,"25,7597991","28,6","1,45070575"
09/01/2012 3.00,"0,43799241","15,25647896","20,68871952",,"25,6099746","28,6","1,13134436"
09/01/2012 4.00,"0,22470615","13,01376032","17,99948578",,"29,8632348","28,6","0,95989138"
09/01/2012 5.00,"0,22435427","13,33952306","17,78056561",,"32,8706175","28,6","0,66017945"
09/01/2012 6.00,"0,24403118","17,05663078","22,09291144",,"30,87559755","28,6","0,49434946"
09/01/2012 7.00,"0,25922822","35,56298968","45,04209296",,"15,18402879","28,6","0,60797887"
09/01/2012 8.00,"0,2192591","32,70376576","42,86583544",,"27,28778955","28,6","1,10168051"
09/01/2012 9.00,"0,47119746","43,98227136","61,96510936",,"22,05997185","28,6","1,60099801"
09/01/2012 10.00,"0,42718678","32,14179072","46,22477968",,"32,1093255","28,6","1,41735629"
09/01/2012 11.00,"0,58715173","21,3902132","30,73576328",,"53,0381523","28,6","1,32794368"
09/01/2012 12.00,"0,29199494","21,23188048","28,76418536",,"50,50184895","28,6","0,97751803"
09/01/2012 13.00,"0,57784008","17,46545654","22,81834336",,"59,15280735","28,6","1,06490273"
09/01/2012 14.00,"0,64064898","16,07673652","20,41798032",,"61,2112683","28,6","0,73678802"
09/01/2012 15.00,"0,51327482","14,40767906","18,65365938",,"63,6395823","28,6","0,86372285"
09/01/2012 16.00,"0,71443843","14,84635878","19,27414544",,"64,04722065","28,6","1,00418072"
09/01/2012 17.00,"0,26370912","21,8315028","29,10488464",,"52,8114006","28,6","0,7274957"
09/01/2012 18.00,"0,24587602","21,22019816","28,9675648",,"56,4329241","28,6","1,81562162"
09/01/2012 19.00,"0,34320801","19,47456128","25,6992876",,"61,6148568","28,6","1,20700103"
09/01/2012 20.00,"0,38229844","25,79519352","34,99114872",,"49,67172945","28,6","1,83957299"
09/01/2012 21.00,"0,60559909","39,44492328","56,2796244",,"36,28563855","28,6","2,19273743"
09/01/2012 22.00,"0,80193094","40,37419352","66,27619136",,"32,2982919","28,6","7,80593672"
09/01/2012 23.00,"0,70082182","17,74321086","24,23938",,"55,36793325","28,6","3,31215543"
10/01/2012 0.00,"0,4819146","15,44596963","19,73790104",,"56,32900455","28,6","1,3370021"
10/01/2012 1.00,,"14,45309671","18,2844713",,"56,23990785","16,1","1,06451119"
10/01/2012 2.00,"0,07252634",,,,"48,14643225","16,1","0,86046133"
10/01/2012 3.00,"0,13538304","22,5660932","27,93254184",,"42,87001635","16,1","0,7270055"
10/01/2012 4.00,"0,09142728","14,9125484","18,37385347",,,"16,1","0,5787208"
10/01/2012 5.00,"0,1675477","12,57081875","15,71583887",,"53,60092185","16,1","0,39431429"
10/01/2012 6.00,"0,11560239","13,1461472","16,5965749",,"52,75875255","16,1","0,309467"
10/01/2012 7.00,"0,18944778","17,4291228","22,88828432",,"47,14893225","16,1","1,24066881"
10/01/2012 8.00,"0,09362502","16,9411173","21,44134008",,"47,16241845","16,1","0,53080586"
10/01/2012 9.00,"0,18637135","37,25411544","50,94000112",,"30,2695365","16,1","1,3887257"
10/01/2012 10.00,"0,15867946","19,33569272","26,01666048",,"46,12441995","16,1","1,76390311"
10/01/2012 11.00,"0,11516305","15,97679819","21,3571356",,"49,46249385","16,1","1,24366286"
10/01/2012 12.00,"0,42417036","18,4167989","24,627994",,"50,9108439","16,1","0,89841577"
10/01/2012 13.00,"0,95427246","20,03783648","26,94417168",,"55,7215869","16,1","1,04206905"
10/01/2012 14.00,"0,94855793","17,08777535","22,16157136",,"60,4796619","16,1","0,91369314"
10/01/2012 15.00,"0,54021209","14,6231194","18,40364817",,"62,50843725","16,1","0,86472662"
10/01/2012 16.00,"0,54153114","16,07803859","21,57087808",,"62,09403585","16,1","0,81510821"
10/01/2012 17.00,"0,33010498","15,23831114","19,3816572",,"62,93768145","16,1","0,68525155"
10/01/2012 18.00,"0,14768976","16,23377864","20,89986168",,"64,23618705","16,1","0,77966678"
10/01/2012 19.00,"0,0905486","17,32918447","22,34292456",,"62,61507","16,1","0,74033532"
10/01/2012 20.00,"0,05977926","18,04950179","22,38567688",,"60,25424685","16,1","0,65513716"
10/01/2012 21.00,"0,07999925","18,0975255","22,42064736",,"58,57373865","16,1","0,77511265"
10/01/2012 22.00,"0,04879058","17,68739576","22,05794096",,"58,95438465","16,1","0,67251362"
10/01/2012 23.00,"0,07340604","16,78278267","20,4270432",,"57,78543435","16,1","0,37129653"
11/01/2012 0.00,"0,01011","15,09424767","18,45416894",,"57,7220133","16,1","0,32149709"
11/01/2012 1.00,"0,0083516","14,79963142","17,94767058",,"56,6813016","15,7","0,54903254"
11/01/2012 2.00,"0,03208737","13,91577882","17,01628185",,"55,68513825","15,7","0,41178432"
11/01/2012 3.00,"0,0158235","13,62505731","16,72352406",,"54,09640005","15,7","0,53904865"
11/01/2012 4.00,"0,02241773","14,28956335","17,23131875",,"53,0719077","15,7","0,47214327"
11/01/2012 5.00,"0,02857058","12,93847914","15,93203827",,"55,9591515","15,7","0,2831745"
11/01/2012 6.00,"0,02681321","12,58286053","15,61337288",,"57,0848901","15,7","0,28871816"
11/01/2012 7.00,"0,04483445","15,04752795","18,34146802",,"54,3704133","15,7","0,5250293"
11/01/2012 8.00,"0,07428473","21,33182072","27,93772336",,"50,4519141","15,7","0,68015638"
11/01/2012 9.00,"0,0962621","19,38890368","23,67329416",,"54,0761508","15,7","0,71700737"
11/01/2012 10.00,"0,09142728","20,10663024","25,84827064",,"49,67172945","15,7","0,79442345"
11/01/2012 11.00,"0,45845546","19,19422384","24,56971624",,"47,10033405","15,7","1,22116072"
11/01/2012 12.00,"0,49098218","19,42913216","25,31197376",,"52,44019095","15,7","0,65221837"
11/01/2012 13.00,"0,37142366","19,3084276","24,87542592",,"55,03452885","15,7","1,36778161"
11/01/2012 14.00,"0,24351353","17,6082294","22,37273264",,"55,5542064","15,7","0,98309017"
11/01/2012 15.00,"0,09318568","21,67963264","29,10228432",,"54,54455685","15,7","1,07503307"
11/01/2012 16.00,"0,12307531","20,93986072","27,73306288",,"59,8479651","15,7","1,21086054"
11/01/2012 17.00,"0,03472445","16,40769607","20,1938748",,"66,91423515","15,7","1,02891619"
11/01/2012 18.00,"0,04966926","16,60886524","20,87525424",,"67,82670825","15,7","0,90958853"
11/01/2012 19.00,"0,01538416","17,65754179","22,53854128",,"65,2701357","15,7","1,43897771"
11/01/2012 20.00,"0,01230773","15,58484584","20,13687808",,"64,81932555","15,7","0,92614936"
11/01/2012 21.00,"0,01362577","17,78343743","23,18753144",,"57,99331335","15,7","0,74123435"
11/01/2012 22.00,"0,10505305","17,77045686","22,99063368",,"57,2752131","15,7","1,01505855"
11/01/2012 23.00,"0,17054683","16,39082267","20,61617824",,"55,01561625","15,7","0,84066644"
12/01/2012 0.00,"0,12659209","15,24998772","19,6005812",,"53,4835959","15,7","0,8443134"
12/01/2012 1.00,,"14,01571715","17,35049371",,"52,5711228","82,9","0,64089815"
12/01/2012 2.00,"0,43712897",,,,"52,81273725","82,9","0,88976618"
12/01/2012 3.00,"0,33395026","23,75493656","27,17734008",,"52,8883278","82,9","0,57163943"
12/01/2012 4.00,"0,24442883","18,49337259","21,94394752",,,"82,9","0,47453627"
12/01/2012 5.00,"0,32340702","16,75246026","20,24572824",,"53,3159361","82,9","0,5826454"
12/01/2012 6.00,"0,31699178","15,66531427","19,6925484",,"52,4995821","82,9","0,42351948"
12/01/2012 7.00,"0,34589899","19,01512489","27,82372992",,"48,3111195","82,9","1,00756122"
12/01/2012 8.00,"0,31242443","19,43561384","26,90141936",,"49,8971445","82,9","1,10301481"
12/01/2012 9.00,"0,19321576","22,1403864","32,85244288",,"47,82248415","82,9","1,37985035"
12/01/2012 10.00,"0,88125593","20,13647656","27,844456",,"50,94190605","82,9","1,2504615"
