"NetC","Provincia di Lecce","","","","","","","","","",""
"Stat","Galatina","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM2.5
02/01/2012 10.00,"2,96303357","46,29938592","89,24313536","0,54159103","17,09526473",46
02/01/2012 11.00,"2,05390269","29,04637744","39,66715504","0,32584351","51,22419855",46
02/01/2012 12.00,"2,2344629","19,7840376","26,07065536","0,23135036","64,6243542",46
02/01/2012 13.00,"2,70482947","17,83210357","24,0389068","0,22816525","72,4259613",46
02/01/2012 14.00,"2,42044373","16,8762355","22,61018392","0,21637662","74,87608065",46
02/01/2012 15.00,"1,67471933","14,41068473","19,46584256","0,2475625","83,6933622",46
02/01/2012 16.00,"1,51131082","19,47406416","25,0307568","0,26521575","64,7001243",46
02/01/2012 17.00,"1,51672634","30,90170576","36,53967752","0,36035664","43,9401942",46
02/01/2012 18.00,"2,0186911","44,33381168","50,423742","0,49662669","29,8525815",46
02/01/2012 19.00,"1,95007818","46,790942","52,27956744","0,52146216","23,9935857",46
02/01/2012 20.00,"1,96542471","47,2280252","52,67554264","0,62220437","24,8664381",46
02/01/2012 21.00,"2,06654095","55,8716992","64,12928304","0,77545779","12,85409622",46
02/01/2012 22.00,"2,2904396","49,4244352","56,98375664","0,73238075","15,68514885",46
02/01/2012 23.00,"2,04216346","41,10371712","47,09827688","0,75118967","18,34975065",46
03/01/2012 0.00,"1,92479963","34,72323928","39,99362904","0,69555393","20,21727015",46
03/01/2012 1.00,"1,39845738","31,27263376","36,33130776","0,64113562","19,80722982","20,79999"
03/01/2012 2.00,"1,20615793","28,347312","34,0762376","0,55437341","18,40861911","20,79999"
03/01/2012 3.00,"0,90823185","22,96162864","27,97777976","0,38295997","27,90185055","20,79999"
03/01/2012 4.00,"0,8269766","20,05187056","25,01712424","0,32740578","32,198502","20,79999"
03/01/2012 5.00,"0,86128306","20,2723624","25,38453416","0,31074744","32,01175005","20,79999"
03/01/2012 6.00,"1,3271372","21,73144784","26,541906","0,30330076","32,13623805","20,79999"
03/01/2012 7.00,"1,56999172","34,58901688","43,70533728","0,26466703","19,06563246","20,79999"
03/01/2012 8.00,"2,37259388","42,705476","57,952242","0,29674647","19,80587522","20,79999"
03/01/2012 9.00,"1,97896911","39,00715176","50,55291672","0,30206237","19,69761255","20,79999"
03/01/2012 10.00,"2,2976603","28,13980264","36,68313488","0,27832316","41,05500525","20,79999"
03/01/2012 11.00,"1,63048186","22,03170832","28,18678048","0,22051586","56,0364378","20,79999"
03/01/2012 12.00,"1,16824112","19,67899232","25,2443272","0,21308899","57,83834175","20,79999"
03/01/2012 13.00,"1,0364308","15,54683528","20,92246152","0,20974194","63,0491421","20,79999"
03/01/2012 14.00,"1,55554828","15,10262032","20,48042624","0,21416428","63,16618875","20,79999"
03/01/2012 15.00,"2,03313758","15,9787274","21,9279632","0,21160827","61,3054323","20,79999"
03/01/2012 16.00,"2,18661509","23,289116","30,19193312","0,25525267","53,34276885","20,79999"
03/01/2012 17.00,"1,41470904","19,25357232","24,13043424","0,25847855","55,02758625","20,79999"
03/01/2012 18.00,"1,05538768","22,81832424","27,90311616","0,31752425","46,38692205","20,79999"
03/01/2012 19.00,"0,92087011","24,17754592","29,04687456","0,32093304","46,75703445","20,79999"
03/01/2012 20.00,"1,03823598","22,66461856","26,98851096","0,33154502","46,40655285","20,79999"
03/01/2012 21.00,"1,65124595","26,24168376","31,41551752","0,38596334","41,68630305","20,79999"
03/01/2012 22.00,"1,47158578","23,00896976","27,62918392","0,37007623","34,5843225","20,79999"
03/01/2012 23.00,"1,24497987","23,87405416","29,03909272","0,37758349","26,29348155","20,79999"
04/01/2012 0.00,"0,9010081","26,1294876","32,33207296","0,3868767","22,57196865","20,79999"
04/01/2012 1.00,"0,95156622","21,66141128","27,06640584","0,32073033","31,06851405","26,1"
04/01/2012 2.00,"1,04274942",,,"0,3284403","26,58104085","26,1"
04/01/2012 3.00,"1,33977546","22,24699952","28,45683136",,"19,13194626","26,1"
04/01/2012 4.00,,"23,08095656","29,59992056","0,29804545","17,81520636","26,1"
04/01/2012 5.00,"1,97264846","22,5589232","29,39610136","0,29017238",,"26,1"
04/01/2012 6.00,"1,94253","27,16011296","35,55926128","0,29256063","13,98537494","26,1"
04/01/2012 7.00,"2,54412822","36,50593072","63,75604152","0,38724134","7,2785979","26,1"
04/01/2012 8.00,"2,74726176","39,29181032","74,65216624","0,35892602","6,25890353","26,1"
04/01/2012 9.00,"2,97386767","35,98777872","78,1529044","0,46307818","5,95374035","26,1"
04/01/2012 10.00,"2,33738432","35,69921968","61,98004208","0,44982048","23,4901674","26,1"
04/01/2012 11.00,"1,27838324","33,4716632","49,46756992","0,31810325","29,02100565","26,1"
04/01/2012 12.00,"1,16914422","25,049112","33,15061928","0,28778413","44,07212355","26,1"
04/01/2012 13.00,"2,25613009","19,69260576","25,37350192","0,24661769","59,7681252","26,1"
04/01/2012 14.00,"2,45204294","15,99429108","21,90717976","0,21925417","66,55341945","26,1"
04/01/2012 15.00,"2,09723706","14,79329314","19,6748624","0,20787911","66,2198355","26,1"
04/01/2012 16.00,"2,37439905","15,45215686","20,44017864","0,2516167","60,6288081","26,1"
04/01/2012 17.00,"2,69580055","22,03233928","27,22349576","0,34129724","39,6354231","26,1"
04/01/2012 18.00,"2,7030243","28,6560044","34,42615272","0,34016369","27,39911055","26,1"
04/01/2012 19.00,"2,09994533","31,66239496","37,86519064","0,42559431","21,5421297","26,1"
04/01/2012 20.00,"1,64221804","40,8858256","47,75065128","0,60772924","13,83928109","26,1"
04/01/2012 21.00,"1,20164449","39,04604184","46,94445648","0,65812481","12,62809863","26,1"
04/01/2012 22.00,"3,05151155","38,30936736","45,2405012","0,64658898","10,86613259","26,1"
04/01/2012 23.00,"2,66239718","33,66555912","41,062112","0,60673783","11,6483262","26,1"
05/01/2012 0.00,"3,10838829","30,6941964","40,15917","0,57753128","8,54052717","26,1"
05/01/2012 1.00,"2,67594159","24,29102312","32,1886156","0,47263118","11,85672989","20,6"
05/01/2012 2.00,"1,85798984","24,37534232","32,47878072","0,42527044","12,98536323","20,6"
05/01/2012 3.00,"1,91215832","25,43625376","34,33915672","0,39812943","9,03785673","20,6"
05/01/2012 4.00,"2,492667","19,1349136","26,80545608","0,35323849","15,31841199","20,6"
05/01/2012 5.00,"2,91608885","17,6349649","23,83443752","0,28626613","26,654796","20,6"
05/01/2012 6.00,"3,05692708","17,82107898","23,28007224","0,22030616","36,75362565","20,6"
05/01/2012 7.00,"3,0343568","26,12170576","33,19994888","0,24507872","22,03200195","20,6"
05/01/2012 8.00,"2,69760877","33,7978504","48,55816536","0,30077854","11,20039284","20,6"
05/01/2012 9.00,"3,19505805","47,5204656","102,6182828","0,46724772","6,82119029","20,6"
05/01/2012 10.00,"2,23897838","37,2432744","61,37896664","0,39313042","24,6120357","20,6"
05/01/2012 11.00,"2,70392638","30,05153496","42,20196992","0,30059563","38,3992014","20,6"
05/01/2012 12.00,"3,68348145","20,95001344","27,88300192","0,24621227","53,4808029","20,6"
05/01/2012 13.00,"4,13940052","16,73291962","22,41219632","0,2352834","63,97340565","20,6"
05/01/2012 14.00,"3,73223135","16,22839636","21,73387608","0,22605427","64,11010305","20,6"
05/01/2012 15.00,"3,20498906","13,47037842","18,93162402","0,22487995","64,4335125","20,6"
05/01/2012 16.00,"2,99102243","15,33542735","20,30645336","0,2551385","61,72563915","20,6"
05/01/2012 17.00,"3,49388926","18,15894276","23,13078328","0,29120457","54,0606696","20,6"
05/01/2012 18.00,"4,00217264","19,3080452","24,30893856","0,31751609","49,3410981","20,6"
05/01/2012 19.00,"4,10328888","19,71660136","24,76720672","0,33040798","46,79290455","20,6"
05/01/2012 20.00,"3,97870028","19,28925024","24,26220928","0,30575658","45,5140497","20,6"
05/01/2012 21.00,"4,57094515","18,21082106","23,031474","0,28452562","46,01680965","20,6"
05/01/2012 22.00,"4,14391397","16,18754074","20,99517488","0,27819035","46,8328245","20,6"
05/01/2012 23.00,"3,56521046","14,40614564","18,95499249","0,22315925","52,442166","20,6"
06/01/2012 0.00,"3,84056931","10,76877978","15,79507024","0,15750334","69,8074041","20,6"
06/01/2012 1.00,"4,84269365","8,61709911","13,90807346","0,14608867","74,3740389","2,7"
06/01/2012 2.00,"5,28416928",,,"0,1409883","76,73953035","2,7"
06/01/2012 3.00,"5,98926758","7,67873922","13,16028644",,"71,7527286","2,7"
06/01/2012 4.00,,"10,66956228","16,0131759","0,1543194","63,8469027","2,7"
06/01/2012 5.00,"5,51438554","10,36282777","15,5717735","0,15039451",,"2,7"
06/01/2012 6.00,"6,3160846","7,82529785","12,86428781","0,14702999","63,64119825","2,7"
06/01/2012 7.00,"6,85867749","8,31295918","13,85679362","0,15243676","62,7399171","2,7"
06/01/2012 8.00,"6,86048165","12,90424861","18,48697695","0,17017971","59,78298795","2,7"
06/01/2012 9.00,"6,7277662","12,16691831","18,4908717","0,18525947","63,3590454","2,7"
06/01/2012 10.00,"6,57248454","11,03984785","17,40099728","0,19086661","64,0627218","2,7"
06/01/2012 11.00,"6,77922742","12,14616738","18,31560822","0,20260166","62,8359963","2,7"
06/01/2012 12.00,"6,91555322","11,70325066","18,14618781","0,21519764","62,81095905","2,7"
06/01/2012 13.00,"6,18878773","11,70843983","18,21499304","0,22661231","63,93011415","2,7"
06/01/2012 14.00,"6,06329603","12,25057405","18,35520382","0,22406911","63,9923781","2,7"
06/01/2012 15.00,"5,71210356","14,89899614","21,2476736","0,21521861","61,7351154","2,7"
06/01/2012 16.00,"6,37657475","14,28228437","20,69397752","0,23418248","62,4300138","2,7"
06/01/2012 17.00,"7,80572722","14,10784114","20,64464792","0,22036441","64,528275","2,7"
06/01/2012 18.00,"7,80753239","15,63697461","22,10126688","0,22551138","62,68982265","2,7"
06/01/2012 19.00,"8,08830677","16,21153443","22,83218624","0,2263129","58,9317813","2,7"
06/01/2012 20.00,"6,78284082","15,9378737","22,77960624","0,23482323","59,525214","2,7"
06/01/2012 21.00,"6,85235582","18,02405498","24,95416208","0,2324408","54,54379875","2,7"
06/01/2012 22.00,"7,17375833","16,93265097","23,37615024","0,21954425","52,829196","2,7"
06/01/2012 23.00,"7,6188433","13,80694396","20,0643368","0,20212168","55,9802985","2,7"
07/01/2012 0.00,"8,9974407","16,48325066","22,51605616","0,18948492","53,63032815","2,7"
07/01/2012 1.00,"8,83944771","17,2996957","23,5631056","0,17622722","51,39405285","5,9"
07/01/2012 2.00,"7,03201701","10,95165302","16,9836115","0,17788968","56,51753205","5,9"
07/01/2012 3.00,"8,04587549","17,38075685","23,522858","0,17348365","49,24232565","5,9"
07/01/2012 4.00,"7,40307149","13,51771763","19,30550224","0,17752969","52,91376405","5,9"
07/01/2012 5.00,"5,78161856","12,65587981","18,73818507","0,17618761","53,2987791","5,9"
07/01/2012 6.00,"5,09186984","12,389999","18,50904717","0,18694173","53,06534415","5,9"
07/01/2012 7.00,"4,88783319","13,65065708","20,15846456","0,19260945","51,5774133","5,9"
07/01/2012 8.00,"4,94561303","15,7452722","22,76922408","0,18449872","49,92980265","5,9"
07/01/2012 9.00,"4,47705469","13,99889538","21,82475344","0,20612695","53,254131","5,9"
07/01/2012 10.00,"4,59442056","12,1046655","20,364234","0,21089296","55,15682235","5,9"
07/01/2012 11.00,"4,18544316","12,60594602","20,76344048","0,21638011","55,53439605","5,9"
07/01/2012 12.00,"3,60764275","11,99571783","20,15131368","0,20338337","59,27214825","5,9"
07/01/2012 13.00,"3,45416524","12,39194542","20,44471008","0,20226148","62,60323965","5,9"
07/01/2012 14.00,"3,7990391","11,3803043","18,75506421","0,20392393","64,5614319","5,9"
07/01/2012 15.00,"4,95554404","11,85759113","18,59018671","0,18630098","65,72725005","5,9"
07/01/2012 16.00,"3,93355972","13,72977373","20,50962248","0,20985145","63,262248","5,9"
07/01/2012 17.00,"3,63743576","18,31004047","25,11645264","0,23966963","57,35790585","5,9"
07/01/2012 18.00,"3,26728336","22,52324528","29,42919808","0,27087066","53,5132815","5,9"
07/01/2012 19.00,"3,135471","26,12560624","33,07077416","0,29594262","49,01497545","5,9"
07/01/2012 20.00,"3,58507247","29,50162464","36,82919256","0,30072844","46,27189035","5,9"
07/01/2012 21.00,"4,11502608","28,33304848","35,6815528","0,29227753","47,6623854","5,9"
07/01/2012 22.00,"3,78459566","26,44141128","32,97859664","0,29532168","47,2002237","5,9"
07/01/2012 23.00,"3,8649468","23,60168976","29,75311","0,26370125","50,0800062","5,9"
08/01/2012 0.00,"3,1806136","21,99863072","28,04074192","0,27165121","51,89810955","5,9"
08/01/2012 1.00,"2,36808043","23,0796564","29,24161176","0,25386865","50,9420457","10,7"
08/01/2012 2.00,"2,64343928",,,"0,21986463","48,4384803","10,7"
08/01/2012 3.00,"3,23116969","24,00309504","30,35355448",,"45,6764427","10,7"
08/01/2012 4.00,,"19,43450488","25,50850824","0,20143899","47,8423743","10,7"
08/01/2012 5.00,"2,83032117","17,06494225","22,62381648","0,17954048",,"10,7"
08/01/2012 6.00,"3,36207996","19,77172432","25,7480436","0,18083247","49,1530095","10,7"
08/01/2012 7.00,"3,15443093","18,36451335","24,3232212","0,18878476","46,3449672","10,7"
08/01/2012 8.00,"1,92841099","19,6134872","26,21541288","0,20153918","45,91259085","10,7"
08/01/2012 9.00,"2,61184109","17,53250464","24,57441976","0,20186188","50,1828684","10,7"
08/01/2012 10.00,"3,243811","16,59154826","24,03370616","0,22119739","51,2911707","10,7"
08/01/2012 11.00,"2,45745846","18,57916021","26,0258572","0,26838338","53,8685112","10,7"
08/01/2012 12.00,"2,82039017","18,1407845","25,82788872","0,25409349","59,65985655","10,7"
08/01/2012 13.00,"3,5931983","19,25812288","27,07160648","0,24030921","60,4785846","10,7"
08/01/2012 14.00,"3,81077629","18,34894776","25,15409992","0,1934867","62,7804954","10,7"
08/01/2012 15.00,"2,67955194","19,59404216","25,96289504","0,22089449","59,04140655","10,7"
08/01/2012 16.00,"1,70541544","15,77639956","22,24279312","0,22511179","62,3711214","10,7"
08/01/2012 17.00,"3,29256191","20,454576","26,86128648","0,22811982","59,1618447","10,7"
08/01/2012 18.00,"3,03616197","24,51994688","30,95009848","0,25895737","55,19201415","10,7"
08/01/2012 19.00,"3,17609812","37,4734792","44,03313056","0,38344111","40,10362965","10,7"
08/01/2012 20.00,"3,39006475","50,02493704","56,6695768","0,48768298","27,92958105","10,7"
08/01/2012 21.00,"2,99553485","42,8312856","49,37799272","0,41395712","29,35863945","10,7"
08/01/2012 22.00,"2,66149409","31,21037904","37,62177392","0,32725433","43,7270484","10,7"
08/01/2012 23.00,"2,06383064","26,11717432","32,11267096","0,30271244","47,34232755","10,7"
09/01/2012 0.00,"1,77944592","24,25731456","29,87190256","0,26002684","48,53050965","10,7"
09/01/2012 1.00,"1,44450307","21,97916656","27,787574","0,24783744","44,0146077","14,1"
09/01/2012 2.00,"1,3785974","18,76916903","24,37190072","0,22016753","47,94589485","14,1"
09/01/2012 3.00,"1,78395936","17,35806141","22,96201104","0,23017837","45,7759134","14,1"
09/01/2012 4.00,"2,47912565","18,61223398","24,18236416","0,22008714","46,202205","14,1"
09/01/2012 5.00,"3,08672111","15,23426343","21,14188264","0,19865347","49,6293756","14,1"
09/01/2012 6.00,"3,21040458","19,53956928","25,4695608","0,19631182","47,00808525","14,1"
09/01/2012 7.00,"2,66510749","28,02955672","35,58612488","0,21607022","36,5039514","14,1"
09/01/2012 8.00,"1,70993092","38,53829112","49,90574296","0,28014872","30,85536825","14,1"
09/01/2012 9.00,"2,70031603","47,0295596","67,07045528","0,36776021","29,871534","14,1"
09/01/2012 10.00,"3,37832857","28,99255464","41,73200032","0,29352991","46,19205045","14,1"
09/01/2012 11.00,"2,67323027","21,82287968","32,85330328","0,26095534","50,1165546","14,1"
09/01/2012 12.00,,,,,,"14,1"
09/01/2012 13.00,,,,,,"14,1"
09/01/2012 14.00,,,,,,"14,1"
09/01/2012 15.00,,,,,,"14,1"
09/01/2012 16.00,,,,,,"14,1"
09/01/2012 17.00,,,,,,"14,1"
09/01/2012 18.00,,,,,,"14,1"
09/01/2012 19.00,,,,,,"14,1"
09/01/2012 20.00,,,,,,"14,1"
09/01/2012 21.00,,,,,,"14,1"
09/01/2012 22.00,,,,,,"14,1"
09/01/2012 23.00,,,,,,"14,1"
10/01/2012 0.00,,,,,,"14,1"
10/01/2012 1.00,,,,,,"12,8"
10/01/2012 2.00,,,,,,"12,8"
10/01/2012 3.00,,,,,,"12,8"
10/01/2012 4.00,,,,,,"12,8"
10/01/2012 5.00,,,,,,"12,8"
10/01/2012 6.00,,,,,,"12,8"
10/01/2012 7.00,,,,,,"12,8"
10/01/2012 8.00,,,,,,"12,8"
10/01/2012 9.00,,,,,,"12,8"
10/01/2012 10.00,,,,,,"12,8"
10/01/2012 11.00,,,,,,"12,8"
10/01/2012 12.00,"4,04751762","11,84486103","20,98406616","0,20150772","35,8127637","12,8"
10/01/2012 13.00,"3,53902982","16,13825512","25,31442112","0,23524379","45,07493025","12,8"
10/01/2012 14.00,"3,27631228","17,43328331","27,62660272","0,27247952","50,4940884","12,8"
10/01/2012 15.00,"1,88688078","14,56956428","22,64848128","0,21487959","52,91376405","12,8"
10/01/2012 16.00,"2,53419721","20,24446632","28,71128032","0,24814034","48,2422521","12,8"
10/01/2012 17.00,"2,19564401","23,12244696","30,29319264","0,25863466","46,3158801","12,8"
10/01/2012 18.00,"1,90132523","29,67282512","37,4432696","0,31560899","39,66858","12,8"
10/01/2012 19.00,"2,20557502","40,23538232","49,63699224","0,39411834","30,98256945","12,8"
10/01/2012 20.00,"2,04126036","51,05280912","62,4370292","0,51458516","20,7890172","12,8"
10/01/2012 21.00,"2,16223963","65,58410472","86,5836772","0,66464066","10,31737791","12,8"
10/01/2012 22.00,"1,41741731","54,39509984","65,2120104","0,60891754","14,95979279","12,8"
10/01/2012 23.00,"1,5961754","48,11905544","57,75748568","0,58596937","6,39355406","12,8"
11/01/2012 0.00,"1,82097613","39,17575192","49,6473744","0,52185127","18,37140239","12,8"
11/01/2012 1.00,"1,6693038","29,16312416","35,40176984","0,36531837","30,783648","16,1"
11/01/2012 2.00,"1,16553285","31,91334496","38,10600704","0,38069637","14,9625","16,1"
11/01/2012 3.00,"0,60759445","26,2014744","32,60082368","0,36360233","18,71919672","16,1"
11/01/2012 4.00,"0,64641334","24,24305104","30,45611416","0,32194659","22,37574045","16,1"
11/01/2012 5.00,"1,23143852","16,1518743","21,91823112","0,1921551","41,4258159","16,1"
11/01/2012 6.00,"1,82729373","17,09931236","23,26385848","0,19108447","41,83856145","16,1"
11/01/2012 7.00,"2,09994533","17,92548756","24,31607032","0,19090389","40,38919395","16,1"
11/01/2012 8.00,"2,7021212","30,0444032","41,36134","0,27851422","26,6602224","16,1"
11/01/2012 9.00,"3,69160423","35,82631032","53,59142888","0,34055397","24,93951495","16,1"
11/01/2012 10.00,"4,87429286","21,50707464","30,23411184","0,23514244","39,23959515","16,1"
11/01/2012 11.00,"4,16829146","16,21283077","24,50757624","0,22515256","44,4977568","16,1"
11/01/2012 12.00,"3,47853968","15,14217769","23,19894608","0,2183711","48,4567545","16,1"
11/01/2012 13.00,"3,83154038","16,71281686","24,8113548","0,23433509","48,1231506","16,1"
11/01/2012 14.00,"4,23058576","19,90531576","29,53047672","0,25054141","49,318794","16,1"
11/01/2012 15.00,"2,9810904","14,63376542","21,67479528","0,21120635","56,62514235","16,1"
11/01/2012 16.00,"2,64253415","17,56427826","24,68218008","0,23512263","53,9510643","16,1"
11/01/2012 17.00,"2,70753978","22,99015568","29,50256152","0,26238829","48,0263931","16,1"
11/01/2012 18.00,"2,96393666","38,51884608","46,39789216","0,40933557","32,7472467","16,1"
11/01/2012 19.00,"3,25825545","42,6698172","51,1747756","0,42703541","30,35194995","16,1"
11/01/2012 20.00,"2,87997721","45,80199824","54,53916904","0,47405947","25,9869498","16,1"
11/01/2012 21.00,"3,03345472","46,16516352","56,48782208","0,52417195","24,4645254","16,1"
11/01/2012 22.00,"1,57270202","38,19395904","45,78901576","0,44677284","26,7867453","16,1"
11/01/2012 23.00,"2,66149409","35,05332696","41,67551984","0,4308904","27,7428291","16,1"
12/01/2012 0.00,"1,79298727","27,22089544","33,39143568","0,36073643","33,4320105","16,1"
12/01/2012 1.00,"1,3858181","20,15433464","26,06480464","0,25808944","38,0994327",26
12/01/2012 2.00,"1,1799773",,,"0,25831196","37,05199785",26
12/01/2012 3.00,"1,24859022","21,26778784","27,55909",,"32,4772434",26
12/01/2012 4.00,,"21,13937792","27,36370272","0,23136434","33,5605683",26
12/01/2012 5.00,"1,96632679","20,86961384","26,68666352","0,24561928",,26
12/01/2012 6.00,"1,67742658","25,00372112","31,22986232","0,24566006","29,7409413",26
12/01/2012 7.00,"1,43998759","42,241816","53,93549328","0,30405801","11,9561966",26
12/01/2012 8.00,"2,04126036","49,36933136","73,76874576","0,41242049","10,89522767",26
12/01/2012 9.00,"3,29075673","50,04375112","86,03516264","0,43851649","16,42065548",26
12/01/2012 10.00,"4,01029847","31,67210792","47,79804976","0,2705596","40,7782389",26
12/01/2012 11.00,"3,94439382","17,38918877","25,22484392","0,18213028","57,8484963",26
12/01/2012 12.00,"4,62330844","16,75885782","25,0275064","0,18095479","59,6801457",26
12/01/2012 13.00,"6,20684456","21,69643912","31,8828868","0,20952525","57,2023158",26
12/01/2012 14.00,"5,60827904","21,59072464","31,82187488","0,21905612","59,14291215",26
12/01/2012 15.00,"4,26399014","18,22703482","26,07713704","0,19624425","61,50503205",26
12/01/2012 16.00,"4,74609289","23,52062096","31,33827272","0,2202118","54,79955775",26
12/01/2012 17.00,"3,23839242","37,81846136","46,00646752","0,33419074","37,97021655",26
12/01/2012 18.00,"2,67684367","68,0262832","85,1932708","0,58996765","12,86762831",26
12/01/2012 19.00,"2,62086697","71,08068408","90,78805048","0,65189556","8,11559816",26
12/01/2012 20.00,"2,03404068","68,02177088","88,86664344","0,85768931","10,5751778",26
12/01/2012 21.00,"3,45506732","71,40232072","144,64176752","1,08864823","5,55181568",26
12/01/2012 22.00,"2,44572228","68,11192168","107,80022344","1,10669525","8,11965798",26
12/01/2012 23.00,"2,03404068","55,05007456","104,88434696","1,21426552","6,53767884",26
13/01/2012 0.00,"2,69128812","47,37653024","84,6895544","1,17817266","5,88945945",26
13/01/2012 1.00,"2,17578099","43,32997344","62,94529616","0,93772365","5,20267073","58,09999"
13/01/2012 2.00,"1,09601582","38,57655024","55,28498288","0,86513133","4,38461499","58,09999"
13/01/2012 3.00,"1,65937178","36,15509784","51,92775944","0,80178446","4,54971521","58,09999"
13/01/2012 4.00,"1,6548563","33,00928424","45,46510384","0,67160503","4,42792046","58,09999"
13/01/2012 5.00,"1,27296771","29,82133016","41,42887184","0,58972533","4,45701554","58,09999"
13/01/2012 6.00,"1,99341255","30,59498272","43,29182904","0,51934186","4,79330471","58,09999"
13/01/2012 7.00,"1,66749863","38,34829568","76,41845272","0,52106606","4,47054762","58,09999"
13/01/2012 8.00,"3,75209438","48,46533776","132,52783264","0,67987769","5,7825494","58,09999"
13/01/2012 9.00,"3,75931711","57,518218","139,45330696","0,75382956","7,57970126","58,09999"
13/01/2012 10.00,"2,51614241","49,48605896","85,53989728","0,52295219","15,25345479","58,09999"
13/01/2012 11.00,"2,89893409","29,50227472","41,93191904","0,35702241","47,20902165","58,09999"
13/01/2012 12.00,"2,99824516","9,949092","15,81259563","0,17063289","73,9342212","58,09999"
13/01/2012 13.00,"2,61364627","9,08595593","14,87461623","0,16570611","79,4345958","58,09999"
13/01/2012 14.00,"2,28411895","11,38160064","18,4058355","0,17720349","80,50233975","58,09999"
13/01/2012 15.00,"2,00424665","7,70013833","12,97528706","0,15796002","83,9606124","58,09999"
13/01/2012 16.00,"1,34248373","9,43289789","14,67793262","0,17748775","80,7445527","58,09999"
13/01/2012 17.00,"1,45443407","28,578186","36,09695392","0,31916457","50,55028755","58,09999"
13/01/2012 18.00,"2,73372041","73,69473224","114,4549968","0,72511697","6,71157501","58,09999"
13/01/2012 19.00,"4,40121802","76,72314904","149,44266568","1,1549344","6,72172358","58,09999"
13/01/2012 20.00,"4,34253407","67,29870984","122,64434136","1,01899521","6,773825","58,09999"
13/01/2012 21.00,"4,10057858","58,40402848","99,8063044","1,03381751","6,15470069","58,09999"
13/01/2012 22.00,"3,62840684","56,79515696","104,60328296","1,11906405","6,23386827","58,09999"
13/01/2012 23.00,"3,43791562","50,40236584","78,70465024","0,96503707","6,76502904","58,09999"
14/01/2012 0.00,"3,135471","38,83725144","49,37996208","0,67127999","19,82076191","58,09999"
