"NetC","Comune Lecce","","","","","","","","","","","","","",""
"Stat","Via Garilliano","","","","","","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
17/02/2011 0.00,"2,1",11,"13,7","0,1",,"17,9","0,3","13,5"
17/02/2011 1.00,"2,4","7,7","10,3","0,2",,"27,3","0,3","6,7"
17/02/2011 2.00,2,"6,1","8,6","0,1",,"27,3","0,3","6,7"
17/02/2011 3.00,,"5,9","8,1","0,3",,"27,3","0,3","6,7"
17/02/2011 4.00,2,"6,9","9,6",,,"27,3","0,3","6,7"
17/02/2011 5.00,"1,9","8,3","10,8","0,4",,"27,3","0,3","6,7"
17/02/2011 6.00,"2,2","18,8","22,2","0,4",,"27,3","0,4","6,7"
17/02/2011 7.00,"1,7",26,"31,3","0,4",,"27,3","0,4","6,7"
17/02/2011 8.00,"2,4","30,8","41,8","0,4",,"27,3","0,4","6,7"
17/02/2011 9.00,"2,5","25,4","34,8","0,4",,"27,3","0,6","6,7"
17/02/2011 10.00,"2,3",20,"28,7","0,4",,"27,3","0,6","6,7"
17/02/2011 11.00,"2,7","19,5","27,8","0,4",,"27,3","0,5","6,7"
17/02/2011 12.00,"2,4","18,9","27,8","0,4",,"27,3","0,5","6,7"
17/02/2011 13.00,"2,5","19,3","28,7","0,4",,"27,3","0,6","6,7"
17/02/2011 14.00,"2,3","18,7","26,6","0,4",,"27,3","0,6","6,7"
17/02/2011 15.00,"2,3",15,"20,3","0,3",,"27,3","0,5","6,7"
17/02/2011 16.00,"1,8","18,3","23,5","0,4",,"27,3","0,4","6,7"
17/02/2011 17.00,"2,2","23,5","28,8","0,4",,"27,3","0,5","6,7"
17/02/2011 18.00,"2,1","26,6","32,1","0,4",,"27,3","0,5","6,7"
17/02/2011 19.00,"2,1","27,7","33,1","0,4",,"27,3","0,6","6,7"
17/02/2011 20.00,"2,4","21,2","25,8","0,4",,"27,3","0,6","6,7"
17/02/2011 21.00,"2,1","16,6",21,"0,4",,"27,3","0,5","6,7"
17/02/2011 22.00,"2,3","9,4","12,4","0,3",,"27,3","0,5","6,7"
17/02/2011 23.00,"2,1",6,"8,8","0,3",,"27,3","0,4","6,7"
18/02/2011 0.00,2,"5,6","8,5","0,3",,"27,3","0,3","6,7"
18/02/2011 1.00,"2,1","4,4",7,"0,3",,"32,5","0,3","11,5"
18/02/2011 2.00,"2,2","2,6","5,4","0,3",,"32,5","0,3","11,5"
18/02/2011 3.00,2,"2,1","4,5","0,3",,"32,5","0,3","11,5"
18/02/2011 4.00,"1,8","2,1","4,7","0,3",,"32,5","0,3","11,5"
18/02/2011 5.00,"2,2",3,"5,5","0,3",,"32,5","0,2","11,5"
18/02/2011 6.00,"2,4","8,3","11,7","0,3",,"32,5","0,3","11,5"
18/02/2011 7.00,"2,5","13,6","18,8","0,4",,"32,5","0,3","11,5"
18/02/2011 8.00,"2,5","20,5","29,2","0,4",,"32,5","0,4","11,5"
18/02/2011 9.00,"2,6","17,9",26,"0,4",,"32,5","0,5","11,5"
18/02/2011 10.00,"2,4","15,9","23,1","0,3",,"32,5","0,5","11,5"
18/02/2011 11.00,"2,4","14,2","22,6","0,2",,"32,5","0,5","11,5"
18/02/2011 12.00,"3,3","17,3",26,"0,2",,"32,5","0,5","11,5"
18/02/2011 13.00,"2,9","19,6","27,5","0,3",,"32,5","0,5","11,5"
18/02/2011 14.00,"3,1","18,3","24,9","0,3",,"32,5","0,5","11,5"
18/02/2011 15.00,"2,5","15,2","20,2","0,3",,"32,5","0,5","11,5"
18/02/2011 16.00,"2,8","16,2","21,6","0,4",,"32,5","0,4","11,5"
18/02/2011 17.00,"2,6","21,9","27,7","0,4",,"32,5","0,4","11,5"
18/02/2011 18.00,"2,5",38,"43,1","0,5",,"32,5","0,6","11,5"
18/02/2011 19.00,"2,5","30,2",35,"0,5",,"32,5","0,9","11,5"
18/02/2011 20.00,"2,4","20,9","24,3","0,4",,"32,5","0,9","11,5"
18/02/2011 21.00,"2,4","18,4","21,2","0,4",,"32,5","0,6","11,5"
18/02/2011 22.00,"2,7","23,1","27,5","0,4",,"32,5","0,6","11,5"
18/02/2011 23.00,"2,1",63,"74,5","0,6",,"32,5","0,8","11,5"
19/02/2011 0.00,"2,7","19,5","22,6","0,4",,"32,5",1,"11,5"
19/02/2011 1.00,"2,8",8,"10,3","0,3",,"22,2","0,6","9,4"
19/02/2011 2.00,3,"5,5","7,7","0,3",,"22,2","0,4","9,4"
19/02/2011 3.00,,"4,7","7,2","0,3",,"22,2","0,4","9,4"
19/02/2011 4.00,"2,5","8,7","11,4",,,"22,2","0,5","9,4"
19/02/2011 5.00,"2,8","5,2","7,7","0,1",,"22,2","0,5","9,4"
19/02/2011 6.00,"3,3","10,2","12,9","0,2",,"22,2","0,5","9,4"
19/02/2011 7.00,"3,3","10,2","13,4","0,2",,"22,2","0,7","9,4"
19/02/2011 8.00,"2,9","7,6","12,5","0,3",,"22,2","0,8","9,4"
19/02/2011 9.00,"2,8","7,1","12,2","0,3",,"22,2",1,"9,4"
19/02/2011 10.00,"3,6","6,6","11,3","0,3",,"22,2",1,"9,4"
19/02/2011 11.00,"3,1","5,4","9,4","0,3",,"22,2",1,"9,4"
19/02/2011 12.00,"3,5","5,5","9,6","0,3",,"22,2",1,"9,4"
19/02/2011 13.00,4,9,"14,5","0,2",,"22,2",1,"9,4"
19/02/2011 14.00,"3,6","4,7","7,9","0,1",,"22,2",1,"9,4"
19/02/2011 15.00,"3,3","3,7","7,1","0,1",,"22,2","0,9","9,4"
19/02/2011 16.00,"2,9","5,2","8,4","0,1",,"22,2","0,9","9,4"
19/02/2011 17.00,"2,5","6,9","10,4","0,1",,"22,2",1,"9,4"
19/02/2011 18.00,"2,5","11,3","14,8","0,2",,"22,2","0,9","9,4"
19/02/2011 19.00,"2,6","13,7","17,6","0,2",,"22,2","1,1","9,4"
19/02/2011 20.00,"2,2","14,8","18,2","0,2",,"22,2","1,1","9,4"
19/02/2011 21.00,"1,6","21,2","26,3","0,2",,"22,2","1,1","9,4"
19/02/2011 22.00,"2,2",18,"21,9","0,2",,"22,2","1,2","9,4"
19/02/2011 23.00,"1,8","22,5","27,1","0,3",,"22,2","1,1","9,4"
20/02/2011 0.00,"1,7","24,2",28,"0,3",,"22,2","1,1","9,4"
20/02/2011 1.00,"1,9","30,5","36,2","0,3",,"25,9","1,1",18
20/02/2011 2.00,"1,5","17,2","20,8","0,2",,"25,9","0,9",18
20/02/2011 3.00,"1,9","16,5","19,8","0,2",,"25,9","0,8",18
20/02/2011 4.00,"1,7","10,6","13,5","0,2",,"25,9","0,8",18
20/02/2011 5.00,"1,4","10,1","13,1","0,2",,"25,9","0,8",18
20/02/2011 6.00,"1,6","13,7","17,3","0,2",,"25,9","0,7",18
20/02/2011 7.00,"1,6","21,8","27,1","0,2",,"25,9","0,8",18
20/02/2011 8.00,"1,7","16,2","22,1","0,2",,"25,9",1,18
20/02/2011 9.00,"1,9","10,6","15,3","0,2",,"25,9",1,18
20/02/2011 10.00,"5,1","10,3","15,6","0,2",,"25,9",1,18
20/02/2011 11.00,"4,6",9,"13,6","0,2",,"25,9","0,9",18
20/02/2011 12.00,"4,3","7,4","11,1","0,2",,"25,9","0,8",18
20/02/2011 13.00,"3,9","7,5","11,1","0,2",,"25,9","0,8",18
20/02/2011 14.00,"3,1","8,4",12,"0,2",,"25,9","0,8",18
20/02/2011 15.00,"3,5","8,4","11,8","0,1",,"25,9","0,8",18
20/02/2011 16.00,"4,3","15,7","19,3","0,1",,"25,9","0,8",18
20/02/2011 17.00,"3,2","15,3","18,5","0,1",,"25,9","0,8",18
20/02/2011 18.00,"2,6","28,7","32,4","0,3",,"25,9","0,9",18
20/02/2011 19.00,"2,4","47,1","50,9","0,4",,"25,9","1,3",18
20/02/2011 20.00,"2,6","76,7","120,3","0,8",,"25,9","1,5",18
20/02/2011 21.00,"2,8","89,9","135,3","0,9",,"25,9",2,18
20/02/2011 22.00,"2,3","63,2","72,3","0,4",,"25,9","2,1",18
20/02/2011 23.00,2,53,"60,1","0,5",,"25,9","1,7",18
21/02/2011 0.00,"2,4","37,3","41,9","0,6",,"25,9","1,7",18
21/02/2011 1.00,"2,2","27,9","31,5","0,5",,"16,2","1,7","9,9"
21/02/2011 2.00,2,"17,2","19,9","0,5",,"16,2","1,7","9,9"
21/02/2011 3.00,,"9,6","12,1","0,4",,"16,2","1,5","9,9"
21/02/2011 4.00,"1,9","7,8","10,6",,,"16,2",1,"9,9"
21/02/2011 5.00,"1,9","7,2","9,7","0,1",,"16,2","0,7","9,9"
21/02/2011 6.00,"1,8","14,2","17,6","0,1",,"16,2","0,5","9,9"
21/02/2011 7.00,"2,2","31,2","37,7","0,2",,"16,2","0,4","9,9"
21/02/2011 8.00,"2,5","44,1",59,"0,3",,"16,2","0,5","9,9"
21/02/2011 9.00,2,"32,4","43,7","0,3",,"16,2","0,6","9,9"
21/02/2011 10.00,"2,5","28,9","38,2","0,2",,"16,2","0,6","9,9"
21/02/2011 11.00,"2,4","24,9","33,9","0,2",,"16,2","0,6","9,9"
21/02/2011 12.00,"2,4","25,8","36,9","0,2",,"16,2","0,5","9,9"
21/02/2011 13.00,"2,7","35,4","53,9","0,3",,"16,2","0,5","9,9"
21/02/2011 14.00,"2,6","18,3","26,4","0,1",,"16,2","0,7","9,9"
21/02/2011 15.00,"1,7","15,1","20,4",0,,"16,2","0,4","9,9"
21/02/2011 16.00,"1,9","17,9","22,7","0,1",,"16,2","0,4","9,9"
21/02/2011 17.00,"2,3","20,9","24,4","0,1",,"16,2","0,4","9,9"
21/02/2011 18.00,"2,4",17,"20,6","0,2",,"16,2","0,5","9,9"
21/02/2011 19.00,"2,2","25,5","29,4","0,3",,"16,2","0,5","9,9"
21/02/2011 20.00,"1,9","20,7","23,9","0,3",,"16,2","0,6","9,9"
21/02/2011 21.00,"1,9","15,5","18,6","0,3",,"16,2","0,6","9,9"
21/02/2011 22.00,"2,1",16,"18,8","0,1",,"16,2","0,6","9,9"
21/02/2011 23.00,"2,2","10,1","12,8","0,1",,"16,2","0,7","9,9"
22/02/2011 0.00,"1,8","10,8","13,5","0,2",,"16,2","0,7","9,9"
22/02/2011 1.00,"1,6","8,7","11,5","0,1",,"23,6","0,7","16,1"
22/02/2011 2.00,"1,9","11,1","14,4","0,1",,"23,6","0,7","16,1"
22/02/2011 3.00,"2,1","8,4","10,9","0,1",,"23,6","0,7","16,1"
22/02/2011 4.00,"2,1","5,4",8,"0,1",,"23,6","0,7","16,1"
22/02/2011 5.00,"2,2","6,3",9,"0,2",,"23,6","0,7","16,1"
22/02/2011 6.00,2,"14,3","17,2","0,2",,"23,6","0,8","16,1"
22/02/2011 7.00,"2,5","21,2","25,9","0,2",,"23,6","0,9","16,1"
22/02/2011 8.00,"3,3","29,4","41,2","0,4",,"23,6",1,"16,1"
22/02/2011 9.00,"5,2","19,3","28,1","0,3",,"23,6","1,2","16,1"
22/02/2011 10.00,"11,8","18,7","27,6","0,2",,"23,6","1,1","16,1"
22/02/2011 11.00,"15,5","17,1","24,6","0,2",,"23,6",1,"16,1"
22/02/2011 12.00,"10,2",14,"19,2","0,2",,"23,6","0,9","16,1"
22/02/2011 13.00,"15,8","18,5","26,1","0,2",,"23,6",1,"16,1"
22/02/2011 14.00,"10,8","12,2","16,9","0,2",,"23,6","0,9","16,1"
22/02/2011 15.00,"9,7","11,2","15,6","0,2",,"23,6","0,9","16,1"
22/02/2011 16.00,"6,1",11,"17,7","0,2",,"23,6","0,9","16,1"
22/02/2011 17.00,"4,7","9,8","12,9","0,2",,"23,6","0,9","16,1"
22/02/2011 18.00,"2,9","20,2","24,9","0,3",,"23,6","0,9","16,1"
22/02/2011 19.00,"4,3","23,9","28,2","0,3",,"23,6",1,"16,1"
22/02/2011 20.00,"3,7","40,9","46,7","0,5",,"23,6","1,1","16,1"
22/02/2011 21.00,"3,3",52,"57,6","0,7",,"23,6","1,5","16,1"
22/02/2011 22.00,"3,3","35,9","40,8","0,5",,"23,6","1,6","16,1"
22/02/2011 23.00,"2,8","27,7","31,3","0,4",,"23,6","1,4","16,1"
23/02/2011 0.00,"2,6","22,3","26,9","0,4",,"23,6","1,2","16,1"
23/02/2011 1.00,"2,8","10,2","12,9","0,3",,18,"1,1",
23/02/2011 2.00,"2,9","4,9","7,5","0,2",,18,"0,8",
23/02/2011 3.00,,5,"7,6","0,2",,18,"0,7",
23/02/2011 4.00,"4,8","6,5",9,,,18,"0,7",
23/02/2011 5.00,"4,2","13,7","16,6","0,4",,18,"0,7",
23/02/2011 6.00,"4,2","18,3","22,3","0,5",,18,"0,7",
23/02/2011 7.00,"3,8","26,2","31,5","0,5",,18,"0,7",
23/02/2011 8.00,"6,6",33,"44,6","0,6",,18,"0,7",
23/02/2011 9.00,"9,3",17,"24,9","0,5",,18,1,
23/02/2011 10.00,8,"7,7","12,1","0,4",,18,"0,9",
23/02/2011 11.00,"6,8","6,5","10,4","0,4",,18,"0,7",
23/02/2011 12.00,7,6,"9,7","0,4",,18,"0,7",
23/02/2011 13.00,"5,9",,,"0,4",,18,"0,6",
23/02/2011 14.00,"5,7",,,"0,4",,18,"0,7",
23/02/2011 15.00,"5,3","7,7","10,8","0,4",,18,"0,7",
23/02/2011 16.00,"5,6","7,4","10,3","0,4",,18,"0,7",
23/02/2011 17.00,"5,1","7,6","10,4","0,4",,18,"0,7",
23/02/2011 18.00,"5,3","7,8","10,6","0,4",,18,"0,7",
23/02/2011 19.00,"5,8","7,8","11,1","0,5",,18,"0,7",
23/02/2011 20.00,"5,5","6,2","9,1","0,4",,18,"0,8",
23/02/2011 21.00,"4,7","5,9","8,7","0,4",,18,"0,8",
23/02/2011 22.00,"4,5","4,6","7,3","0,4",,18,"0,7",
23/02/2011 23.00,"4,2",3,"5,7","0,3",,18,"0,8",
24/02/2011 0.00,"4,1","2,9","5,5","0,3",,18,"0,7",
24/02/2011 1.00,"3,8",3,"5,5","0,3",,"12,9",,"11,9"
24/02/2011 2.00,"4,2","2,4","4,7","0,3",,"12,9",,"11,9"
24/02/2011 3.00,"4,1","2,1","4,6","0,3",,"12,9",,"11,9"
24/02/2011 4.00,4,"2,1","4,6","0,3",,"12,9",,"11,9"
24/02/2011 5.00,"4,5","2,7","5,1","0,4",,"12,9",,"11,9"
24/02/2011 6.00,"4,9","3,8","6,3","0,4",,"12,9",,"11,9"
24/02/2011 7.00,"4,3","4,8","8,3","0,4",,"12,9",,"11,9"
24/02/2011 8.00,"5,6","6,4","10,7","0,4",,"12,9",,"11,9"
24/02/2011 9.00,"5,3","5,8","9,4","0,3",,"12,9",,"11,9"
24/02/2011 10.00,"4,5","4,8","7,6","0,4",,"12,9",,"11,9"
24/02/2011 11.00,"4,5","4,6","7,5","0,3",,"12,9",,"11,9"
24/02/2011 12.00,"4,7","4,7","8,2","0,3",,"12,9",,"11,9"
24/02/2011 13.00,"4,8","6,8","12,1","0,4",,"12,9",,"11,9"
24/02/2011 14.00,"4,3","5,3","8,8","0,3",,"12,9",,"11,9"
24/02/2011 15.00,"4,4","4,8","8,3","0,4",,"12,9",,"11,9"
24/02/2011 16.00,"4,1","4,8","7,6","0,4",,"12,9",,"11,9"
24/02/2011 17.00,"4,1","5,3","8,5","0,5",,"12,9",,"11,9"
24/02/2011 18.00,4,"5,4","8,5","0,5",,"12,9",,"11,9"
24/02/2011 19.00,"4,5","6,2","9,6","0,5",,"12,9",,"11,9"
24/02/2011 20.00,4,6,"9,2","0,5",,"12,9",,"11,9"
24/02/2011 21.00,4,"4,8","7,6","0,6",,"12,9",,"11,9"
24/02/2011 22.00,"3,9",4,"6,8","0,6",,"12,9",,"11,9"
24/02/2011 23.00,"4,8","3,2","5,8","0,4",,"12,9",,"11,9"
25/02/2011 0.00,"4,8",3,"5,7","0,4",,"12,9",,"11,9"
25/02/2011 1.00,"5,6","3,7","6,4","0,4",,"31,4",,"27,4"
25/02/2011 2.00,"6,7",,,"0,4",,"31,4",,"27,4"
25/02/2011 3.00,,"8,1","10,7","0,4",,"31,4",,"27,4"
25/02/2011 4.00,"5,4","5,8","8,2",,,"31,4",,"27,4"
25/02/2011 5.00,"4,8",5,"7,6","0,4",,"31,4",,"27,4"
25/02/2011 6.00,"6,2","5,6","8,6","0,4",,"31,4",,"27,4"
25/02/2011 7.00,"7,2","7,3","10,6","0,4",,"31,4",,"27,4"
25/02/2011 8.00,"8,7","10,7","14,8","0,5",,"31,4",,"27,4"
25/02/2011 9.00,"8,4","11,1",15,"0,5",,"31,4","1,2","27,4"
25/02/2011 10.00,"9,6","7,7","10,9","0,5",,"31,4","1,1","27,4"
25/02/2011 11.00,"9,4","6,8","10,3","0,5",,"31,4",1,"27,4"
25/02/2011 12.00,"8,8","7,6","11,1","0,5",,"31,4",1,"27,4"
25/02/2011 13.00,"9,2","9,5","13,9","0,5",,"31,4",1,"27,4"
25/02/2011 14.00,"9,6","6,7","9,9","0,4",,"31,4",1,"27,4"
25/02/2011 15.00,"8,1","6,7","9,9","0,4",,"31,4","0,8","27,4"
25/02/2011 16.00,"8,6","9,3","12,6","0,4",,"31,4","0,8","27,4"
25/02/2011 17.00,"7,9","16,1","19,9","0,5",,"31,4","0,9","27,4"
25/02/2011 18.00,"5,5","20,3","24,2","0,5",,"31,4",1,"27,4"
25/02/2011 19.00,"5,8","24,3","28,9","0,5",,"31,4","1,1","27,4"
25/02/2011 20.00,"4,1","22,6","26,6","0,5",,"31,4","1,1","27,4"
25/02/2011 21.00,"2,9","16,4","19,5","0,4",,"31,4",1,"27,4"
25/02/2011 22.00,"2,9",17,"20,3","0,4",,"31,4","0,9","27,4"
25/02/2011 23.00,"2,7","16,1","19,3","0,4",,"31,4","0,8","27,4"
26/02/2011 0.00,"2,2","12,9","15,7","0,4",,"31,4","0,8","27,4"
26/02/2011 1.00,"2,2","13,2","15,8","0,4",,"24,5","0,8",
26/02/2011 2.00,"2,3","9,3","11,9","0,4",,"24,5","0,7",
26/02/2011 3.00,"2,7","7,2","9,6","0,4",,"24,5","0,7",
26/02/2011 4.00,"2,6","6,5","9,2","0,3",,"24,5","0,6",
26/02/2011 5.00,"2,2",9,"11,7","0,4",,"24,5","0,6",
26/02/2011 6.00,"2,5",7,"9,6","0,4",,"24,5","0,7",
26/02/2011 7.00,"2,4","19,3","24,2","0,4",,"24,5","0,7",
26/02/2011 8.00,"2,7","27,6","35,9","0,5",,"24,5","0,9",
26/02/2011 9.00,3,"27,6","34,5","0,5",,"24,5","1,1",
26/02/2011 10.00,"2,5","13,7","18,2","0,4",,"24,5","1,1",
26/02/2011 11.00,"2,9","30,9","39,3","0,6",,"24,5",1,
26/02/2011 12.00,4,"18,3","23,9","0,6",,"24,5","1,1",
26/02/2011 13.00,"4,1","27,8","36,7","0,7",,"24,5","1,1",
26/02/2011 14.00,"4,4","13,1","16,8","0,4",,"24,5","1,1",
26/02/2011 15.00,"3,3","11,7","14,8","0,3",,"24,5","0,8",
26/02/2011 16.00,"3,5","16,2","19,6","0,3",,"24,5","0,7",
26/02/2011 17.00,"3,8","18,1",21,"0,4",,"24,5","0,7",
26/02/2011 18.00,"3,5",19,"22,3","0,5",,"24,5","0,8",
26/02/2011 19.00,"2,7","39,4","44,9","0,7",,"24,5","0,8",
26/02/2011 20.00,"3,1","62,5","76,8",1,,"24,5","1,1",
26/02/2011 21.00,"2,7","48,2","56,6","0,9",,"24,5","1,6",
26/02/2011 22.00,"3,3","21,9","25,7","0,7",,"24,5","1,4",
26/02/2011 23.00,3,"16,6","19,4","0,7",,"24,5","1,3",
27/02/2011 0.00,"2,7","12,2",15,"0,7",,"24,5","1,2",
27/02/2011 1.00,"2,6","11,7","14,3","0,6",,"42,3",1,"35,8"
27/02/2011 2.00,"2,6",,,"0,7",,"42,3",1,"35,8"
27/02/2011 3.00,,"19,3","22,3","0,6",,"42,3",1,"35,8"
27/02/2011 4.00,"2,3","14,3","17,1",,,"42,3",1,"35,8"
27/02/2011 5.00,"2,7","12,7","15,5","0,4",,"42,3",1,"35,8"
27/02/2011 6.00,"2,6","15,1","17,9","0,4",,"42,3","0,9","35,8"
27/02/2011 7.00,"2,7",27,"33,1","0,5",,"42,3","0,9","35,8"
27/02/2011 8.00,"2,8","16,2","20,9","0,5",,"42,3","1,1","35,8"
27/02/2011 9.00,"4,5","14,3","19,4","0,4",,"42,3",1,"35,8"
27/02/2011 10.00,"4,9","10,1","14,2","0,4",,"42,3","0,8","35,8"
27/02/2011 11.00,"6,5","9,5","13,5","0,3",,"42,3","0,8","35,8"
27/02/2011 12.00,"5,7","8,9","12,7","0,3",,"42,3","0,7","35,8"
27/02/2011 13.00,"4,7","6,4","9,7","0,3",,"42,3","0,6","35,8"
27/02/2011 14.00,"4,6",5,8,"0,3",,"42,3","0,6","35,8"
27/02/2011 15.00,"3,6","6,2","9,2","0,3",,"42,3","0,6","35,8"
27/02/2011 16.00,"3,5","7,7",11,"0,3",,"42,3","0,6","35,8"
27/02/2011 17.00,"2,8","14,5",18,"0,4",,"42,3","0,6","35,8"
27/02/2011 18.00,"2,2","31,2",35,"0,5",,"42,3","0,7","35,8"
27/02/2011 19.00,"2,6","79,8","116,7",1,,"42,3",1,"35,8"
27/02/2011 20.00,"6,3","145,7","431,9","2,4",,"42,3","1,8","35,8"
27/02/2011 21.00,"7,3","165,3","534,1",3,,"42,3",3,"35,8"
27/02/2011 22.00,"5,6","138,5","372,3","2,3",,"42,3","3,7","35,8"
27/02/2011 23.00,"3,3","98,1","138,2","1,2",,"42,3","3,4","35,8"
28/02/2011 0.00,"2,4","74,6","85,8","0,8",,"42,3","2,4","35,8"
28/02/2011 1.00,"2,5","57,5","62,9","0,7",,"22,9","1,8","21,3"
28/02/2011 2.00,"2,5","31,1","33,8","0,5",,"22,9","1,4","21,3"
28/02/2011 3.00,"2,3","22,4","25,2","0,4",,"22,9","1,1","21,3"
28/02/2011 4.00,"2,8","17,5",20,"0,4",,"22,9","0,7","21,3"
28/02/2011 5.00,"2,3","19,3",22,"0,4",,"22,9","0,7","21,3"
28/02/2011 6.00,"2,5","34,4","39,4","0,5",,"22,9","0,9","21,3"
28/02/2011 7.00,"2,9","58,9","72,6","0,6",,"22,9",1,"21,3"
28/02/2011 8.00,"3,5",68,"107,7","0,9",,"22,9","1,2","21,3"
28/02/2011 9.00,"3,6","43,8","64,3","0,5",,"22,9","1,6","21,3"
28/02/2011 10.00,"3,2","27,5","38,2","0,4",,"22,9","1,2","21,3"
28/02/2011 11.00,3,"32,9",45,"0,5",,"22,9","0,8","21,3"
28/02/2011 12.00,"2,9","28,3",39,"0,4",,"22,9","0,8","21,3"
28/02/2011 13.00,"2,8","30,8","41,1","0,4",,"22,9","0,7","21,3"
28/02/2011 14.00,"2,6","21,2","27,6","0,4",,"22,9","0,7","21,3"
28/02/2011 15.00,"2,2","27,5","34,1","0,4",,"22,9","0,6","21,3"
28/02/2011 16.00,"2,6","52,8","64,6","0,5",,"22,9","0,6","21,3"
28/02/2011 17.00,"2,5","59,3","73,4","0,6",,"22,9","0,7","21,3"
28/02/2011 18.00,"2,5","55,9","67,8","0,6",,"22,9","0,9","21,3"
28/02/2011 19.00,"1,9","53,1","62,9","0,5",,"22,9","0,9","21,3"
28/02/2011 20.00,"2,3","53,7","62,5","0,6",,"22,9","0,8","21,3"
28/02/2011 21.00,2,"35,2","40,4","0,5",,"22,9","0,8","21,3"
28/02/2011 22.00,"2,1","17,9","20,7","0,3",,"22,9","0,8","21,3"
28/02/2011 23.00,"1,6","10,4","13,2","0,3",,"22,9","0,6","21,3"
01/03/2011 0.00,2,"7,9","10,6","0,3",,"22,9","0,4","21,3"
01/03/2011 1.00,"2,2","5,5","8,2","0,2",,"12,9","0,4","9,6"
01/03/2011 2.00,"1,9",,,"0,2",,"12,9","0,3","9,6"
01/03/2011 3.00,,"7,7","10,2","0,2",,"12,9","0,3","9,6"
01/03/2011 4.00,"2,4","6,7","9,4",,,"12,9","0,3","9,6"
01/03/2011 5.00,"2,5","5,6","8,3","0,3",,"12,9","0,4","9,6"
01/03/2011 6.00,"2,1","6,6","9,3","0,3",,"12,9","0,3","9,6"
01/03/2011 7.00,"2,3","11,5",15,"0,3",,"12,9","0,4","9,6"
01/03/2011 8.00,2,"17,8","25,1","0,4",,"12,9","0,4","9,6"
01/03/2011 9.00,"2,5","22,8","31,6","0,4",,"12,9","0,5","9,6"
01/03/2011 10.00,"2,1","21,1","28,6","0,4",,"12,9","0,5","9,6"
01/03/2011 11.00,"2,5",21,"29,1","0,4",,"12,9","0,5","9,6"
01/03/2011 12.00,"2,2","19,5","27,5","0,4",,"12,9","0,5","9,6"
01/03/2011 13.00,"2,7","21,3","30,8","0,5",,"12,9","0,6","9,6"
01/03/2011 14.00,"2,1","16,2","22,6","0,4",,"12,9","0,7","9,6"
01/03/2011 15.00,"2,8","13,5","18,5","0,3",,"12,9","0,5","9,6"
01/03/2011 16.00,"2,5","17,9","24,4","0,4",,"12,9","0,5","9,6"
01/03/2011 17.00,"2,7",20,26,"0,4",,"12,9","0,5","9,6"
01/03/2011 18.00,"2,7","21,5","28,3","0,4",,"12,9","0,5","9,6"
01/03/2011 19.00,"2,6","18,5","24,9","0,4",,"12,9","0,6","9,6"
01/03/2011 20.00,"2,7",17,"22,4","0,4",,"12,9","0,5","9,6"
01/03/2011 21.00,"2,3","12,5","16,8","0,3",,"12,9","0,4","9,6"
01/03/2011 22.00,"2,4","8,5","11,7","0,3",,"12,9","0,4","9,6"
01/03/2011 23.00,"2,2","5,7","8,9","0,3",,"12,9","0,4","9,6"
02/03/2011 0.00,"2,2",5,"7,8","0,3",,"12,9","0,4","9,6"
02/03/2011 1.00,"2,2","3,3","5,7","0,3",,15,"0,4","7,2"
02/03/2011 2.00,2,"2,9","5,4","0,2",,15,"0,3","7,2"
02/03/2011 3.00,"1,8","2,8","5,3","0,2",,15,"0,3","7,2"
02/03/2011 4.00,"2,3","3,8","6,1","0,2",,15,"0,3","7,2"
02/03/2011 5.00,"2,4","8,6","11,2","0,2",,15,"0,2","7,2"
02/03/2011 6.00,"2,5","27,6",31,"0,3",,15,"0,3","7,2"
02/03/2011 7.00,"2,3","49,3","64,2","0,5",,15,"0,3","7,2"
02/03/2011 8.00,"2,7","65,2","106,6","0,7",,15,"0,5","7,2"
02/03/2011 9.00,"2,4",42,"61,4","0,5",,15,"0,9","7,2"
02/03/2011 10.00,"2,5","23,8","34,5","0,3",,15,"0,7","7,2"
02/03/2011 11.00,"2,3","18,6","27,6","0,3",,15,"0,5","7,2"
02/03/2011 12.00,"2,5","17,8","27,6","0,3",,15,"0,4","7,2"
02/03/2011 13.00,"2,3","20,9","31,6","0,3",,15,"0,4","7,2"
02/03/2011 14.00,"2,1","16,1","24,2","0,3",,15,"0,5","7,2"
02/03/2011 15.00,"2,3","13,3","18,7","0,3",,15,"0,4","7,2"
02/03/2011 16.00,"1,8","15,7","21,1","0,3",,15,"0,4","7,2"
02/03/2011 17.00,"2,1","23,7","29,6","0,3",,15,"0,3","7,2"
02/03/2011 18.00,"1,7","32,1","39,9","0,4",,15,"0,4","7,2"
02/03/2011 19.00,"2,3","37,7","46,5","0,5",,15,"0,5","7,2"
02/03/2011 20.00,"1,8","34,2","42,1","0,5",,15,"0,7","7,2"
02/03/2011 21.00,"1,8",30,"36,4","0,4",,15,"0,6","7,2"
02/03/2011 22.00,"1,9","22,8",27,"0,4",,15,"0,6","7,2"
02/03/2011 23.00,2,"15,4","18,8","0,3",,15,"0,5","7,2"
03/03/2011 0.00,"2,1","15,4","19,2","0,3",,15,"0,4","7,2"
03/03/2011 1.00,"1,9","9,4","12,2","0,2",,"19,1","0,4","12,5"
