,Provincia di TARANTO,,,,
03/01/2010 10.00,,,"0,312009","49,36063","13,2"
03/01/2010 11.00,,,"0,305096","53,360443","13,2"
03/01/2010 12.00,,,"0,316458","56,943185","13,2"
03/01/2010 13.00,,,"0,295165","62,865544","13,2"
03/01/2010 14.00,,,"0,289683","66,168462","13,2"
03/01/2010 15.00,,,"0,299216","67,677961","13,2"
03/01/2010 16.00,,,"0,287935","67,285124","13,2"
03/01/2010 17.00,,,"0,279275","68,08159","13,2"
03/01/2010 18.00,,,"0,290715","68,958771","13,2"
03/01/2010 19.00,,,"0,301839","70,162876","13,2"
03/01/2010 20.00,,,"0,319954","68,907637","13,2"
03/01/2010 21.00,,,"0,320907","67,913409","13,2"
03/01/2010 22.00,,"0,106426","0,315743","62,31125","13,2"
03/01/2010 23.00,,"0,594425","0,323608","60,085989","13,2"
04/01/2010 0.00,,,"0,32774","66,748315","13,2"
04/01/2010 1.00,,,"0,304779","66,898992","23,5"
04/01/2010 2.00,,,"0,312565","66,008348","23,5"
04/01/2010 3.00,,"6,536084",,"65,896682","23,5"
04/01/2010 4.00,,"4,168766","0,268972",,"23,5"
04/01/2010 5.00,,"4,160978","0,256372","54,780963","23,5"
04/01/2010 6.00,,"14,787952","0,266261","36,860777","23,5"
04/01/2010 7.00,,"19,636795","0,226868","30,622372","23,5"
04/01/2010 8.00,,"20,758163","0,278781","24,39883","23,5"
04/01/2010 9.00,,"38,370283","0,31913","11,981888","23,5"
04/01/2010 10.00,,"8,98387","0,273916","42,12197","23,5"
04/01/2010 11.00,,"26,300075","0,416017","31,463246","23,5"
04/01/2010 12.00,,"26,679052","0,485074","45,11565","23,5"
04/01/2010 13.00,,"25,910716","0,456686","44,147895","23,5"
04/01/2010 14.00,,"30,707637","0,506764","38,817873","23,5"
04/01/2010 15.00,,"22,767273","0,47407","41,621226","23,5"
04/01/2010 16.00,,"18,920374","0,398074","48,148466","23,5"
04/01/2010 17.00,,"26,704998","0,432444","38,998717","23,5"
04/01/2010 18.00,,"28,594705","0,453258","34,705279","23,5"
04/01/2010 19.00,,"31,914664","0,458121","35,322095","23,5"
04/01/2010 20.00,,"27,5019","0,386193","39,587204","23,5"
04/01/2010 21.00,,"21,251345","0,368571","45,224976","23,5"
04/01/2010 22.00,,"17,94697","0,313866","47,732748","23,5"
04/01/2010 23.00,,"13,240888","0,269131","50,483476","23,5"
05/01/2010 0.00,,"11,73276","0,246245","50,07452","23,5"
05/01/2010 1.00,"0,021662","14,224677","0,262353","45,802668","22,4"
05/01/2010 2.00,,"9,988423","0,212754","50,914037","22,4"
05/01/2010 3.00,,"4,796936","0,15773","54,771526","22,4"
05/01/2010 4.00,"0,007221","9,235658","0,168256","44,141152","22,4"
05/01/2010 5.00,,"8,66719","0,192817","41,020612","22,4"
05/01/2010 6.00,"0,007221","16,882711","0,20135","27,43165","22,4"
05/01/2010 7.00,"0,043324","22,390876","0,216741","34,227476","22,4"
05/01/2010 8.00,"0,046935","46,175677","0,396161","8,686781","22,4"
05/01/2010 9.00,"0,202181","51,486581","0,564577","11,608921","22,4"
05/01/2010 10.00,"0,046935","45,679895","0,425745","17,891848","22,4"
05/01/2010 11.00,,"31,330625","0,256293","33,845514","22,4"
05/01/2010 12.00,,"17,0774","0,078203","50,768262","22,4"
05/01/2010 13.00,"0,010831","6,307659",,"69,79793","22,4"
05/01/2010 14.00,"0,021662","2,180426",,"77,03377","22,4"
05/01/2010 15.00,"0,054155","0,129788",,"81,864406","22,4"
05/01/2010 16.00,"0,050545","0,168723",,"83,980783","22,4"
05/01/2010 17.00,"0,068597","0,044127",,"86,821922","22,4"
05/01/2010 18.00,"0,028883","0,119404",,"87,630397","22,4"
05/01/2010 19.00,"0,028883",,,"88,133834","22,4"
05/01/2010 20.00,"0,064986",,,"88,286368","22,4"
05/01/2010 21.00,"0,079429",,,"86,82597","22,4"
05/01/2010 22.00,"0,032493",,,"84,195387","22,4"
05/01/2010 23.00,"0,064986",,,"81,377148","22,4"
06/01/2010 0.00,"0,075817",,,"77,495374","22,4"
06/01/2010 1.00,,,,"74,82024",24
06/01/2010 2.00,"0,064986",,,"68,512988",24
06/01/2010 3.00,"0,036103","2,987701",,"60,198747",24
06/01/2010 4.00,"0,068597","3,286212","0,205768",,24
06/01/2010 5.00,"0,064986","2,237531","0,221945","60,917127",24
06/01/2010 6.00,"0,064986","10,440081","0,235014","50,86121",24
06/01/2010 7.00,"0,119143","17,391485","0,295023","42,60935",24
06/01/2010 8.00,"0,054155","28,296203","0,287452","30,079075",24
06/01/2010 9.00,"0,075817","13,066969","0,227045","39,295436",24
06/01/2010 10.00,"0,086649","11,763906","0,237645","42,582478",24
06/01/2010 11.00,"0,054155","2,549021","0,145917","63,386117",24
06/01/2010 12.00,"0,064986",,"0,195089","83,831081",24
06/01/2010 13.00,"0,072207",,"0,226249","85,922595",24
06/01/2010 14.00,"0,231063",,"0,199631","87,592307",24
06/01/2010 15.00,"0,050545",,"0,214055","86,801115",24
06/01/2010 16.00,"0,025272",,"0,178192","85,533053",24
06/01/2010 17.00,"0,028883","1,123958","0,226885","80,479556",24
06/01/2010 18.00,"0,086649","5,162935","0,23358","78,55193",24
06/01/2010 19.00,"0,014441","2,429617","0,218278","83,534202",24
06/01/2010 20.00,"0,014441","7,005914","0,262667","78,502212",24
06/01/2010 21.00,,"9,38102","0,275498","71,595001",24
06/01/2010 22.00,,"17,386289","0,322756","50,012256",24
06/01/2010 23.00,,"11,473183","0,316221","57,165307",24
07/01/2010 0.00,,"8,890425","0,313352","55,376033",24
07/01/2010 1.00,,"11,146118","0,290958","55,228283","17,5"
07/01/2010 2.00,,"4,002638","0,340527","61,873569","17,5"
07/01/2010 3.00,,"1,173276","0,301796","64,227031","17,5"
07/01/2010 4.00,"0,007221","1,788468","0,261951","66,940491","17,5"
07/01/2010 5.00,,"0,511362","0,250634","72,353963","17,5"
07/01/2010 6.00,,"12,73731","0,275817","54,782303","17,5"
07/01/2010 7.00,,"17,596553","0,275498","56,445295","17,5"
07/01/2010 8.00,,"24,825694","0,306657","51,883467","17,5"
07/01/2010 9.00,,"39,338499","0,457995","37,519606","17,5"
07/01/2010 10.00,,"25,412487","0,341085","49,175395","17,5"
07/01/2010 11.00,,,"0,298529","61,171011","17,5"
07/01/2010 12.00,,"9,230467","0,222901","82,687942","17,5"
07/01/2010 13.00,,"7,057829","0,215808","85,863485","17,5"
07/01/2010 14.00,,"5,931276","0,221706","87,562764","17,5"
07/01/2010 15.00,,"6,909872","0,216047","85,594834","17,5"
07/01/2010 16.00,,"7,587361","0,23589","82,828992","17,5"
07/01/2010 17.00,,"21,394113","0,310085","62,390732","17,5"
07/01/2010 18.00,,"34,988029","0,493936","52,003029","17,5"
07/01/2010 19.00,,"35,919883","0,46708","46,21208","17,5"
07/01/2010 20.00,,"36,101599","0,489473","47,515074","17,5"
07/01/2010 21.00,,"27,486319","0,452974","48,06312","17,5"
07/01/2010 22.00,,"18,437568","0,417113","52,598095","17,5"
07/01/2010 23.00,,"4,734638","0,217322","73,601873","17,5"
08/01/2010 0.00,,"3,854682","0,213736","70,336338","17,5"
08/01/2010 1.00,,"0,809873","0,174129","70,71244",35
08/01/2010 2.00,,,"0,162972","68,72438",35
08/01/2010 3.00,,"5,845617",,"71,770982",35
08/01/2010 4.00,,"3,052596","0,110723",,35
08/01/2010 5.00,,"1,754723","0,061188","78,591009",35
08/01/2010 6.00,,"2,730724","0,075102","79,832123",35
08/01/2010 7.00,,"4,109064","0,097369","76,723292",35
08/01/2010 8.00,,"4,207702","0,124394","72,745803",35
08/01/2010 9.00,,"5,741786","0,144823","73,213724",35
08/01/2010 10.00,,"4,986423","0,140132","73,677626",35
08/01/2010 11.00,,"4,244041","0,137907","78,737561",35
08/01/2010 12.00,,"4,578892","0,152294","78,74161",35
08/01/2010 13.00,,"4,083105","0,152055","79,573943",35
08/01/2010 14.00,,"3,127871","0,144743","82,879106",35
08/01/2010 15.00,,"2,208979","0,131548","85,408403",35
08/01/2010 16.00,,"0,755362","0,127177","87,559849",35
08/01/2010 17.00,,"0,895531","0,147127","87,930959",35
08/01/2010 18.00,,"0,568468","0,137907","89,527079",35
08/01/2010 19.00,,,"0,126462","89,739529",35
08/01/2010 20.00,,,"0,130594","90,042069",35
08/01/2010 21.00,"0,007221",,"0,113345","91,289926",35
08/01/2010 22.00,,,"0,116684","92,319922",35
08/01/2010 23.00,,,"0,113187","92,254047",35
09/01/2010 0.00,"0,021662",,"0,098322","89,494803",35
09/01/2010 1.00,,,"0,106192","88,868192","35,900002"
09/01/2010 2.00,,,"0,100151","89,138458","35,900002"
09/01/2010 3.00,,,"0,113027","89,880715","35,900002"
09/01/2010 4.00,"0,018052",,"0,11581","90,313712","35,900002"
09/01/2010 5.00,,,"0,135761","82,163758","35,900002"
09/01/2010 6.00,"0,014441","0,430894","0,177729","78,529145","35,900002"
09/01/2010 7.00,,"0,029038","0,165156","79,10259","35,900002"
09/01/2010 8.00,,"0,192085","0,166681","79,697657","35,900002"
09/01/2010 9.00,"0,010831","1,022723","0,165488","76,020037","35,900002"
09/01/2010 10.00,"0,028883","1,767701","0,152055","71,491227","35,900002"
09/01/2010 11.00,,"0,002596","0,19752","79,174584","35,900002"
09/01/2010 12.00,,"1,266723","0,239091","79,518822","35,900002"
09/01/2010 13.00,,"0,062297","0,298545","84,173994","35,900002"
09/01/2010 14.00,,"1,858552","0,363485","75,64755","35,900002"
09/01/2010 15.00,,"9,217488","0,459742","64,720895","35,900002"
09/01/2010 16.00,,"0,937064","0,326604","80,234169","35,900002"
09/01/2010 17.00,,"0,560681","0,343296","80,091628","35,900002"
09/01/2010 18.00,,"0,366001","0,391147","82,27939","35,900002"
09/01/2010 19.00,,"0,020766","0,400526","83,212567","35,900002"
09/01/2010 20.00,,,"0,420635","86,566162","35,900002"
09/01/2010 21.00,,"0,669701","0,387252","77,863554","35,900002"
09/01/2010 22.00,,"8,677573","0,433036","62,63131","35,900002"
09/01/2010 23.00,,"5,809276","0,403148","61,681968","35,900002"
10/01/2010 0.00,"0,021662","13,939143","0,527463","47,885826","35,900002"
10/01/2010 1.00,,"10,941055","0,476036","47,786313","9,2"
10/01/2010 2.00,,,"0,417615","58,591953","9,2"
10/01/2010 3.00,,"18,956719",,"41,496021","9,2"
10/01/2010 4.00,,"9,892382","0,356051",,"9,2"
10/01/2010 5.00,,"2,907234","0,270623","56,392148","9,2"
10/01/2010 6.00,,,"0,2837","84,083606","9,2"
10/01/2010 7.00,,"2,463362","0,274586","73,284508","9,2"
10/01/2010 8.00,,"3,711915","0,24804","67,191243","9,2"
10/01/2010 9.00,,"4,488041","0,26999","63,360082","9,2"
10/01/2010 10.00,,"1,817021","0,392821","70,513734","9,2"
10/01/2010 11.00,,"4,417957","0,318885","74,75129","9,2"
10/01/2010 12.00,,"2,928","0,278628","78,080509","9,2"
10/01/2010 13.00,,"1,887106","0,272685","81,23345","9,2"
10/01/2010 14.00,,,"0,26896","86,123675","9,2"
10/01/2010 15.00,,"2,707361","0,29305","80,147487","9,2"
10/01/2010 16.00,,"1,845575","0,320866","73,042279","9,2"
10/01/2010 17.00,,"0,033745","0,271575","69,710366","9,2"
10/01/2010 18.00,,"2,123318","0,33529","64,004688","9,2"
10/01/2010 19.00,,"1,983149","0,331088","60,417098","9,2"
10/01/2010 20.00,,"0,950042","0,332436","59,702531","9,2"
10/01/2010 21.00,,"0,223234","0,31207","61,659145","9,2"
10/01/2010 22.00,,,"0,328791","62,44773","9,2"
10/01/2010 23.00,,"0,648937","0,36453","60,753516","9,2"
11/01/2010 0.00,,"0,464639","0,399636","58,293602","9,2"
11/01/2010 1.00,,"0,020766","0,405739","57,798402","16,5"
11/01/2010 2.00,,"2,889063","0,408036","48,918238","16,5"
11/01/2010 3.00,,"4,747616","0,426659","41,599061","16,5"
11/01/2010 4.00,,"0,955233","0,403281","52,984886","16,5"
11/01/2010 5.00,,"4,420552","0,447184","49,522444","16,5"
11/01/2010 6.00,,"5,072085","0,457486","50,154919","16,5"
11/01/2010 7.00,,"1,495148","0,392979","62,392548","16,5"
11/01/2010 8.00,,"4,996807","0,368493","62,166475","16,5"
11/01/2010 9.00,,"11,488759","0,480229","57,83876","16,5"
11/01/2010 10.00,,"11,602975","0,452731","52,180163","16,5"
11/01/2010 11.00,,"7,210978","0,370712","62,38313","16,5"
11/01/2010 12.00,,"9,126635","0,362154","63,910487","16,5"
11/01/2010 13.00,,"6,149319","0,243839","72,748908","16,5"
11/01/2010 14.00,,"2,660638","0,21642","76,761732","16,5"
11/01/2010 15.00,,"7,53285","0,207783","69,044257","16,5"
11/01/2010 16.00,,"6,709997","0,23433","66,741785","16,5"
11/01/2010 17.00,,"14,224677","0,333703","54,627969","16,5"
11/01/2010 18.00,,"10,279143","0,302719","58,628681","16,5"
11/01/2010 19.00,,"28,498665","0,593471","41,215543","16,5"
11/01/2010 20.00,,"21,157905","0,560663","43,474941","16,5"
11/01/2010 21.00,,"48,605296","0,856567","19,537958","16,5"
11/01/2010 22.00,,"51,377541","0,792774","17,183011","16,5"
11/01/2010 23.00,,"28,241691","0,531898","34,084775","16,5"
12/01/2010 0.00,,"22,826966","0,525003","39,110897","16,5"
12/01/2010 1.00,,"19,496626","0,502656","43,776386","7,3"
12/01/2010 2.00,,,"0,359062","58,266688","7,3"
12/01/2010 3.00,,"11,994928",,"62,531162","7,3"
12/01/2010 4.00,,"8,799572","0,386219",,"7,3"
12/01/2010 5.00,,"5,957234","0,337663","57,954612","7,3"
12/01/2010 6.00,,"4,433532","0,351616","63,564111","7,3"
12/01/2010 7.00,,"3,963702","0,301545","60,276951","7,3"
12/01/2010 8.00,,"5,746979","0,32076","55,999292","7,3"
12/01/2010 9.00,,"6,094808","0,328334","56,050582","7,3"
12/01/2010 10.00,,"4,734638","0,331523","57,169238","7,3"
12/01/2010 11.00,,"3,312169","0,303858","64,128157","7,3"
12/01/2010 12.00,,"2,813787","0,318688","69,451615","7,3"
12/01/2010 13.00,,,"0,332082","73,000559","7,3"
12/01/2010 14.00,"4,796365","33,829341","0,331843","74,729152","7,3"
12/01/2010 15.00,"9,581932",,"0,340932","79,650473","7,3"
12/01/2010 16.00,"5,292807",,"0,345637","72,925011","7,3"
12/01/2010 17.00,"6,693632","19,494024","0,343164","67,681173","7,3"
12/01/2010 18.00,"6,617815","15,133185","0,412132","62,137788","7,3"
12/01/2010 19.00,"6,513114","9,111062","0,377449","71,076304","7,3"
12/01/2010 20.00,"6,141245","8,072764","0,378486","73,207027","7,3"
12/01/2010 21.00,"6,592541","11,919656","0,417952","68,440888","7,3"
12/01/2010 22.00,"6,480621","10,341446","0,383748","60,510405","7,3"
12/01/2010 23.00,"6,509503","13,83531","0,403442","51,442331","7,3"
13/01/2010 0.00,"6,498672","9,845658","0,420186","51,164348","7,3"
13/01/2010 1.00,"6,563659","7,340764","0,416358","51,629902","34,599991"
13/01/2010 2.00,"6,549217","14,302544","0,494335","32,111978","34,599991"
13/01/2010 3.00,"6,498672","13,490077","0,527423","23,748321","34,599991"
13/01/2010 4.00,"6,567269","11,769103","0,532128","23,769906","34,599991"
13/01/2010 5.00,"6,462569","4,493234","0,441474","39,65252","34,599991"
13/01/2010 6.00,"6,498672","17,240934","0,49019","21,467816","34,599991"
13/01/2010 7.00,"6,567269","30,165126","0,529815","11,604953","34,599991"
13/01/2010 8.00,"7,783965","44,581894","0,880476","2,874611","34,599991"
13/01/2010 9.00,"10,166812","60,293944","1,484919","3,732479","34,599991"
13/01/2010 10.00,"12,177782","81,091032","1,667027","4,369403","34,599991"
13/01/2010 11.00,"9,820216","66,009773","1,176358","16,124139","34,599991"
13/01/2010 12.00,"7,607057","28,924371","0,570958","43,217666","34,599991"
13/01/2010 13.00,"7,708147","23,203343","0,538746","50,571953","34,599991"
13/01/2010 14.00,"8,061964","28,153434","0,589615","46,877253","34,599991"
13/01/2010 15.00,"7,184643","27,322785","0,533484","48,837961","34,599991"
13/01/2010 16.00,"7,498745","32,864716","0,558281","39,933177","34,599991"
13/01/2010 17.00,"7,776744","42,051056","0,656111","28,519842","34,599991"
13/01/2010 18.00,"7,773134","43,564364","0,77196","23,558057","34,599991"
13/01/2010 19.00,"7,625109","42,199005","0,778898","24,140996","34,599991"
13/01/2010 20.00,"7,368772","47,95116","0,802818","23,705149","34,599991"
13/01/2010 21.00,"7,950042","54,572915","0,90591","21,510987","34,599991"
13/01/2010 22.00,"7,383213","42,783045","0,876808","26,811483","34,599991"
13/01/2010 23.00,"7,116046","38,406631","0,95311","28,483413","34,599991"
14/01/2010 0.00,"7,617888","31,055466","0,928394","33,059265","34,599991"
14/01/2010 1.00,,"10,551697","0,573111","47,678825","23,1"
14/01/2010 2.00,"6,87054",,"0,477831","52,050928","23,1"
14/01/2010 3.00,"6,888592","13,113699",,"61,589921","23,1"
14/01/2010 4.00,"7,560121","10,266162","0,385938",,"23,1"
14/01/2010 5.00,"7,199084","12,778842","0,356836","48,068188","23,1"
14/01/2010 6.00,"6,841658","7,792422","0,286341","58,926256","23,1"
14/01/2010 7.00,"6,729736","6,382935","0,291019","57,762832","23,1"
14/01/2010 8.00,"6,892203","9,126635","0,341848","51,539408","23,1"
14/01/2010 9.00,"6,390361","9,731445","0,363338","58,655773","23,1"
14/01/2010 10.00,"6,390361","8,254467","0,342958","60,992119","23,1"
14/01/2010 11.00,"6,939137","6,465999","0,332888","70,488339","23,1"
14/01/2010 12.00,"7,14854","4,202511","0,325513","76,869425","23,1"
14/01/2010 13.00,"6,733346","4,778764","0,366827","77,03116","23,1"
14/01/2010 14.00,"6,762229","6,01953","0,361911","76,139573","23,1"
14/01/2010 15.00,"7,704536","4,428339","0,360641","80,670895","23,1"
14/01/2010 16.00,"6,682801","10,466041","0,414246","75,629894","23,1"
14/01/2010 17.00,"5,495582","27,276075","0,58973","53,921937","23,1"
14/01/2010 18.00,"5,277332","29,318913","0,627318","50,218321","23,1"
14/01/2010 19.00,"5,624097","28,075559","0,53684","47,436193","23,1"
14/01/2010 20.00,"4,811366","16,880117","0,460794","44,243614","23,1"
14/01/2010 21.00,"4,836652","32,285859","0,514081","26,390139","23,1"
14/01/2010 22.00,"4,912505","52,335379","0,764739","11,253556","23,1"
14/01/2010 23.00,"5,215925","57,996695","0,875515","10,405461","23,1"
15/01/2010 0.00,"5,299005","32,283259","0,706931","41,519922","23,1"
15/01/2010 1.00,"4,941404","21,373348","0,521297","45,105296","18,1"
15/01/2010 2.00,"5,103948","12,220764","0,447075","55,773079","18,1"
15/01/2010 3.00,"4,522396","6,292084","0,371426","61,106293","18,1"
15/01/2010 4.00,"4,894446","4,140212","0,368333","68,690202","18,1"
15/01/2010 5.00,"4,551292","7,304425","0,353902","65,066769","18,1"
15/01/2010 6.00,"4,95224","15,945649","0,381576","55,89946","18,1"
15/01/2010 7.00,"4,583802","22,738707","0,395374","51,781321","18,1"
15/01/2010 8.00,"5,002809","34,315714","0,483235","39,52472","18,1"
15/01/2010 9.00,"4,876384","38,635037","0,666013","35,952934","18,1"
15/01/2010 10.00,"4,656045","22,886658","0,466344","54,684426","18,1"
15/01/2010 11.00,"4,95224","13,072166","0,394423","71,814833","18,1"
15/01/2010 12.00,"4,450152","6,227191","0,335504","79,378373","18,1"
15/01/2010 13.00,"5,129234","5,92868","0,353505","79,371577","18,1"
15/01/2010 14.00,"5,132847","4,97085","0,385542","83,393236","18,1"
15/01/2010 15.00,"4,760796","3,794978","0,379911","83,802329","18,1"
15/01/2010 16.00,"3,940841","5,009786","0,404888","80,449374","18,1"
15/01/2010 17.00,"3,846925","6,831998","0,40703","58,215417","18,1"
15/01/2010 18.00,"4,742735","11,870332","0,455005","57,439362","18,1"
15/01/2010 19.00,"4,135896","7,46536","0,391647","67,861142","18,1"
15/01/2010 20.00,"3,886659","5,077276","0,34177","68,260722","18,1"
15/01/2010 21.00,"4,103388","3,626255","0,368017","71,926294","18,1"
15/01/2010 22.00,"4,049205","1,253744","0,358818","80,68177","18,1"
15/01/2010 23.00,"4,070878","0,236212","0,327497","83,317125","18,1"
16/01/2010 0.00,"3,969738","0,672297","0,348668","73,577611","18,1"
16/01/2010 1.00,,"2,767064","0,358818","63,955015","23,200001"
16/01/2010 2.00,"3,87221",,"0,348588","61,191898","23,200001"
16/01/2010 3.00,"3,792744","12,246711",,"63,94414","23,200001"
16/01/2010 4.00,"3,864986","6,36217","0,35053",,"23,200001"
16/01/2010 5.00,"3,615749","5,469234","0,350846","59,741093","23,200001"
16/01/2010 6.00,"3,828865","3,553574","0,348386","60,192301","23,200001"
16/01/2010 7.00,"4,031145","4,719062","0,369897","57,913234","23,200001"
16/01/2010 8.00,"3,897496","3,948127","0,367834","58,537368","23,200001"
16/01/2010 9.00,"3,926393","4,513999","0,389424","58,107766","23,200001"
16/01/2010 10.00,"3,828865","2,96434","0,371882","58,684639","23,200001"
16/01/2010 11.00,"4,161181","2,177829","0,377676","60,196353","23,200001"
16/01/2010 12.00,"4,150345","1,095404","0,406093","65,951491","23,200001"
16/01/2010 13.00,"4,139508","1,007148","0,405458","70,656892","23,200001"
16/01/2010 14.00,"4,999197","0,495787","0,402284","73,961354","23,200001"
16/01/2010 15.00,"4,854711","0,04932","0,378709","79,455763","23,200001"
16/01/2010 16.00,"5,046154","0,277745","0,368072","83,499187","23,200001"
16/01/2010 17.00,"5,132847","0,929276","0,393552","82,09958","23,200001"
16/01/2010 18.00,"5,100337","1,884511","0,424747","79,807002","23,200001"
16/01/2010 19.00,"5,277332","0,33485","0,417603","81,944246","23,200001"
16/01/2010 20.00,"5,212313","0,077872","0,429192","82,325188","23,200001"
16/01/2010 21.00,"5,201477","0,506169","0,416254","80,101506","23,200001"
16/01/2010 22.00,"4,558516","1,669063","0,425462","76,697059","23,200001"
16/01/2010 23.00,"5,219538","1,232978","0,416491","77,611668","23,200001"
17/01/2010 0.00,"5,288168","1,523701","0,397759","79,394956","23,200001"
17/01/2010 1.00,"5,082276","1,162894","0,388552","77,275291","31,29999"
17/01/2010 2.00,"4,91973","0,22583","0,389345","76,020251","31,29999"
17/01/2010 3.00,"4,98836",,"0,407681","73,212932","31,29999"
17/01/2010 4.00,"5,136459",,"0,414348","72,294291","31,29999"
17/01/2010 5.00,"4,287607",,"0,397441","71,691743","31,29999"
17/01/2010 6.00,"4,507947","0,446469","0,4026","68,977644","31,29999"
17/01/2010 7.00,"4,085326","0,721617","0,399505","66,774228","31,29999"
17/01/2010 8.00,"4,186466","2,141488","0,402443","63,221171","31,29999"
17/01/2010 9.00,"4,439316","4,477659","0,430223","58,492802","31,29999"
17/01/2010 10.00,"4,948627","12,399869","0,441178","39,534674","31,29999"
17/01/2010 11.00,"5,223149","6,445233","0,414904","50,673399","31,29999"
17/01/2010 12.00,"5,501284","10,434883","0,402997","52,091906","31,29999"
17/01/2010 13.00,"6,964199","8,007873","0,408316","67,948204","31,29999"
17/01/2010 14.00,"7,123134","9,775574","0,441893","68,992507","31,29999"
17/01/2010 15.00,"9,965885","40,732406","0,519762","33,506664","31,29999"
17/01/2010 16.00,"5,634933","4,664553","0,396965","66,487806","31,29999"
17/01/2010 17.00,"4,91973","2,626893","0,422762","64,054725","31,29999"
17/01/2010 18.00,"4,786081","16,007954","0,589375","53,132157","31,29999"
17/01/2010 19.00,"4,298443","17,458976","0,598425","52,225668","31,29999"
17/01/2010 20.00,"4,688553","32,719349","0,702964","41,731352","31,29999"
17/01/2010 21.00,"4,034757","46,790864","0,776468","24,70241","31,29999"
