,Provincia di TARANTO,,,,
02/01/2005 7.00,"3,901107","23,639432",,"0,320087","0,36068"
02/01/2005 8.00,"4,11603","26,646606","6,837607","0,346109","0,355279"
02/01/2005 9.00,"3,901107","16,877524",,"0,312913","0,331291"
02/01/2005 10.00,"3,901107","16,821721","16,11721","0,297186","0,348362"
02/01/2005 11.00,"3,87221","11,272015",,"0,237765","0,411682"
02/01/2005 12.00,"4,363462","6,097404","8,791209","0,202218","0,406278"
02/01/2005 13.00,"4,9107","3,850787",,"0,206798","0,427458"
02/01/2005 14.00,"4,878191","4,312827","4,884005","0,224835","0,406712"
02/01/2005 15.00,"5,179805","6,516616",,"0,233671","0,311193"
02/01/2005 16.00,"4,379716","5,635362","7,326007","0,233185","0,327401"
02/01/2005 17.00,"3,913751","5,560084",,"0,227267","0,384669"
02/01/2005 18.00,"4,38694","5,047424","8,791209","0,246439","0,389639"
02/01/2005 19.00,"4,269546","20,956725",,"0,451576","0,432212"
02/01/2005 20.00,"4,157569","26,771192","7,814408","0,321952","0,440856"
02/01/2005 21.00,"3,901107","6,44004",,"0,27923","0,441287"
02/01/2005 22.00,"4,506141","12,057233","4,395605","0,305698","0,425513"
02/01/2005 23.00,"3,781907","16,167591",,"0,414448","0,311193"
03/01/2005 0.00,"4,401389","6,767105","13,67521","0,306832","0,334532"
03/01/2005 1.00,"4,004054","5,582147",,"0,276474","0,451661"
03/01/2005 2.00,"3,465845","6,484169","7,326007","0,239387","0,418597"
03/01/2005 3.00,"4,665074","3,743063",,"0,246074","0,412114"
03/01/2005 4.00,"3,899302","2,707361","4,395605","0,264031","0,398284"
03/01/2005 5.00,"4,070878","3,109702",,"0,27388","0,311193"
03/01/2005 6.00,"3,901107","2,725531","2,930403","0,268934","0,311193"
03/01/2005 7.00,"3,917362","2,51268",,"0,23436","0,311193"
03/01/2005 8.00,"3,899301","8,541296","7,814408","0,282797","0,333452"
03/01/2005 9.00,"5,091306","34,701194",,"0,358472","0,446907"
03/01/2005 10.00,"6,88112","37,826472","17,094","0,514483","0,441721"
03/01/2005 11.00,"3,901107","7,031871",,"0,319722","0,433941"
03/01/2005 12.00,"4,38694","31,102197","13,67521","0,349311","0,428106"
03/01/2005 13.00,"3,901107","8,495872",,"0,295079","0,420326"
03/01/2005 14.00,"4,164794","12,856718","12,21001","0,327708","0,417517"
03/01/2005 15.00,"4,128672","9,09419",,"0,173805","0,431996"
03/01/2005 16.00,"3,901107","6,673658","10,74481","0,211663","0,438047"
03/01/2005 17.00,"4,047399","7,013701",,"0,200718","0,429187"
03/01/2005 18.00,"4,08352","4,325808","5,860806","0,195368","0,415356"
03/01/2005 19.00,"4,769826","3,467915",,"0,22828","0,311842"
03/01/2005 20.00,"4,013084","3,936446","4,395605","0,237724","0,311842"
03/01/2005 21.00,"4,625341","31,617442",,"0,326045","0,311193"
03/01/2005 22.00,"4,087133","17,024182","7,814408","0,285027","0,328697"
03/01/2005 23.00,"4,034757","3,810553",,"0,230591","0,416219"
04/01/2005 0.00,"4,730093","3,081148","7,326007","0,258397","0,429187"
04/01/2005 1.00,,"2,098659",,"0,230186","0,419678"
04/01/2005 2.00,"4,329146",,"4,884005","0,241697","0,37516"
04/01/2005 3.00,"4,898058","12,769758",,,"0,311193"
04/01/2005 4.00,"3,933616","8,55168","6,837607","0,162801","0,320702"
04/01/2005 5.00,"4,125061","6,228489",,"0,165935","0,353118"
04/01/2005 6.00,"4,058236","14,392096","4,395605","0,177294","0,345122"
04/01/2005 7.00,"4,836652","31,198237",,"0,215929","0,311193"
04/01/2005 8.00,"3,265371","27,530448","2,930403","0,170171","0,311193"
04/01/2005 9.00,"4,954046","20,367503",,"0,175951","0,311193"
04/01/2005 10.00,"5,28275","37,727831","7,326007","0,219674","0,325455"
04/01/2005 11.00,"5,082276","28,562259",,"0,18743","0,371486"
04/01/2005 12.00,"4,412225","12,799612","6,349206","0,127506","0,351821"
04/01/2005 13.00,,"5,082467",,,"0,311408"
04/01/2005 14.00,"4,320115","4,565915","3,907204","0,144603","0,311408"
04/01/2005 15.00,"6,115347","4,559424",,"0,155839","0,311193"
04/01/2005 16.00,"4,504334","5,945553","4,884005","0,168338","0,311193"
04/01/2005 17.00,"3,967932","16,890503",,"0,224519","0,311193"
04/01/2005 18.00,"3,901107","24,315629","6,837607","0,2349","0,315947"
04/01/2005 19.00,"4,298443","23,897705",,"0,211247","0,359601"
04/01/2005 20.00,"4,197302","40,332664","6,349206","0,30138","0,344905"
04/01/2005 21.00,"4,650626","40,803782",,"0,315995","0,345985"
04/01/2005 22.00,"4,289412","36,776496","14,16361","0,356665","0,347499"
04/01/2005 23.00,"3,758428","33,526612",,"0,321736","0,415139"
05/01/2005 0.00,"4,229812","14,861931","16,11721","0,261443","0,437831"
05/01/2005 1.00,"3,901107","16,118268",,"0,268037","0,439127"
05/01/2005 2.00,"3,901107","17,606927","12,69841","0,295639","0,442153"
05/01/2005 3.00,"3,901107","10,241508",,"0,257006","0,445177"
05/01/2005 4.00,"3,919168","13,344721","11,23321","0,254441","0,449933"
05/01/2005 5.00,"4,090745","20,457042",,"0,260466","0,455551"
05/01/2005 6.00,"5,373053","38,842699","7,326007","0,30541","0,451661"
05/01/2005 7.00,"6,846806","48,837622",,"0,404216","0,418165"
05/01/2005 8.00,"5,718012","49,725364","7,814408","0,323283","0,409737"
05/01/2005 9.00,"7,34528","59,275094",,"0,410402","0,437615"
05/01/2005 10.00,"4,511558","38,6571","20,51281","0,318844","0,421191"
05/01/2005 11.00,"4,498916","30,598614",,"0,235021","0,405415"
05/01/2005 12.00,"5,203283","19,795126","15,14041","0,167483","0,39677"
05/01/2005 13.00,"4,739123","6,834595",,"0,138823","0,380347"
05/01/2005 14.00,"5,049767","7,824871","10,25641","0,138985","0,374728"
05/01/2005 15.00,"5,201477","9,488743",,"0,132635","0,408224"
05/01/2005 16.00,"5,13104","9,479658","13,18681","0,132757","0,413627"
05/01/2005 17.00,"4,260515",,,"0,132142","0,39396"
05/01/2005 18.00,"3,630198","7,665233","5,372406","0,153479","0,39072"
05/01/2005 19.00,"3,926393","17,871699",,"0,217843","0,312057"
05/01/2005 20.00,"3,85415","10,498487","4,884005","0,240192","0,31249"
05/01/2005 21.00,"3,615749","11,430351",,"0,303172","0,311193"
05/01/2005 22.00,"4,016696","17,311018","20,02442","0,453922","0,331939"
05/01/2005 23.00,"3,993217","9,614637",,"0,258349","0,430267"
06/01/2005 0.00,"3,883047","18,568652","11,23321","0,345265","0,435886"
06/01/2005 1.00,,"17,034566",,"0,290714","0,440424"
06/01/2005 2.00,"4,110611",,"11,23321","0,259977","0,434157"
06/01/2005 3.00,"4,486274","18,14165",,,"0,448852"
06/01/2005 4.00,"4,002248","11,939126","13,67521","0,223829","0,450365"
06/01/2005 5.00,"3,901107","10,001402",,"0,204385","0,440856"
06/01/2005 6.00,"4,33637","7,66783","10,25641","0,196006","0,44453"
06/01/2005 7.00,"4,654238","7,133106",,"0,200292","0,448852"
06/01/2005 8.00,"4,072684","5,220041","8,791209","0,19363","0,43567"
06/01/2005 9.00,"4,417644","10,14417",,"0,176289","0,438047"
06/01/2005 10.00,"4,889027","19,037189","12,21001","0,198344","0,430915"
06/01/2005 11.00,"4,820397","12,924207",,"0,183497","0,423784"
06/01/2005 12.00,"5,102144","9,804125","15,14041","0,140633","0,416869"
06/01/2005 13.00,"5,436266","14,723057",,"0,178939","0,414707"
06/01/2005 14.00,"5,960025","23,525209","7,326007","0,187706","0,412763"
06/01/2005 15.00,"10,08328","26,245564",,"0,171846","0,414058"
06/01/2005 16.00,"5,913068","31,174872","9,76801","0,227881","0,414275"
06/01/2005 17.00,"4,896251","30,560986",,"0,210229","0,422271"
06/01/2005 18.00,"4,103388","8,931956","6,837607","0,208437","0,409737"
06/01/2005 19.00,"4,553099","13,791185",,"0,214633","0,319836"
06/01/2005 20.00,"4,663268","6,831998","14,65201","0,193902","0,333235"
06/01/2005 21.00,"5,033512","23,911988",,"0,300361","0,425081"
06/01/2005 22.00,"4,401389","20,876266","20,02442","0,258587","0,425297"
06/01/2005 23.00,"4,421256","24,46748",,"0,273161","0,432212"
07/01/2005 0.00,"3,978768","10,215548","12,21001","0,19585","0,425728"
07/01/2005 1.00,"4,45557","5,322574",,"0,158168","0,406063"
07/01/2005 2.00,"4,2858","8,067573","13,67521","0,159182","0,386614"
07/01/2005 3.00,"4,717451","6,770998",,"0,159221","0,410168"
07/01/2005 4.00,"4,406806","5,479616","12,21001","0,157156","0,410385"
07/01/2005 5.00,"4,450152","16,244164",,"0,164364","0,41341"
07/01/2005 6.00,"4,934179","11,553654","6,349206","0,173795","0,413627"
07/01/2005 7.00,"4,95224","16,268821",,"0,180848","0,344257"
07/01/2005 8.00,"7,852785","50,960935","10,74481","0,338236","0,35074"
07/01/2005 9.00,"5,447103","40,086053",,"0,252003","0,427458"
07/01/2005 10.00,"5,205089","34,627217","10,74481","0,2174","0,40455"
07/01/2005 11.00,"5,118398","15,519949",,"0,170756","0,388559"
07/01/2005 12.00,"8,239284","6,353084","13,18681","0,160857","0,385317"
07/01/2005 13.00,"7,195376","6,360872",,"0,186069","0,403902"
07/01/2005 14.00,"5,201477","4,591873","14,16361","0,144491","0,410168"
07/01/2005 15.00,"5,203283","3,713211",,"0,137127","0,399364"
07/01/2005 16.00,"5,201477","4,214191","7,326007","0,151388","0,417085"
07/01/2005 17.00,"4,787887",,,"0,14637","0,382508"
07/01/2005 18.00,"4,943209","7,410851","10,74481","0,152597","0,41341"
07/01/2005 19.00,"4,749959","9,4537",,"0,187005","0,431996"
07/01/2005 20.00,"4,190079","13,641932","6,837607","0,205514","0,406712"
07/01/2005 21.00,"5,078664","28,590823",,"0,261315","0,375809"
07/01/2005 22.00,"5,002809","17,155266","12,21001","0,21436","0,376457"
07/01/2005 23.00,"4,339982","18,08844",,"0,214048","0,419462"
08/01/2005 0.00,"4,536844","20,040435","9,76801","0,236221","0,422271"
08/01/2005 1.00,,"17,05663",,"0,21775","0,42789"
08/01/2005 2.00,"4,551292",,"8,302809","0,229245","0,428754"
08/01/2005 3.00,"5,064216","31,501939",,,"0,443449"
08/01/2005 4.00,"5,143683","24,680325","10,74481","0,272072","0,436966"
08/01/2005 5.00,"5,091306","18,024847",,"0,241976","0,438263"
08/01/2005 6.00,"5,280944","23,499263","13,67521","0,259269","0,433076"
08/01/2005 7.00,"5,315259","42,564999",,"0,294985","0,420326"
08/01/2005 8.00,"5,665637","50,158851","9,27961","0,373328","0,432428"
08/01/2005 9.00,"6,12799","50,315884",,"0,344326","0,425945"
08/01/2005 10.00,"5,201477","21,248744","13,67521","0,281948","0,415356"
08/01/2005 11.00,"5,201477","23,159215",,"0,309156","0,414058"
08/01/2005 12.00,"5,420012","20,772426","18,55921","0,298967","0,412546"
08/01/2005 13.00,"6,342913","17,937886",,"0,263993","0,406496"
08/01/2005 14.00,"5,734267","20,494689","14,16361","0,265163","0,413627"
08/01/2005 15.00,"6,12799","24,834776",,"0,265163","0,416219"
08/01/2005 16.00,"5,250241","23,901606","11,23321","0,282105","0,403254"
08/01/2005 17.00,"5,203283","22,842529",,"0,248534","0,417517"
08/01/2005 18.00,"5,203283","33,102225","14,16361","0,292682","0,428322"
08/01/2005 19.00,"5,252047","27,318903",,"0,598247","0,427025"
08/01/2005 20.00,"5,205089","23,021646","22,46641","0,666441","0,426808"
08/01/2005 21.00,"5,177998","25,29421",,"0,74209","0,428538"
08/01/2005 22.00,"4,647013","22,758172","27,83882","0,67737","0,428754"
08/01/2005 23.00,"6,117154","14,131228",,"0,465295","0,439343"
09/01/2005 0.00,"5,981699","19,078721","23,44322","0,621941","0,440424"
09/01/2005 1.00,"6,117154","14,050758",,"0,466465","0,433076"
09/01/2005 2.00,"6,442245","11,418674","22,954821","0,371572","0,437615"
09/01/2005 3.00,"5,548242","12,874886",,"0,401628","0,408873"
09/01/2005 4.00,"5,793867","7,618509","13,67521","0,309702","0,436318"
09/01/2005 5.00,"5,098531","5,335552",,"0,279723","0,444746"
09/01/2005 6.00,"4,540456","5,233022","12,21001","0,256615","0,433076"
09/01/2005 7.00,"5,205089","8,524425",,"0,248456","0,439992"
09/01/2005 8.00,"5,006422","4,273894","11,72161","0,247167","0,44064"
09/01/2005 9.00,"5,345962","10,347935",,"0,305993","0,43675"
09/01/2005 10.00,"6,091868","31,591499","26,37361","0,452413","0,405847"
09/01/2005 11.00,"6,129796","21,581011",,"0,434964","0,40174"
09/01/2005 12.00,"6,32124","17,05144","24,908421","0,329805","0,415139"
09/01/2005 13.00,"5,867916","12,694487",,"0,330078","0,416436"
09/01/2005 14.00,"6,351943","8,18438","22,46641","0,310599","0,412329"
09/01/2005 15.00,"5,336932","6,128553",,"0,294869","0,408008"
09/01/2005 16.00,"5,60423","6,456914","19,53602","0,307165","0,411466"
09/01/2005 17.00,"36,098831",,,"0,778033","0,380442"
09/01/2005 18.00,"4,937791","12,118231","35,164822","0,38582","0,408873"
09/01/2005 19.00,"4,903475","14,41546",,"0,39144","0,421838"
09/01/2005 20.00,"4,923342","55,214064","25,88522","0,544613","0,419246"
09/01/2005 21.00,"5,203283","43,19577",,"0,503119","0,427458"
09/01/2005 22.00,"4,719256","50,674096","36,630032","0,497146","0,412979"
09/01/2005 23.00,"4,540456","27,540829",,"0,460532","0,418597"
10/01/2005 0.00,"4,829427","39,940704","30,28083","0,465958","0,423999"
10/01/2005 1.00,,"27,956154",,"0,46018","0,419029"
10/01/2005 2.00,"5,129234",,"28,81562","0,456784","0,443449"
10/01/2005 3.00,"4,215363","30,191092",,,"0,445611"
10/01/2005 4.00,"4,885415","22,65695","21,97802","0,293608","0,452742"
10/01/2005 5.00,"4,291218","18,185775",,"0,264286","0,443017"
10/01/2005 6.00,"6,324852","31,460409","18,55921","0,254357","0,443666"
10/01/2005 7.00,"10,070638","56,962302",,"0,470398","0,44064"
10/01/2005 8.00,"13,213189","67,972151","24,42001","0,670606","0,43956"
10/01/2005 9.00,"7,926834","44,993335",,"0,348928","0,432644"
10/01/2005 10.00,"4,814978","12,628287","26,37361","0,134958","0,41341"
10/01/2005 11.00,"4,670493","13,002081",,"0,155679","0,402821"
10/01/2005 12.00,"5,093112","21,996316","13,18681","0,158689","0,406278"
10/01/2005 13.00,"5,203283","15,046226",,"0,148797","0,412114"
10/01/2005 14.00,"5,201477","9,660062","9,76801","0,130853","0,414275"
10/01/2005 15.00,"5,201477","5,461446",,"0,129759","0,416869"
10/01/2005 16.00,"4,91973","6,538678","7,326007","0,139923","0,411466"
10/01/2005 17.00,"5,122009","10,99946",,"0,17073","0,376672"
10/01/2005 18.00,"4,323727","15,826242","13,18681","0,19622","0,38683"
10/01/2005 19.00,"4,928761","11,671758",,"0,165726","0,437182"
10/01/2005 20.00,"5,271913","28,829613","16,11721","0,249781","0,431564"
10/01/2005 21.00,"5,19967","15,426502",,"0,280159","0,442369"
10/01/2005 22.00,"5,167162","36,436449","17,582411","0,380712","0,429835"
10/01/2005 23.00,"5,401951","32,618109",,"0,374575","0,445394"
11/01/2005 0.00,"5,150907","20,798391","20,02442","0,341227","0,431132"
11/01/2005 1.00,"4,814978","25,989873",,"0,32594","0,409953"
11/01/2005 2.00,"5,526569","11,286287","17,094","0,219248","0,441504"
11/01/2005 3.00,"4,843875","23,695243",,"0,228515","0,440856"
11/01/2005 4.00,"5,29178","24,921734","14,65201","0,256702","0,444097"
11/01/2005 5.00,"5,331513","11,906678",,"0,20494","0,43567"
11/01/2005 6.00,"8,335006","32,955556","12,21001","0,24075","0,434805"
11/01/2005 7.00,"9,241652","41,957595",,"0,438652","0,436318"
11/01/2005 8.00,"6,751084","39,374829","19,53602","0,355026","0,432212"
11/01/2005 9.00,"8,683576","42,619512",,"0,403232","0,431564"
11/01/2005 10.00,"7,925028","48,754565","23,93162","0,392089","0,408224"
11/01/2005 11.00,"6,60118","40,348228",,"0,29959","0,414707"
11/01/2005 12.00,"5,253852","25,677088","25,39682","0,211038","0,407359"
11/01/2005 13.00,"5,456133","24,024909",,"0,201968","0,406928"
11/01/2005 14.00,"5,681891","20,795791","18,55921","0,183437","0,407144"
11/01/2005 15.00,"5,911261","23,847094",,"0,197746","0,409305"
11/01/2005 16.00,"5,201477","13,722403","16,11721","0,196299","0,418165"
11/01/2005 17.00,"5,208702","12,784039",,"0,229569","0,423568"
11/01/2005 18.00,"5,203283","14,723057","14,65201","0,234182","0,415356"
11/01/2005 19.00,"5,203283","14,450502",,"0,217997","0,419029"
11/01/2005 20.00,"5,206895","13,780797","25,39682","0,266123","0,428322"
11/01/2005 21.00,"5,203283","12,767166",,"0,294546","0,428106"
11/01/2005 22.00,"5,201477","12,21167","24,42001","0,31253","0,427458"
11/01/2005 23.00,"5,349574","12,649059",,"0,308581","0,427025"
12/01/2005 0.00,"5,201477","12,890457","25,39682","0,30729","0,428322"
12/01/2005 1.00,,"6,364765",,"0,268548","0,420758"
12/01/2005 2.00,"4,972105",,"17,094","0,242236","0,417733"
12/01/2005 3.00,"5,331513","27,211181",,,"0,440856"
12/01/2005 4.00,"5,750522","35,121697","20,02442","0,265956","0,43956"
12/01/2005 5.00,"5,806509","40,123703",,"0,242798","0,441937"
12/01/2005 6.00,"5,102144","11,8885","14,65201","0,212366","0,434588"
12/01/2005 7.00,"5,335126","13,212334",,"0,228717","0,438911"
12/01/2005 8.00,"8,34223","52,544339","18,07081","0,339652","0,437182"
12/01/2005 9.00,"7,599936","50,589759",,"0,341371","0,425728"
12/01/2005 10.00,"6,534355","50,955735","19,0476","0,355219","0,401093"
12/01/2005 11.00,"5,790256","34,467565",,"0,275734","0,389855"
12/01/2005 12.00,"5,387502","19,561518","21,97802","0,218467","0,394826"
12/01/2005 13.00,"5,560884","22,397358",,"0,242798","0,411466"
12/01/2005 14.00,"5,55366","25,003491","17,582411","0,260556","0,417085"
12/01/2005 15.00,"5,860692","31,378636",,"0,252694","0,422055"
12/01/2005 16.00,"6,494622","54,740331","21,48962","0,304406","0,406928"
12/01/2005 17.00,"6,707738","67,293355",,"0,354125","0,419894"
12/01/2005 18.00,"5,284555","22,271473","17,582411","0,33836","0,433725"
12/01/2005 19.00,"5,201477","21,991136",,"0,487043","0,428754"
12/01/2005 20.00,"6,463918","56,905192","34,67643","0,615111","0,415356"
12/01/2005 21.00,"8,224835","75,395971",,"0,577715","0,416219"
12/01/2005 22.00,"6,337494","26,804938","30,28083","0,319545","0,424864"
12/01/2005 23.00,"6,554222","41,590302",,"0,419488","0,438263"
13/01/2005 0.00,"5,62771","31,378636","31,746031","0,369106","0,432644"
13/01/2005 1.00,"5,81554","10,882659",,"0,243306","0,43675"
13/01/2005 2.00,"5,340545","7,48483","25,88522","0,190225","0,418597"
13/01/2005 3.00,"6,021432","15,373291",,"0,241428","0,427025"
13/01/2005 4.00,"5,33332","29,198209","15,14041","0,256959","0,423999"
13/01/2005 5.00,"7,991853","46,766219",,"0,259892","0,433076"
13/01/2005 6.00,"6,548803","26,113178","15,62881","0,20814","0,433508"
13/01/2005 7.00,"12,658731","59,49834",,"0,493928","0,436102"
13/01/2005 8.00,"8,853347","51,609871","20,02442","0,37775","0,431996"
13/01/2005 9.00,"10,191642","60,863699",,"0,404701","0,434805"
13/01/2005 10.00,"7,917803","46,128968","21,97802","0,28829","0,423784"
13/01/2005 11.00,"6,698707","24,799728",,"0,253242","0,412329"
13/01/2005 12.00,"6,153275","11,466693","24,42001","0,189521","0,396339"
13/01/2005 13.00,"6,545192","15,225332",,"0,21522","0,407792"
13/01/2005 14.00,"6,662587","8,6607","12,21001","0,208922","0,417517"
13/01/2005 15.00,"6,579507","19,497926",,"0,213733","0,400012"
13/01/2005 16.00,"6,655362","9,165574","18,07081","0,247179","0,415356"
13/01/2005 17.00,"5,978087","13,962508",,"0,274209","0,423352"
13/01/2005 18.00,"6,108123","19,789926","15,14041","0,30339","0,43567"
13/01/2005 19.00,"7,06534","48,479407",,"0,402708","0,424648"
13/01/2005 20.00,"7,206212","57,524278","27,35042","0,471435","0,429835"
13/01/2005 21.00,"7,870846","50,358731",,"0,473705","0,442369"
13/01/2005 22.00,"6,69329","40,380675","27,35042","0,40787","0,430698"
13/01/2005 23.00,"6,658974","31,339706",,"0,375639","0,433725"
14/01/2005 0.00,"6,366391","19,86392","29,30402","0,34278","0,430051"
14/01/2005 1.00,,"25,863987",,"0,370944","0,430051"
14/01/2005 2.00,"6,194814",,"28,81562","0,319585","0,427025"
14/01/2005 3.00,"6,510876","30,446763",,,"0,446043"
14/01/2005 4.00,"6,653555","32,236528","22,46641","0,301023","0,439127"
14/01/2005 5.00,"7,112298","41,68764",,"0,283496","0,42789"
14/01/2005 6.00,"6,915436","32,326087","18,07081","0,275162","0,441937"
14/01/2005 7.00,"9,998395","57,086889",,"0,464289","0,440424"
14/01/2005 8.00,"8,772074","50,814266","15,14041","0,413506","0,441287"
14/01/2005 9.00,"7,356116","46,846675",,"0,343943","0,433508"
14/01/2005 10.00,"6,781787","34,860827","24,42001","0,303997","0,409737"
14/01/2005 11.00,"8,564376","22,325984",,"0,280366","0,404334"
14/01/2005 12.00,"8,791941","7,955956","16,60561","0,244371","0,410818"
14/01/2005 13.00,"7,583681","6,27521",,"0,211897","0,364787"
14/01/2005 14.00,"9,781667","5,624978","18,07081","0,201022","0,41341"
14/01/2005 15.00,"9,265131","6,170085",,"0,212094","0,428754"
14/01/2005 16.00,"9,590223","5,535425","9,27961","0,208024","0,425945"
14/01/2005 17.00,"7,852785","6,10519",,"0,224848","0,414707"
14/01/2005 18.00,"6,810684","8,338828","12,69841","0,238307","0,427242"
14/01/2005 19.00,"6,267058","10,096148",,"0,264559","0,421623"
14/01/2005 20.00,"6,702319","19,427832","7,326007","0,288269","0,438047"
14/01/2005 21.00,"6,733023","24,985327",,"0,301414","0,3985"
14/01/2005 22.00,"6,666199","37,459175","5,860806","0,353919","0,376672"
14/01/2005 23.00,"7,43739","38,907591",,"0,386784","0,314434"
15/01/2005 0.00,"6,505458","8,959213","6,349206","0,280053","0,316595"
15/01/2005 1.00,"6,615629","5,283638",,"0,251335","0,327832"
15/01/2005 2.00,"6,745665","10,761948","3,418803","0,25693","0,328482"
15/01/2005 3.00,"6,707738","7,535446",,"0,254661","0,311193"
15/01/2005 4.00,"6,846806","21,926242","6,349206","0,258573","0,315298"
15/01/2005 5.00,"6,250803","9,730146",,"0,251375","0,324807"
15/01/2005 6.00,"6,368197","2,689192","4,395605","0,231225","0,32027"
15/01/2005 7.00,"6,723993","3,845596",,"0,239403","0,311193"
15/01/2005 8.00,"7,186347","21,117657","3,418803","0,288817","0,311193"
15/01/2005 9.00,"6,704126","5,920892",,"0,244881","0,311193"
15/01/2005 10.00,"6,714962","3,03183","1,953602","0,254035","0,311193"
15/01/2005 11.00,"7,260395","2,990297",,"0,238582","0,311193"
15/01/2005 12.00,"8,159817","2,69049","5,372406","0,23862","0,311193"
15/01/2005 13.00,"8,450594","2,430915",,"0,246328","0,311193"
15/01/2005 14.00,"7,879876","2,558107","5,372406","0,250436","0,311193"
15/01/2005 15.00,"7,242334","2,532148",,"0,249496","0,311193"
15/01/2005 16.00,"6,687871","2,728127","5,372406","0,248479","0,311193"
15/01/2005 17.00,"6,926272","5,933871",,"0,232086","0,311193"
15/01/2005 18.00,"6,258027","12,706163","3,907204","0,256265","0,311193"
15/01/2005 19.00,"6,687871","14,909953",,"0,257164","0,311193"
15/01/2005 20.00,"6,691483","15,526437","2,930403","0,277392","0,311193"
15/01/2005 21.00,"6,702319","12,358337",,"0,289482","0,311193"
15/01/2005 22.00,"6,722187","11,917052","4,395605","0,26499","0,311193"
15/01/2005 23.00,"7,562009","25,728999",,"0,317104","0,311193"
16/01/2005 0.00,"7,652311","26,466189","3,418803","0,35298","0,311193"
16/01/2005 1.00,,"4,815106",,"0,243393","0,311193"
16/01/2005 2.00,"6,227324",,"2,930403","0,232048","0,311193"
16/01/2005 3.00,"6,574089","15,640649",,,"0,311193"
16/01/2005 4.00,"6,720381","6,713892","1,953602","0,198685","0,311193"
16/01/2005 5.00,"6,696902","5,179809",,"0,203389","0,311193"
16/01/2005 6.00,"6,718574","6,009148","1,953602","0,201625","0,311193"
16/01/2005 7.00,"6,687871","4,250531",,"0,202527","0,311193"
16/01/2005 8.00,"7,03283","3,81834","2,442003","0,206212","0,311193"
16/01/2005 9.00,"8,4524","3,623659",,"0,200605","0,311193"
16/01/2005 10.00,"8,589661","3,34851","1,953602","0,206251","0,311193"
16/01/2005 11.00,"7,823889","3,502956",,"0,214288","0,311193"
16/01/2005 12.00,"7,91961","2,934853","1,953602","0,20433","0,311193"
16/01/2005 13.00,"7,950313","2,938383",,"0,202722","0,311193"
16/01/2005 14.00,"8,242896","3,075957","1,953602","0,208799","0,311193"
16/01/2005 15.00,"9,492696","2,478935",,"0,219384","0,311193"
16/01/2005 16.00,"9,239846","3,024042","1,953602","0,222715","0,311193"
16/01/2005 17.00,"8,855153","3,012362",,"0,219188","0,311193"
16/01/2005 18.00,"8,730534","14,624421","1,953602","0,252276","0,311193"
16/01/2005 19.00,"8,430727","18,020952",,"0,27074","0,311193"
16/01/2005 20.00,"7,641475","8,062381","4,395605","0,300732","0,311193"
16/01/2005 21.00,"7,334444","8,196063",,"0,29634","0,311193"
16/01/2005 22.00,"7,673985","15,111122","8,791209","0,34856","0,330426"
