"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","",""
"Stat","Via Taranto","","","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE
02/01/2012 6.00,"0,29494322","30,75954856","38,84050184","0,5163315","14,91123648","29,5","0,84802545"
02/01/2012 7.00,"0,84843428","45,41772448","69,4451784","0,62894156","4,66038384","29,5","0,92547"
02/01/2012 8.00,"2,57782956","53,88113512","148,13655936","0,82757057","3,64397324","29,5","1,1405655"
02/01/2012 9.00,"4,39265793","79,2376776","244,0838168","1,15164794","6,1281213","29,5","1,539738"
02/01/2012 10.00,"2,93593662","66,99355464","157,50197512","0,908001","14,14107471","29,5","2,179431"
02/01/2012 11.00,"0,98150873","27,81728648","46,04778584","0,5170305","37,59862785","29,5","2,160108"
02/01/2012 12.00,"0,5736002","18,7633317","28,67609952","0,41476796","54,6078981","29,5","1,258029"
02/01/2012 13.00,"0,68634076","18,84509264","27,24684128","0,4386959","61,309941","29,5","0,8941464"
02/01/2012 14.00,"0,46963229","14,74382778","20,90462256","0,38835042","62,67617685","29,5","1,02244095"
02/01/2012 15.00,"0,30609971","14,95537146","19,91244752","0,35018735","63,5628945","29,5","0,6965433"
02/01/2012 16.00,"0,48006977","12,44140121","16,79452618","0,34962","68,27019675","29,5","0,7183071"
02/01/2012 17.00,"0,29341365","13,49656709","16,87493725","0,36664997","61,2634575","29,5","0,6228108"
02/01/2012 18.00,"0,46418829","32,31180576","39,42022024","0,44432867","40,92936015","29,5","0,5897583"
02/01/2012 19.00,"0,44416865","46,74803672","57,64014624","0,46672813","27,83657415","29,5","0,9233343"
02/01/2012 20.00,"0,71400926","59,51652568","76,31526208","0,72639964","18,90664493","29,5","0,8639415"
02/01/2012 21.00,"1,62655115","63,72550688","109,22860216","0,95428412","14,56009055","29,5","2,0517975"
02/01/2012 22.00,"0,74833504","41,4708976","53,05792352","0,75652887","28,2710652","29,5","2,8074285"
02/01/2012 23.00,"0,71184915","47,15948","60,13811688","0,71439315","19,50418932","29,5","2,2633335"
03/01/2012 0.00,"0,69151424","46,92195224","57,61290024","0,7142184","15,99935736","29,5","2,02383"
03/01/2012 1.00,"0,60387731","23,3772592","27,63981464","0,60461986","26,70493035","15,9","1,8789075"
03/01/2012 2.00,"0,35639646","16,2467573","19,1796544","0,55942718","35,3803275","15,9","1,767546"
03/01/2012 3.00,"0,37731615","11,78208434","13,90097421","0,46768925","45,522309","15,9","1,406511"
03/01/2012 4.00,"0,41929079","8,46212578","10,71690149","0,39035888","53,269692","15,9","0,99416835"
03/01/2012 5.00,"0,34564474","5,08506342","7,01144549","0,36464151","55,23714105","15,9","0,629523"
03/01/2012 6.00,"0,31685245","6,76191419","8,69102659","0,358354","55,6436223","15,9","0,52350075"
03/01/2012 7.00,"0,44205431","23,07355712","25,71900032","0,36276353","42,2188683","15,9","0,49268565"
03/01/2012 8.00,"0,6684802","43,20745248","56,55196968","0,40341504","19,79337255","15,9","0,47305755"
03/01/2012 9.00,"1,27118898","55,10762576","86,40052672","0,55104384","15,3560756","15,9","0,5790798"
03/01/2012 10.00,"0,70663092","28,00158416","41,62640056","0,49166146","42,8916621","15,9","0,88738335"
03/01/2012 11.00,"0,57967373","15,08775834","21,17050528","0,39280422","63,70527765","15,9","0,9131643"
03/01/2012 12.00,,,,,,"15,9",
03/01/2012 13.00,"0,14679683","12,72303881","17,3496314","0,36686899","71,25495615","15,9","0,6422355"
03/01/2012 14.00,"0,26588041","14,68022319","20,27559368","0,36747945","67,3701924","15,9","0,535959"
03/01/2012 15.00,"0,19767836","12,51538222","15,9268491","0,35459804","69,5884728","15,9","0,56092635"
03/01/2012 16.00,"0,24847039","9,65227503","12,37443532","0,37712914","72,0420834","15,9","0,4990419"
03/01/2012 17.00,"0,17968254","13,53550497","17,57400651","0,39660328","64,4156772","15,9","0,51048315"
03/01/2012 18.00,"0,26295654","27,64597128","34,48135216","0,48978348","47,7737862","15,9","0,7580718"
03/01/2012 19.00,"0,22741544","22,0119","27,17290424","0,48515493","49,608468","15,9","0,8516358"
03/01/2012 20.00,"0,26219175","20,37268504","26,21573792","0,47327776","50,18093325","15,9","1,0085589"
03/01/2012 21.00,"0,26637569","22,9606344","30,0833124","0,42756199","49,6873902","15,9","0,8286516"
03/01/2012 22.00,"0,25967163","13,55497486","18,1148463","0,40249818","61,5828969","15,9","0,63476055"
03/01/2012 23.00,"0,22440105","16,76590927","20,06808432","0,40799931","56,11797345","15,9","0,5352471"
04/01/2012 0.00,"0,14769586","10,60490609","13,0384863","0,38319763","61,34387595","15,9","0,55848555"
04/01/2012 1.00,,"8,63863779","10,73765242","0,38616838","59,46346875","26,6","0,4879566"
04/01/2012 2.00,,,,"0,39324109","57,79034205","26,6","0,495279"
04/01/2012 3.00,,"17,58616492","19,45850048",,"54,60197295","26,6","0,4868379"
04/01/2012 4.00,,"8,79178517","10,26555477","0,30547815",,"26,6","0,5194836"
04/01/2012 5.00,,"11,44073689","12,76093465","0,38290754","37,25253525","26,6","0,5826393"
04/01/2012 6.00,,"11,42905839","13,93988341","0,4183049","34,4792658","26,6","0,7112898"
04/01/2012 7.00,,"18,52322656","22,14843592","0,45592741","27,8857509","26,6","0,71062875"
04/01/2012 8.00,,"25,80427552","38,33338208","0,49141215","21,52605","26,6","0,78303915"
04/01/2012 9.00,,"32,9931852","54,37047328","0,67686384","16,39316039","26,6","0,93477555"
04/01/2012 10.00,,"43,88493144","78,96370712","0,67337233","14,48339477","26,6","1,1710755"
04/01/2012 11.00,,"29,86662544","50,27848736","0,45383158","33,37234005","26,6","1,5900795"
04/01/2012 12.00,,"20,31947408","31,07810688","0,43030673","47,88903735","26,6","0,9292329"
04/01/2012 13.00,,"22,28185528","33,91327784","0,46814826","51,20021865","26,6","0,8242785"
04/01/2012 14.00,,"22,99440032","33,29073064","0,47478177","53,29496865","26,6","0,81202365"
04/01/2012 15.00,,"19,1280304","26,75138472","0,41441963","56,10225285","26,6","0,88677315"
04/01/2012 16.00,,"19,72765272","26,24816544","0,40145667","55,4548155","26,6","0,74235915"
04/01/2012 17.00,,"25,46424544","32,0080272","0,4661398","48,0910311","26,6","0,9118422"
04/01/2012 18.00,,"47,4839464","63,21324384","0,51720641","25,53721695","26,6","0,8424828"
04/01/2012 19.00,,"43,9108964","58,45463912","0,6021419","25,03627245","26,6","1,0693755"
04/01/2012 20.00,,"45,20228032","60,94094656","0,63583603","19,43871342","26,6","1,363797"
04/01/2012 21.00,,"42,95826152","59,25356832","0,58110433","19,08435953","26,6","1,475667"
04/01/2012 22.00,,"51,63971664","77,045474","0,78410209","9,38454384","26,6","1,3144725"
04/01/2012 23.00,,"39,35406504","55,11362944","0,83835381","14,47377887","26,6","2,1901095"
05/01/2012 0.00,,"32,30272376","45,827294","0,779738","12,7941345","26,6","2,2653675"
05/01/2012 1.00,,"26,85036896","35,2167456","0,75996562","11,62800513","14,2","2,069595"
05/01/2012 2.00,,"25,24100032","32,17920856","0,73198814","11,28393945","14,2","2,0599335"
05/01/2012 3.00,,"20,15464056","24,90190712","0,54505224","18,74687336","14,2","1,913994"
05/01/2012 4.00,,"13,44205597","16,32242661","0,42694687","26,0869791","14,2","1,234638"
05/01/2012 5.00,,"11,27201627","13,73107006","0,44292135","31,0578408","14,2","0,88484085"
05/01/2012 6.00,,"13,46022188","16,6622349","0,39054528","34,33867815","14,2","0,8601786"
05/01/2012 7.00,,"27,23972864","33,68890464","0,43947179","20,6115021","14,2","0,6977637"
05/01/2012 8.00,,"46,29378376","118,53956416","0,74001965","3,25259015","14,2","0,77266575"
05/01/2012 9.00,,"62,14470352","195,4381392","0,90657271","2,91281372","14,2","1,288539"
05/01/2012 10.00,,"62,16286752","160,74570224","0,89269407","7,20618738","14,2","1,6043175"
05/01/2012 11.00,,"48,44824448","105,37789152","0,64618007","17,81604426","14,2","1,8422955"
05/01/2012 12.00,,"33,84329864","58,68159352","0,4816343","31,4966211","14,2","1,389222"
05/01/2012 13.00,,"35,61620064","54,52090944","0,51786114","44,4231837","14,2","0,94636935"
05/01/2012 14.00,,"24,8438588","35,14280856","0,42493841","54,211731","14,2","0,9439794"
05/01/2012 15.00,,"20,1507592","27,47379568","0,38674738","58,4611608","14,2","0,9267921"
05/01/2012 16.00,,"24,8529408","32,6124104","0,47273021","49,41477345","14,2","0,657999"
05/01/2012 17.00,,"27,72512808","34,656434","0,44248331","44,58966645","14,2","0,7491222"
05/01/2012 18.00,,"32,04315064","39,316456","0,46797351","40,337304","14,2","0,70147575"
05/01/2012 19.00,,"31,0736328","40,52137928","0,47447654","41,399841","14,2","0,87985755"
05/01/2012 20.00,,"22,91520528","30,09757592","0,41079648","49,53834375","14,2","0,85748355"
05/01/2012 21.00,,"19,74061608","25,84350976","0,36793613","51,3363774","14,2","0,6302349"
05/01/2012 22.00,,"15,84831753","21,05117736","0,32594836","56,0297346","14,2","0,58289355"
05/01/2012 23.00,,"16,23118406","20,1433024","0,35204902","52,6194018","14,2","0,4404627"
06/01/2012 0.00,,"18,68935068","23,47004856","0,36841611","48,8590662","14,2","0,49197375"
06/01/2012 1.00,,"10,82425264","14,01510914","0,32154117","60,33021645",11,"0,50255055"
06/01/2012 2.00,"0,05209074",,,"0,29251636","58,9583946",11,"0,42373305"
06/01/2012 3.00,"0,02799903","13,36418021","15,62724635",,"58,88882895",11,"0,3683574"
06/01/2012 4.00,"0,07216022","8,78919058","10,27852386","0,25203377",,11,"0,35595"
06/01/2012 5.00,"0,04546804","4,39848908","5,43821365","0,24755318","63,6469239",11,"0,32020245"
06/01/2012 6.00,"0,09909648","9,56012619","11,75577904","0,27760203","51,94742595",11,"0,30108285"
06/01/2012 7.00,"0,06698877","11,36935046","13,45740933","0,30747496","58,00225095",11,"0,33494895"
06/01/2012 8.00,"0,02761155","20,86716648","24,75535232","0,34657469","52,11991365",11,"0,3228975"
06/01/2012 9.00,"0,01844635","13,28501385","18,2380575","0,3401602","62,2815459",11,"0,42129225"
06/01/2012 10.00,"0,03397594","9,23825438","12,21231302","0,34068794","61,2765048",11,"0,40502025"
06/01/2012 11.00,"0,03703507","9,29665833","13,03589172","0,34903517","62,24322195",11,"0,4605993"
06/01/2012 12.00,"0,08427065","9,47446668","13,74793199","0,36326797","63,11104695",11,"0,50560155"
06/01/2012 13.00,"0,06631349","7,52895506","11,13712085","0,31296677","66,14153175",11,"0,5216193"
06/01/2012 14.00,"0,0697184","7,02797664","10,00615946","0,31463621","67,216338",11,"0,4748373"
06/01/2012 15.00,"0,05173174","5,58344534","7,71829659","0,31432865","68,4674823",11,"0,4310046"
06/01/2012 16.00,"0,09767471","5,82355239","8,25524355","0,29622805","68,09719035",11,"0,4408695"
06/01/2012 17.00,"0,01881959","7,51208357","10,86216186","0,31204409","67,29528015",11,"0,4693455"
06/01/2012 18.00,"0,06987604","8,05329811","10,85567827","0,3164373","66,3623184",11,"0,5382981"
06/01/2012 19.00,"0,04548227","8,60878574","12,52877578","0,31485523","64,21958865",11,"0,4980249"
06/01/2012 20.00,"0,07283551","7,53933913","11,3329651","0,31397682","63,14400435",11,"0,52889085"
06/01/2012 21.00,"0,15301172","8,2492762","12,42112636","0,32082935","60,33508425",11,"0,51251715"
06/01/2012 22.00,"0,06812375","7,63278622","11,45228537","0,31432865","59,0157309",11,"0,54231525"
06/01/2012 23.00,"0,07980297","6,32972189","9,42770872","0,31142897","60,4194129",11,"0,5009742"
07/01/2012 0.00,"0,06101186","5,95593545","8,47962058","0,28673912","62,19338685",11,"0,4933467"
07/01/2012 1.00,"0,04594196","4,64378721","6,924547","0,27865635","61,8392145",15,"0,4183938"
07/01/2012 2.00,"0,06641417","3,6145729","5,36428617","0,26899151","60,38950785",15,"0,40379985"
07/01/2012 3.00,"0,05436068","3,00716874","4,20868293","0,25822808","59,86745625",15,"0,4107663"
07/01/2012 4.00,"0,03628859","3,23170064","4,67818791","0,26415909","59,22730065",15,"0,43105545"
07/01/2012 5.00,"0,08475881","3,22391498","4,30725226","0,25739394","58,90686375",15,"0,3839175"
07/01/2012 6.00,"0,02577281","3,5120419","5,03485622","0,25919503","57,846621",15,"0,4121901"
07/01/2012 7.00,"0,13127639","5,35502062","7,58341073","0,28142323","56,64688785",15,"0,42922485"
07/01/2012 8.00,"0,09464304","7,55621062","11,06967887","0,28700358","54,85984665",15,"0,44793765"
07/01/2012 9.00,"0,12344651","6,63082938","10,14882717","0,28181933","56,07264705",15,"0,531891"
07/01/2012 10.00,"0,09385283","7,39008458","11,60014033","0,29794176","55,5589944",15,"0,47315925"
07/01/2012 11.00,"0,15384566","6,32323256","10,13715441","0,27298863","57,93936855",15,"0,5742999"
07/01/2012 12.00,"0,20810566","7,96244561","13,3108507","0,29376873","59,8950471",15,"0,46756575"
07/01/2012 13.00,"0,22387933","6,8955955","11,26552121","0,27632752","64,2563964",15,"0,4906008"
07/01/2012 14.00,"0,28690384","7,93259546","12,3056951","0,27483399","65,35649925",15,"0,48821085"
07/01/2012 15.00,"0,1921591","6,63602046","9,89851004","0,26139222","67,83807975",15,"0,5881311"
07/01/2012 16.00,"0,20862331","7,20448866","10,43934792","0,28129275","67,32979365",15,"0,4967028"
07/01/2012 17.00,"0,10956955","9,13831796","12,91267862","0,30681557","64,58144175",15,"0,6248448"
07/01/2012 18.00,"0,11258597","11,94950097","16,91255011","0,33335077","61,9036131",15,"0,62601435"
07/01/2012 19.00,"0,11742791","13,82622648","18,95009777","0,39292188","61,13084985",15,"0,7112898"
07/01/2012 20.00,"0,20912571","16,35708161","24,43629688","0,36274139","58,33266285",15,"0,82799055"
07/01/2012 21.00,"0,1239784","16,83858439","24,71124248","0,34925419","56,3401965",15,"0,73493505"
07/01/2012 22.00,"0,21804683","13,70422367","19,63230128","0,33708576","60,8740335",15,"0,6693894"
07/01/2012 23.00,"0,09872324","11,09420218","15,16811779","0,33027517","64,174362",15,"0,65042235"
08/01/2012 0.00,"0,15870082","10,03644554","13,66492442","0,29666842","65,3649381",15,"0,5661639"
08/01/2012 1.00,,"7,15387228","10,05803776","0,27795386","66,4604325","13,7","0,50143185"
08/01/2012 2.00,"0,17831264",,,"0,2723304","67,2692454","13,7","0,5253822"
08/01/2012 3.00,"0,33082095","9,94948778","11,88288115",,"65,0099877","13,7","0,50956785"
08/01/2012 4.00,"0,16751617","5,90791366","7,58730165","0,23360114",,"13,7","0,43532685"
08/01/2012 5.00,"0,20631065","4,50621307","5,91550238","0,24164663","66,38316615","13,7","0,491211"
08/01/2012 6.00,"0,09734216","7,12012739","9,63263114","0,24479563","62,8711881","13,7","0,48587175"
08/01/2012 7.00,"0,26687504","11,8339894","14,74141484","0,27475011","51,5317278","13,7","0,4313097"
08/01/2012 8.00,"0,26319757","15,87167261","19,00716523","0,29451433","41,30430045","13,7","0,45902295"
08/01/2012 9.00,"0,41297828","15,98589166","21,07972352","0,3119637","42,67450635","13,7","0,45953145"
08/01/2012 10.00,"0,29113659","15,32657288","20,51813088","0,31874051","46,81788195","13,7","0,53916255"
08/01/2012 11.00,"0,23846209","16,11048523","22,14065408","0,3368015","47,98395945","13,7","0,56316375"
08/01/2012 12.00,"0,39458888","16,80613966","23,34163864","0,3680235","50,1782799","13,7","0,76168215"
08/01/2012 13.00,"0,24024083","11,22269241","16,30426834","0,31445564","59,21373465","13,7","0,7209513"
08/01/2012 14.00,"0,28775608","18,24289103","25,28191712","0,37283495","51,06483795","13,7","0,5457222"
08/01/2012 15.00,"0,24759679","16,62054182","23,2262112","0,36452501","52,24236675","13,7","0,73157895"
08/01/2012 16.00,"0,25483376","14,22986498","19,46498216","0,32018394","58,34012415","13,7","0,73432485"
08/01/2012 17.00,"0,19895571","16,32722764","21,13937792","0,35438019","56,59214505","13,7","0,54323055"
08/01/2012 18.00,"0,28740013","33,0243508","39,88324928","0,4163011","39,7528089","13,7","0,70015365"
08/01/2012 19.00,"0,47146595","51,1854828","69,9458356","0,51329085","25,21366785","13,7","0,69598395"
08/01/2012 20.00,"0,34932831","33,08274328","38,68096456","0,44092105","34,0274781","13,7","0,9799812"
08/01/2012 21.00,"0,5822742","50,20946416","68,32719376","0,663238","17,63068682","13,7","1,0087623"
08/01/2012 22.00,"0,80584741","39,32031824","62,59329696","0,4716619","41,9699721","13,7","1,581435"
08/01/2012 23.00,"0,32453284","19,71467024","25,30916312","0,3822365","51,64673955","13,7","1,06785"
09/01/2012 0.00,"0,33776197","38,92577704","49,08530376","0,44848539","30,75238635","13,7","0,7328502"
09/01/2012 1.00,"0,35205692","16,95799453","21,05507784","0,37392656","39,1206333","18,2","0,8327196"
09/01/2012 2.00,"0,30128015","8,1727006","10,85567827","0,28624982","53,548593","18,2","0,6201666"
09/01/2012 3.00,"0,22042865","5,22653039","7,18134772","0,25459095","56,09554965","18,2","0,50173695"
09/01/2012 4.00,"0,25821528","8,63733954","9,88165002","0,28699426","43,4917581","18,2","0,40441005"
09/01/2012 5.00,"0,13761942","5,52114856","6,87007412","0,25655863","54,7847349","18,2","0,44803935"
09/01/2012 6.00,"0,27868037","4,46727519","6,28643612","0,24540842","60,0645024","18,2","0,49116015"
09/01/2012 7.00,"0,22321625","8,45563645","11,51713467","0,28760588","56,5890927","18,2","0,4253094"
09/01/2012 8.00,"0,41048663","35,9354664","47,30844392","0,4449869","34,3016709","18,2","0,485109"
09/01/2012 9.00,"0,64360947","23,19426168","36,6265588","0,4013891","48,16753935","18,2","0,77327595"
09/01/2012 10.00,"0,34713363","14,8554427","22,38447232","0,3154622","53,4305289","18,2","0,65510055"
09/01/2012 11.00,"0,34108349","14,5102005","21,85142584","0,31463155","53,74966905","18,2","0,5582313"
09/01/2012 12.00,,"13,9754772","21,87607152","0,30435392",,"18,2","0,54607815"
09/01/2012 13.00,,"12,23113857","19,60895576","0,31371237",,"18,2","0,59377545"
09/01/2012 14.00,"0,22058018","11,80414499","18,33792508","0,30942633",,"18,2","0,67920345"
09/01/2012 15.00,"0,31488252","12,42193322","18,57008394","0,29394581",,"18,2","0,6032844"
09/01/2012 16.00,"0,18555979","11,3836331","17,32887855","0,28944309",,"18,2","0,56163825"
09/01/2012 17.00,"0,14935357","13,18637568","18,61807132","0,32293917",,"18,2","0,54577305"
09/01/2012 18.00,"0,2060381","15,96771428","22,14843592","0,33666986",,"18,2","0,6380658"
09/01/2012 19.00,"0,29752132","17,59006158","24,00699552","0,33614561",,"18,2","0,7743438"
09/01/2012 20.00,"0,25790103","17,58486285","24,10815944","0,36929219",,"18,2","0,67655925"
09/01/2012 21.00,"0,33105689","22,68419744","31,10141416","0,367674",,"18,2","0,7141374"
09/01/2012 22.00,"0,43300199","9,80931715","14,42624841","0,29224142",,"18,2","0,76493655"
09/01/2012 23.00,"0,42046238","6,95789228","9,82847348","0,27833598",,"18,2","0,60689475"
10/01/2012 0.00,"0,29596327","4,64378721","6,5613951","0,27002603",,"18,2","0,51861915"
10/01/2012 1.00,,"3,66389294","5,36428617","0,27212536",,"14,1","0,4889736"
10/01/2012 2.00,"0,17772075",,,"0,2686723",,"14,1","0,4919229"
10/01/2012 3.00,"0,30344026","6,8307003","8,42644403",,,"14,1","0,4925331"
10/01/2012 4.00,"0,10432996","5,16812644","6,8661832","0,23368852",,"14,1","0,4818546"
10/01/2012 5.00,"0,14669106","4,22457356","6,04519908","0,23835551","56,83417845","14,1","0,6137595"
10/01/2012 6.00,"0,24401593","4,70089291","7,33050093","0,24197633","54,4648167","14,1","0,52594155"
10/01/2012 7.00,"0,19638575","7,32259481","10,13974899","0,25597846","52,07997375","14,1","0,5355522"
10/01/2012 8.00,"0,21656303","14,01312448","19,89688384","0,29066051","45,6667869","14,1","0,54546795"
10/01/2012 9.00,"0,57788686","16,31035233","24,77609752","0,32049849","44,00166015","14,1","0,57760515"
10/01/2012 10.00,"0,7221839","15,90801399","24,75145184","0,32926628","44,80253295","14,1","0,70656075"
10/01/2012 11.00,"0,90789726","9,33170146","14,9411481","0,26697257","52,86923565","14,1","0,6705081"
10/01/2012 12.00,"0,71869559","12,15846154","20,34953072","0,28254629","54,2630424","14,1","0,6772203"
10/01/2012 13.00,"0,79084361","10,64514604","17,59994662","0,25248929","59,16182475","14,1","0,61757325"
10/01/2012 14.00,"0,56749922","8,55816745","14,1435095","0,24093016","60,77206905","14,1","0,5694183"
10/01/2012 15.00,"0,38404564","6,00655182","9,72990414","0,22561856","63,4599525","14,1","0,56611305"
10/01/2012 16.00,"0,2601069","7,29274275","11,16695187","0,23783242","62,4820434","14,1","0,50926275"
10/01/2012 17.00,"0,16442856","9,61463731","13,73366465","0,26514002","60,62288295","14,1","0,60069105"
10/01/2012 18.00,"0,18300407","11,24605705","15,76213222","0,31548084","59,02807995","14,1","0,5661639"
10/01/2012 19.00,"0,19626575","12,03905522","17,55974108","0,32280985","58,16073375","14,1","0,6727455"
10/01/2012 20.00,"0,20250809","13,62635938","19,481846","0,35195","56,8102185","14,1","0,70696755"
10/01/2012 21.00,"0,10428521","11,15260805","15,96057105","0,32656232","57,879339","14,1","0,8439066"
10/01/2012 22.00,"0,11849067","10,24928938","14,86203336","0,32603807","57,78734955","14,1","0,71357805"
10/01/2012 23.00,"0,18393259","7,90663815","11,02039325","0,30466265","57,25241025","14,1","0,6658299"
11/01/2012 0.00,"0,12555577","5,9572337","8,18261241","0,27395208","56,84423325","14,1","0,60486075"
11/01/2012 1.00,"0,19894554","4,97863768","6,76112836","0,26548952","56,05804365","18,1","0,66374505"
11/01/2012 2.00,"0,17152315","4,79823474","6,6521826","0,26042876","53,82859125","18,1","0,5219244"
11/01/2012 3.00,"0,15462366","7,33167872","9,64689658","0,25864049","50,5601628","18,1","0,63811665"
11/01/2012 4.00,"0,17680748","5,69636042","7,32790634","0,24834538","53,41578585","18,1","0,5220261"
11/01/2012 5.00,"0,20337661","4,6126369","5,91160955","0,24097326","55,16751555","18,1","0,5932161"
11/01/2012 6.00,"0,42862177","5,23561622","7,48743406","0,24420148","55,2556347","18,1","0,6138612"
11/01/2012 7.00,"0,31839321","5,85340445","8,41996044","0,25528179","54,45941025","18,1","0,49522815"
11/01/2012 8.00,"0,39042223","9,74442387","13,40423278","0,27683196","50,34835365","18,1","0,62367525"
11/01/2012 9.00,"0,4703981","9,97933793","14,94244443","0,29196764","52,43711865","18,1","0,5734863"
11/01/2012 10.00,"1,0734791","8,03772296","12,94640056","0,27172693","54,5807661","18,1","0,59977575"
11/01/2012 11.00,"0,91520237","8,08314634","12,81410928","0,2577248","56,8573803","18,1","0,6958314"
11/01/2012 12.00,"1,33207575","8,08704109","12,49764842","0,24738659",,"18,1","0,69700095"
11/01/2012 13.00,"0,97895301","7,94946695","12,77520008","0,24638236","55,4279628","18,1","0,55370565"
11/01/2012 14.00,"1,69293685","7,95206345","12,50931927","0,25357973","57,2729388","18,1","0,50102505"
11/01/2012 15.00,"1,13935629","8,86576427","12,779091","0,24834538","58,26080295","18,1","0,63689625"
11/01/2012 16.00,"0,58519197","8,18048818","12,04889438","0,24690544","60,29658075","18,1","0,53275545"
11/01/2012 17.00,"0,56294916","9,04746737","12,79595102","0,26082137","59,71926765","18,1","0,625455"
11/01/2012 18.00,"0,4808315","14,84895337","20,97207792","0,28581761","55,36649685","18,1","0,54160335"
11/01/2012 19.00,"0,62837582","16,92944072","23,90971296","0,30248177","54,1348437","18,1","0,61635285"
11/01/2012 20.00,"0,68323586","17,64196855","24,63732456","0,31395469","53,1653535","18,1","0,63984555"
11/01/2012 21.00,"0,60628252","18,1053169","25,327308","0,32712851","52,3527501","18,1","0,67859325"
11/01/2012 22.00,"0,61695491","14,2843761","20,45717632","0,31452088","52,9392402","18,1","0,7093575"
11/01/2012 23.00,"0,6905847","8,55297828","12,15784014","0,27761717","52,80144555","18,1","0,7422066"
12/01/2012 0.00,"0,74090891","7,85342528","11,03336234","0,26854299","50,7522414","18,1","0,66679605"
12/01/2012 1.00,,"6,69312617","9,77659518","0,26924082","49,67819325",25,"0,58889385"
12/01/2012 2.00,"0,23371575",,,"0,25488919","49,60186455",25,"0,7133238"
12/01/2012 3.00,"0,19616608","8,56206219","10,28500937",,"49,9375233",25,"0,58014765"
12/01/2012 4.00,"0,19121939","6,48157484","8,17483057","0,2601247",,25,"0,6473205"
12/01/2012 5.00,"0,40403579","4,46208411","5,87010768","0,26300108","52,03205385",25,"0,590877"
12/01/2012 6.00,"0,40886146","5,44197838","7,47316863","0,2634799","50,568063",25,"0,62987895"
12/01/2012 7.00,"0,29714503","9,41476448","12,80632744","0,27276029","47,43661125",25,"0,5616891"
