
Stat, Politecnico,,,,
,SO2,NO2,nox,CO,O3,PM10,BENZENE,CH4
21/08/2011 22.00,"2,36820756","29,3838072","34,1856996","0,83760238","80,84137005","31,50951958","0,47212801",
21/08/2011 23.00,"2,85697471","36,73787544","41,37149272","0,8508263","60,95584845",,"0,39019137",
22/08/2011 0.00,"2,9359895","30,34017048","34,98925584","0,93711785","55,3852698","30,04396057","0,61243333",
22/08/2011 1.00,"2,78924657","16,95669246","21,31092256","0,75337638","65,2899261",,"1,72254578",
22/08/2011 2.00,"2,5759054","18,99516934","23,52861312","0,83659582","59,7812922","31,02099991","0,75273967",
22/08/2011 3.00,"2,63008709",,,"0,81845677","59,66576175",,"0,95394702",
22/08/2011 4.00,"2,58380647","19,88420728","24,61759272","0,71800814",,"25,40302086","0,86463204",
22/08/2011 5.00,"2,48221529","19,88095688","24,46272072",,"62,4916194",,"0,50758979",
22/08/2011 6.00,"2,74070923","34,87868488","40,61741904","0,74155396","50,3289822","20,27355957","0,51331651",
22/08/2011 7.00,"3,01274758","44,47562472","57,17105616","0,82828821","42,8192835",,"0,66546175",
22/08/2011 8.00,"2,7994064","19,275828","27,91292472","0,79621459","78,1289082","28,08987999","0,56579371",
22/08/2011 9.00,"3,65841749","21,05633976","31,21470016","0,78748991","79,70717265",,"0,32791233",
22/08/2011 10.00,"3,15271831","5,75038589","11,81012764","0,82015301","103,55061465","36,39471054","0,38787872",
22/08/2011 11.00,"2,59622303","3,85143529","9,20646546","0,79491212","110,12242395",,"0,31601851",
22/08/2011 12.00,"2,77908776","13,87992309","21,7658256","0,80343992","96,5995758","51,5388298","0,22020491",
22/08/2011 13.00,"1,87944041","4,62529243","10,03678397","0,80707822","112,620144",,"0,20038154",
22/08/2011 14.00,"1,4392106","0,43316551","3,56695837","0,80982995","122,12226915","50,31753159","0,2279697",
22/08/2011 15.00,"1,82977318","0,83793974","3,72507503","0,81064195","121,2772071",,"0,19823466",
22/08/2011 16.00,"1,60627217","0,63595797","3,6610173","0,81877598","127,8374454","45,67660141","0,15082313",
22/08/2011 17.00,"1,79590911","0,45101021","3,51587355","0,85131793","124,90633155",,"0,19608675",
22/08/2011 18.00,"1,62546195","1,04154288","4,42322271","0,87555109","128,31929775","39,57009125","0,27323332",
22/08/2011 19.00,"1,68303025","6,10567755","10,22246976","0,91379338","126,56397705",,"0,26332164",
22/08/2011 20.00,"2,03972876","30,16577696","35,06305904","1,00276443","90,0426891","36,63898087","0,43721644",
22/08/2011 21.00,"1,71124997","11,47967477","16,15388763","0,92549231","109,2965538",,"0,40307676",
22/08/2011 22.00,"1,90427351","14,45666642","19,21567648","0,93392342","103,21357935","57,64532089","0,34911271",
22/08/2011 23.00,"1,89185696","67,85600048","75,72994152","1,10596479","17,89838988",,"0,58258845",
23/08/2011 0.00,"1,96974289","50,09703856","55,18932552","1,05521273","23,44342455","60,33219147","0,84800206",
23/08/2011 1.00,"2,14809215","27,46132944","32,35155624","0,86888962","37,86571845",,"0,88985161",
23/08/2011 2.00,"2,36820756","15,48847722","20,13357032","0,79850032","55,68086895","37,127491","0,72465623",
23/08/2011 3.00,"2,45399558","9,56937454","14,07403889","0,75067125","68,9808357",,"0,64646419",
23/08/2011 4.00,"2,4743132","11,51618058","16,11901849","0,70837359","71,9962383","30,77672958","0,60902028",
23/08/2011 5.00,"2,54994241","11,71247798","16,23335035","0,70254976","75,972792",,"0,50769962",
23/08/2011 6.00,"2,80392087","30,21688472","36,6174768","0,76984365","50,31312195","25,40302086","0,58038563",
23/08/2011 7.00,"3,55005309","46,52140736","63,3051728","0,80154796","32,9129913",,"0,85571092",
23/08/2011 8.00,"4,56370919","49,50164176","71,49161112","0,91568651","42,50030295","31,99802971","0,90361772",
23/08/2011 9.00,"4,98474821","36,06947848","55,9750428","0,82536406","56,5042254",,"0,90471913",
23/08/2011 10.00,"5,06715063","13,04929102","20,64764976","0,78844754","89,14667475","46,65364075","0,44200752",
23/08/2011 11.00,"3,23850632","3,97148977","9,21700823","0,80518509","112,08398775",,"0,34690989",
23/08/2011 12.00,"2,51946495","1,73833878","6,52982798","0,82069357","117,9753624","50,80604172","0,25456629",
23/08/2011 13.00,"2,27677519","0,65380266","4,15401885","0,8207192","118,50146385",,"0,27527037",
23/08/2011 14.00,"1,80042459","0,8492951","4,23996898","0,82966524","125,6036439","51,5388298","0,18309153",
23/08/2011 15.00,"1,85121968","0,83875042","4,10942145","0,8023588","116,36533755",,"0,17086719",
23/08/2011 16.00,"1,8038112","0,1443885","2,30769796","0,79628799","122,6867544","47,87493134","0,13336735",
23/08/2011 17.00,"1,77220488","0,01946798","1,93146034","0,79945795","128,1422016",,,
23/08/2011 18.00,"1,72705313","0,13952055","2,33202434","0,79562394","124,90553355","45,18807983",,
23/08/2011 19.00,"1,61078765","1,34978787","4,56268973","0,80432532","123,33806205",,,
23/08/2011 20.00,"1,74398516","3,60078356","8,00639866","0,83089315","104,6928918","43,23400116","0,13424909",
23/08/2011 21.00,"2,28919174","80,0584036","99,89266944","1,23932351","20,4409695",,"0,48264583",
23/08/2011 22.00,"2,19098615","92,86922424","123,87048784","1,36503749","8,78832612","75,47631073","1,33576848",
23/08/2011 23.00,"2,56574557","71,256416","110,49216648","1,1305428","3,1449978",,"1,39391749",
24/08/2011 0.00,"2,35578999","44,16008736","50,31689944","0,84738489","10,34302763","49,34049988","0,95780246",
24/08/2011 1.00,"2,45851004","48,2532396","55,11229104","0,90081645","7,15745552",,"0,9032872",
24/08/2011 2.00,"2,58041986","56,79244192","73,77333456","0,9611052","2,55644886","26,86857986","1,18544063",
24/08/2011 3.00,"2,56800331",,,"0,8220706","28,6199508",,"1,01132514",
24/08/2011 4.00,"2,55445789","25,80737296","30,80849576","0,77407027",,"38,59305954","0,834897",
24/08/2011 5.00,"2,60299625","33,74385552","39,00625312",,"19,57413402",,"0,71826845",
24/08/2011 6.00,"2,47995755","43,96946096","52,86215384","0,76170729","16,33440764","36,15045166","0,68919446",
24/08/2011 7.00,"2,98791447","60,1855536","101,5889576","0,87250345","11,35194302",,"0,80119667",
24/08/2011 8.00,"4,36391242","60,09632056","99,73695616","0,95147065","21,94581795","39,57009125","1,1312569",
24/08/2011 9.00,"4,42825394","51,78588904","93,00444088","0,8619602","33,3002607",,"0,98390275",
24/08/2011 10.00,"2,46979874","11,60378078","19,63570464","0,82651857","76,8470409","46,40937042","0,48468288",
24/08/2011 11.00,"1,80155346","1,60043769","6,50063748","0,8158763","103,69784565",,"0,34410195",
24/08/2011 12.00,"1,85912177","3,15707337","7,97720816","0,81858026","117,80800185","63,50756073","0,30726316",
24/08/2011 13.00,"1,91217459","2,59979994","7,19310843","0,82167683","140,3786139",,"0,27246244",
24/08/2011 14.00,"1,63449189","2,45703472","6,5882109","0,75821695","152,00465595","50,80604172","0,23551381",
24/08/2011 15.00,"1,57805246","1,70507954","5,51058094","0,7920602","163,31662515",,"0,2352382",
24/08/2011 16.00,"1,84106086","1,11454878","4,67458762","0,74988604","149,5737684","42,74547958","0,24272637",
24/08/2011 17.00,"1,63900737","0,52726077","3,65209782","0,72432477","135,9959181",,"0,1534114",
24/08/2011 18.00,"1,82751544","1,58502506","5,35246427","0,74096447","131,1567663","46,16511154","0,18595438",
24/08/2011 19.00,"1,98441718","5,63844402","9,91191125","0,87255238","121,6275291",,"0,15616442",
24/08/2011 20.00,"1,56337817","6,52018577","10,93764571","0,92335337","113,1995718","44,69955063","0,20577775",
24/08/2011 21.00,"1,94378091","37,17103904","42,15805128","1,09239837","57,4161798",,"0,36287882",
24/08/2011 22.00,"2,21694915","86,37825192","101,4089428","1,26095173","20,67947175","76,20908356","0,89056758",
24/08/2011 23.00,"2,38739631","95,93303216","130,75951944","1,2721101","3,5930768",,"1,0602225",
25/08/2011 0.00,"2,36707869","68,21209136","90,74701896","1,1081282","0,99771347","61,3092308","1,05548735",
25/08/2011 1.00,"2,50591953","53,69215304","62,39052936","0,98012848","4,31791217",,"1,29645228",
25/08/2011 2.00,"2,73167827","42,77216656","48,36759632","0,9893448","11,99256545","31,2652607","1,36847723",
25/08/2011 3.00,"2,66169342","26,99573832","31,95099224","0,80002414","27,1198704",,"1,87000977",
25/08/2011 4.00,"2,56913218","29,16318152","34,30084024","0,74489751","26,1610335","29,5554409","0,84205566",
25/08/2011 5.00,"2,55671563","36,74275104","42,10373136","0,73845739","18,90936611",,"0,75284951",
25/08/2011 6.00,"2,61654167","52,92720008","73,47009136","0,8131234","5,29235595","36,39471054","0,79844365","898,63207"
25/08/2011 7.00,"3,77242522","58,57377584","110,57245136","0,90752685","6,83599518",,"1,22420663","898,66588"
25/08/2011 8.00,"4,08510086","60,11255344","99,09722008","0,95872161","21,7375599","34,92916107","1,14469249","898,63207"
25/08/2011 9.00,"4,86396725","52,98886208","81,14889368","0,90288083","40,8293508",,"1,16440601","898,66343"
25/08/2011 10.00,"3,82096358","21,21694776","32,11964976","0,84453413","72,5860002","50,07326126","0,64360031","898,63207"
25/08/2011 11.00,"2,58154873","6,54451979","12,52854634","0,86773511","104,57257335",,"0,48809695","898,66588"
25/08/2011 12.00,"1,93475097","3,62836416","8,75481856","0,87373253","121,61749425","60,08792114","0,41144667","898,63207"
25/08/2011 13.00,"2,7994064","1,36033255","6,69037862","0,82973747","133,3943184",,"0,37168909","898,63599"
25/08/2011 14.00,"2,55445789","0,81441449","5,70032208","0,78107425","130,55449575","59,35514069","0,28000553","898,66098"
25/08/2011 15.00,"3,24076406","1,94275261","6,80876393","0,76645117","131,0818341",,"0,22301386","898,63207"
25/08/2011 16.00,"3,71147031","1,92652929","7,12742932","0,74064526","127,3414086","41,76844025","0,17345545","898,66343"
25/08/2011 17.00,"2,92695956","0,82577177","5,70437552","0,74583067","125,1262803",,"0,16602118","898,63207"
25/08/2011 18.00,"2,59283642","1,17132944","6,12196779","0,78058262","126,53584755","39,81436157","0,19575623","898,66588"
25/08/2011 19.00,"2,08600938","7,22590306","12,42718931","0,83951997","116,95075035",,"0,24283723","898,63207"
25/08/2011 20.00,"1,96297069","12,26083193","16,99474508","0,89403382","97,4075109","41,03565979","0,30726316","898,63599"
25/08/2011 21.00,"2,37610863","77,1349556","91,33325728","1,22941868","22,6937235",,"0,62939384","898,66245"
25/08/2011 22.00,"2,1785696","36,53103528","41,82073624","1,0476181","62,16872865","64,24034119","1,02586214","898,63207"
25/08/2011 23.00,"2,81407968","96,08633632","173,76577216","1,39961819","3,54256539",,"1,4049855","898,66588"
26/08/2011 0.00,"3,17303593","73,3719484","125,7581672","1,1873913","2,30721152","96,48265076","2,52176032","898,63207"
26/08/2011 1.00,"2,47995755","42,7024168","50,905566","0,87913929","10,81673838",,"1,50239579",
26/08/2011 2.00,"2,42013151","32,5262748","37,44535368","0,80248229","23,6968893","55,44699097","1,14744652",
26/08/2011 3.00,"2,54994241",,,"0,71029118","40,10793885",,"0,90262716",
26/08/2011 4.00,"2,31176711","19,56459736","24,33541976","0,6482328",,"49,34049988","0,67652976",
26/08/2011 5.00,"2,6515346","23,62775032","28,35402312",,"37,3330335",,"0,61705967",
26/08/2011 6.00,"2,74861031","31,77109216","37,20208992","0,77168552","43,65871965","42,5012207","0,60968031",
26/08/2011 7.00,"2,93824724","48,59476104","62,85191408","0,88432471","32,39618655",,"0,638975",
26/08/2011 8.00,"4,12235051","65,08989096","94,89452936","1,03392935","28,5883899","44,94382095","1,03015795",
26/08/2011 9.00,"4,3323061","52,13712344","75,69183536","0,95488759","53,2650237",,"1,24425068",
26/08/2011 10.00,"4,78833907","23,15971184","34,72654704","0,91008286","94,82328765","58,86663055","0,69194748",
26/08/2011 11.00,"2,53413924","6,62725968","11,79309937","0,91015509","116,5109526",,"0,49074013",
26/08/2011 12.00,"2,35240439","3,09623544","7,25960014","0,92146258","138,3009012","67,65998077","0,40147906",
26/08/2011 13.00,"2,16276644","2,47731339","6,47550042","0,93896088","147,4731132",,"0,39388003",
26/08/2011 14.00,"2,02844006","2,28425493","5,96871526","0,90927085","148,09162305","69,36981201","0,32752688",
26/08/2011 15.00,"1,97538724","0,94582434","4,08833974","0,87336322","140,8950795",,"0,23573348",
26/08/2011 16.00,"2,52736704","6,0651183","10,48437552","0,85446343","133,7630343","58,1338501","0,18832298",
26/08/2011 17.00,"2,5251093","6,38147399","10,66844185","0,89494252","136,63046775",,"0,17841129",
26/08/2011 18.00,"2,65040573","13,01521535","17,32395133","0,87235666","121,6036689","48,85197067","0,20296981",
26/08/2011 19.00,"2,39078292","38,17285056","42,82214624","1,06703515","90,98782035",,"0,34646953",
26/08/2011 20.00,"3,51957563","108,52477584","164,69549272","1,46836134","18,5220209","47,3864212","0,69850103",
26/08/2011 21.00,"4,78043698","143,74171264","276,0138344","1,50082756","1,0506069",,"2,9592249",
26/08/2011 22.00,"3,07821797","56,1800092","63,66522152","0,92232118","29,33685405","56,4240303","2,54494283",
26/08/2011 23.00,"2,89761098","53,22734584","59,27523128","0,95650927","28,92867705",,"1,81439411",
27/08/2011 0.00,"2,66733777","29,791828","34,2497516","0,74693626","49,3222653","57,88959122","1,56737294",
27/08/2011 1.00,"2,67072336","49,86423344","54,75876224","0,85814949","24,200547",,"1,18334866",
27/08/2011 2.00,"2,66846562","24,43648808","29,0132616","0,72734795","48,6483543","54,71421051","0,8814817",
27/08/2011 3.00,"2,46641213","14,53615973","18,85728355","0,67529225","59,1774855",,"0,65020878",
27/08/2011 4.00,"2,49576071","18,35758809","22,66911176","0,68141316","51,01117245","52,76013184","0,66871004",
27/08/2011 5.00,"2,59960964","25,66785432","30,11357936","0,69323442","38,87610615",,"0,73743179",
27/08/2011 6.00,"4,02640368","35,48138552","41,24258568","0,92404189","30,78438615","47,14215088","1,13522218",
27/08/2011 7.00,"2,57251879","41,82553536","57,91138256","0,86714445","18,48002016",,"1,02487158",
27/08/2011 8.00,"3,13578627","59,49038864","92,61684024","0,97550809","18,73902303","49,34049988","1,26936041",
27/08/2011 9.00,"3,28817355","61,23927592","86,50297168","1,05550748","34,6349556",,"1,5217788",
27/08/2011 10.00,"2,87390572","66,85743936","93,3750056","1,12810911","41,05620225","70,59111023","1,56538979",
27/08/2011 11.00,"2,74748144","67,04319016","94,60101824","1,1646074","54,18533715",,"1,29248801",
27/08/2011 12.00,"2,99920216","25,9923016","33,80785016","0,96046561","111,8783631","77,18611145","1,03081798",
27/08/2011 13.00,"2,44835123","16,80582227","23,363206","0,96319404","123,6270777",,"0,55571728",
27/08/2011 14.00,"3,60762139","10,74800399","15,88549254","0,90991044","141,6301572","91,84172058","0,4018645",
27/08/2011 15.00,"2,86487578","3,88550522","7,5588052","0,88619337","161,20236405",,"0,31987294",
27/08/2011 16.00,"2,20453259","4,9432695","8,61616223","0,88653704","166,2765867","73,52220917","0,31447674",
27/08/2011 17.00,"2,30838152","6,39283127","9,84785351","0,90885378","165,4551654",,"0,35951967",
27/08/2011 18.00,"3,67873511","6,17949414","9,72541477","0,83838992","151,05459705","64,72885895","0,32978462",
27/08/2011 19.00,"3,32316547","13,53031771","17,28422188","0,83595624","106,9231422",,"0,34151369",
27/08/2011 20.00,"3,47442388","15,21349338","18,8013327","0,80262908","101,47250295","54,46995163","0,37394683",
27/08/2011 21.00,"3,73291782","10,21019854","13,66698938","0,75369559","105,6273099",,"0,42620334",
27/08/2011 22.00,"3,1888391","11,24524445","15,08436646","0,78296738","95,17448745","60,33219147","0,3964683",
27/08/2011 23.00,"3,04435391","12,6412683","16,2365931","0,80663552","84,50119755",,"0,46039895",
28/08/2011 0.00,"3,45862072","19,87285","23,76782344","0,82312726","70,40061735","54,95846176","0,65059422",
28/08/2011 1.00,"3,60649252","20,89085616","24,920052","0,86166546","64,49904825",,"0,66138663",
28/08/2011 2.00,"4,76689155","18,76317109","23,06642536","0,96493921","62,93165655","59,84366989","0,91463081",
28/08/2011 3.00,"3,05789933",,,"0,83600633","85,7123421",,"0,85097577",
28/08/2011 4.00,"2,68991313","1,46578509","4,99163354","0,78422092",,"73,03369141","0,36601728",
28/08/2011 5.00,"2,45173784","0,55808603","4,15969366",,"100,49507265",,"0,25329911",
28/08/2011 6.00,"2,38513857","3,06297811","7,46798902","0,73767101","92,2468449",,"0,19548062",
28/08/2011 7.00,"2,39755614","3,07433539","7,94477299","0,70952927","82,695942",,"0,19107599",
28/08/2011 8.00,"2,56687444","2,85937497","8,11099845","0,6835754","78,3048672","48,85197067","0,21805802",
28/08/2011 9.00,"2,5431702","4,77130231","10,29868973","0,73000182","83,1346425",,"0,22521668",
28/08/2011 10.00,"10,50567102","30,98506896","54,31196608","0,71250352","57,548568","25,64727974","0,46199564",
28/08/2011 11.00,"9,68391265","17,52289684","30,21981008","0,76175622","74,34664755",,"0,30131574",
28/08/2011 12.00,"2,9619525","2,25099569","7,21175808","0,74030042","93,2771427","39,32584","0,60461464",
28/08/2011 13.00,"2,11987243","1,41305786","5,55923369","0,70250083","95,35946385",,"0,19382901",
28/08/2011 14.00,"2,09503932","0,52077144","3,39667756","0,77279227","95,72043915","41,52418137","0,12444724",
28/08/2011 15.00,"1,882826","1,37898985","4,45808994","0,85453799","95,45973255",,,
28/08/2011 16.00,"1,89975803","0,08679524","2,72691161","0,75691565","103,0979292","42,98973083","0,52708262",
28/08/2011 17.00,"2,10519814","1,15835078","4,8837891","0,78227886","105,21280875",,"0,59354663",
28/08/2011 18.00,"1,83049728","1,17846694","5,35972796","0,77355767","105,09745785","38,59305954","0,29636906",
28/08/2011 19.00,"2,13116011","1,90057198","6,28657187","0,81627007","101,68237695",,"0,23061289",
28/08/2011 20.00,"2,08600938","8,14333802","12,83667088","0,83635001","95,597607","46,65364075","0,41926537",
28/08/2011 21.00,"2,07472068","12,7410422","17,40260527","0,8629423","94,1369877",,"0,32609495",
28/08/2011 22.00,"2,21807802","10,23696081","14,97976667","0,8494248","100,76495625","72,54518127","0,33303394",
28/08/2011 23.00,"2,06004639","1,65235422","5,67194226","0,8346293","113,1008592",,"0,29338721",
29/08/2011 0.00,"2,0487587","11,48859425","16,00144578","0,81985827","76,80329055","79,62872314","0,23887194",
29/08/2011 1.00,"2,32192694","7,17885638","11,7168794","0,78761223","82,29237345",,"0,31321058",
29/08/2011 2.00,"2,51946495","4,40465337","8,79617321","0,7723251","85,31555655","39,57009125","0,26067846",
29/08/2011 3.00,"2,38513857","5,93938709","10,42194107","0,77011277","77,9004408",,"0,31816642",
29/08/2011 4.00,"2,22372135","6,67349566","11,21495837","0,76414098","78,76361745","19,54079056","0,30329889",
29/08/2011 5.00,"2,29935056","8,10358945","12,75153143","0,77274217","76,7698743",,"0,35087517",
29/08/2011 6.00,"2,33660123","14,34066729","19,26513992","0,79331491","69,79513485","43,72251129","0,35384786",
29/08/2011 7.00,"2,57703427","31,98118272","40,9887868","0,86154197","52,12302585",,"0,40043358",
29/08/2011 8.00,"2,36594982","18,73234965","26,98124536","0,83568596","69,9597423","42,98973083","0,50164339",
29/08/2011 9.00,"2,5251093","17,19923922","26,90340784","0,80850301","75,5674479",,"0,35296714",
29/08/2011 10.00,"2,74635257","14,85738529","24,01999712","0,79370751","88,21927905","22,71615982","0,28055674",
29/08/2011 11.00,"12,54426786","31,0158904","50,23256112","0,77458637","71,15716125",,"0,21420359",
29/08/2011 12.00,"6,8540298","5,89801714","12,17339043","0,76355032","102,5990196","11,96872997","0,18160467",
29/08/2011 13.00,"3,35251406","0,95150298","5,05244662","0,76637661","107,30931435",,"0,15164894",
29/08/2011 14.00,"2,34788891","0,33906834","3,55803889","0,76529549","109,03486965","9,03761578","0,13573492",
29/08/2011 15.00,"2,53413924","1,23703341","4,99406561","0,77561856","105,0815976",,"0,12196881",
29/08/2011 16.00,"2,41787377","0,54105011","4,21564261","0,79061094","105,92219085","22,47191048","0,12582324",
29/08/2011 17.00,"2,47882868","1,50553174","5,62734486","0,80275141","116,33377665",,"0,11894018",
29/08/2011 18.00,"2,48334416","2,72634374","6,97985351","0,7889147","108,92287035","24,91448975","0,14867523",
29/08/2011 19.00,"2,23952451","4,69424106","9,0710538","0,78087853","104,6964429",,"0,12196881",
29/08/2011 20.00,"2,3264414","7,77263372","12,26826196","0,8081838","98,66174745","24,18173027","0,20208909",
29/08/2011 21.00,"2,41110157","10,02525078","14,48433306","0,82922254","95,9577444",,"0,211835",
29/08/2011 22.00,"2,30499491","8,30475862","12,5236803","0,78805377","95,56419075","33,21934128","0,25396016",
29/08/2011 23.00,"2,44609349","19,75279552","24,32893808","0,80835506","82,7118222",,"0,24470952",
30/08/2011 0.00,"2,54091246","18,81265556","23,17103088","0,82703467","78,7878567","31,99802971","0,26453289",
30/08/2011 1.00,"2,51720823","24,41539872","28,70674888","0,84532051","54,6674289",,"0,36805535",
30/08/2011 2.00,"2,34224456","14,88253191","19,26026432","0,79117597","55,9893558","44,45529175","0,47201818",
30/08/2011 3.00,"2,45060897",,,"0,73777004","71,2173105",,"0,38589557",
30/08/2011 4.00,"2,1966305","6,59562373","10,79655541","0,72948689",,"27,11284065","0,30043502",
30/08/2011 5.00,"2,3591766","10,80153808","15,04139234",,"53,5884531",,"0,30109607",
30/08/2011 6.00,"2,46189665","18,97488685","23,96648024","0,74747682","44,93643735","14,41133022","0,35682157",
30/08/2011 7.00,"2,41900264","27,8182616","37,16155552","0,7920602","40,3007556",,"0,40329644",
30/08/2011 8.00,"2,31854033","13,69091998","21,74311104","0,76399302","60,64410975","29,5554409","0,38281202",
30/08/2011 9.00,"2,68765539","18,14181124","29,8078888","0,76096985","62,47639755",,"0,30720824",
30/08/2011 10.00,"3,06128594","11,26065326","19,79380792","0,76296083","78,16487805","19,7850399","0,28066658",
30/08/2011 11.00,"3,32542321","4,37383002","10,29625766","0,74666598","98,50657635",,"0,23424663",
30/08/2011 12.00,"2,83665606","1,16808478","5,74410879","0,74388862","105,9373329","29,79969978","0,17477654",
30/08/2011 13.00,"2,54994241","1,16808478","5,16353573","0,75959398","107,5011336",,"0,13562509",
30/08/2011 14.00,"2,2688731","0,47859081","3,59290612","0,74939441","106,34748495","22,22764969","0,12207966",
30/08/2011 15.00,"2,39191179","1,16727409","4,65188453","0,76868797","107,39948835",,"0,13876355",
30/08/2011 16.00,"2,45060897","0,94420296","4,27970226","0,76967123","112,27103895","28,08987999","0,12934816",
30/08/2011 17.00,"2,48898749","0,32122365","3,03584683","0,76748336","117,9237717",,"0,11844491",
30/08/2011 18.00,"2,57477653","0,26687505","2,85745914","0,74187317","122,85786555","21,4948597",,
30/08/2011 19.00,"2,5251093","4,00150243","7,51745246","0,79213476","114,84438945",,"0,10589004",
30/08/2011 20.00,"2,38513857","8,45563645","12,48070428","0,79523133","96,1266411","29,06690979","0,16222167",
30/08/2011 21.00,"2,26661536","15,69451816","19,90734248","0,84802447","80,03965935",,"0,31767012",
30/08/2011 22.00,"2,57929099","25,60294192","29,95708216","0,88115474","69,3561351","31,2652607","0,44052067",
30/08/2011 23.00,"2,52285156","23,07940784","27,5391096","0,81454936","75,32312025",,"0,49206121",
31/08/2011 0.00,"2,61992828","18,22130646","22,50045424","0,79727125","77,4279849","37,86027145","0,38942049",
31/08/2011 1.00,"2,47318535","15,96138747","20,18303376","0,80326867","73,9226502",,"0,47928668",
31/08/2011 2.00,"2,33998784","13,64387522","17,91182441","0,79791083","68,2874535","38,34880066","0,45913279",
31/08/2011 3.00,"2,13680446","10,94268192","15,16464178","0,78721963","64,7037951",,"0,44602671",
31/08/2011 4.00,"2,3591766","17,68755828","22,0990872","0,78601502","54,9205545","45,43233109","0,48248006",
31/08/2011 5.00,"2,46528326","17,9966197","22,4039556","0,77225171","56,8537095",,"0,4492211",
31/08/2011 6.00,"2,32079807","42,03887632","48,85085432","0,83836546","26,95135275","42,5012207","0,4728989",
31/08/2011 7.00,"2,46189665","46,29915648","61,18317784","0,8867083","27,07639935",,"0,91925613",
31/08/2011 8.00,"2,52172269","35,60224304","49,80037264","0,88324359","52,4272434","43,72251129","0,79932437",
31/08/2011 9.00,"2,91680075","22,81333392","34,23030656","0,80120312","70,8858213",,"0,59371138",
31/08/2011 10.00,"2,45173784","3,05162274","8,25289944","0,78478594","99,6352875","36,63898087","0,3036284",
31/08/2011 11.00,"2,18760056","1,62071827","6,12845521","0,80233434","104,2684356",,"0,25775967",
31/08/2011 12.00,"2,30725265","1,13158278","5,32976118","0,93360304","108,4923294","40,05862045","0,18832298",
31/08/2011 13.00,"2,34224456","1,13077018","5,12785781","0,89661313","112,31692395",,"0,76661562",
31/08/2011 14.00,"2,14922102","0,53050543","3,72426434","0,8885024","112,96043115","33,70785141","0,56513266",
31/08/2011 15.00,"2,16050972","0,09896321","2,41311034","0,83630108","117,84375225",,"0,22422511",
31/08/2011 16.00,"2,10858475","0,13140985","2,56879303","0,83765248","124,97527875","34,68489075","0,1555593",
31/08/2011 17.00,"2,2801618","0,72680856","3,63831421","0,82912351","123,58807545",,"0,15858793",
31/08/2011 18.00,"2,27225971","0,77223386","3,801295","0,82310279","128,2955373","26,3800602","0,14542693",
31/08/2011 19.00,"2,39304066","1,8900273","5,22191674","0,80245666","125,4403731",,"0,15517386",
31/08/2011 20.00,"2,53075365","10,26859485","14,37081188","0,93837139","105,18376155","35,4176712","0,18523943",
31/08/2011 21.00,"2,53413924","38,36913648","43,23244232","1,06393742","64,16360895",,"1,65916634",
31/08/2011 22.00,"2,45060897","75,17842512","86,36431344","1,3577376","22,87073985","38,83731079","1,29584615",
31/08/2011 23.00,"2,67410997","32,91158104","38,18239144","1,47054805","51,77202555",,"2,0479807",
01/09/2011 0.00,"2,23726677","34,36764552","38,99894928","1,00942474","39,24957015","59,59941101","2,36818417",
01/09/2011 1.00,"2,38626744","34,64425456","39,47654776","0,93247299","35,65422105",,"1,01429885",
01/09/2011 2.00,"2,26548751","33,5897292","38,45972704","0,910451","32,9691705","57,64532089","0,89535866",
01/09/2011 3.00,"2,10971362",,,"0,84298585","56,98707525",,"0,64095713",
01/09/2011 4.00,"2,44722236","16,76525728","21,50552592","0,83853788",,"46,16511154","0,61452632",
01/09/2011 5.00,"2,41561603","22,05732912","26,73555336",,"43,3530657",,"0,90857356",
01/09/2011 6.00,"2,41900264","41,95694712","49,30329088","0,86817664","24,39783255","41,52418137","0,88544698",
01/09/2011 7.00,"2,72942053","60,43216336","106,64709624","0,99615306","13,08040104",,"0,82267266",
01/09/2011 8.00,"2,61428393","50,13191344","75,95861672","1,02402452","39,3276345","47,87493134","1,08368062",
01/09/2011 9.00,"3,11095317","23,81512632","34,55140784","0,82093939","77,895573",,"0,80328965",
01/09/2011 10.00,"2,85471697","7,28349632","13,32156364","0,79132276","103,2317538","42,5012207","0,35373803",
01/09/2011 11.00,"2,66169342","4,39410869","9,63216653","0,77207929","121,246125",,"0,2643122",
01/09/2011 12.00,"2,29483508","1,63207364","5,62085745","0,7764294","135,52180635","33,46360016","0,21144956",
01/09/2011 13.00,"2,15260763","0,4607442","3,32045759","0,78876675","134,42958375",,"0,20533739",
01/09/2011 14.00,"2,24855547","0,10707582","2,55987355","0,80420183","130,41001785","36,63898087","0,12885187",
01/09/2011 15.00,"2,21694915","0,43965484","3,39586687","0,82900002","133,54938975",,"0,13540541",
01/09/2011 16.00,"1,93249323","0,23199443","2,72285626","0,8507762","120,0517584","30,04396057","0,12229934",
01/09/2011 17.00,"1,92684888","0,298511","3,05611786","0,86377877","130,52963805",,"0,11558205",
01/09/2011 18.00,"2,00134922","1,32382865","4,80027102","0,85561911","128,3585793","29,31118011","0,13221102",
01/09/2011 19.00,"2,27903293","7,72639582","11,85877848","0,91509702","115,10202375",,"0,18160467",
01/09/2011 20.00,"2,39755614","32,509258","36,95884528","0,94439211","76,3595427","32,2422905","0,34338598",
01/09/2011 21.00,"2,66846562","41,35424648","46,18070808","0,94832515","62,41387425",,"0,61100241",
