"NetC","Regione-Provincia Lecce","","","","","","","","",""
"Stat","S. Barbara","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10
04/07/2011 7.00,"0,5",19,"22,9",,"62,6","13,5"
04/07/2011 8.00,"0,6","10,7","13,8",,"84,1","13,5"
04/07/2011 9.00,"0,6","5,6","8,1",,"91,5","13,5"
04/07/2011 10.00,"0,6","3,3","4,7",,"95,2","13,5"
04/07/2011 11.00,"0,6","2,8","3,6",,"98,4","13,5"
04/07/2011 12.00,"0,5","2,2","2,9",,"100,4","13,5"
04/07/2011 13.00,"0,6","2,4","3,4",,"109,9","13,5"
04/07/2011 14.00,"0,9","2,4",4,,"111,1","13,5"
04/07/2011 15.00,"0,9","2,4","4,1",,"108,3","13,5"
04/07/2011 16.00,"0,9",4,"6,1",,"109,3","13,5"
04/07/2011 17.00,"0,7","4,5",6,,"106,3","13,5"
04/07/2011 18.00,"0,7","3,8","4,7",,"98,9","13,5"
04/07/2011 19.00,"0,7","3,5","3,9",,"83,3","13,5"
04/07/2011 20.00,"0,7","4,2","5,4",,74,"13,5"
04/07/2011 21.00,"0,8","5,2","7,2",,66,"13,5"
04/07/2011 22.00,"0,9","4,2","6,9",,"60,2","13,5"
04/07/2011 23.00,"0,9","6,3","9,6",,"45,1","13,5"
05/07/2011 0.00,"0,8","5,5","8,6",,"46,6","13,5"
05/07/2011 1.00,,"4,1","7,1",,"46,3",18
05/07/2011 2.00,"0,8",,,,"57,6",18
05/07/2011 3.00,"0,7",3,"4,6",,"48,1",18
05/07/2011 4.00,"0,6",3,"4,8",,"37,6",18
05/07/2011 5.00,"0,8","3,5","5,4",,,18
05/07/2011 6.00,"0,6","4,3","6,1",,"45,7",18
05/07/2011 7.00,"0,6","5,7","7,6",,"51,4",18
05/07/2011 8.00,"0,7","4,1",6,,"69,5",18
05/07/2011 9.00,"0,6","3,4","4,6",,"83,4",18
05/07/2011 10.00,"0,6","3,1","3,7",,"92,7",18
05/07/2011 11.00,"0,8","2,2","2,7",,"93,2",18
05/07/2011 12.00,"0,6","2,1","3,3",,"99,8",18
05/07/2011 13.00,"0,5","2,1",3,,"100,8",18
05/07/2011 14.00,"0,6","4,3","5,5",,"109,8",18
05/07/2011 15.00,1,"3,1","5,6",,"108,1",18
05/07/2011 16.00,"0,7","3,1","4,7",,"105,3",18
05/07/2011 17.00,"0,6","5,9","7,8",,91,18
05/07/2011 18.00,"0,7","7,1","10,3",,"84,2",18
05/07/2011 19.00,"0,7","8,2","11,6",,"83,8",18
05/07/2011 20.00,"0,6","12,1","15,1",,"66,7",18
05/07/2011 21.00,"0,7","15,5","18,8",,"50,7",18
05/07/2011 22.00,"0,8","13,5","16,3",,"34,3",18
05/07/2011 23.00,"0,6","10,3","13,1",,"34,6",18
06/07/2011 0.00,"0,5",10,"13,1",,"32,1",18
06/07/2011 1.00,"0,6","11,4","14,1",,"21,3","13,8"
06/07/2011 2.00,"0,5",5,"7,6",,68,"13,8"
06/07/2011 3.00,"0,7","3,8","6,3",,"71,1","13,8"
06/07/2011 4.00,"0,6","3,9","6,5",,"54,8","13,8"
06/07/2011 5.00,"0,4","5,8","8,8",,"44,3","13,8"
06/07/2011 6.00,"0,4","13,4","19,1",,"32,1","13,8"
06/07/2011 7.00,"0,5","10,3","13,5",,"59,4","13,8"
06/07/2011 8.00,"0,4","5,4","8,5",,"89,3","13,8"
06/07/2011 9.00,"0,6","5,8","8,9",,"97,6","13,8"
06/07/2011 10.00,"0,4","4,3","6,7",,"107,3","13,8"
06/07/2011 11.00,"0,5","3,9","5,2",,"109,8","13,8"
06/07/2011 12.00,"0,4","2,8","3,8",,"109,2","13,8"
06/07/2011 13.00,"0,6","2,7","3,9",,"108,6","13,8"
06/07/2011 14.00,"0,6","4,1","5,4",,"112,5","13,8"
06/07/2011 15.00,"0,7","5,5","7,3",,"114,9","13,8"
06/07/2011 16.00,"0,5","7,3","9,7",,"117,8","13,8"
06/07/2011 17.00,"0,6","5,5","7,5",,"114,8","13,8"
06/07/2011 18.00,"0,6","6,7","8,8",,"107,2","13,8"
06/07/2011 19.00,"0,7","6,6","8,3",,"100,4","13,8"
06/07/2011 20.00,"0,8","8,2",10,,93,"13,8"
06/07/2011 21.00,"0,9","9,2","11,7",,79,"13,8"
06/07/2011 22.00,"0,7","8,2","11,4",,"70,2","13,8"
06/07/2011 23.00,"0,8","7,8","11,1",,"62,4","13,8"
07/07/2011 0.00,"0,8","5,7","8,6",,"61,2","13,8"
07/07/2011 1.00,,"5,4","8,1",,"55,5","16,3"
07/07/2011 2.00,"0,8",,,,45,"16,3"
07/07/2011 3.00,"0,8","4,4","5,3",,"50,1","16,3"
07/07/2011 4.00,"0,8","3,6","4,7",,43,"16,3"
07/07/2011 5.00,"0,9","5,2","7,1",,,"16,3"
07/07/2011 6.00,"0,8","5,3","6,8",,"35,4","16,3"
07/07/2011 7.00,"0,9","9,5","12,2",,"48,5","16,3"
07/07/2011 8.00,"9,7","8,1","10,9",,"76,5","16,3"
07/07/2011 9.00,"0,9","5,4","7,4",,"92,1","16,3"
07/07/2011 10.00,"0,8","5,3","6,8",,"95,5","16,3"
07/07/2011 11.00,"0,8","5,6",7,,"97,6","16,3"
07/07/2011 12.00,"0,9","4,9","6,1",,"100,6","16,3"
07/07/2011 13.00,1,"3,6",5,,103,"16,3"
07/07/2011 14.00,1,"3,2","5,4",,"102,8","16,3"
07/07/2011 15.00,"1,2",3,"5,7",,"100,9","16,3"
07/07/2011 16.00,"1,4","3,4","6,3",,"103,4","16,3"
07/07/2011 17.00,"1,4","3,2","5,9",,"101,8","16,3"
07/07/2011 18.00,"15,2",6,"9,5",,"93,9","16,3"
07/07/2011 19.00,"1,3","5,7","7,6",,"92,6","16,3"
07/07/2011 20.00,1,10,"11,3",,77,"16,3"
07/07/2011 21.00,"0,9","10,9",13,,"63,1","16,3"
07/07/2011 22.00,"1,2","11,7","14,5",,51,"16,3"
07/07/2011 23.00,1,12,"14,8",,"49,8","16,3"
08/07/2011 0.00,"1,1",24,27,,"28,6","16,3"
08/07/2011 1.00,9,"19,8","22,6",,"25,7","19,6"
08/07/2011 2.00,"0,9","12,2","14,8",,16,"19,6"
08/07/2011 3.00,1,"9,4","11,8",,"9,6","19,6"
08/07/2011 4.00,1,8,"10,4",,"13,4","19,6"
08/07/2011 5.00,"1,1","8,7",12,,"19,1","19,6"
08/07/2011 6.00,"0,8","15,4","28,6",,"11,3","19,6"
08/07/2011 7.00,"0,8","18,6","29,7",,"18,5","19,6"
08/07/2011 8.00,"0,8","14,7","19,1",,"60,1","19,6"
08/07/2011 9.00,"0,8","11,5","14,2",,"90,1","19,6"
08/07/2011 10.00,"0,8",10,"11,5",,"97,9","19,6"
08/07/2011 11.00,"16,5","8,7","10,1",,"108,4","19,6"
08/07/2011 12.00,"1,6","5,3","7,6",,"120,9","19,6"
08/07/2011 13.00,"1,6","4,4","7,4",,"121,6","19,6"
08/07/2011 14.00,"1,7","4,5",8,,124,"19,6"
08/07/2011 15.00,"1,9","3,7",8,,"130,9","19,6"
08/07/2011 16.00,"1,8","3,6","8,2",,126,"19,6"
08/07/2011 17.00,"2,2",4,"8,2",,"120,3","19,6"
08/07/2011 18.00,"2,1",3,"6,5",,"122,5","19,6"
08/07/2011 19.00,"1,3","3,1","5,6",,114,"19,6"
08/07/2011 20.00,1,"3,7","5,2",,"98,9","19,6"
08/07/2011 21.00,1,"8,4","10,7",,85,"19,6"
08/07/2011 22.00,"1,3","6,8",9,,"85,2","19,6"
08/07/2011 23.00,1,"4,5","7,3",,"74,7","19,6"
09/07/2011 0.00,"1,2","4,6","7,3",,"57,9","19,6"
09/07/2011 1.00,,"12,3","15,1",,"36,3","24,8"
09/07/2011 2.00,"0,7",,,,25,"24,8"
09/07/2011 3.00,"0,9","19,5","20,5",,18,"24,8"
09/07/2011 4.00,"0,7","11,6","12,7",,"25,8","24,8"
09/07/2011 5.00,"0,6","7,1","8,3",,,"24,8"
09/07/2011 6.00,"0,8","10,9","14,1",,"15,5","24,8"
09/07/2011 7.00,"0,7","14,4","17,3",,"41,4","24,8"
09/07/2011 8.00,"0,7","11,7","14,1",,"71,6","24,8"
09/07/2011 9.00,"0,7","8,3","9,4",,"101,2","24,8"
09/07/2011 10.00,"1,2",4,"4,7",,"105,7","24,8"
09/07/2011 11.00,"1,4",5,"6,4",,"116,2","24,8"
09/07/2011 12.00,"1,6","5,7","7,6",,"140,1","24,8"
09/07/2011 13.00,"2,1","4,8",8,,"132,4","24,8"
09/07/2011 14.00,"1,9","3,9","7,6",,"127,9","24,8"
09/07/2011 15.00,"1,9","3,6","8,4",,"123,8","24,8"
09/07/2011 16.00,"1,8",3,9,,"120,5","24,8"
09/07/2011 17.00,"1,6","2,7","8,1",,"117,3","24,8"
09/07/2011 18.00,"1,7","2,9","7,7",,"114,5","24,8"
09/07/2011 19.00,"1,6","3,2","7,1",,106,"24,8"
09/07/2011 20.00,"1,3","3,4","5,9",,"98,8","24,8"
09/07/2011 21.00,"0,9","3,1","4,8",,"89,9","24,8"
09/07/2011 22.00,"0,8","4,7","6,9",,"65,8","24,8"
09/07/2011 23.00,1,"9,5","12,4",,"44,6","24,8"
10/07/2011 0.00,"0,9","13,5","17,1",,"35,9","24,8"
10/07/2011 1.00,"0,8","12,8",16,,"30,1","21,5"
10/07/2011 2.00,"0,8","12,8","15,7",,"30,2","21,5"
10/07/2011 3.00,"0,7","12,1","14,9",,"28,1","21,5"
10/07/2011 4.00,"0,8","24,4","31,6",,"12,7","21,5"
10/07/2011 5.00,"0,7","17,4","20,5",,"24,7","21,5"
10/07/2011 6.00,"0,8","13,3","17,1",,"28,5","21,5"
10/07/2011 7.00,"0,8","13,6","17,5",,"37,5","21,5"
10/07/2011 8.00,"0,9","10,4","13,6",,"70,4","21,5"
10/07/2011 9.00,"0,7","5,6","7,1",,"104,3","21,5"
10/07/2011 10.00,"0,9",5,"6,1",,"114,4","21,5"
10/07/2011 11.00,"1,4","3,4",5,,"115,3","21,5"
10/07/2011 12.00,"2,1","4,6","7,3",,"120,3","21,5"
10/07/2011 13.00,2,"3,5","7,2",,"115,5","21,5"
10/07/2011 14.00,"1,6",3,"7,7",,"115,1","21,5"
10/07/2011 15.00,"1,7","2,9","8,7",,"114,7","21,5"
10/07/2011 16.00,"1,6","3,5","10,1",,"111,1","21,5"
10/07/2011 17.00,"1,6","3,8","10,9",,"111,8","21,5"
10/07/2011 18.00,"1,8","4,3","11,4",,"111,9","21,5"
10/07/2011 19.00,"1,4","4,4","10,5",,"101,1","21,5"
10/07/2011 20.00,"1,2","7,3","11,5",,"78,1","21,5"
10/07/2011 21.00,1,"8,9","11,4",,"74,1","21,5"
10/07/2011 22.00,1,"20,1","23,1",,"57,9","21,5"
10/07/2011 23.00,"0,8","21,5","24,3",,"42,1","21,5"
11/07/2011 0.00,1,"13,3","16,2",,"39,1","21,5"
11/07/2011 1.00,,"13,3","16,5",,"31,6","27,7"
11/07/2011 2.00,"0,6",,,,"30,8","27,7"
11/07/2011 3.00,"0,6","11,7","12,9",,"29,2","27,7"
11/07/2011 4.00,"0,5","11,6","12,6",,"24,1","27,7"
11/07/2011 5.00,"0,6","15,5","19,1",,,"27,7"
11/07/2011 6.00,"0,5","21,4","25,8",,"9,5","27,7"
11/07/2011 7.00,"0,5","18,2","21,9",,"40,9","27,7"
11/07/2011 8.00,"0,5","18,7","22,1",,"75,3","27,7"
11/07/2011 9.00,"0,6","8,9",10,,"98,6","27,7"
11/07/2011 10.00,"1,4","7,4","8,4",,"111,7","27,7"
11/07/2011 11.00,"1,9","7,8","9,8",,"123,1","27,7"
11/07/2011 12.00,"2,2","6,9","9,4",,"133,2","27,7"
11/07/2011 13.00,"2,6","5,8","9,3",,"136,9","27,7"
11/07/2011 14.00,"3,4","5,3","9,8",,"133,4","27,7"
11/07/2011 15.00,"2,5","4,3","9,5",,"124,6","27,7"
11/07/2011 16.00,"1,9","4,5","10,2",,"118,5","27,7"
11/07/2011 17.00,"1,5",4,"10,2",,"112,2","27,7"
11/07/2011 18.00,"1,3","4,2","10,3",,"108,4","27,7"
11/07/2011 19.00,"1,2","4,1","9,3",,100,"27,7"
11/07/2011 20.00,"0,8","8,3","11,9",,"82,5","27,7"
11/07/2011 21.00,"0,6","13,6","15,7",,"66,2","27,7"
11/07/2011 22.00,"18,3","23,3","26,6",,"50,1","27,7"
11/07/2011 23.00,"0,8","16,3","19,5",,62,"27,7"
12/07/2011 0.00,"0,6","14,9","18,2",,"59,5","27,7"
12/07/2011 1.00,"0,7","9,7","12,8",,"69,2","22,9"
12/07/2011 2.00,"0,7","6,5","9,9",,"79,5","22,9"
12/07/2011 3.00,"0,5","6,3","9,7",,"81,2","22,9"
12/07/2011 4.00,"0,5","7,3","10,3",,"78,1","22,9"
12/07/2011 5.00,"0,6","9,7","14,8",,"71,1","22,9"
12/07/2011 6.00,"0,6","10,4","13,5",,"65,5","22,9"
12/07/2011 7.00,"0,5","13,1","16,6",,"66,3","22,9"
12/07/2011 8.00,"0,6","11,8","15,2",,"86,8","22,9"
12/07/2011 9.00,"0,4","6,4","7,9",,"104,1","22,9"
12/07/2011 10.00,"0,5","5,9","7,4",,"107,8","22,9"
12/07/2011 11.00,"0,6","7,6","9,9",,"122,2","22,9"
12/07/2011 12.00,"1,7","4,8","7,9",,"112,7","22,9"
12/07/2011 13.00,"1,7","4,2","8,5",,"112,2","22,9"
12/07/2011 14.00,"1,9","4,5","9,8",,"117,2","22,9"
12/07/2011 15.00,"2,2","4,9","11,5",,"123,2","22,9"
12/07/2011 16.00,"4,8","8,9",17,,132,"22,9"
12/07/2011 17.00,5,"11,8","20,2",,"128,2","22,9"
12/07/2011 18.00,"7,9","10,9","18,4",,"113,9","22,9"
12/07/2011 19.00,"10,9","7,3","13,7",,"98,9","22,9"
12/07/2011 20.00,"1,5","6,5","10,9",,"98,3","22,9"
12/07/2011 21.00,"0,7","6,3","8,5",,"90,5","22,9"
12/07/2011 22.00,"0,7","6,9","8,9",,"87,4","22,9"
12/07/2011 23.00,"0,7","8,9","11,7",,79,"22,9"
13/07/2011 0.00,"0,7","7,7","10,7",,"73,4","22,9"
13/07/2011 1.00,,7,"10,1",,"64,1","25,9"
13/07/2011 2.00,"0,4",,,,64,"25,9"
13/07/2011 3.00,"0,4","4,5","6,3",,"66,5","25,9"
13/07/2011 4.00,"0,5","4,2","6,6",,"65,4","25,9"
13/07/2011 5.00,"0,4","4,5",7,,,"25,9"
13/07/2011 6.00,"0,4","7,9","10,4",,"61,6","25,9"
13/07/2011 7.00,"0,3",10,"13,1",,"63,8","25,9"
13/07/2011 8.00,"0,4","9,8","12,6",,"77,5","25,9"
13/07/2011 9.00,"0,3","9,2","11,1",,"88,8","25,9"
13/07/2011 10.00,"0,4","13,3","15,5",,"93,8","25,9"
13/07/2011 11.00,"0,4","13,3","15,5",,"120,9","25,9"
13/07/2011 12.00,"0,5","7,7","10,8",,"114,1","25,9"
13/07/2011 13.00,"0,6","5,3","9,3",,"116,3","25,9"
13/07/2011 14.00,"0,8","4,8","10,1",,"118,2","25,9"
13/07/2011 15.00,"0,9","6,2","12,5",,"119,6","25,9"
13/07/2011 16.00,"1,1",6,"13,7",,"117,7","25,9"
13/07/2011 17.00,"1,3","5,1","17,8",,"125,6","25,9"
13/07/2011 18.00,1,6,"21,9",,"130,1","25,9"
13/07/2011 19.00,"0,6","5,9","12,7",,"126,1","25,9"
13/07/2011 20.00,"0,4","4,8","8,3",,120,"25,9"
13/07/2011 21.00,"0,4","5,5","7,4",,"103,9","25,9"
13/07/2011 22.00,"0,3","5,1",7,,"86,5","25,9"
13/07/2011 23.00,"0,4","3,5","5,7",,"77,9","25,9"
14/07/2011 0.00,"0,5","3,7","6,4",,"55,2","25,9"
14/07/2011 1.00,"0,4","4,6","7,6",,"36,4","30,5"
14/07/2011 2.00,"0,5","5,7",9,,30,"30,5"
14/07/2011 3.00,"0,4","5,2","8,4",,"18,9","30,5"
14/07/2011 4.00,"0,5","6,2","9,5",,"32,8","30,5"
14/07/2011 5.00,"0,4","8,5","12,7",,26,"30,5"
14/07/2011 6.00,"0,4","9,8","13,8",,"40,3","30,5"
14/07/2011 7.00,"0,4","9,5","13,1",,"47,3","30,5"
14/07/2011 8.00,"0,4","11,2","14,4",,"65,9","30,5"
14/07/2011 9.00,"0,3","8,3",10,,"101,7","30,5"
14/07/2011 10.00,"0,4","6,8","8,4",,"127,9","30,5"
14/07/2011 11.00,"0,5","5,3","7,7",,"120,4","30,5"
14/07/2011 12.00,"0,7","4,1","7,5",,"113,2","30,5"
14/07/2011 13.00,1,"5,2","9,8",,"110,6","30,5"
14/07/2011 14.00,"1,2",4,"9,3",,"108,6","30,5"
14/07/2011 15.00,"1,2","3,8","10,2",,"110,3","30,5"
14/07/2011 16.00,"1,2","3,4","10,7",,"106,8","30,5"
14/07/2011 17.00,"1,2","3,7",11,,"105,9","30,5"
14/07/2011 18.00,1,"3,9","10,7",,"112,4","30,5"
14/07/2011 19.00,"0,9",5,"10,5",,"110,1","30,5"
14/07/2011 20.00,"0,6","5,6","8,8",,"100,1","30,5"
14/07/2011 21.00,"0,5","9,2","11,1",,"83,5","30,5"
14/07/2011 22.00,"0,5","8,5","10,5",,"80,3","30,5"
14/07/2011 23.00,"0,4","6,4","9,1",,"80,3","30,5"
15/07/2011 0.00,"0,6","6,5","9,4",,"73,6","30,5"
15/07/2011 1.00,,6,9,,70,"34,3"
15/07/2011 2.00,"0,3",,,,62,"34,3"
15/07/2011 3.00,"0,3","5,4","7,5",,"48,2","34,3"
15/07/2011 4.00,"0,3","4,1","6,2",,49,"34,3"
15/07/2011 5.00,"0,3","4,6","7,3",,,"34,3"
15/07/2011 6.00,"0,4","12,2","17,6",,"25,8","34,3"
15/07/2011 7.00,"0,3","16,5","21,9",,"21,8","34,3"
15/07/2011 8.00,"0,2","9,3","12,2",,"55,9","34,3"
15/07/2011 9.00,"0,3","14,2","16,3",,"70,6","34,3"
15/07/2011 10.00,"0,2","13,2","16,2",,"88,2","34,3"
15/07/2011 11.00,"0,3","11,3","14,4",,"113,3","34,3"
15/07/2011 12.00,"0,5","11,3","15,7",,"118,6","34,3"
15/07/2011 13.00,4,"8,3","13,7",,"120,4","34,3"
15/07/2011 14.00,"2,7","6,8",13,,"115,8","34,3"
15/07/2011 15.00,"1,5","4,8","11,7",,"111,1","34,3"
15/07/2011 16.00,"1,1","4,6","11,4",,"107,9","34,3"
15/07/2011 17.00,"1,2","4,6","11,3",,"109,9","34,3"
15/07/2011 18.00,"0,8","4,8","10,9",,"104,6","34,3"
15/07/2011 19.00,"0,7","5,1","9,7",,"97,3","34,3"
15/07/2011 20.00,"0,3",8,"10,4",,"81,8","34,3"
15/07/2011 21.00,"0,5","14,4","15,7",,55,"34,3"
15/07/2011 22.00,"0,4","8,4","10,1",,"55,3","34,3"
15/07/2011 23.00,"0,3","4,2","6,1",,"48,7","34,3"
16/07/2011 0.00,"0,3","3,3","5,4",,"55,3","34,3"
16/07/2011 1.00,"0,3","3,4","6,1",,"50,3","21,2"
16/07/2011 2.00,"0,3","4,1","6,9",,"45,8","21,2"
16/07/2011 3.00,"0,3","4,4","7,2",,45,"21,2"
16/07/2011 4.00,"0,3","5,7","8,7",,"51,5","21,2"
16/07/2011 5.00,"0,3","10,1","13,3",,53,"21,2"
16/07/2011 6.00,"0,2","9,3","12,1",,"54,3","21,2"
16/07/2011 7.00,"0,3","10,1","13,2",,"55,9","21,2"
16/07/2011 8.00,"0,3",6,9,,"85,3","21,2"
16/07/2011 9.00,"0,3","5,3","7,5",,"94,3","21,2"
16/07/2011 10.00,"0,5","4,6","5,8",,"101,3","21,2"
16/07/2011 11.00,"0,6","4,3","5,7",,"107,4","21,2"
16/07/2011 12.00,"0,7","4,3","6,2",,"117,5","21,2"
16/07/2011 13.00,"0,8","3,8","6,4",,"121,6","21,2"
16/07/2011 14.00,"1,1","3,4","6,6",,"124,1","21,2"
16/07/2011 15.00,"1,1","3,5","7,6",,"126,1","21,2"
16/07/2011 16.00,"0,9","4,3","9,2",,"128,6","21,2"
16/07/2011 17.00,"0,6","4,8","9,7",,"123,8","21,2"
16/07/2011 18.00,"0,5","4,6","8,9",,"116,9","21,2"
16/07/2011 19.00,"0,4","4,7","7,5",,"109,1","21,2"
16/07/2011 20.00,"0,3","4,3",6,,"97,5","21,2"
16/07/2011 21.00,"0,4","8,9","11,2",,"78,3","21,2"
16/07/2011 22.00,"0,3",11,"13,3",,"62,8","21,2"
16/07/2011 23.00,"0,3","10,8","13,7",,"54,8","21,2"
17/07/2011 0.00,"0,3","11,9","14,9",,"43,8","21,2"
17/07/2011 1.00,,"11,5","14,6",,"54,8","17,3"
17/07/2011 2.00,"0,3",,,,"75,8","17,3"
17/07/2011 3.00,"0,3","5,7","7,3",,"66,3","17,3"
17/07/2011 4.00,"0,3",6,"7,9",,"55,5","17,3"
17/07/2011 5.00,"0,3","6,1","7,9",,,"17,3"
17/07/2011 6.00,"0,2","7,3","9,6",,"47,6","17,3"
17/07/2011 7.00,"0,3","6,4","9,1",,63,"17,3"
17/07/2011 8.00,"0,3","5,7","8,1",,"81,4","17,3"
17/07/2011 9.00,"0,2","4,4","5,9",,"88,6","17,3"
17/07/2011 10.00,"0,3","3,7","4,3",,"97,1","17,3"
17/07/2011 11.00,"0,4","3,7","4,3",,"104,4","17,3"
17/07/2011 12.00,"0,5",4,"5,8",,"111,3","17,3"
17/07/2011 13.00,"0,3","4,7","6,7",,"122,5","17,3"
17/07/2011 14.00,"0,4","4,4","6,3",,"121,5","17,3"
17/07/2011 15.00,"0,4","3,4",5,,"112,2","17,3"
17/07/2011 16.00,"0,5",3,"4,6",,"112,4","17,3"
17/07/2011 17.00,"0,5","2,5","4,4",,"112,7","17,3"
17/07/2011 18.00,"0,6",3,"5,1",,"111,1","17,3"
17/07/2011 19.00,"0,3","3,7","5,9",,"107,7","17,3"
17/07/2011 20.00,"0,6","4,8","6,4",,"96,3","17,3"
17/07/2011 21.00,"0,4","8,4","10,8",,"72,9","17,3"
17/07/2011 22.00,"0,5","8,9","11,2",,"61,5","17,3"
17/07/2011 23.00,"0,4","11,5","14,1",,"58,5","17,3"
18/07/2011 0.00,"0,6","12,6","15,5",,"54,7","17,3"
18/07/2011 1.00,"0,3",12,"14,7",,"41,3","19,3"
18/07/2011 2.00,"0,3",14,"17,6",,"27,7","19,3"
18/07/2011 3.00,"0,4","9,1","11,7",,37,"19,3"
18/07/2011 4.00,"0,2","7,8","10,2",,"33,8","19,3"
18/07/2011 5.00,"0,4","8,1","10,3",,"30,1","19,3"
18/07/2011 6.00,"0,2","16,9","22,8",,"29,3","19,3"
18/07/2011 7.00,"0,3","27,6","40,5",,"25,3","19,3"
18/07/2011 8.00,"0,3","10,8","16,3",,71,"19,3"
18/07/2011 9.00,"0,3","6,9","9,7",,"96,5","19,3"
18/07/2011 10.00,"0,4",7,"9,6",,"109,5","19,3"
18/07/2011 11.00,"0,4","7,1","9,3",,"115,7","19,3"
18/07/2011 12.00,"0,5","3,1","5,5",,"114,1","19,3"
18/07/2011 13.00,,,,,,"19,3"
18/07/2011 14.00,"0,7","3,5","9,8",,"112,8","19,3"
18/07/2011 15.00,"0,6","3,4","9,6",,"112,6","19,3"
18/07/2011 16.00,"0,7","3,3",9,,"111,9","19,3"
18/07/2011 17.00,"0,6","2,8","8,4",,100,"19,3"
18/07/2011 18.00,"0,5","3,2","8,5",,"97,9","19,3"
18/07/2011 19.00,"0,4","3,7","7,5",,"79,1","19,3"
18/07/2011 20.00,"0,3","4,3","6,3",,"69,8","19,3"
18/07/2011 21.00,"0,4","4,5","6,3",,"60,7","19,3"
18/07/2011 22.00,"0,4","5,4","8,1",,"54,5","19,3"
18/07/2011 23.00,"0,5","5,3","8,5",,"48,2","19,3"
19/07/2011 0.00,"0,3","5,1","8,7",,"43,2","19,3"
19/07/2011 1.00,,"5,3","8,9",,40,"21,7"
19/07/2011 2.00,"0,4",,,,"38,3","21,7"
19/07/2011 3.00,"0,4","3,2","5,1",,"49,8","21,7"
19/07/2011 4.00,"0,3","5,1",7,,"45,4","21,7"
19/07/2011 5.00,"0,4","6,8","8,8",,,"21,7"
19/07/2011 6.00,"0,5",13,17,,16,"21,7"
19/07/2011 7.00,"0,3","12,8",19,,"25,2","21,7"
19/07/2011 8.00,"0,4","7,4",11,,47,"21,7"
19/07/2011 9.00,"0,4","6,6","8,1",,"61,2","21,7"
19/07/2011 10.00,"0,4","5,5","6,6",,"72,5","21,7"
19/07/2011 11.00,"0,4","5,4","8,4",,"70,9","21,7"
19/07/2011 12.00,"0,6","4,4","8,9",,"78,1","21,7"
19/07/2011 13.00,"0,6","4,8","9,8",,"86,5","21,7"
19/07/2011 14.00,"1,5","4,6","10,2",,"91,4","21,7"
19/07/2011 15.00,"1,3","3,9","10,5",,"86,2","21,7"
19/07/2011 16.00,"1,2","3,3","10,1",,"86,3","21,7"
19/07/2011 17.00,1,"3,1","9,7",,"86,3","21,7"
19/07/2011 18.00,"0,7","3,3","9,1",,"90,6","21,7"
19/07/2011 19.00,"0,6","3,2","7,4",,"74,6","21,7"
19/07/2011 20.00,"0,4","3,5","5,6",,"65,1","21,7"
19/07/2011 21.00,"0,3","3,4","4,5",,"54,8","21,7"
19/07/2011 22.00,"0,5","2,9","4,3",,"50,6","21,7"
19/07/2011 23.00,"0,5","2,2",4,,"52,7","21,7"
20/07/2011 0.00,"0,3","2,8","4,9",,"52,4","21,7"
20/07/2011 1.00,"0,5","2,8","5,5",,"52,8","27,7"
20/07/2011 2.00,"0,4","3,2",6,,"55,7","27,7"
20/07/2011 3.00,"0,3","2,4","5,7",,"54,7","27,7"
20/07/2011 4.00,"0,4","2,8","6,3",,"40,7","27,7"
20/07/2011 5.00,"0,4","3,6","7,3",,"31,7","27,7"
20/07/2011 6.00,"0,4","5,7","9,8",,"36,1","27,7"
20/07/2011 7.00,"0,4","7,1","11,1",,"41,3","27,7"
20/07/2011 8.00,"0,4","3,6","6,8",,"56,9","27,7"
20/07/2011 9.00,"0,4","2,7","4,7",,"64,9","27,7"
20/07/2011 10.00,"0,4","3,9","5,8",,"73,1","27,7"
20/07/2011 11.00,"0,3","2,2","4,5",,"78,8","27,7"
20/07/2011 12.00,"0,4","2,1",5,,"77,1","27,7"
20/07/2011 13.00,"0,6","2,5","6,1",,"78,2","27,7"
20/07/2011 14.00,"0,5","2,2",6,,78,"27,7"
20/07/2011 15.00,"0,6","2,1","6,1",,"80,4","27,7"
20/07/2011 16.00,"0,4","2,5","6,4",,"80,8","27,7"
20/07/2011 17.00,"0,6","2,5","5,8",,83,"27,7"
20/07/2011 18.00,"0,5",3,6,,"81,8","27,7"
20/07/2011 19.00,"0,4","2,1",4,,"75,4","27,7"
20/07/2011 20.00,"0,3","2,1","3,5",,"71,9","27,7"
20/07/2011 21.00,"0,6",4,"6,2",,"65,1","27,7"
20/07/2011 22.00,"0,6","3,3","6,4",,66,"27,7"
20/07/2011 23.00,"0,5","2,7","6,2",,"63,4","27,7"
21/07/2011 0.00,"0,5","3,8","7,4",,"58,4","27,7"
21/07/2011 1.00,,"5,8","9,3",,"52,1",18
21/07/2011 2.00,1,,,,54,18
21/07/2011 3.00,"0,9","3,8","5,4",,51,18
21/07/2011 4.00,"0,9","3,5","5,1",,"46,3",18
21/07/2011 5.00,"0,8","4,8","6,5",,,18
21/07/2011 6.00,"0,8","5,4","7,2",,"43,8",18
21/07/2011 7.00,"0,9","4,5","6,4",,"54,3",18
21/07/2011 8.00,"0,9","6,2","8,8",,62,18
21/07/2011 9.00,"1,5","5,4","7,6",,"72,2",18
21/07/2011 10.00,"1,6","5,1","6,5",,"77,4",18
